domain,group,cell,n,n_correct,method,selector_type,actuator,geometry_id,lambda,trust_factor,auroc,auprc,delta_vs_iu_pp,family_nrm_delta_pp
prmbench,prmbench,prmbench,6966,758,supervised_max_mean,supervised_donor_label_sensitivity,full,contribution_union_k7,3.0,1.0,0.7152547440701248,0.2283719558764496,-0.5346960598971884,0.46042386366728083
prmbench,prmbench,prmbench,6966,758,canonical_cross,frozen_canonical_matched_cross_actuator,cross,residual_union_k7,,0.5,0.716416960496967,0.22268217988931294,-0.4184744172129662,0.46042386366728083
prmbench,prmbench,prmbench,6966,758,label_free_cross,intrinsic_label_free_geometry_matched_cross_actuator,cross,residual_adaptive_k7,,0.5,0.7168725816377881,0.22231353629681794,-0.37291230313085677,0.46042386366728083
prmbench,prmbench,prmbench,6966,758,supervised_one_se_cross,supervised_donor_label_matched_cross_actuator,cross,contribution_union_k7,,1.0,0.7199714004229796,0.22845886028457385,-0.06303042461170971,0.46042386366728083
prmbench,prmbench,prmbench,6966,758,supervised_max_mean_cross,supervised_donor_label_sensitivity_matched_cross_actuator,cross,contribution_union_k7,,1.0,0.7199714004229796,0.22845886028457385,-0.06303042461170971,0.46042386366728083
hle,hle,hle,2158,68,iu,baseline,none,none,,,0.5167745567126373,0.03432522904694714,0.0,0.3454826906839181
hle,hle,hle,2158,68,canonical,frozen_canonical,full,residual_union_k7,0.03,0.5,0.52589361103293,0.03547535105790757,0.9119054320292697,0.3454826906839181
hle,hle,hle,2158,68,label_free,intrinsic_label_free_geometry,full,residual_adaptive_k7,0.03,0.5,0.5230227976358007,0.035109982507998676,0.6248240923163451,0.3454826906839181
hle,hle,hle,2158,68,supervised_one_se,supervised_donor_label,full,contribution_union_k7,0.1,1.0,0.5125879538418238,0.033965553620700445,-0.4186602870813516,0.3454826906839181
hle,hle,hle,2158,68,supervised_max_mean,supervised_donor_label_sensitivity,full,contribution_union_k7,3.0,1.0,0.5220869687587955,0.035102363116582214,0.5312412046158177,0.3454826906839181
hle,hle,hle,2158,68,canonical_cross,frozen_canonical_matched_cross_actuator,cross,residual_union_k7,,0.5,0.5259287925696594,0.0354783094961699,0.915423585702213,0.3454826906839181
hle,hle,hle,2158,68,label_free_cross,intrinsic_label_free_geometry_matched_cross_actuator,cross,residual_adaptive_k7,,0.5,0.5230439065578385,0.03511852850674471,0.6269349845201222,0.3454826906839181
hle,hle,hle,2158,68,supervised_one_se_cross,supervised_donor_label_matched_cross_actuator,cross,contribution_union_k7,,1.0,0.5105685336335491,0.0338262342497926,-0.620602307908813,0.3454826906839181
hle,hle,hle,2158,68,supervised_max_mean_cross,supervised_donor_label_sensitivity_matched_cross_actuator,cross,contribution_union_k7,,1.0,0.5105685336335491,0.0338262342497926,-0.620602307908813,0.3454826906839181
