candidate,curve_kind,mean_entry_probability,model,n,relative_token,subset,sum_entry_probability
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.013118951722898516,qwen3_4b,139,-50,gsm8k,1.8235342894828936
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.010149097977387564,qwen3_4b,139,-49,gsm8k,1.4107246188568714
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.025166242688220535,qwen3_4b,145,-48,gsm8k,3.6491051897919773
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01313643651139638,qwen3_4b,146,-47,gsm8k,1.9179197306638713
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.008091653088409746,qwen3_4b,148,-46,gsm8k,1.1975646570846423
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.006386898067346578,qwen3_4b,148,-45,gsm8k,0.9452609139672936
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.0057391827070473024,qwen3_4b,149,-44,gsm8k,0.8551382233500481
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.00800488425010926,qwen3_4b,150,-43,gsm8k,1.200732637516389
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.016868643019369342,qwen3_4b,150,-42,gsm8k,2.5302964529054015
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01662484363105908,qwen3_4b,151,-41,gsm8k,2.510351388289921
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.012749957174314177,qwen3_4b,151,-40,gsm8k,1.9252435333214408
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.025221316785942312,qwen3_4b,153,-39,gsm8k,3.8588614682491738
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.007356875606604314,qwen3_4b,153,-38,gsm8k,1.12560196781046
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.015517409130743901,qwen3_4b,155,-37,gsm8k,2.4051984152653048
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01068766219097992,qwen3_4b,156,-36,gsm8k,1.6672753017928674
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01220113787820718,qwen3_4b,156,-35,gsm8k,1.90337750900032
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.008468813768448484,qwen3_4b,156,-34,gsm8k,1.3211349478779635
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.0117182296859359,qwen3_4b,158,-33,gsm8k,1.8514802903778722
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.02121599212640856,qwen3_4b,160,-32,gsm8k,3.39455874022537
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01640440010049043,qwen3_4b,160,-31,gsm8k,2.624704016078469
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01357699069408921,qwen3_4b,160,-30,gsm8k,2.1723185110542738
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.022131728221070214,qwen3_4b,162,-29,gsm8k,3.585339971813375
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.010932401140492959,qwen3_4b,163,-28,gsm8k,1.7819813859003524
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.013804412897750367,qwen3_4b,164,-27,gsm8k,2.2639237152310603
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.005516567195576849,qwen3_4b,165,-26,gsm8k,0.9102335872701801
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.021631323844008888,qwen3_4b,167,-25,gsm8k,3.6124310819494845
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.016058135439118278,qwen3_4b,167,-24,gsm8k,2.6817086183327525
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.01058509462685195,qwen3_4b,167,-23,gsm8k,1.7677108026842758
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.021787194490948084,qwen3_4b,168,-22,gsm8k,3.660248674479278
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.015206694630093916,qwen3_4b,168,-21,gsm8k,2.554724697855778
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.007448577854448184,qwen3_4b,168,-20,gsm8k,1.251361079547295
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.005145466666847815,qwen3_4b,169,-19,gsm8k,0.8695838666972808
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.0033711643744163875,qwen3_4b,169,-18,gsm8k,0.5697267792763695
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.005389143961905144,qwen3_4b,169,-17,gsm8k,0.9107653295619693
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.00867399476406218,qwen3_4b,170,-16,gsm8k,1.4745791098905707
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.006227565105051962,qwen3_4b,170,-15,gsm8k,1.0586860678588335
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.003469926684931953,qwen3_4b,170,-14,gsm8k,0.5898875364384321
local_hmm_reversible_core_iu,posterior_state_entry_probability,0.004558066809092121,qwen3_4b,170,-13,gsm8k,0.7748713575456605
