acc_correct,acc_erroneous,cal_f1,f1,method,model,sla,sla_tol1,split_index,subset,tau
0.5306122448979592,0.14705882352941177,0.4256079404466502,0.23029229406554474,global_dufs__local_iu_core,qwen3_4b,0.14705882352941177,0.4411764705882353,79,gsm8k,-0.13902321213063068
0.4891304347826087,0.24074074074074073,0.3223495702005731,0.3226696083838941,global_dufs__local_iu_core,qwen3_4b,0.24074074074074073,0.4351851851851852,80,gsm8k,-0.2267788947986009
0.43434343434343436,0.22772277227722773,0.34567901234567905,0.2987915407854985,global_dufs__local_iu_core,qwen3_4b,0.22772277227722773,0.48514851485148514,81,gsm8k,-0.2274570906869885
0.723404255319149,0.19811320754716982,0.34568162574089756,0.3110433456763233,global_dufs__local_iu_core,qwen3_4b,0.19811320754716982,0.41509433962264153,82,gsm8k,-0.050389683931621326
0.6428571428571429,0.22549019607843138,0.3294117647058824,0.3338709677419355,global_dufs__local_iu_core,qwen3_4b,0.22549019607843138,0.45098039215686275,83,gsm8k,-0.13739495976852653
0.5957446808510638,0.19811320754716982,0.36656596173212486,0.2973451327433628,global_dufs__local_iu_core,qwen3_4b,0.19811320754716982,0.4716981132075472,84,gsm8k,-0.13902321213063068
0.6956521739130435,0.24074074074074073,0.3053132434575733,0.3576956147893379,global_dufs__local_iu_core,qwen3_4b,0.24074074074074073,0.49074074074074076,85,gsm8k,-0.1402831119079708
0.5882352941176471,0.21739130434782608,0.3458083832335329,0.3174603174603175,global_dufs__local_iu_core,qwen3_4b,0.21739130434782608,0.4260869565217391,86,gsm8k,-0.09746652741021236
0.42857142857142855,0.26605504587155965,0.3131914893617021,0.3283018867924528,global_dufs__local_iu_core,qwen3_4b,0.26605504587155965,0.48623853211009177,87,gsm8k,-0.23875818198457993
0.6078431372549019,0.17346938775510204,0.3824220060382422,0.269910371318822,global_dufs__local_iu_core,qwen3_4b,0.17346938775510204,0.42857142857142855,88,gsm8k,-0.13739495976852653
0.648936170212766,0.2358490566037736,0.3169811320754717,0.34596188747731405,global_dufs__local_iu_core,qwen3_4b,0.2358490566037736,0.5094339622641509,89,gsm8k,-0.09460485294992675
0.6388888888888888,0.25,0.3064495114006514,0.359375,global_dufs__local_iu_core,qwen3_4b,0.25,0.45652173913043476,90,gsm8k,-0.14114779533531496
0.6530612244897959,0.17647058823529413,0.37699371677138716,0.2778581765557164,global_dufs__local_iu_core,qwen3_4b,0.17647058823529413,0.4117647058823529,91,gsm8k,-0.0511569169019435
