cells_meeting_10pct_ever_wrong,macro_coverage,macro_ever_wrong_rate,macro_potential_tokens_remaining,macro_selective_error,method,n_cells
6,0.4322539007899517,0.1541847084185404,484.48491432314955,0.34476520448387454,deepconf_entropy_w32,11
4,0.43485892643873947,0.1604763102178893,449.4908058716882,0.3450313847372671,deepconf_entropy_w64,11
5,0.3657133177005866,0.13706372502359454,462.933000380448,0.3635254255833619,iu28_no_length,11
5,0.3428177939949289,0.11946841710570598,462.5591920141262,0.3486254375608443,iu29_elapsed_length,11
5,0.329166857010817,0.12874208616128155,501.1185216298854,0.3861653498017135,max_entropy,11
5,0.42395184738135344,0.16839380137104296,527.5510869077837,0.3648009441616956,mean_entropy,11
