task,fold,arm,seed,bias,q15_H1,q15_VE1,chosen_surprisal,logprob_margin,true_tail50,energy_level,energy_innovation,top15_turnover,top50_js,dominant_freq16,bocpd_p0
pb_q4,1,H_RAW,2,0.4523082375526428,0.04958285018801689,0.03522220253944397,0.055319689214229584,-0.05197308212518692,0.02706252411007881,0.044018279761075974,-0.23917357623577118,-0.07098755985498428,0.008245669305324554,0.013410699553787708,-0.017008690163493156
pb_q4,2,H_MEAN,0,-0.040784645825624466,0.14281927049160004,0.4407423436641693,0.2451258897781372,-0.09699397534132004,0.48980721831321716,-0.39234036207199097,-0.13283178210258484,-0.3048231303691864,0.30927854776382446,0.04023797810077667,-0.3263886868953705
pb_q4,2,H_MEAN,1,0.07900898158550262,0.29899004101753235,0.31169795989990234,0.27510684728622437,-0.05151749774813652,0.4700127840042114,-0.37574759125709534,-0.11773096024990082,-0.30942848324775696,0.3667944073677063,0.045113977044820786,-0.3255748152732849
pb_q4,2,H_MEAN,2,0.10710500925779343,0.19812270998954773,0.3284376859664917,0.2796061038970947,-0.0312589593231678,0.5362475514411926,-0.4097680449485779,-0.12298793345689774,-0.32366466522216797,0.34792906045913696,0.03261938318610191,-0.33432725071907043
pb_q4,2,H_RANDATT,0,0.19048932194709778,0.14240838587284088,0.4914517104625702,0.2676372528076172,-0.07468728721141815,0.6155261993408203,-0.40802085399627686,-0.16178488731384277,-0.27481141686439514,0.3720387816429138,0.055547673255205154,-0.3507150113582611
pb_q4,2,H_RANDATT,1,0.11939562857151031,0.300308495759964,0.3294312655925751,0.22283130884170532,0.0006633402081206441,0.4694078862667084,-0.3626102805137634,-0.05689816549420357,-0.2328767031431198,0.3148875832557678,0.08417420089244843,-0.3489689230918884
pb_q4,2,H_RANDATT,2,0.12606753408908844,0.18890602886676788,0.3693862855434418,0.2463444024324417,0.030482780188322067,0.4985828995704651,-0.3998301923274994,-0.10468176007270813,-0.23312436044216156,0.31682732701301575,0.020814165472984314,-0.4058319926261902
pb_q4,2,H_RAW,0,0.20736832916736603,0.08584296703338623,0.04617166891694069,0.04152325913310051,-0.13623233139514923,0.02585289627313614,0.09782084822654724,-0.18063512444496155,-0.051204778254032135,-0.00839811097830534,0.010240026749670506,-0.03680502995848656
pb_q4,2,H_RAW,1,0.20594753324985504,0.06975878030061722,0.049907609820365906,0.04148327559232712,-0.11009304970502853,0.026722019538283348,0.05883651599287987,-0.1651780605316162,-0.05182228237390518,-0.0026864097453653812,0.005357481073588133,-0.04245078191161156
pb_q4,2,H_RAW,2,0.19737456738948822,0.10446806997060776,0.11202635616064072,0.05894143134355545,-0.13227292895317078,0.010080352425575256,0.08438026905059814,-0.24645347893238068,-0.11303902417421341,0.022709466516971588,-0.007567746564745903,0.005541996564716101
pb_q4,3,H_MEAN,0,0.18126843869686127,0.3013212978839874,0.42648038268089294,0.30483490228652954,-0.05843398720026016,0.46174347400665283,-0.4162200391292572,0.0018952139653265476,-0.15662246942520142,0.2970212996006012,0.08236419409513474,-0.36339041590690613
pb_q4,3,H_MEAN,1,0.27147263288497925,0.44916072487831116,0.2683275640010834,0.3563310503959656,-0.004208654630929232,0.46608710289001465,-0.4077558219432831,-0.002056847559288144,-0.14736224710941315,0.35969966650009155,0.0844334065914154,-0.3555019497871399
pb_q4,3,H_MEAN,2,0.25489938259124756,0.31322962045669556,0.3107990324497223,0.36346375942230225,0.036927949637174606,0.501400887966156,-0.4086668789386749,0.00383294397033751,-0.15648667514324188,0.3370848000049591,0.07442549616098404,-0.36160027980804443
pb_q4,3,H_RANDATT,0,0.2715050280094147,0.3038855195045471,0.4408673942089081,0.3136310577392578,-0.015948854386806488,0.5599921941757202,-0.41473716497421265,-0.00645593972876668,-0.10569879412651062,0.3055862486362457,0.09134522080421448,-0.37777790427207947
pb_q4,3,H_RANDATT,1,0.26192739605903625,0.4672722816467285,0.2861288785934448,0.3134623169898987,0.008391588926315308,0.4751035273075104,-0.3709278404712677,0.08689764887094498,-0.10960812121629715,0.37465962767601013,0.1053071841597557,-0.36824145913124084
pb_q4,3,H_RANDATT,2,0.410062313079834,0.318071186542511,0.29248401522636414,0.3278651833534241,0.07748638838529587,0.4869007170200348,-0.4208236634731293,0.026522984728217125,-0.10625351965427399,0.3436588943004608,0.04864315316081047,-0.451468825340271
pb_q4,3,H_RAW,0,0.32848060131073,0.10624659061431885,0.0046370429918169975,0.05054420605301857,-0.15067821741104126,0.02638997882604599,0.09101700782775879,-0.174260213971138,-0.02365134283900261,-0.00815935805439949,0.0407540500164032,-0.020586440339684486
pb_q4,3,H_RAW,1,0.4323027729988098,0.10632927715778351,-0.0032561703119426966,0.05223332345485687,-0.10758986324071884,0.027026692405343056,0.06089748442173004,-0.16504915058612823,-0.030904026702046394,-0.006061346735805273,0.03449172154068947,-0.02131008170545101
pb_q4,3,H_RAW,2,0.344270259141922,0.08651523292064667,0.01768031157553196,0.05676925182342529,-0.08214627951383591,0.0196316447108984,0.06791789084672928,-0.2247515320777893,-0.05277065932750702,0.003652631537988782,0.0320277102291584,-0.018270881846547127
pb_q4,4,H_MEAN,0,0.4650278091430664,0.25983113050460815,0.5312620401382446,0.14088965952396393,-0.039987944066524506,0.35800111293792725,-0.3112953305244446,0.030486732721328735,-0.22916071116924286,0.2621482312679291,0.04078387841582298,-0.39946258068084717
pb_q4,4,H_MEAN,1,0.5515589714050293,0.35442450642585754,0.3819182813167572,0.1736988127231598,0.0222995113581419,0.36966821551322937,-0.3025859296321869,0.06543878465890884,-0.23957598209381104,0.2959917187690735,0.04289791360497475,-0.39568567276000977
pb_q4,4,H_MEAN,2,0.5373210906982422,0.28215527534484863,0.4008089005947113,0.17082014679908752,0.04688730090856552,0.4035320281982422,-0.33276548981666565,0.0404588021337986,-0.24779024720191956,0.2869008183479309,0.05323876813054085,-0.4048101305961609
pb_q4,4,H_RANDATT,0,0.5709081292152405,0.25686702132225037,0.5279303789138794,0.15258169174194336,-0.012337194755673409,0.5577174425125122,-0.3088029623031616,0.04305732622742653,-0.2092067301273346,0.30285510420799255,0.05572989955544472,-0.449251264333725
pb_q4,4,H_RANDATT,1,0.5779533982276917,0.42272889614105225,0.41269442439079285,0.13084839284420013,0.06377889961004257,0.3348647952079773,-0.27786409854888916,0.1405315399169922,-0.17144641280174255,0.18990962207317352,0.06542953848838806,-0.4510480463504791
pb_q4,4,H_RANDATT,2,0.5525127053260803,0.2698574960231781,0.4417717158794403,0.13840363919734955,0.06314227730035782,0.3817724585533142,-0.32936185598373413,0.0864909216761589,-0.19769498705863953,0.2414073497056961,0.01033454854041338,-0.5307522416114807
pb_q4,4,H_RAW,0,0.6556642055511475,0.10111731290817261,0.03833969682455063,0.047846343368291855,-0.24670712649822235,0.02907433733344078,0.1845211684703827,-0.18482999503612518,-0.07137201726436615,0.004778786562383175,0.034140780568122864,-0.01606096141040325
pb_q4,4,H_RAW,1,0.7103601098060608,0.09691528975963593,0.05772913992404938,0.05033078044652939,-0.20758798718452454,0.027715381234884262,0.15570828318595886,-0.16318920254707336,-0.06537075340747833,0.004794047214090824,0.0317276231944561,-0.0759645476937294
pb_q4,4,H_RAW,2,0.5638156533241272,0.08838886022567749,0.032542385160923004,0.05247152969241142,-0.18592306971549988,0.017298512160778046,0.18688760697841644,-0.21606934070587158,-0.09222874790430069,0.012529960833489895,0.02279461920261383,0.0019278666004538536
pb_q8,0,H_MEAN,0,0.364307701587677,0.2063467651605606,0.4417017996311188,0.14547058939933777,-0.0983978882431984,0.43075764179229736,-0.4008738398551941,-0.11937518417835236,-0.1676613986492157,0.18555119633674622,0.07465437799692154,-0.29734697937965393
pb_q8,0,H_MEAN,1,0.46601977944374084,0.34469249844551086,0.29004359245300293,0.17816227674484253,-0.07429859042167664,0.42625656723976135,-0.35365912318229675,-0.09058044850826263,-0.19433711469173431,0.22868652641773224,0.07154304534196854,-0.2720828354358673
pb_q8,0,H_MEAN,2,0.4693371653556824,0.24086765944957733,0.3165185749530792,0.1793074905872345,-0.02889810875058174,0.45642173290252686,-0.38945046067237854,-0.09301263093948364,-0.2056974470615387,0.23478727042675018,0.07496614754199982,-0.29144349694252014
pb_q8,0,H_RANDATT,0,0.4957970082759857,0.16877315938472748,0.4359905421733856,0.141818568110466,-0.0603003203868866,0.5684537887573242,-0.40976178646087646,-0.14663814008235931,-0.159358948469162,0.1855359822511673,0.08412761986255646,-0.2840992212295532
pb_q8,0,H_RANDATT,1,0.5508342981338501,0.35906901955604553,0.31102901697158813,0.0928090438246727,-0.033694926649332047,0.39391830563545227,-0.35305097699165344,-0.030316676944494247,-0.1283494383096695,0.21087683737277985,0.10674354434013367,-0.25344598293304443
pb_q8,0,H_RANDATT,2,0.5052325129508972,0.23817311227321625,0.33368948101997375,0.13904531300067902,-0.004436064977198839,0.4139600694179535,-0.3783498704433441,-0.08186831325292587,-0.16149114072322845,0.22991320490837097,0.05199491232633591,-0.3608974814414978
pb_q8,0,H_RAW,0,0.46535003185272217,0.09902042150497437,0.09340087324380875,0.0395628958940506,-0.1130257397890091,0.029392899945378304,0.009951991029083729,-0.1374424695968628,-0.026986554265022278,-0.018514713272452354,0.027047356590628624,-0.15721142292022705
pb_q8,0,H_RAW,1,0.5769895315170288,0.09692805260419846,0.06726572662591934,0.04347873479127884,-0.07565919309854507,0.03345666453242302,0.022940924391150475,-0.1094687432050705,-0.02780669368803501,-0.0041857329197227955,0.019174186512827873,-0.19551849365234375
pb_q8,0,H_RAW,2,0.559869110584259,0.12102669477462769,0.07746445387601852,0.041011277586221695,-0.016898831352591515,0.022591134533286095,-0.02543654665350914,-0.14954571425914764,-0.05328505113720894,-0.0077291629277169704,0.028572561219334602,-0.14555686712265015
pb_q8,1,H_MEAN,0,0.21129848062992096,0.14767329394817352,0.4428081214427948,0.09812485426664352,-0.04611353948712349,0.440689355134964,-0.41111910343170166,-0.10903985798358917,-0.32220354676246643,0.25641459226608276,0.07014612853527069,-0.22233042120933533
pb_q8,1,H_MEAN,1,0.2746519148349762,0.29039260745048523,0.2740250825881958,0.11790944635868073,-0.00019507695105858147,0.4270433485507965,-0.3824799060821533,-0.07326219230890274,-0.33393073081970215,0.30266979336738586,0.04906005039811134,-0.23754897713661194
pb_q8,1,H_MEAN,2,0.3244466483592987,0.20906734466552734,0.3072425127029419,0.114772267639637,0.0386187806725502,0.45332279801368713,-0.41441646218299866,-0.09352466464042664,-0.3425177335739136,0.3003421723842621,0.06350129842758179,-0.22629083693027496
pb_q8,1,H_RANDATT,0,0.3595964014530182,0.10258626937866211,0.4505675435066223,0.05229831859469414,-0.013139110989868641,0.5854721069335938,-0.43631884455680847,-0.137512668967247,-0.2999013364315033,0.2700366675853729,0.07314656674861908,-0.26017898321151733
pb_q8,1,H_RANDATT,1,0.5361571311950684,0.31710588932037354,0.28421345353126526,0.09312279522418976,0.012838967144489288,0.3914104998111725,-0.3675902187824249,-0.004833818878978491,-0.28611889481544495,0.28798869252204895,0.08754174411296844,-0.19606918096542358
pb_q8,1,H_RANDATT,2,0.5342678427696228,0.2032826542854309,0.30275535583496094,0.09911815077066422,0.05381955951452255,0.3744771182537079,-0.4135027527809143,-0.06333345919847488,-0.2941490113735199,0.29280996322631836,0.03946000710129738,-0.3036510646343231
pb_q8,1,H_RAW,0,0.38183146715164185,0.05877501517534256,0.07996736466884613,0.04992078244686127,-0.037857115268707275,0.03917138651013374,0.024701004847884178,-0.14577560126781464,-0.0657849907875061,0.011854934506118298,0.04807372763752937,-0.10192576795816422
pb_q8,1,H_RAW,1,0.4709929823875427,0.052097387611866,0.07798153907060623,0.05534151941537857,-0.013859287835657597,0.035569775849580765,0.031274620443582535,-0.1335369497537613,-0.05558715760707855,0.016628487035632133,0.04546206444501877,-0.0858338475227356
pb_q8,1,H_RAW,2,0.37037667632102966,0.05583049729466438,0.07156398147344589,0.052481427788734436,0.009959781542420387,0.027685347944498062,0.010863118804991245,-0.16154301166534424,-0.08294273167848587,0.020457612350583076,0.04987167939543724,-0.06208511069417
pb_q8,2,H_MEAN,0,0.31149977445602417,0.19316814839839935,0.338022381067276,0.16317127645015717,-0.10244014859199524,0.4408673942089081,-0.39494702219963074,-0.21029040217399597,-0.2782854735851288,0.30018094182014465,0.064112089574337,-0.33829382061958313
pb_q8,2,H_MEAN,1,0.3700682520866394,0.34367209672927856,0.20067860186100006,0.21995994448661804,-0.07974125444889069,0.43036967515945435,-0.36958450078964233,-0.16507425904273987,-0.3124367296695709,0.3471398949623108,0.06836691498756409,-0.3243556320667267
pb_q8,2,H_MEAN,2,0.3738824129104614,0.23386363685131073,0.2253795862197876,0.19383718073368073,-0.021668147295713425,0.47444844245910645,-0.3863723874092102,-0.16909965872764587,-0.32870158553123474,0.35445675253868103,0.06349564343690872,-0.33906227350234985
pb_q8,2,H_RANDATT,0,0.3172217607498169,0.17778238654136658,0.34075385332107544,0.15123361349105835,-0.07222907245159149,0.5796791911125183,-0.4103234112262726,-0.21441839635372162,-0.2862204909324646,0.30931878089904785,0.07978268712759018,-0.34356212615966797
pb_q8,2,H_RANDATT,1,0.4452766478061676,0.36616551876068115,0.21328619122505188,0.14905641973018646,-0.030267754569649696,0.43913912773132324,-0.363376259803772,-0.11948335915803909,-0.24284417927265167,0.34820738434791565,0.08523643016815186,-0.4114777743816376
pb_q8,2,H_RANDATT,2,0.5946906208992004,0.22312778234481812,0.237806037068367,0.19798146188259125,-0.007809686008840799,0.4339958131313324,-0.3942941725254059,-0.17101825773715973,-0.2627184987068176,0.34122976660728455,0.03936190903186798,-0.4993312358856201
pb_q8,2,H_RAW,0,0.35099509358406067,0.09695503860712051,0.027872582897543907,0.04150449112057686,-0.03457839414477348,0.024124182760715485,0.00686308927834034,-0.178803488612175,-0.047088149935007095,-0.005197896622121334,0.00410066032782197,-0.07658854871988297
pb_q8,2,H_RAW,1,0.578464925289154,0.09458944946527481,0.027713293209671974,0.04897461086511612,0.012210067361593246,0.025065302848815918,0.016777444630861282,-0.1345771998167038,-0.05315639451146126,-0.0039052218198776245,0.006858189590275288,-0.0714125782251358
pb_q8,2,H_RAW,2,0.42421093583106995,0.11115779727697372,0.0623948834836483,0.05062084645032883,0.0021515528205782175,0.014477268792688847,-0.008758003823459148,-0.2090848684310913,-0.06605086475610733,0.001798434415832162,0.014448307454586029,-0.09301222115755081
pb_q8,3,H_MEAN,0,0.2908197045326233,0.33005982637405396,0.3387417793273926,0.18796052038669586,-0.10742958635091782,0.3425630033016205,-0.3900718092918396,-0.1276932954788208,-0.18652352690696716,0.29208630323410034,0.06431522965431213,-0.3196346163749695
pb_q8,3,H_MEAN,1,0.3372167944908142,0.4565091133117676,0.14912602305412292,0.26287585496902466,-0.07387620955705643,0.3202670216560364,-0.3610510528087616,-0.11550775915384293,-0.23389048874378204,0.2917884290218353,0.07659447938203812,-0.31304681301116943
pb_q8,3,H_MEAN,2,0.3327060043811798,0.36626479029655457,0.176653653383255,0.23762494325637817,-0.03840244188904762,0.3957439064979553,-0.37432169914245605,-0.12404406070709229,-0.2255159318447113,0.3328569531440735,0.07205145061016083,-0.31139177083969116
pb_q8,3,H_RANDATT,0,0.2736266553401947,0.31951847672462463,0.3278309404850006,0.17956794798374176,-0.05887795612215996,0.3642955720424652,-0.38786110281944275,-0.14771145582199097,-0.17299747467041016,0.2749667465686798,0.07952874153852463,-0.29500657320022583
pb_q8,3,H_RANDATT,1,0.47006386518478394,0.48020729422569275,0.1495938003063202,0.19402635097503662,-0.03841117396950722,0.3143669366836548,-0.3340111970901489,-0.049377668648958206,-0.1601126343011856,0.32025521993637085,0.08269502222537994,-0.31772544980049133
pb_q8,3,H_RANDATT,2,0.5439890623092651,0.3736385703086853,0.17755773663520813,0.2373109608888626,-0.0016550275031477213,0.36777463555336,-0.38720807433128357,-0.10056136548519135,-0.1725708544254303,0.32838520407676697,0.05745888501405716,-0.3745271563529968
pb_q8,3,H_RAW,0,0.3032849431037903,0.09672942012548447,0.06448142975568771,0.04339867830276489,-0.0958397164940834,0.029840137809515,0.06114928051829338,-0.14412079751491547,-0.030932893976569176,-0.01813039742410183,0.0010232653003185987,-0.09313704818487167
pb_q8,3,H_RAW,1,0.46403637528419495,0.08392317593097687,0.07379407435655594,0.05454366281628609,-0.044702719897031784,0.031625449657440186,0.047556109726428986,-0.11578807979822159,-0.03497396782040596,-0.006715937051922083,-0.0007368383230641484,-0.10583686828613281
pb_q8,3,H_RAW,2,0.4039837419986725,0.08607656508684158,0.075174979865551,0.05575641617178917,-0.012170788832008839,0.025177083909511566,0.02494068816304207,-0.18004591763019562,-0.049635324627161026,-0.001650169026106596,0.009728196077048779,-0.09671349823474884
pb_q8,4,H_MEAN,0,0.5253276824951172,0.21395300328731537,0.41916877031326294,0.04958938807249069,-0.09802941977977753,0.336331844329834,-0.3674808442592621,-0.15178418159484863,-0.22938452661037445,0.24118326604366302,0.06941483169794083,-0.3157031834125519
pb_q8,4,H_MEAN,1,0.5995169281959534,0.32634615898132324,0.25720667839050293,0.10859456658363342,-0.03967896103858948,0.3336886465549469,-0.35535165667533875,-0.1274343729019165,-0.2395576387643814,0.26970991492271423,0.0687597393989563,-0.3151847720146179
pb_q8,4,H_MEAN,2,0.5938151478767395,0.24646562337875366,0.29228225350379944,0.10555919259786606,-0.009139841422438622,0.3685082793235779,-0.36565521359443665,-0.13842281699180603,-0.2282305806875229,0.2739066779613495,0.06356506794691086,-0.3238888382911682
pb_q8,4,H_RANDATT,0,0.581605851650238,0.18132516741752625,0.41782626509666443,0.05119553580880165,-0.06576090306043625,0.47197914123535156,-0.38865894079208374,-0.17871251702308655,-0.21624167263507843,0.25802502036094666,0.0872221291065216,-0.3435122072696686
pb_q8,4,H_RANDATT,1,0.6557449102401733,0.38307979702949524,0.28668180108070374,0.03454897180199623,-0.021220801398158073,0.29263579845428467,-0.333193838596344,-0.06947007775306702,-0.16843585669994354,0.22347921133041382,0.0973292738199234,-0.36179566383361816
pb_q8,4,H_RANDATT,2,0.621852695941925,0.2516022324562073,0.2798287272453308,0.10517382621765137,0.010937145911157131,0.36534252762794495,-0.3803428113460541,-0.11538894474506378,-0.1830063760280609,0.2510037124156952,0.04792747274041176,-0.42829054594039917
pb_q8,4,H_RAW,0,0.635517418384552,0.07522664964199066,0.048449721187353134,0.047198884189128876,-0.09300027042627335,0.03307829424738884,0.07735466957092285,-0.14858900010585785,-0.05757330730557442,0.011064525693655014,0.029639432206749916,-0.09151449799537659
pb_q8,4,H_RAW,1,0.7305216193199158,0.0690518468618393,0.04516936093568802,0.0505896732211113,-0.0834265723824501,0.039274394512176514,0.08626630902290344,-0.1134430468082428,-0.06517645716667175,0.013676623813807964,0.04015805199742317,-0.07246460765600204
pb_q8,4,H_RAW,2,0.6069958806037903,0.06917508691549301,0.04245113581418991,0.04618914797902107,-0.0547248050570488,0.031153228133916855,0.0690532997250557,-0.14353103935718536,-0.06064362823963165,0.015737371519207954,0.031851448118686676,-0.07659179717302322
prm,0,H_MEAN,0,-0.009585266932845116,0.3600781559944153,0.15121905505657196,-0.09704912453889847,-0.23430705070495605,-0.016295313835144043,0.034966353327035904,-0.004469931125640869,-0.14025726914405823,0.010230235755443573,0.062008894979953766,0.09179047495126724
prm,0,H_MEAN,1,-0.006888994015753269,0.41184908151626587,0.10078943520784378,-0.09428641945123672,-0.24220061302185059,-0.0232513640075922,0.04107852280139923,0.022076990455389023,-0.14852824807167053,0.02011912129819393,0.07485636323690414,0.07340459525585175
prm,0,H_MEAN,2,-0.008384871296584606,0.3933921158313751,0.11034855246543884,-0.09517502039670944,-0.2252965271472931,-0.01854735240340233,0.032980501651763916,-3.292370820418e-05,-0.16267049312591553,0.022877784445881844,0.07319314777851105,0.0820150375366211
prm,0,H_RANDATT,0,0.017785251140594482,0.3086659908294678,0.16965167224407196,-0.100761279463768,-0.25593358278274536,-0.03674370050430298,0.05278373882174492,-0.018959389999508858,-0.10847588628530502,0.005263738799840212,0.08282565325498581,0.16646766662597656
prm,0,H_RANDATT,1,0.02056124061346054,0.3569583594799042,0.011036049574613571,-0.06946977972984314,-0.2029104381799698,-0.024130424484610558,0.07393281161785126,0.04363064467906952,-0.06849133223295212,-0.009724486619234085,0.07919628173112869,0.11892949789762497
prm,0,H_RANDATT,2,0.005125410854816437,0.40757831931114197,0.0643964409828186,-0.08847746253013611,-0.2191607803106308,-0.015796205028891563,0.02427559718489647,0.0045072166249156,-0.12433508038520813,0.019754331558942795,0.05421188101172447,0.11455770581960678
prm,0,H_RAW,0,-0.3680746555328369,0.23216386139392853,0.07570473104715347,-0.018071843311190605,-0.0975225567817688,0.003943542949855328,0.026706084609031677,-0.10440216958522797,-0.06054988503456116,-0.03333696350455284,0.0501718632876873,0.010801579803228378
prm,0,H_RAW,1,-0.37536513805389404,0.23129695653915405,0.06285718083381653,-0.012828510254621506,-0.06544208526611328,0.0005587133346125484,0.026133758947253227,-0.1034843921661377,-0.05151262879371643,-0.029426220804452896,0.055091742426157,0.007661095820367336
prm,0,H_RAW,2,-0.2831423580646515,0.22294428944587708,0.03474893048405647,0.04909295588731766,-0.1314970850944519,0.011349213309586048,-0.015441983006894588,-0.08428889513015747,-0.185786634683609,-0.03317461162805557,0.04261162132024765,0.010889383964240551
prm,1,H_MEAN,0,-0.00782813224941492,0.3217896819114685,0.024859050288796425,-0.11321525275707245,-0.19712471961975098,0.03228214383125305,0.09043706953525543,-0.003922314383089542,-0.11215467005968094,-0.006854555103927851,0.057750046253204346,0.10524402558803558
prm,1,H_MEAN,1,-0.006273474544286728,0.3530277609825134,-0.019811011850833893,-0.12256612628698349,-0.19332902133464813,0.028675120323896408,0.09617467224597931,0.010412373580038548,-0.10114286094903946,0.004589433781802654,0.06121330335736275,0.09580287337303162
prm,1,H_MEAN,2,-0.0047234720550477505,0.3486621677875519,-0.019000031054019928,-0.12592504918575287,-0.18657338619232178,0.04377405345439911,0.08155463635921478,0.015271247364580631,-0.10265427827835083,0.012542246840894222,0.05783454701304436,0.08869120478630066
prm,1,H_RANDATT,0,0.01896756887435913,0.260044127702713,0.06703102588653564,-0.14540261030197144,-0.20599251985549927,0.004875097889453173,0.11365918815135956,-0.009781920351088047,-0.06557636708021164,-0.037970591336488724,0.077377088367939,0.1683405190706253
prm,1,H_RANDATT,1,0.013970122672617435,0.2961582839488983,-0.09133324772119522,-0.10418599098920822,-0.153020977973938,0.021357381716370583,0.13425971567630768,0.03142823651432991,-0.04099954664707184,-0.019634854048490524,0.08288150280714035,0.13672572374343872
prm,1,H_RANDATT,2,0.0050393808633089066,0.35815948247909546,-0.04321728274226189,-0.12280339002609253,-0.17871402204036713,0.029117809608578682,0.07182778418064117,0.009175651706755161,-0.09135966747999191,0.006840192247182131,0.03974733501672745,0.13347534835338593
prm,1,H_RAW,0,-0.3726334571838379,0.20447030663490295,0.00951915979385376,-0.018711231648921967,-0.06625562161207199,-0.0050286296755075455,0.06407871097326279,-0.1268300563097,-0.02620222233235836,-0.03879738971590996,0.03397470340132713,0.003732298966497183
prm,1,H_RAW,1,-0.3785403370857239,0.18854916095733643,0.014269866049289703,-0.012366238050162792,-0.024883165955543518,-0.0014309135731309652,0.05864376202225685,-0.1263088881969452,-0.02934195287525654,-0.031889889389276505,0.04100050404667854,-0.0009098925511352718
