source,unit,group,domain,repetition,n_train,n_test,n_features,positive_rate_train,positive_rate_test,upcr_n_kept,budget,n_trusted,method,auc,delta_vs_upcr,converged,n_iter
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,20,20,anchored_pcr2,0.7867745535714287,-0.0027343749999998446,1,9
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,20,20,anchored_pcr6,0.6612723214285715,-0.128236607142857,1,13
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,20,20,pseudo_gold_pcr6,0.5790178571428573,-0.21049107142857126,1,13
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,upcr,0.7895089285714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,platt_upcr,0.7895089285714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,gold_pcr2,0.7881417410714285,-0.0013671874999999778,1,9
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,gold_pcr6,0.7755580357142857,-0.013950892857142794,1,12
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,gold_ridge_all,0.7596540178571429,-0.029854910714285587,1,27
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,anchored_pcr2,0.7863839285714287,-0.0031249999999998224,1,9
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,anchored_pcr6,0.7922712053571429,0.0027622767857143904,1,10
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,40,40,pseudo_gold_pcr6,0.7782366071428571,-0.011272321428571375,1,12
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,upcr,0.7895089285714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,platt_upcr,0.7895089285714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,gold_pcr2,0.7628348214285715,-0.026674107142857006,1,10
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,gold_pcr6,0.7645926339285714,-0.024916294642857162,1,13
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,gold_ridge_all,0.7923270089285714,0.002818080357142927,1,38
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,anchored_pcr2,0.7895089285714286,1.1102230246251565e-16,1,9
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,anchored_pcr6,0.7788783482142857,-0.010630580357142816,1,10
real,lapeigvals_gsm8k_phi35,math,math,27,791,528,25,0.8470290771175727,0.8484848484848485,19,80,80,pseudo_gold_pcr6,0.7709821428571428,-0.018526785714285676,1,13
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,anchored_pcr2,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,anchored_pcr6,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,pseudo_gold_pcr6,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_pcr2,0.7707031249999999,-0.050334821428571486,1,9
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_pcr6,0.7602399553571428,-0.06079799107142858,1,14
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_ridge_all,0.7979073660714285,-0.023130580357142883,1,19
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,anchored_pcr2,0.8218191964285714,0.0007812499999999556,1,9
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,anchored_pcr6,0.821595982142857,0.0005580357142855874,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,pseudo_gold_pcr6,0.8004743303571429,-0.020563616071428537,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_pcr2,0.8007254464285714,-0.020312500000000067,1,9
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_pcr6,0.7051060267857143,-0.1159319196428571,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_ridge_all,0.7727399553571428,-0.048297991071428625,1,17
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,anchored_pcr2,0.8215680803571428,0.0005301339285713746,1,8
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,anchored_pcr6,0.8120535714285714,-0.008984375000000044,1,11
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,pseudo_gold_pcr6,0.7782087053571429,-0.04282924107142849,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_pcr2,0.8085658482142857,-0.012472098214285743,1,10
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_pcr6,0.7973772321428569,-0.02366071428571448,1,15
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_ridge_all,0.8105747767857143,-0.010463169642857095,1,20
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,anchored_pcr2,0.8223772321428572,0.001339285714285765,1,11
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,anchored_pcr6,0.8240513392857142,0.0030133928571427493,1,11
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,pseudo_gold_pcr6,0.8101562500000001,-0.010881696428571286,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_pcr2,0.8260044642857144,0.004966517857142971,1,11
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_pcr6,0.8113560267857143,-0.00968191964285714,1,14
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_ridge_all,0.7648437499999999,-0.056194196428571486,1,26
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,anchored_pcr2,0.8237723214285714,0.0027343749999999556,1,8
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,anchored_pcr6,0.8190569196428571,-0.0019810267857143238,1,10
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,pseudo_gold_pcr6,0.80078125,-0.02025669642857142,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,platt_upcr,0.8210379464285714,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_pcr2,0.8035435267857143,-0.01749441964285714,1,10
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_pcr6,0.7724051339285715,-0.048632812499999956,1,12
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_ridge_all,0.7652064732142857,-0.05583147321428572,1,36
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,anchored_pcr2,0.8200892857142856,-0.0009486607142857872,1,8
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,anchored_pcr6,0.8013392857142857,-0.01969866071428572,1,10
real,lapeigvals_gsm8k_phi35,math,math,28,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,pseudo_gold_pcr6,0.7799665178571429,-0.04107142857142854,1,12
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,anchored_pcr2,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,anchored_pcr6,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,0,0,pseudo_gold_pcr6,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_pcr2,0.5258370535714286,-0.2798828124999999,1,8
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_pcr6,0.5229352678571428,-0.2827845982142857,1,10
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,gold_ridge_all,0.6318080357142857,-0.17391183035714286,1,15
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,anchored_pcr2,0.8126953124999999,0.006975446428571397,1,9
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,anchored_pcr6,0.8077008928571429,0.0019810267857143238,1,11
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,5,5,pseudo_gold_pcr6,0.7743861607142857,-0.03133370535714286,1,11
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_pcr2,0.7834263392857143,-0.02229352678571428,1,9
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_pcr6,0.6693080357142858,-0.13641183035714277,1,13
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,gold_ridge_all,0.73828125,-0.06743861607142854,1,18
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,anchored_pcr2,0.8019531249999999,-0.003766741071428603,1,7
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,anchored_pcr6,0.8010323660714286,-0.004687499999999956,1,10
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,10,10,pseudo_gold_pcr6,0.7633091517857143,-0.04241071428571419,1,11
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_pcr2,0.7982142857142858,-0.0075055803571427715,1,11
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_pcr6,0.778822544642857,-0.026897321428571486,1,15
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,gold_ridge_all,0.7717075892857144,-0.03401227678571417,1,23
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,anchored_pcr2,0.8123604910714285,0.006640624999999956,1,8
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,anchored_pcr6,0.8174386160714286,0.011718750000000111,1,10
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,20,20,pseudo_gold_pcr6,0.7953683035714284,-0.010351562500000133,1,12
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_pcr2,0.7467354910714286,-0.05898437499999998,1,9
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_pcr6,0.7494698660714284,-0.05625000000000013,1,16
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,gold_ridge_all,0.7634765625,-0.04224330357142858,1,36
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,anchored_pcr2,0.749525669642857,-0.056194196428571486,1,10
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,anchored_pcr6,0.7932198660714286,-0.012499999999999956,1,11
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,40,40,pseudo_gold_pcr6,0.7746651785714285,-0.031054687500000067,1,13
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,platt_upcr,0.8057198660714285,0.0,1,0
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_pcr2,0.802818080357143,-0.002901785714285565,1,9
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_pcr6,0.7568917410714286,-0.04882812499999989,1,13
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,gold_ridge_all,0.7546875,-0.05103236607142858,1,39
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,anchored_pcr2,0.7927176339285715,-0.013002232142857006,1,9
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,anchored_pcr6,0.7879743303571428,-0.01774553571428572,1,10
real,lapeigvals_gsm8k_phi35,math,math,29,791,528,25,0.8470290771175727,0.8484848484848485,18,80,80,pseudo_gold_pcr6,0.7724609375,-0.03325892857142854,1,12
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,0,0,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,0,0,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,0,0,anchored_pcr2,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,0,0,anchored_pcr6,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,0,0,pseudo_gold_pcr6,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,gold_pcr2,0.42836452762923355,-0.16510695187165775,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,gold_pcr6,0.4693627450980392,-0.12410873440285208,1,11
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,gold_ridge_all,0.41655525846702324,-0.17691622103386806,1,15
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,anchored_pcr2,0.5926916221033868,-0.0007798573975045242,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,anchored_pcr6,0.5992647058823529,0.005793226381461625,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,5,5,pseudo_gold_pcr6,0.5394385026737968,-0.054032976827094514,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,gold_pcr2,0.5911319073083778,-0.0023395721925134616,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,gold_pcr6,0.5051247771836007,-0.08834670231729058,1,12
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,gold_ridge_all,0.5150401069518715,-0.07843137254901977,1,20
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,anchored_pcr2,0.5928030303030303,-0.0006684491978610207,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,anchored_pcr6,0.5841131907308378,-0.009358288770053513,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,10,10,pseudo_gold_pcr6,0.5656194295900179,-0.027852049910873422,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,gold_pcr2,0.4136586452762923,-0.17981283422459898,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,gold_pcr6,0.4637923351158646,-0.1296791443850267,1,11
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,gold_ridge_all,0.4830659536541889,-0.11040552584670238,1,30
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,anchored_pcr2,0.5905748663101603,-0.002896613190730979,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,anchored_pcr6,0.5914661319073085,-0.00200534759358284,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,20,20,pseudo_gold_pcr6,0.4994429590017825,-0.09402852049910881,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,gold_pcr2,0.5643939393939394,-0.02907754010695185,1,7
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,gold_pcr6,0.46156417112299464,-0.13190730837789666,1,11
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,gold_ridge_all,0.47459893048128343,-0.11887254901960786,1,30
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,anchored_pcr2,0.5797682709447415,-0.013703208556149815,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,anchored_pcr6,0.5290775401069518,-0.06439393939393945,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,40,40,pseudo_gold_pcr6,0.473150623885918,-0.1203208556149733,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,platt_upcr,0.5934714795008913,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,gold_pcr2,0.5315285204991087,-0.061942959001782594,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,gold_pcr6,0.4653520499108734,-0.12811942959001787,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,gold_ridge_all,0.5188279857397504,-0.07464349376114088,1,45
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,anchored_pcr2,0.5652852049910873,-0.028186274509804043,1,7
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,anchored_pcr6,0.5299688057040999,-0.06350267379679142,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,0,300,200,25,0.33666666666666667,0.34,21,80,80,pseudo_gold_pcr6,0.47727272727272724,-0.11619875222816406,1,10
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,0,0,upcr,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,0,0,platt_upcr,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,0,0,anchored_pcr2,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,0,0,anchored_pcr6,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,0,0,pseudo_gold_pcr6,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,upcr,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,platt_upcr,0.5368761140819964,0.0,1,0
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,gold_pcr2,0.5271836007130125,-0.009692513368983913,1,8
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,gold_pcr6,0.5287433155080213,-0.008132798573975086,1,11
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,gold_ridge_all,0.5190508021390374,-0.017825311942959,1,15
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,anchored_pcr2,0.5402183600713012,0.0033422459893047707,1,7
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,anchored_pcr6,0.535650623885918,-0.001225490196078427,1,9
real,losnet_hotpotqa_mistral7b,QA,QA,1,300,200,25,0.33666666666666667,0.34,22,5,5,pseudo_gold_pcr6,0.534982174688057,-0.0018939393939394478,1,9
