source,panel,budget,method,n_units,mean_auc,ci95_low,ci95_high
synthetic,grouped,40,pseudo_gold_pcr6,40,0.8125135169841207,0.8046793184544312,0.8197843736236217
synthetic,grouped,80,upcr,40,0.8244076661027229,0.8203333515472602,0.8284123508866066
synthetic,grouped,80,platt_upcr,40,0.8244076661027229,0.8203305622864105,0.8284554857595202
synthetic,grouped,80,gold_pcr2,40,0.8247264089263464,0.8192830400217368,0.8299705218501789
synthetic,grouped,80,gold_pcr6,40,0.8116657267102483,0.8036932935106837,0.8195921126631704
synthetic,grouped,80,gold_ridge_all,40,0.7966105013193739,0.7884437111264816,0.8048220474703782
synthetic,grouped,80,anchored_pcr2,40,0.8277961669287823,0.8228676823316853,0.8324437348828327
synthetic,grouped,80,anchored_pcr6,40,0.8245941822591902,0.8185756065786934,0.8302067179792989
synthetic,grouped,80,pseudo_gold_pcr6,40,0.8158670687720091,0.8084217967255735,0.8230036395389843
synthetic,sparse_pairs,0,upcr,40,0.9562812021366831,0.9543301411797874,0.9582838766200069
synthetic,sparse_pairs,0,platt_upcr,40,0.9562812021366831,0.9543525924683739,0.9582601553485027
synthetic,sparse_pairs,0,anchored_pcr2,40,0.9562812021366831,0.9543508142600283,0.9583363534188484
synthetic,sparse_pairs,0,anchored_pcr6,40,0.9562812021366831,0.9543809656905899,0.958260881165636
synthetic,sparse_pairs,0,pseudo_gold_pcr6,40,0.9562812021366831,0.9542890775465588,0.9583063055099424
synthetic,sparse_pairs,5,upcr,40,0.9562812021366831,0.954356598100947,0.9582758226885767
synthetic,sparse_pairs,5,platt_upcr,40,0.9562812021366831,0.9543274606907028,0.9582800387564876
synthetic,sparse_pairs,5,gold_pcr2,40,0.9221444365104711,0.9033678701032076,0.9385167095597717
synthetic,sparse_pairs,5,gold_pcr6,40,0.8042705317163259,0.777415387095051,0.8321832007561889
synthetic,sparse_pairs,5,gold_ridge_all,40,0.8397051053855801,0.8174134329096567,0.8604973327427136
synthetic,sparse_pairs,5,anchored_pcr2,40,0.9570084512534202,0.9547699403028519,0.9593469118432577
synthetic,sparse_pairs,5,anchored_pcr6,40,0.9563407519104864,0.9535697465211039,0.9590554515058323
synthetic,sparse_pairs,5,pseudo_gold_pcr6,40,0.9401147906720301,0.9333728355224616,0.9464746717597134
synthetic,sparse_pairs,10,upcr,40,0.9562812021366831,0.9543185339697646,0.9582272186902673
synthetic,sparse_pairs,10,platt_upcr,40,0.9562812021366831,0.954304946627197,0.9582744022432453
