version,design,n_cells,n_dataset_families,candidate_count,graph_health_prefilter,score_freeze_hash,nested_delta_vs_iu_pp,nested_delta_vs_iu_ci_pp,nested_auprc_delta_vs_iu_pp,nested_auprc_delta_vs_iu_ci_pp,positive_outer_families,worst_outer_family_pp,nonzero_selected_folds,fixed_default_delta_pp,fixed_default_ci_pp,incumbent_dufs_liu_delta_pp,family_nrm_delta_pp,nrm_recovery_fraction,d50_point_pp,d50_ci_pp,d30_point_pp,d30_ci_pp,full_minus_same_graph_u2_pp,full_minus_dufs_same_readout_pp,promotion_gates,selected_graph_health,promotion_pass
family-residual-graph-liu-v1-2026-08-22,nested leave-one-dataset-family-out retrospective development,23,8,384,"{""registered_graph_settings"": 63, ""eligible_graph_settings"": 21, ""criterion"": ""symmetric, finite positive mean degree, and conservative component-count upper bound on isolated fraction <5% in all 24 cells""}",96c808bb5a7a3ad2a51c784945fa39b04c3793573138f814f58fe3b15f4bbb2c,-0.004586973676643744,"[-0.015857470160577345, 0.004812034974037704]",0.0036847303743885174,"[-0.0009797096202181221, 0.008156560437407034]",3,-0.03523286407784616,8,0.006482775469980468,"[-0.026951471846744096, 0.040345008536889625]",0.06863822869503165,0.27710875400040114,-0.01655297283259808,-0.14314135067684433,"[-0.26794770751002084, -0.018894106192079145]",-0.0877195998767641,"[-0.16105227086025276, -0.012334441074063151]",-0.006323987887402091,-0.02381082006429484,"{""ci_lower_gt_zero"": false, ""point_at_least_0p10pp"": false, ""six_of_eight_positive"": false, ""worst_at_least_minus_0p50pp"": true, ""six_nonzero_folds"": true, ""d30_lower_nonnegative"": false}","{""connected_cells"": 22, ""n_cells"": 24, ""minimum_degree"": 0.1340607812324806, ""minimum_algebraic_connectivity"": 0.0, ""maximum_component_excess_fraction"": 0.0028, ""all_symmetric"": true}",False
