base7_full28,classic_mixed_v2_no_length,delta_base7_minus_classic,repeat
0.7048776455026454,0.6614252645502646,0.0434523809523808,0
0.7080357142857142,0.6641732804232804,0.043862433862433825,1
0.6612929894179894,0.6373677248677249,0.023925264550264558,2
