cell,domain,m,n,nnz_pairs,sparse_fraction,relative_residual_frobenius,ridge_gamma_observed,ridge_gamma_structured,cond_raw_observed,cond_raw_structured,cond_after_observed,cond_after_structured,n_clipped_negative_observed,n_clipped_negative_structured,psd_distortion_observed,psd_distortion_structured,min_eigenvalue_structured,min_eigenvalue_observed,top2_concentration_pcr_observed,top2_concentration_ridge_observed,top2_concentration_pcr_structured,top2_concentration_ridge_structured,residual_eig_top1,residual_eig_top5_share,weight_norm_su_pcr_reproduction,weight_norm_ridge_observed,weight_norm_pcr_structured,weight_norm_sdsf,auroc_su_pcr_reproduction,auroc_ridge_observed,auroc_pcr_structured,auroc_sdsf,weight_cosine_su_pcr_reproduction__ridge_observed,score_spearman_su_pcr_reproduction__ridge_observed,weight_cosine_su_pcr_reproduction__pcr_structured,score_spearman_su_pcr_reproduction__pcr_structured,weight_cosine_su_pcr_reproduction__sdsf,score_spearman_su_pcr_reproduction__sdsf,weight_cosine_ridge_observed__pcr_structured,score_spearman_ridge_observed__pcr_structured,weight_cosine_ridge_observed__sdsf,score_spearman_ridge_observed__sdsf,weight_cosine_pcr_structured__sdsf,score_spearman_pcr_structured__sdsf,splithalf_weight_cosine_su_pcr_reproduction,splithalf_weight_cosine_ridge_observed,splithalf_weight_cosine_pcr_structured,splithalf_weight_cosine_sdsf
internalstates_gsm8k_qwen25_7b,math,29,500,1,0.0024630541871921183,0.16427549683928597,0.11998112728034456,0.10257227910516224,427514.4962704566,688.3679595922907,100.00000000000007,99.99999999999983,0,0,1.2151014601260662e-15,2.376141589448752e-15,0.01725902212358373,2.7790661534463215e-05,1.0,0.3521950703492314,1.0,0.3736262011013018,1.2203777063203545,0.5342375091308881,0.14647823360769024,0.24429963654023143,0.14651804169102361,0.2376046897262521,0.713090902083213,0.6912759438052842,0.7129367327667611,0.6750688944132894,0.5934591085959192,0.9582145848583395,0.9999886006031905,0.9999859839439357,0.6102685625061861,0.9336707426829707,0.5936502112356116,0.958314425257701,0.9378461876277611,0.9897236388945557,0.6112488107317434,0.9339935919743678,0.9898198048612078,0.9199759634652233,0.9901402430753475,0.9449111276410319
lapeigvals_gsm8k_llama3b,math,30,1319,0,0.0,0.1327070620775375,0.14597823715789893,0.13270447666876758,893812.9508559488,1098.547491233413,99.99999999999999,99.9999999999999,0,0,2.183478398623487e-15,4.045208304933897e-15,0.013156853635453616,1.617056736706243e-05,1.0,0.18540970334234103,1.0,0.2568733697447987,1.1006705371957355,0.5510148929109024,0.13757784552676539,0.31630701206021106,0.13758143096612271,0.2689815711722661,0.6936446318690014,0.6682050064698709,0.6936329954105809,0.6679466770929334,0.4305921341527886,0.8554674870320146,0.9999998849972681,0.9999996444046924,0.5066559884227224,0.7953630633322566,0.4306502230990059,0.8555143105671109,0.8545395801520692,0.9734147639615871,0.5068266296244722,0.79543447000768,0.9981609059072404,0.9680069718392478,0.9981653401197059,0.9656754081293265
lapeigvals_gsm8k_llama8b,math,29,500,0,0.0,0.13966056397698698,0.14917167434096823,0.13446672595638479,1291195.737846657,1013.7385258125207,99.99999999999983,99.99999999999989,0,0,1.8787996992725757e-15,3.028207418342416e-15,0.014568944499570604,1.1438342895039138e-05,1.0,0.16182164464287563,1.0,0.23024619784108932,1.4353467868317802,0.5498395018697176,0.13794886517731136,0.339490898582277,0.13795814307495105,0.28490958833432894,0.8176995756265514,0.7985627352069822,0.8176995756265514,0.7854912322844103,0.4022704899640864,0.8186789867159469,0.9999977389728315,0.9999903999615998,0.47963693522567785,0.7699122316489265,0.40237606100301704,0.8186700586802347,0.8811301005629301,0.9777175428701714,0.47983962047951484,0.7699506318025271,0.991188469558057,0.9566221891547002,0.9912228740002721,0.9598957858990257
lapeigvals_gsm8k_mistral24b,math,30,1319,1,0.0022988505747126436,0.12589142238688425,0.1486697531334468,0.13240981298915405,1058725.3443639476,913.6427517174269,99.99999999999997,99.99999999999969,0,0,8.063827666852219e-16,1.1068749367334732e-15,0.016110966954792954,1.3903224250825248e-05,1.0,0.08591344219549184,1.0,0.1251827443091823,1.2032602566635773,0.5144089601332779,0.13703645440978984,0.4628396640609118,0.1370157584542195,0.38379914654716163,0.846751080445826,0.7974751687011904,0.8466297672302676,0.795428008188642,0.29310981570001626,0.7811336294745003,0.9999744945313743,0.9999587561736316,0.35412543273478064,0.8101549966736152,0.2929236046350473,0.780813457734517,0.9591698794100101,0.9591146869124508,0.3538116663734055,0.8097752627195658,0.843666815116632,0.19432800273625947,0.6314277248070601,0.006572633126724639
lapeigvals_gsm8k_nemo,math,29,1319,2,0.0049261083743842365,0.16167741548567374,0.11701801619402127,0.1001748975730006,455680.59576235013,693.8667065178788,99.99999999999989,99.99999999999943,0,0,1.2415039893317644e-15,1.3289078698375447e-15,0.01669956364093368,2.5428615070410813e-05,1.0,0.3405821285268557,1.0,0.43886200941963854,1.4059811993275833,0.554329688810027,0.14770822620013668,0.2503976554787119,0.14769120424892776,0.22090015696454338,0.795925248832013,0.781121267519805,0.7958886857607149,0.7826000406256348,0.5835912455595131,0.95773651977408,0.9999960053070454,0.9999985305546839,0.6627639669864029,0.9617432631161592,0.5827646171168764,0.9577107443436031,0.9346299106863319,0.9945506640167148,0.6624641953370405,0.9617716061539325,0.9875009153059744,0.939100700337822,0.9871226081522414,0.9573945305111914
lapeigvals_gsm8k_phi35,math,29,1319,2,0.0049261083743842365,0.17669761182775579,0.10954896038580231,0.09800308752582106,333109.53965065896,946.4604226690708,100.0,100.00000000000007,0,0,2.047686264815157e-15,3.6288712798690734e-15,0.011462208279582498,3.2567676858639295e-05,1.0,0.6203244334123212,1.0,0.628599281981001,1.3389240263519244,0.552097130129841,0.15066487161347822,0.18928340998774768,0.15068756320329058,0.1882694936835733,0.8116839772514886,0.802330031417154,0.8115949768153864,0.8018182789095666,0.7876041125075489,0.9751666199337736,0.9999847137527651,0.9999879306769041,0.7925125897135695,0.9686709709038325,0.787767985630154,0.9752835428086026,0.9686905020154098,0.9969534685759905,0.7928403585205948,0.9688943893440221,0.9961669119578755,0.9720802033889965,0.9961361284301098,0.9813315798034552
noise_gsm8k_mistral7b,math,29,1319,0,0.0,0.15185083441713237,0.12394361240479089,0.10399803092810442,422295.5741750497,620.6651497249284,100.00000000000004,100.0000000000001,0,0,1.8769044218787387e-15,1.6600501605623501e-15,0.019774331098060975,2.9063349733071553e-05,1.0,0.30200236063808916,1.0,0.3293017895608905,1.4764124022713307,0.55290351618553,0.14546935955184528,0.26196791616089493,0.14546962038588018,0.25129312845477725,0.7849854462015275,0.7608095866537299,0.7849693519536118,0.7610693937986563,0.5495460913677787,0.9579728703789214,0.9999999007723646,0.9999998222023464,0.5738263389061676,0.9509018576821819,0.5494791074722796,0.9579894212487651,0.9390963196817507,0.995101183076048,0.5738472495194158,0.9509188739635314,0.9960547183872063,0.9711353521150324,0.9960707911805105,0.9687850265933663
noise_gsm8k_phi3mini,math,29,1319,7,0.017241379310344827,0.1752683843926012,0.09654546772154048,0.09659181431538953,209939.89693754094,1.2731659891552296e+17,100.00000000000003,100.00000000000043,0,1,2.4216807189362114e-15,0.007344908713213688,-0.08602369840578808,4.554901829399217e-05,1.0,0.565424690391568,1.0,0.6989560584841845,1.3133686523761288,0.5598921259889615,0.14439433484808759,0.19005687194411386,0.14439749420129003,0.1709437128235701,0.6823296735176632,0.6671520385619603,0.6824552007319631,0.6727087099149763,0.7519466244282718,0.9755622197137649,0.9999863079212644,0.999994430749958,0.8364140151933303,0.9778123013176585,0.7508734029681122,0.9756015652887106,0.9481964577420271,0.9942962512619712,0.8360352034498284,0.9778624507147521,0.9987677796329849,0.7944662466004273,0.9986704479141388,0.8975604133347596
math500_dsmath7b,math,30,300,2,0.004597701149425287,0.23244453234563225,0.10972157186737193,0.10918032610957598,588710.5769480811,19630.147844407642,100.00000000000007,100.00000000000006,0,0,1.2544985556853604e-15,5.343734227370766e-15,0.0005534444680582427,1.845436701325288e-05,1.0,0.47915515183583174,1.0,0.6611156756187287,1.966488393523346,0.5705497422990788,0.14978838334393066,0.21418505792083412,0.14979986107160115,0.18236569150814114,0.7886795177243521,0.7822539888816691,0.7884629268644864,0.781604216302072,0.6922097203841294,0.9839495994399938,0.9999941502438019,0.9999924443604928,0.8126796879554185,0.9901070011889019,0.6918656524849469,0.9840153779486439,0.9018029304159516,0.9959363992933254,0.8130894790345506,0.99020611340126,0.9789185602788483,0.6888578453544291,0.9799856317024134,0.8987317587237592
math500_qwenmath7b,math,28,300,36,0.09523809523809523,0.14030217881313473,0.1747735839504276,0.17478613040437452,14679873.447791735,2.2190210275274912e+17,100.00000000000001,100.00000000000009,0,1,1.571116058708065e-15,0.01625542578281303,-0.2854416179751932,1.178668381392139e-06,1.0,0.0009728209799487618,1.0,0.0005820244246176283,1.6789801112113012,0.6309716263760239,0.0727205688059496,2.2459463508392385,0.07684637246711039,2.9762037904871437,0.9299568965517241,0.6779284989858012,0.8883113590263692,0.4125887423935091,0.03117865687436973,0.20354492827698084,-0.02044235867052654,0.2142703807820087,0.22815598551614852,-0.506653629484772,0.18767268242287743,0.12465738508205645,0.9026398737281156,-0.5283552039467104,0.02409098316468546,0.5059745108278981,0.4708147147784868,0.954678493065817,0.8514224775698701,0.9375753704660138
math500_r1distill8b,math,28,300,0,0.0,0.10389982899331922,0.14763022006272442,0.13910256157246859,4070188.341395032,1730.6421696632142,100.00000000000006,99.99999999999994,0,0,1.805878625075139e-15,1.7891048672276037e-15,0.008445233327014261,3.5909274099046668e-06,1.0,0.13482759189509555,1.0,0.17504953569765752,1.0320307632507013,0.5779838478961782,0.1390383952616331,0.37486440630966494,0.13904037601229632,0.3291854985986111,0.8362855900891112,0.8180830254292545,0.836231254075201,0.8175396652901543,0.3671887071801043,0.9103861154012821,0.9999997239168367,0.9999982222024688,0.41831039789728913,0.9171141901576684,0.3671745851776236,0.9103758930654784,0.9285824570463589,0.988979877554195,0.4183891543605313,0.9171501905576728,0.991917797843429,0.9184909629910422,0.9918946590992668,0.9418099742830993
math500_r1distill8b_mn4096,math,29,300,0,0.0,0.08148330230771432,0.17040750051639533,0.15811742463124137,7528565.11129937,1386.3368000706034,99.99999999999994,99.99999999999963,0,0,1.5647891386477414e-15,9.422329979051682e-16,0.012169149664094854,2.2408741094758877e-06,1.0,0.10166055958943583,1.0,0.13340238880576197,0.9126609746806236,0.5624419567977346,0.13369437308495186,0.41491816872105797,0.13369904765406906,0.36249240394058024,0.8304609780019616,0.8016440147587689,0.8304609780019616,0.7761431040119564,0.31883946891096626,0.8717496861076234,0.999999616772411,0.9999995555506171,0.36520284091173116,0.8785888732097021,0.31892056929648727,0.8717692418804651,0.9502591168828524,0.9791699907776752,0.3652398662331716,0.8786070956343959,0.9757245299952987,0.8817295142546554,0.9763689587096215,0.9306989161536476
trace_gsm8k_llama8b_k10,math,29,5000,0,0.0,0.12934634994689317,0.14863651642133022,0.1273823472775811,1339525.9780079322,699.028230788256,100.00000000000009,99.99999999999918,0,0,9.124598898189336e-16,1.1948532195535802e-15,0.021052183740799823,1.0986060720904095e-05,1.0,0.16365974204750863,1.0,0.22934460218989647,1.3401455721922049,0.5596262736755296,0.13800939975588594,0.3377319908566646,0.13801372922386151,0.2857154257865189,0.8148213109354414,0.7709387351778656,0.8148318099472991,0.7562049160079051,0.4045487963899737,0.7921588623423544,0.9999987378642161,0.9999984187839366,0.4787588596337688,0.7528790110751603,0.40458664878349876,0.7921780677191226,0.910233093083413,0.9755244815489791,0.47889934522223554,0.7528997518759901,0.9994483011307006,0.99516420058056,0.9994491908426267,0.9944123939156009
trace_math500_qwenmath15b_k10,math,30,3000,0,0.0,0.137118187641233,0.15640899641817163,0.13891330594501683,1133091.222403445,893.3673567262223,99.99999999999996,100.00000000000004,0,0,7.008496201570516e-16,1.350040679289727e-15,0.017334236368516467,1.3666911392783748e-05,1.0,0.11191372243062357,1.0,0.20816507944521448,1.354681776889831,0.5899351575857564,0.13543276747325378,0.40077631576967065,0.1354355827084517,0.29419560025139846,0.6869753411788465,0.6645067662005923,0.6869753411788467,0.643380032574461,0.3345348474841401,0.9450273063363673,0.999999764116996,0.9999998577777619,0.45621665890141494,0.9269178732130969,0.33454847017029915,0.9450322214480246,0.8529802428840509,0.9848061258673473,0.4562508517736606,0.9269146589905176,0.9978347425984926,0.9839228222446063,0.997834258643998,0.9706123185955178
