left_fold,right_fold,squared_cosine
0,1,0.9995229860293625
0,2,0.999920678410529
0,3,0.9992017154490819
0,4,0.9997230233218289
1,2,0.9996327722900207
1,3,0.9999236905593
1,4,0.999938330304198
2,3,0.9994014969980192
2,4,0.9997718086270035
3,4,0.9997575253991989
