contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign,status,evidence_status
pb::P2C_F6_PLUS_C8_OUTER_EXPERT::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_PLUS_C8_OUTER_EXPERT,P2C_F6_TOP10_REFERENCE,macro_f1,0.010735353272928738,-0.002481387280222966,0.024254992411723665,5,0,3,-0.009191501753840814,processbench_math_qwen3_8b,13,0.010735353272928738,candidate-minus-parent,COMPLETE,DEVELOPMENT
pb::P2C_F6_PLUS_C8_OUTER_EXPERT::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_PLUS_C8_OUTER_EXPERT,P2C_F6_TOP10_REFERENCE,first_error_exact,0.014429150302826543,0.004111765497834846,0.02465183521753212,6,0,2,-0.009661835748792258,processbench_gsm8k_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_PLUS_C8_OUTER_EXPERT::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_PLUS_C8_OUTER_EXPERT,P2C_F6_TOP10_REFERENCE,first_error_within_one,0.016448040115244034,0.0051019216698257154,0.027907697556489454,5,0,3,-0.019323671497584516,processbench_gsm8k_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_PLUS_C8_OUTER_EXPERT::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_PLUS_C8_OUTER_EXPERT,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,-0.022491300012669302,-0.030623374424844692,-0.014359226108638209,4,0,4,-0.0714285714285714,processbench_math_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_PLUS_C8_OUTER_EXPERT::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_PLUS_C8_OUTER_EXPERT,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,0.0019999999999999463,-0.004874999999999963,0.008937499999999932,5,0,3,-0.026000000000000023,processbench_math_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
