cell,domain,family,m,n,nnz_pairs,sparse_fraction,relative_residual_frobenius,psd_distortion_observed,psd_distortion_structured,leakage_fraction_rho,observed_cond_singular,observed_eig_min,observed_eig_max,observed_n_negative_eig,structured_raw_cond_singular,structured_raw_eig_min,structured_raw_eig_max,structured_raw_n_negative_eig,structured_psd_cond_singular,structured_psd_eig_min,structured_psd_eig_max,structured_psd_n_negative_eig,identity_rel_error_k3,identity_rel_error_k10,identity_rel_error_k30,identity_rel_error_k100,identity_rel_error_k300,pcr_consistency_rel_error,gamma_k3,tail_to_head_norm_k3,tail_score_var_k3,tail_score_var_share_k3,head_tail_pearson_k3,head_tail_spearman_k3,ridge_system_k3_cond_singular,ridge_system_k3_eig_min,ridge_system_k3_eig_max,ridge_system_k3_n_negative_eig,gamma_k10,tail_to_head_norm_k10,tail_score_var_k10,tail_score_var_share_k10,head_tail_pearson_k10,head_tail_spearman_k10,ridge_system_k10_cond_singular,ridge_system_k10_eig_min,ridge_system_k10_eig_max,ridge_system_k10_n_negative_eig,gamma_k30,tail_to_head_norm_k30,tail_score_var_k30,tail_score_var_share_k30,head_tail_pearson_k30,head_tail_spearman_k30,ridge_system_k30_cond_singular,ridge_system_k30_eig_min,ridge_system_k30_eig_max,ridge_system_k30_n_negative_eig,gamma_k100,tail_to_head_norm_k100,tail_score_var_k100,tail_score_var_share_k100,head_tail_pearson_k100,head_tail_spearman_k100,ridge_system_k100_cond_singular,ridge_system_k100_eig_min,ridge_system_k100_eig_max,ridge_system_k100_n_negative_eig,gamma_k300,tail_to_head_norm_k300,tail_score_var_k300,tail_score_var_share_k300,head_tail_pearson_k300,head_tail_spearman_k300,ridge_system_k300_cond_singular,ridge_system_k300_eig_min,ridge_system_k300_eig_max,ridge_system_k300_n_negative_eig,auroc_rho_only,auroc_pcr_structured,auroc_pcr_structured_psd,auroc_head_pcr,auroc_head_ridge,auroc_head_pcr_plus_tail,auroc_head_ridge_plus_tail
internalstates_gsm8k_qwen25_7b,math,gsm8k,29,500,1,0.0024630541871921183,0.16427549683928597,1.2151014601260662e-15,2.376141589448752e-15,0.06951262125983515,427514.49626955023,2.7790661534478902e-05,11.88091066690755,0,688.3679595922678,0.01725902212358394,11.880557843769395,0,688.3679595922907,0.01725902212358347,11.88055784376941,0,1.3115762304055414e-15,2.8546860714270843e-15,5.9779855916451015e-15,1.3670061326725923e-14,2.5263181793301346e-14,2.4918881984398918e-15,5.940413647461475,0.1794326661411828,0.0002878028071342246,0.0025612002313033003,-6.071317521817151e-17,-0.09562156648626595,3.0000000000000018,5.940441438123011,17.821324314369033,0,1.3200703066991344,0.4259472082607565,0.002409880017676679,0.01164301814380333,-8.531805307675416e-17,-0.0920442081768327,9.999999999999998,1.3200980973606693,13.200980973606693,0,0.4096578257607421,0.7881271172789281,0.007017360755453916,0.028854353577353463,2.7573476092074472e-17,-0.08820572882291529,30.000000000000007,0.4096856164222766,12.290568492668303,0,0.11998112728034456,1.356221071972275,0.013563004858873413,0.05189241198504765,-6.355800325698922e-17,-0.07818002472009887,100.00000000000007,0.12000891794187912,12.000891794187897,0,0.039707603573402105,2.063421906444726,0.01919163632301388,0.0709825543877699,-3.214223548129177e-16,-0.05981774327097308,300.00000000000045,0.03973539423493644,11.920618270480961,0,0.7093330249947004,0.7129367327667611,0.7129367327667611,0.713090902083213,0.712975275095874,0.6916420959318571,0.6912759438052842
lapeigvals_gsm8k_llama3b,math,gsm8k,30,1319,0,0.0,0.1327070620775375,2.183478398623487e-15,4.045208304933897e-15,0.09070567089679696,893812.9508553541,1.617056736706243e-05,14.453462535368672,0,1098.5474912334516,0.013156853635453818,14.45342855375334,0,1098.547491233413,0.013156853635453524,14.453428553753344,0,9.773930591581759e-16,2.2569293832939754e-15,4.188213569553283e-15,8.333104718684704e-15,1.462800355879225e-14,2.824128759206161e-15,7.226707011833296,0.24118680003676898,0.0004634218615277707,0.003799528444092454,-2.7859790042703e-16,-0.17327372335793673,3.0000000000000004,7.226723182400662,21.680169547202,0,1.6059223144105583,0.5917477034762392,0.004397477242718498,0.019470489217991497,-1.9277732234436744e-16,-0.1616096847846311,10.000000000000002,1.605938484977925,16.05938484977926,0,0.4983785316671615,1.129213979201953,0.013647746069921939,0.05070912218689212,-7.817750088500301e-16,-0.1411824861780627,29.99999999999999,0.4983947022345287,14.951841067035861,0,0.14597823715789893,2.09605843869734,0.027311116382557118,0.0924892168071203,-8.940151445844986e-16,-0.12032826467084268,99.99999999999999,0.1459944077252661,14.599440772526592,0,0.048323114933640804,3.5970748809767423,0.040614897834913496,0.13008562057509462,-1.4585284585392236e-15,-0.10425420630029125,299.99999999999994,0.04833928550100774,14.501785650302335,0,0.6942660187486618,0.6936329954105809,0.6936329954105809,0.6936446318690014,0.6936446318690015,0.6685564275141731,0.6682050064698709
lapeigvals_gsm8k_llama8b,math,gsm8k,29,500,0,0.0,0.13966056397698698,1.8787996992725757e-15,3.028207418342416e-15,0.09967073145811806,1291195.737847189,1.143834289503823e-05,14.769139594045328,0,1013.7385258125216,0.014568944499570437,14.769100319639122,0,1013.7385258125207,0.0145689444995705,14.769100319639143,0,1.0132757678949968e-15,2.7524506273841655e-15,6.0971945279335536e-15,1.2672791817474716e-14,2.6473039619195304e-14,3.4687331278771474e-15,7.38455263950833,0.26263549898517474,0.0006138684632515253,0.004892528094017097,-1.582210529383479e-16,-0.08869917079668319,3.000000000000001,7.384564077851227,22.15369223355369,0,1.6410028011795996,0.6312422215361527,0.005596230675400598,0.024002159696761474,-2.2504483073904727e-16,-0.08051293005172021,9.999999999999996,1.641014239522495,16.41014239522494,0,0.509268842888224,1.1963149883126254,0.016423477253347994,0.0588759538663738,-4.285241702492096e-16,-0.08380478321913287,29.999999999999975,0.5092802812311191,15.278408436933567,0,0.14917167434096823,2.275882914334752,0.03186057190202515,0.10370668576654107,-4.697869873849962e-16,-0.09571804687218748,99.99999999999983,0.1491831126838634,14.918311268386319,0,0.049383639100926004,3.993981868689997,0.04766074365693192,0.1458672304495074,-1.228231927426929e-15,-0.09985633542534168,299.9999999999998,0.04939507744382086,14.818523233146276,0,0.8182200336295941,0.8176995756265514,0.8176995756265514,0.8176995756265514,0.8177396108575546,0.7989430699015134,0.7985627352069822
lapeigvals_gsm8k_mistral24b,math,gsm8k,30,1319,1,0.0022988505747126436,0.12589142238688425,8.063827666852219e-16,1.1068749367334732e-15,0.09032578887896675,1058725.3443556314,1.3903224250824428e-05,14.719695882636305,0,913.6427517174518,0.016110966954792715,14.719668181405524,0,913.6427517174269,0.016110966954792808,14.719668181405531,0,1.2921838534262057e-15,2.3476000876419986e-15,3.0135045640812505e-15,5.750381597927443e-15,1.9036558028171294e-14,2.557539875078808e-15,7.359827086481778,0.24852441212313636,0.0003532294616067423,0.0028688139951256525,-1.9144534881701424e-16,0.023889630119173586,2.9999999999999996,7.359840989706032,22.079522969118102,0,1.6355063167104222,0.6624862584630317,0.003735291218192597,0.016418749850697686,-2.252542325416359e-16,0.025110033215739364,10.0,1.6355202199346723,16.35520219934674,0,0.5075613374451305,1.443481098483059,0.01321350424208429,0.04869224979576947,-5.989388879269889e-16,0.02552705761302885,29.999999999999993,0.5075752406693816,15.227257220081444,0,0.1486697531334468,3.261843358375639,0.03155909069770741,0.10438565203174764,-1.3869561629314194e-15,0.014580542389523079,99.99999999999997,0.14868365635769756,14.868365635769763,0,0.04921580239251197,6.42086373218673,0.06047357784435864,0.18056824422805579,-1.5739724277117872e-15,0.00024818983685601044,299.9999999999996,0.04922970561676275,14.768911685028826,0,0.8457350822655243,0.8466297672302676,0.8466297672302676,0.846751080445826,0.846751080445826,0.7979528394874517,0.7974751687011904
lapeigvals_gsm8k_nemo,math,gsm8k,29,1319,2,0.0049261083743842365,0.16167741548567374,1.2415039893317644e-15,1.3289078698375447e-15,0.05671687284895152,455680.5957625109,2.5428615070423373e-05,11.58732646471514,0,693.8667065178811,0.01669956364093381,11.587271223820402,0,693.8667065178788,0.01669956364093342,11.587271223820402,0,1.0814212595563597e-15,2.5952618221028116e-15,5.417295857925716e-15,1.1630476382521371e-14,2.030595806812566e-14,1.9203320371505897e-15,5.79362508943497,0.1511150645190629,0.00014689301817790657,0.0013575036763662117,4.435008490635564e-17,-0.13176944434363436,3.000000000000001,5.793650518050042,17.380951554150116,0,1.2874524642849385,0.3822896673567302,0.001415815902437586,0.007095544634253861,3.691598502862035e-16,-0.1378097797285783,9.999999999999998,1.287477892900009,12.87477892900009,0,0.3995366760780358,0.759803742130085,0.004777985949150632,0.020418886321231525,3.8808710629132126e-16,-0.13409509517979057,29.99999999999999,0.39956210469310605,11.986863140793186,0,0.11701801619402127,1.3914558432851571,0.01060151079990409,0.042184179626179645,8.229673764849081e-16,-0.12325744441391673,99.99999999999989,0.1170434448090916,11.704344480909164,0,0.038728086555832826,2.2073810008108987,0.01635224331766281,0.06279439183980201,6.637150625045226e-16,-0.10300228072555251,300.0000000000009,0.03875351517090326,11.626054551270986,0,0.7980012187690433,0.7958886857607149,0.7958886857607149,0.795925248832013,0.7960674385537274,0.7811700182815355,0.781121267519805
lapeigvals_gsm8k_phi35,math,gsm8k,29,1319,2,0.0049261083743842365,0.17669761182775579,2.047686264815157e-15,3.6288712798690734e-15,0.03793477337823263,333109.539650832,3.256767685862356e-05,10.848603845880277,0,946.4604226690611,0.01146220827958235,10.848526493014528,0,946.4604226690708,0.011462208279582513,10.848526493014536,0,1.0805140864183464e-15,2.09336779028717e-15,4.865584675054568e-15,1.1061424245848212e-14,2.4018373103274465e-14,2.734379343063524e-15,5.424253071424856,0.0970512743142242,8.099710212464928e-05,0.0007633621131903548,-8.706805698210874e-17,-0.22213473066949918,3.0000000000000004,5.42428563910171,16.272856917305152,0,1.2053642410124112,0.23448328681054723,0.0006425268323086923,0.0032971929158104986,5.824893532848112e-17,-0.23143855245098774,10.0,1.2053968086892697,12.053968086892702,0,0.3740560970887769,0.4539198552735517,0.0019183427101499165,0.008468662177088464,-1.061800802799759e-16,-0.2194409863962832,30.00000000000001,0.37408866476563524,11.222659942969063,0,0.10954896038580231,0.7823424235662534,0.004038937042765843,0.016839429700030658,-1.7142941861218034e-16,-0.1900587579411492,100.0,0.10958152806266089,10.958152806266089,0,0.036250279407433826,1.1236916513977173,0.005900135335646104,0.024085191863670308,-2.1443383185217405e-16,-0.16661835974134,300.0000000000015,0.03628284708429244,10.884854125287728,0,0.8108607232175438,0.8115949768153864,0.8115949768153864,0.8116839772514886,0.8118174779056417,0.8025391824419938,0.802330031417154
noise_gsm8k_mistral7b,math,gsm8k,29,1319,0,0.0,0.15185083441713237,1.8769044218787387e-15,1.6600501605623501e-15,0.06825444748571863,422295.5741778189,2.9063349733081497e-05,12.273323963047588,0,620.6651497249619,0.019774331098061076,12.273238171688437,0,620.6651497249284,0.019774331098061,12.273238171688437,0,1.6682522285634163e-15,3.687041173311729e-15,7.0618089214420895e-15,1.1561505329071115e-14,2.1029433718684575e-14,3.1506068845975456e-15,6.136618386499202,0.18177127269014842,0.00023183395417631248,0.0020471267233353563,-7.308599692269848e-17,-0.0775525494039543,3.0000000000000013,6.136647449848935,18.409942349546803,0,1.36367036995003,0.45026769569318226,0.0022675069709621708,0.010852780084302746,-2.1780456668245212e-16,-0.08246151125286583,10.000000000000002,1.3636994332997636,13.636994332997642,0,0.42318800215709007,0.8635011403158289,0.0073090427697670955,0.029699230058675186,-1.5851607216785327e-16,-0.08426809752640585,29.99999999999995,0.4232170655068233,12.696511965204703,0,0.12394361240479089,1.520273789583201,0.015251231407561135,0.05736223513663283,-1.545165722484833e-16,-0.07941385552016221,100.00000000000004,0.12397267575452402,12.397267575452407,0,0.04101874567935683,2.2817081197509497,0.02253399173677055,0.0814689724440533,4.956470582659641e-17,-0.0725069291406276,299.99999999999756,0.041047809029090075,12.314342708726965,0,0.7847486308393381,0.7849693519536118,0.7849693519536118,0.7849854462015275,0.7849854462015275,0.7611429675034143,0.7608095866537299
noise_gsm8k_phi3mini,math,gsm8k,29,1319,7,0.017241379310344827,0.1752683843926012,2.4216807189362114e-15,0.007344908713213688,0.05556830987042248,209939.89693744903,4.554901829403022e-05,9.562556206261899,0,924.4899627181481,-0.08602369840578825,9.562589617223582,1,1.2731659891552296e+17,3.1107955557649915e-16,9.562589617223596,0,1.7036376513177983e-15,3.606362096488296e-15,8.01671496642261e-15,1.9009503680076255e-14,4.724931279173608e-14,2.3789972843110467e-15,4.781209779603507,0.1369218638874354,0.00016842617824669256,0.0019443193693029746,-8.483687348773433e-17,-0.15278584345795104,3.0000000000000004,4.781255328621802,14.343765985865403,0,1.0624556351198842,0.30620387694921974,0.001210391853446909,0.007583764973474505,-6.500318832340579e-17,-0.14307128294917362,10.0,1.0625011841381773,10.625011841381788,0,0.32969619778320963,0.5429142135927945,0.0031407481071909775,0.01686551316503976,-1.9324882930081771e-16,-0.1227803923910553,30.0,0.32974174680150387,9.892252404045106,0,0.09654546772154048,0.8766881567502325,0.00565158160763318,0.028569144444899112,-2.626659623532334e-16,-0.09498342350637683,100.00000000000003,0.09659101673983427,9.65910167398344,0,0.03193609197583187,1.242470584832865,0.007547576601496005,0.03729843121779491,-2.9926492262337456e-17,-0.07405612193404942,299.9999999999994,0.03198164099412581,9.594492298237721,0,0.6821399879493875,0.6824552007319631,0.6824552007319631,0.6823296735176632,0.6823687264287787,0.6672775657762603,0.6671520385619603
math500_dsmath7b,math,math500,30,300,2,0.004597701149425287,0.23244453234563225,1.2544985556853604e-15,5.343734227370766e-15,0.04310256230946704,588710.5769469686,1.845436701325323e-05,10.86428105157114,0,19630.14784438762,0.0005534444680584614,10.864196731653859,0,19630.147844407642,0.0005534444680584813,10.86419673165387,0,1.2516304409952732e-15,3.2994146829391723e-15,7.3964226262434e-15,1.6391611552930942e-14,2.7633468382523568e-14,1.1451093164982353e-15,5.432112844235055,0.11204092324798466,9.812006479408918e-05,0.0009189573058694615,-1.735365527611457e-16,-0.20257691752130574,3.0000000000000013,5.432131298602067,16.296393895806204,0,1.2071218342112242,0.27725798730408147,0.0008170917711564494,0.004172938556378067,-1.9545835275917502e-16,-0.16667029633662594,10.000000000000002,1.2071402885782376,12.071402885782387,0,0.37461129036416385,0.5548343667091673,0.00251132769886999,0.01102774924211497,-2.876449289436522e-16,-0.12884987610973453,30.000000000000007,0.3746297447311769,11.238892341935312,0,0.10972157186737193,1.0425961224246443,0.005471616289488203,0.02262838512491036,1.8853759880838635e-16,-0.08273203035589283,100.00000000000007,0.10974002623438507,10.974002623438526,0,0.03631687204504067,1.6714594719191547,0.008564159388741074,0.0345157950194369,3.2924004763880274e-17,-0.05445393837709307,300.000000000001,0.03633532641205388,10.9005979236162,0,0.789690275070392,0.7884629268644864,0.7884629268644864,0.7886795177243521,0.7886073207710634,0.7821817919283807,0.7822539888816691
math500_qwenmath7b,math,math500,28,300,36,0.09523809523809523,0.14030217881313473,1.571116058708065e-15,0.01625542578281303,0.5711784617773451,14679873.44884374,1.178668381399116e-06,17.302702677930515,0,7129299.015521375,-0.2854416179751935,17.303826910033123,1,2.2190210275274912e+17,3.2702831873319155e-17,17.30382691003308,0,1.160917560068144e-15,1.2878470149127596e-15,2.079771190100358e-15,5.317267953153694e-15,1.2003695463285214e-14,2.887650306307865e-15,8.651349570962665,1.932844212828156,0.0011206960845738182,0.05314087149602053,5.595792715058341e-16,-0.1682418693541039,3.0000000000000013,8.651350749631048,25.95405224889314,0,1.922521210138518,5.298349179834109,0.01588576535355856,0.29430195669198006,3.6267732753352964e-16,-0.10452471694129935,10.000000000000004,1.9225223888068996,19.22522388806901,0,0.5966437006165184,12.605367722087946,0.08860908167446135,0.6584503581338637,-4.75191451694385e-17,-0.07607017855753953,30.000000000000014,0.5966448792848997,17.899346378546987,0,0.1747735839504276,32.045878942890354,0.36160906811642446,0.8795396922983074,-9.055508671431432e-17,-0.06105178946432738,100.00000000000001,0.17477476261880906,17.47747626188091,0,0.05786738821878276,73.59202560492977,0.9769495911745393,0.9506894520437013,3.750396571769615e-16,-0.04324092489916555,300.0000000000003,0.05786856688716411,17.360570066149258,0,0.9162018255578093,0.8883113590263692,0.8883113590263692,0.9299568965517241,0.9297033468559838,0.6786891480730224,0.6779284989858012
math500_r1distill8b,math,math500,28,300,0,0.0,0.10389982899331922,1.805878625075139e-15,1.7891048672276037e-15,0.10332288302388044,4070188.3415113008,3.5909274099051098e-06,14.615750878950745,0,1730.6421696631446,0.008445233327014336,14.615676928375855,0,1730.6421696632142,0.008445233327014436,14.615676928375834,0,1.3668334199323173e-15,2.6722578731698716e-15,4.980043176960679e-15,9.09267316661206e-15,1.6863316963204895e-14,3.694719371358716e-15,7.307870053084245,0.2791241246281511,0.0005602065650291709,0.00444395064168225,2.5353864183421772e-17,0.06936210402337803,3.0000000000000004,7.307873644011651,21.923620932034975,0,1.623968329964069,0.7083610451401037,0.005604473107622181,0.023915511638320695,-7.911032317775227e-17,0.06377270858565094,10.000000000000004,1.6239719208914787,16.239719208914792,0,0.5039876948664973,1.391890501205243,0.018909094028915396,0.06686320149910881,-3.53968440439614e-17,0.05718552428360314,30.00000000000001,0.503991285793907,15.119738573817212,0,0.14763022006272442,2.533156032005918,0.04089092836133689,0.12871604671233106,-1.4069168556733786e-16,0.045172946366070735,100.00000000000006,0.1476338109901343,14.76338109901345,0,0.0488785070258452,4.068560696152437,0.061950659741350465,0.18088574973321017,2.0081521546226021e-16,0.02610740119334659,299.99999999999994,0.04888209795325531,14.664629385976564,0,0.8356335579221907,0.836231254075201,0.836231254075201,0.8362855900891112,0.8363399261030211,0.8183003694848946,0.8180830254292545
math500_r1distill8b_mn4096,math,math500,29,300,0,0.0,0.08148330230771432,1.5647891386477414e-15,9.422329979051682e-16,0.10863023105879797,7528565.1107345335,2.2408741094758788e-06,16.870566638534065,0,1386.3368000706735,0.012169149664095,16.870540004902345,0,1386.3368000706034,0.012169149664094629,16.87054000490236,0,1.5532819169554759e-15,2.227949277950706e-15,3.249408164957524e-15,5.6448257942422895e-15,9.391861732363469e-15,3.7639896488960325e-15,8.435279957955874,0.2986435371076925,0.0005642289864581591,0.004243211308595096,-2.089863047622922e-16,0.024087378748652757,3.0,8.43528219882999,25.305846596489943,0,1.8745049144214425,0.7832863036644989,0.00613581031329503,0.02477687706278323,-2.1687519621045008e-16,0.028631873687485414,10.000000000000002,1.8745071552955512,18.74507155295551,0,0.5817413590451999,1.5868535419558432,0.0227275166584466,0.07537528194441938,-1.615008141840821e-16,0.027274969721885797,29.99999999999998,0.5817435999193094,17.452307997579275,0,0.17040750051639533,2.9726514188361195,0.052457826231148356,0.15205860879509572,-9.29342441106103e-18,0.02305803397815531,99.99999999999994,0.17040974139050488,17.04097413905047,0,0.056421051425756735,5.167599208245806,0.08130727662113235,0.21519899675613638,-6.377307542729112e-17,0.017005077834198155,299.99999999999955,0.056423292299866264,16.92698768995983,0,0.8236887581149875,0.8304609780019616,0.8304609780019616,0.8304609780019616,0.8302741581430106,0.8024379991593107,0.8016440147587689
trace_gsm8k_llama8b_k10,math,gsm8k,29,5000,0,0.0,0.12934634994689317,9.124598898189336e-16,1.1948532195535802e-15,0.0993254965626528,1339525.9780217332,1.0986060720904095e-05,14.71611373178379,0,699.0282307882644,0.021052183740800062,14.716070754560445,0,699.028230788256,0.021052183740799167,14.716070754560445,0,1.457589633017161e-15,4.106117384233619e-15,9.410442060907031e-15,2.1344801891031968e-14,4.513275987757761e-14,2.285795930018477e-15,7.35804038680082,0.2667525082044044,0.0005380144279162789,0.004300553577068109,-9.761648427112737e-17,-0.16428767092350682,2.9999999999999996,7.358051372861536,22.074154118584616,0,1.6351115412418435,0.6623127304148962,0.005368901774046818,0.023102897687174707,-1.0147076045471383e-16,-0.15200559929622395,9.999999999999996,1.6351225273025638,16.35122527302564,0,0.5074408327573162,1.2614483014892441,0.017325166890830183,0.06204694497347908,-3.966955486717718e-16,-0.13570925774837028,30.000000000000025,0.5074518188180371,15.223554564541114,0,0.14863651642133022,2.2605835868621327,0.035322284112865296,0.11393528589606028,-2.2306362940917765e-16,-0.12290047682001905,100.00000000000009,0.1486475024820512,14.864750248205127,0,0.049206748874807596,3.649152261042066,0.05189450684390635,0.1571108223106473,-8.005037892840279e-16,-0.11669265932370636,300.00000000000034,0.04921773493552857,14.765320480658612,0,0.8137911725955205,0.8148318099472991,0.8148318099472991,0.8148213109354414,0.814817399538867,0.771543354743083,0.7709387351778656
trace_math500_qwenmath15b_k10,math,math500,30,3000,0,0.0,0.137118187641233,7.008496201570516e-16,1.350040679289727e-15,0.10500154121001827,1133091.222405627,1.3666911392783196e-05,15.48585733653827,0,893.3673567261945,0.01733423636851639,15.48584092540828,0,893.3673567262223,0.01733423636851614,15.48584092540828,0,1.8668667848830874e-15,2.8120695876319847e-15,4.294328926849264e-15,5.575754128661322e-15,7.378018068288888e-15,2.685603089462871e-15,7.742908167902048,0.28174975990769024,0.0006133426350903717,0.004839413569424634,-1.7212805287846717e-16,0.05903576344841815,3.0000000000000004,7.7429218348134405,23.22876550444033,0,1.7206356297138161,0.703327476985197,0.005977488943257919,0.025343831131529337,-5.59822403791803e-18,0.06257615139735015,10.000000000000005,1.72064929662521,17.20649296625209,0,0.5339809423860858,1.3871339031974104,0.018932393213193687,0.06663014522184671,3.299663467200171e-17,0.06745750927305658,29.99999999999999,0.5339946092974793,16.019838278924354,0,0.15640899641817163,2.8169939165761693,0.038596182626139244,0.12184262072728944,3.7133560675764095e-16,0.07479135186570575,99.99999999999996,0.15642266332956445,15.642266332956442,0,0.05177845238501816,5.177441682228505,0.062395652726948185,0.1812078399670725,4.1958798141190847e-16,0.07798098510899833,300.0000000000001,0.05179211929641106,15.537635788923293,0,0.6852815916043878,0.6869753411788467,0.6869753411788467,0.6869753411788465,0.6869845213933423,0.6647928828857086,0.6645067662005923
