arm_id,model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
P2A_TOPK10_REFERENCE,qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.41262398557258795,0.37681159420289856,0.5458937198067633,0.45595854922279794,0.415,400,207,193
P2A_TOPK10_REFERENCE,qwen3_4b,math,processbench_math_qwen3_4b,0.3530809709726702,0.26936026936026936,0.48484848484848486,0.5123152709359606,0.368,1000,594,406
P2A_TOPK10_REFERENCE,qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.3281714393546256,0.2405446293494705,0.45385779122541603,0.5162241887905604,0.334,1000,661,339
P2A_TOPK10_REFERENCE,qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3370879681600163,0.230566534914361,0.40843214756258234,0.6265560165975104,0.326,1000,759,241
P2A_TOPK10_REFERENCE,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.3984504703929164,0.34782608695652173,0.5120772946859904,0.46632124352331605,0.405,400,207,193
P2A_TOPK10_REFERENCE,qwen3_8b,math,processbench_math_qwen3_8b,0.36193010922906443,0.26430976430976433,0.4797979797979798,0.5738916256157636,0.39,1000,594,406
P2A_TOPK10_REFERENCE,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.33654543793364755,0.2344931921331316,0.4523449319213313,0.5958702064896755,0.357,1000,661,339
P2A_TOPK10_REFERENCE,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.3297175167975773,0.2147562582345191,0.39920948616600793,0.7095435684647303,0.334,1000,759,241
C5_ENT_ENERGY,qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.4027518728023238,0.357487922705314,0.5555555555555556,0.46113989637305697,0.4075,400,207,193
C5_ENT_ENERGY,qwen3_4b,math,processbench_math_qwen3_4b,0.35300781454869673,0.265993265993266,0.4730639730639731,0.5246305418719212,0.371,1000,594,406
C5_ENT_ENERGY,qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.33737378357671327,0.24659606656580937,0.4508320726172466,0.5339233038348082,0.344,1000,661,339
C5_ENT_ENERGY,qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3229461031903331,0.2160737812911726,0.391304347826087,0.6390041493775933,0.318,1000,759,241
C5_ENT_ENERGY,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.3987488773961785,0.357487922705314,0.5314009661835749,0.45077720207253885,0.4025,400,207,193
C5_ENT_ENERGY,qwen3_8b,math,processbench_math_qwen3_8b,0.3421575321209112,0.2474747474747475,0.4444444444444444,0.5541871921182266,0.372,1000,594,406
C5_ENT_ENERGY,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.3271015467383994,0.22995461422087746,0.41603630862329805,0.5663716814159292,0.344,1000,661,339
C5_ENT_ENERGY,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.31526287403991,0.20553359683794467,0.380764163372859,0.6763485477178424,0.319,1000,759,241
