cell,method,display_method,auroc,auprc,prevalence,n_samples,n_groups,label_use,status
gsm8k_r1distill_t0.0,iu_pcr,Depth consensus · IU-PCR,0.6922466422466421,0.45066149310689435,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.6941188441188442,0.44882671434988786,0.27054108216432865,499,499,none,retrospective_discovery
gsm8k_r1distill_t0.0,best_single_layer,Best single layer · evaluation oracle,0.7174806674806675,0.48293408056301124,0.27054108216432865,499,499,evaluation-selected,diagnostic_ceiling
gsm8k_r1distill_t0.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.6626994193584756,0.4349620597379692,0.27054108216432865,499,499,5-fold grouped supervised,published-method approximation
coqa_llama7b_t0.5,upcr,Depth consensus · deployed U-PCR,0.6597761091123341,0.9360064353362976,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,equal_mean,Depth consensus · equal mean,0.6738399780482743,0.9404135438526946,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,iu_pcr,Depth consensus · IU-PCR,0.6335531291655698,0.9242947999794486,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.6352496521292199,0.9252178205905599,0.8676,5000,500,none,retrospective_discovery
coqa_llama7b_t0.5,best_single_layer,Best single layer · evaluation oracle,0.7693653290878473,0.958634578958572,0.8676,5000,500,evaluation-selected,diagnostic_ceiling
coqa_llama7b_t0.5,trilens_supervised_lr,TriLens · grouped L2 probe,0.8600163149746376,0.9760606318963998,0.8676,5000,500,5-fold grouped supervised,published-method approximation
gsm8k_mistral24b_t1.0,upcr,Depth consensus · deployed U-PCR,0.8484797937675336,0.41322517947438275,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,equal_mean,Depth consensus · equal mean,0.8484797937675336,0.41322517947438275,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,iu_pcr,Depth consensus · IU-PCR,0.8447873227689741,0.44209143541273477,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.8455227841382971,0.43597644736297947,0.08263836239575435,1319,1319,none,retrospective_discovery
gsm8k_mistral24b_t1.0,best_single_layer,Best single layer · evaluation oracle,0.8486541815148988,0.49207664291702236,0.08263836239575435,1319,1319,evaluation-selected,diagnostic_ceiling
gsm8k_mistral24b_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.759437944975135,0.3936914813324671,0.08263836239575435,1319,1319,5-fold grouped supervised,published-method approximation
gsm8k_nemo_t1.0,upcr,Depth consensus · deployed U-PCR,0.7706384600880465,0.4507438176947583,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,equal_mean,Depth consensus · equal mean,0.7706384600880465,0.4507438176947583,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,iu_pcr,Depth consensus · IU-PCR,0.7265680720767989,0.4058837272115185,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.7329830055500446,0.41508526710767824,0.16932422171602127,1317,1317,none,retrospective_discovery
gsm8k_nemo_t1.0,best_single_layer,Best single layer · evaluation oracle,0.7866716947721366,0.46110834932211925,0.16932422171602127,1317,1317,evaluation-selected,diagnostic_ceiling
gsm8k_nemo_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.8059019121718632,0.5619478421536426,0.16932422171602127,1317,1317,5-fold grouped supervised,published-method approximation
gsm8k_phi35_t1.0,upcr,Depth consensus · deployed U-PCR,0.7981709623385745,0.48545364620327325,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,equal_mean,Depth consensus · equal mean,0.7981709623385745,0.48545364620327325,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,iu_pcr,Depth consensus · IU-PCR,0.7889672376218008,0.4473210498769035,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.7914527836314188,0.46155469943886507,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,best_single_layer,Best single layer · evaluation oracle,0.7955548351074367,0.4587903148432963,0.15133079847908745,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi35_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7698728009658502,0.4883437999723039,0.15133079847908745,1315,1315,5-fold grouped supervised,published-method approximation
gsm8k_mistral7b_t1.0,upcr,Depth consensus · deployed U-PCR,0.7678085527887186,0.7638449908539662,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,equal_mean,Depth consensus · equal mean,0.7678085527887186,0.7638449908539662,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,iu_pcr,Depth consensus · IU-PCR,0.7673718275954122,0.7640133209648245,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.7671563921113146,0.7639502209173785,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,best_single_layer,Best single layer · evaluation oracle,0.7574009113857653,0.7602416313706731,0.49655700076511095,1307,1307,evaluation-selected,diagnostic_ceiling
gsm8k_mistral7b_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.79799627734831,0.8126953723925,0.49655700076511095,1307,1307,5-fold grouped supervised,published-method approximation
gsm8k_phi3mini_t1.0,upcr,Depth consensus · deployed U-PCR,0.6606581083823828,0.4443085062540641,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,equal_mean,Depth consensus · equal mean,0.6606581083823828,0.4443085062540641,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,iu_pcr,Depth consensus · IU-PCR,0.6810601447804614,0.4939489612635744,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.6801890941072999,0.48983538818057076,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,best_single_layer,Best single layer · evaluation oracle,0.6787457997880162,0.48462747984954724,0.28821292775665397,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi3mini_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7060986360542385,0.501793044819484,0.28821292775665397,1315,1315,5-fold grouped supervised,published-method approximation
triviaqa_qwen3_t0.6,upcr,Depth consensus · deployed U-PCR,0.8144254317465698,0.8286670710197128,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,equal_mean,Depth consensus · equal mean,0.8054972361145986,0.8120179215165904,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,iu_pcr,Depth consensus · IU-PCR,0.8066210022643361,0.8232025062754432,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,dufs_liu_pcr,Depth consensus · DUFS-LIU-PCR,0.8074984744658472,0.824256753249134,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,best_single_layer,Best single layer · evaluation oracle,0.7973423298639334,0.813702709989925,0.5074,5000,500,evaluation-selected,diagnostic_ceiling
triviaqa_qwen3_t0.6,trilens_supervised_lr,TriLens · grouped L2 probe,0.7909467975050604,0.8020943381929806,0.5074,5000,500,5-fold grouped supervised,published-method approximation
