gate_id,metric_id,observed,threshold,direction,passed,status,evidence_status
P2C_F6_MINUS_PARTITION_ENERGY_SIMULTANEOUS_CONTRIBUTION,macro_f1,-0.0006757899226087197,0.003,gt,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_POINT_BENEFIT,macro_f1,0.010632515138614407,0.003,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_CELL_SUPPORT,nonnegative_cells,7,6,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_WORST_CELL,macro_f1,-0.0059294810374012075,-0.02,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_EXACT,first_error_exact,0.01883015402551025,-0.01,ge,true,PASS,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_CLEAN,clean_abstention_accuracy,-0.025491890146156715,-0.01,ge,false,FAIL,DEVELOPMENT
P2C_F6_MINUS_PARTITION_ENERGY_OVERALL,all_registered_gates,false,true,eq,false,FAIL,DEVELOPMENT
