uid,cell,group_id,category,tokens,steps,first_error_step,error_start,error_stop,gate_percentile,log2_tokens,error_start_fraction,error_step_fraction,feature_change_l2,predictor_disagreement,mean_signed_residual
pb_gsm8k_q4__db269e0c124dd3e0,pb_gsm8k_q4,pb_source_v2:5f6c587679bc685623729580,0,302,4,2,48,183,0.53125,8.238404739325079,0.15894039735099338,0.4470198675496689,0.6235163142020078,0.23358909992895974,0.044008237802877825
pb_gsm8k_q4__4407513f3cdfc332,pb_gsm8k_q4,pb_source_v2:7d6d55556179eb619b39dfe0,0,354,7,2,27,166,0.45125,8.467605550082997,0.07627118644067797,0.3926553672316384,0.39907373102165594,0.30195165674872476,-0.13671016711575573
pb_gsm8k_q4__aec26828eeb2c27e,pb_gsm8k_q4,pb_source_v2:6b5ff58f4bed030d2756fea6,1,362,5,1,0,86,0.98875,8.499845887083206,0.0,0.23756906077348067,,0.21647441068182127,-0.013589614298677432
pb_gsm8k_q4__3695a29cb159ffbf,pb_gsm8k_q4,pb_source_v2:ae51d9dfdc51a42de9c06bda,0,261,3,3,122,261,0.70625,8.027905996569885,0.4674329501915709,0.5325670498084292,2.621415051497891,0.2794217477324646,0.08936098433608405
pb_gsm8k_q4__8c1401380dbb3ea4,pb_gsm8k_q4,pb_source_v2:c06988738256b84343393720,1,281,5,3,124,193,0.66375,8.134426320220927,0.4412811387900356,0.24555160142348753,1.0205430884231874,0.2942333093452337,-0.00404187746369813
pb_gsm8k_q4__0df6d3188857f090,pb_gsm8k_q4,pb_source_v2:19e905ba9674592c7e35f398,0,333,3,2,74,246,0.98625,8.379378367071261,0.2222222222222222,0.5165165165165165,0.8761470700955801,0.23443536379328014,0.03741679166516006
pb_gsm8k_q4__5d582a5caa99d7e1,pb_gsm8k_q4,pb_source_v2:a937db18df217fc94c419e70,0,313,7,3,110,153,0.72375,8.290018846932618,0.3514376996805112,0.13738019169329074,4.37515811578882,0.34299156980622325,0.09269705820269934
pb_gsm8k_q4__07a332163e07305a,pb_gsm8k_q4,pb_source_v2:147eedadf9e112a484cc8bfe,0,468,6,3,146,286,0.85375,8.870364719583405,0.31196581196581197,0.29914529914529914,3.958546235107072,0.32941300298915466,0.15835323889685177
pb_gsm8k_q4__eeb20bac3eafa1bb,pb_gsm8k_q4,pb_source_v2:154c8df41aba1614e0af88f0,0,530,4,2,136,286,0.87375,9.049848549450562,0.25660377358490566,0.2830188679245283,0.8820274804769324,0.26261992545344476,-0.022787014671374558
pb_gsm8k_q4__cee97bc640547f88,pb_gsm8k_q4,pb_source_v2:4b7297b47da8c4f180a211eb,1,436,4,2,114,255,0.93375,8.768184324776927,0.26146788990825687,0.32339449541284404,2.2596516313476664,0.2575527782698364,-0.03777799798236095
pb_gsm8k_q4__3621aa2a2fdfebfe,pb_gsm8k_q4,pb_source_v2:67edeb0d4adcc8e0b94fa608,0,216,4,2,43,115,0.63125,7.754887502163468,0.19907407407407407,0.3333333333333333,0.5105107023337621,0.19420755246728982,-0.008245584894149803
pb_gsm8k_q4__b1fa623b75175413,pb_gsm8k_q4,pb_source_v2:c704b35d9e16b7ca4354ef59,1,374,10,2,37,66,0.96125,8.546894459887637,0.09893048128342247,0.07754010695187166,0.33481023189875186,0.19510613294863843,0.1381253273927094
pb_gsm8k_q4__e6c4900a8e8e98dc,pb_gsm8k_q4,pb_source_v2:8730001ccf1ee4a04e9c84b7,0,426,8,2,48,111,0.96375,8.734709620225837,0.11267605633802817,0.14788732394366197,1.5776884488662815,0.18831076071809824,0.14345039689621614
pb_gsm8k_q4__d36129a3fb811957,pb_gsm8k_q4,pb_source_v2:f77641995f648ef82bb77237,1,431,6,3,114,198,0.58625,8.751544059089099,0.26450116009280744,0.19489559164733178,1.0026667810344954,0.22563916347769442,-0.07418147171948278
pb_gsm8k_q4__62a76135925fa20f,pb_gsm8k_q4,pb_source_v2:d266c2c989b6d4b00f4b98e4,2,337,6,5,272,322,0.22125,8.396604781181859,0.8071216617210683,0.14836795252225518,2.495565474115218,0.28586786699509975,0.09061345803901412
pb_gsm8k_q4__f9225c1fad87c190,pb_gsm8k_q4,pb_source_v2:07a9dbda5f7e260cc46311ee,0,216,3,2,94,195,0.67625,7.754887502163468,0.4351851851851852,0.4675925925925926,1.3037945438336498,0.27927896095520854,-0.05017242807530937
pb_gsm8k_q4__763eb5a64b12fc00,pb_gsm8k_q4,pb_source_v2:be3a4585736b2276924fab4f,0,343,5,3,93,238,0.81125,8.422064766172813,0.27113702623906705,0.4227405247813411,2.666039584097882,0.2619915441376117,-0.005599129862046907
pb_gsm8k_q4__49adcd027725b73b,pb_gsm8k_q4,pb_source_v2:7a2c6c6b675e2d9776eabfcf,1,420,7,4,210,323,0.53875,8.714245517666123,0.5,0.26904761904761904,1.3783974581646803,0.2513982151208591,-0.05884819225828418
pb_gsm8k_q4__f9ca998da91368f0,pb_gsm8k_q4,pb_source_v2:336b088daff70c602c2e1b5c,1,363,4,2,84,176,0.94875,8.50382573799575,0.23140495867768596,0.2534435261707989,0.7216787227849241,0.23727643244869343,0.022175224554794152
pb_gsm8k_q4__37a1e47a86f393e8,pb_gsm8k_q4,pb_source_v2:270649c36e2edec1ceb7deb2,2,245,5,1,0,79,0.19375,7.936637939002571,0.0,0.3224489795918367,,0.22062879031109184,0.04932521988782689
pb_gsm8k_q4__4d1d5ede7f92bfab,pb_gsm8k_q4,pb_source_v2:d79a0a1e51f40426474865ed,1,305,6,4,107,179,0.76125,8.252665432450248,0.35081967213114756,0.2360655737704918,2.5849383097323537,0.2200566577380209,-0.05961440721120312
pb_gsm8k_q4__e62b6f46ac829483,pb_gsm8k_q4,pb_source_v2:dc1b264fc4aefafbed621c9e,1,184,4,4,171,184,0.74875,7.523561956057013,0.9293478260869565,0.07065217391304347,1.5448406540041908,0.24689862857465295,0.1010694081206251
pb_gsm8k_q4__64ec5c9741a88152,pb_gsm8k_q4,pb_source_v2:13e140ab86daaa95907a1336,1,167,4,2,56,95,0.59375,7.383704292474052,0.33532934131736525,0.23353293413173654,2.0644770485660198,0.2258822856289843,0.0007105900139918639
pb_gsm8k_q4__2d34286049ea09cf,pb_gsm8k_q4,pb_source_v2:a12533abdf6ec82611c0e201,1,405,6,2,36,129,0.98375,8.661778097771988,0.08888888888888889,0.22962962962962963,1.6865465818382939,0.19986402126969327,-0.09855364025971018
pb_gsm8k_q4__d1bf7728e110be59,pb_gsm8k_q4,pb_source_v2:665c8666dc5aab37dc6a6b23,0,297,7,2,33,94,0.68875,8.214319120800766,0.1111111111111111,0.2053872053872054,1.3083541203873321,0.19034750800151662,0.08271929140434588
pb_gsm8k_q4__8bf10b9e80279914,pb_gsm8k_q4,pb_source_v2:3a43441138b0b2a36dc79d49,0,497,8,6,300,407,0.86625,8.957102041562287,0.6036217303822937,0.2152917505030181,2.0008620778578536,0.2529869821603965,0.10840880977496618
pb_gsm8k_q4__0647921d90660d20,pb_gsm8k_q4,pb_source_v2:c754bacae84f5d4a1ffab7f8,1,273,7,6,199,255,0.71875,8.092757140919852,0.7289377289377289,0.20512820512820512,1.8652616704459348,0.3043745711834339,-0.008778260626182036
pb_gsm8k_q4__cea54152e79985c5,pb_gsm8k_q4,pb_source_v2:532f21d9d56d9a0cc773a18c,2,214,4,1,0,94,0.20875,7.741466986401147,0.0,0.4392523364485981,,0.2642588430546959,-0.01470566182627171
pb_gsm8k_q4__9ae44329d30f3be2,pb_gsm8k_q4,pb_source_v2:f5af76ef772842970143c6dc,1,270,6,2,95,113,0.57875,8.076815597050832,0.35185185185185186,0.06666666666666667,3.401501655639352,0.4090534146951019,0.20651176269953703
pb_gsm8k_q4__495b99ed90ee2e92,pb_gsm8k_q4,pb_source_v2:c4de7ed44de7a40cfffbf89a,0,233,4,1,0,80,0.37375,7.864186144654281,0.0,0.34334763948497854,,0.2327569763832348,0.0026233053924748085
pb_gsm8k_q4__83ec22877e2fccaf,pb_gsm8k_q4,pb_source_v2:92055657629222de9b57167e,2,379,6,4,215,289,0.27125,8.566054038171092,0.5672823218997362,0.19525065963060687,2.91255167058989,0.24639488519267022,0.02463048176847362
pb_gsm8k_q4__4e199e12cf392844,pb_gsm8k_q4,pb_source_v2:c0eefac05d0cb3d1daab792d,2,71,2,1,0,46,0.19125,6.149747119504682,0.0,0.647887323943662,,0.19527978953823577,-0.00478394195035704
pb_gsm8k_q4__2ed009ce19d2d964,pb_gsm8k_q4,pb_source_v2:71b2bb640b405a980704bba9,2,272,5,3,99,172,0.23375,8.087462841250339,0.3639705882352941,0.26838235294117646,0.9499238209644592,0.2200118119779028,-0.07070408053939824
pb_gsm8k_q4__afab657dd997e285,pb_gsm8k_q4,pb_source_v2:cbc64e440347421ba7204ac9,2,163,4,2,26,96,0.26125,7.348728154231077,0.15950920245398773,0.4294478527607362,0.42480959157407766,0.2762720636832635,0.02840637766246899
pb_gsm8k_q4__b620f0b482477700,pb_gsm8k_q4,pb_source_v2:79c54290b995fb9f475ba41e,0,227,6,2,52,104,0.86125,7.826548487290915,0.2290748898678414,0.2290748898678414,2.418992966185037,0.2731114475131638,0.07812058684989118
pb_gsm8k_q4__5b65e417591e5475,pb_gsm8k_q4,pb_source_v2:83feeb60e5e4aa20ed953445,0,297,4,2,60,177,0.85875,8.214319120800766,0.20202020202020202,0.3939393939393939,1.0782927093219572,0.23138474649969226,-0.006048610892796468
pb_gsm8k_q4__02926df8f44c0c3f,pb_gsm8k_q4,pb_source_v2:4efe4e1fc88e20e96eeac19c,0,350,5,3,133,195,0.79125,8.451211111832329,0.38,0.17714285714285713,2.9546039748382844,0.27805098545271073,0.11938185408219831
pb_gsm8k_q4__64a0ca8c3b7cef3e,pb_gsm8k_q4,pb_source_v2:d5f21c88de42b19fb7a54002,0,222,4,2,72,160,0.93875,7.794415866350106,0.32432432432432434,0.3963963963963964,1.2381018308183642,0.2343806584984632,0.05384807069636566
pb_gsm8k_q4__4cb202081e6c5e8f,pb_gsm8k_q4,pb_source_v2:35521bc9f0441298cdf11820,0,161,4,2,47,100,0.36375,7.330916878114617,0.2919254658385093,0.32919254658385094,2.2370902650501416,0.23513986762530795,0.04121683591560786
pb_gsm8k_q4__95576ebf7dbe72f7,pb_gsm8k_q4,pb_source_v2:f0b8d0f869a251635471e64e,0,319,6,4,113,214,0.69125,8.31741261376487,0.3542319749216301,0.3166144200626959,1.5482291651706517,0.2333439138346243,-0.003191975250391798
pb_gsm8k_q4__a58c46b64d447227,pb_gsm8k_q4,pb_source_v2:b8ef5dec533b9ddba8774b4d,1,395,5,2,48,104,0.89125,8.625708843064466,0.12151898734177215,0.14177215189873418,1.2317027143746673,0.2531226309855477,-0.20223119117065472
pb_gsm8k_q4__8b1db94217ef02d4,pb_gsm8k_q4,pb_source_v2:fd00105695254e90d5e4a649,0,550,5,3,92,346,0.96625,9.103287808412022,0.16727272727272727,0.4618181818181818,1.2155585416154113,0.25234771629834085,0.04555338058719688
pb_gsm8k_q4__2325c9db1ec44c6d,pb_gsm8k_q4,pb_source_v2:06b33809927a54ffa7a36215,0,296,4,2,105,214,0.55625,8.20945336562895,0.3547297297297297,0.36824324324324326,2.5270546514532444,0.2937246609033277,0.08756643170920529
pb_gsm8k_q4__355d0de478284d30,pb_gsm8k_q4,pb_source_v2:70d0e6bca2ef7b682b08d89e,1,416,5,3,125,211,0.99625,8.700439718141093,0.3004807692307692,0.20673076923076922,0.18970084302152185,0.21654572696298224,-0.019524233514221636
pb_gsm8k_q4__32fd3cb5a9bdd77d,pb_gsm8k_q4,pb_source_v2:4062ba5ea74a1da5d3f892be,1,289,4,3,149,206,0.67125,8.174925682500678,0.5155709342560554,0.1972318339100346,0.41438391993030593,0.20821811430654596,-0.07134460718894062
pb_gsm8k_q4__4e9f8f56dd779d10,pb_gsm8k_q4,pb_source_v2:e61063ee448ebe0bfa38e095,1,452,9,3,120,179,0.83125,8.820178962415188,0.26548672566371684,0.13053097345132744,0.39755915466086,0.2574182710978504,-0.11513836521392058
pb_gsm8k_q4__e4b15c7b1b0802e6,pb_gsm8k_q4,pb_source_v2:bc5218056be097cb98529aad,1,260,7,5,154,196,0.80875,8.022367813028454,0.5923076923076923,0.16153846153846155,0.455822438126673,0.2043579662048415,0.019997399558865828
pb_gsm8k_q4__12ab855e116ce3d0,pb_gsm8k_q4,pb_source_v2:84015aa6b72f339f3c39458c,1,347,7,4,180,224,0.69375,8.43879185257826,0.5187319884726225,0.12680115273775217,3.31303682429785,0.3526736162073887,-0.17729102768651012
pb_gsm8k_q4__286c7441d95a6c18,pb_gsm8k_q4,pb_source_v2:135430c89fe3361e0ba10a37,2,318,7,3,93,149,0.18125,8.312882955284355,0.29245283018867924,0.1761006289308176,1.1143463646012703,0.24319373936091207,-0.14970531056360534
pb_gsm8k_q4__cfc22d69b7c681d0,pb_gsm8k_q4,pb_source_v2:01916eeafa3fc71aa8adb750,0,234,4,2,52,100,0.68375,7.870364719583405,0.2222222222222222,0.20512820512820512,0.30941616543280953,0.23225448786024705,0.2303893482750823
pb_gsm8k_q4__820dcb054896d6de,pb_gsm8k_q4,pb_source_v2:3ca0e746f10ccf16f6b66c53,0,432,7,2,46,131,0.91375,8.754887502163468,0.10648148148148148,0.19675925925925927,1.4941171577116363,0.25559351860251356,0.057413382695109996
pb_gsm8k_q4__2fe6e54feb4861bf,pb_gsm8k_q4,pb_source_v2:41c9120263c3666fed489e30,1,292,5,2,61,120,0.90125,8.189824558880018,0.2089041095890411,0.20205479452054795,2.091246134934587,0.30025511899433815,-0.003798343965759058
pb_gsm8k_q4__92b56b3f1429e044,pb_gsm8k_q4,pb_source_v2:f43995a25985fac6a8a1abb3,0,143,4,1,0,40,0.76625,7.159871336778389,0.0,0.27972027972027974,,0.17625237680134095,0.13120624951323542
pb_gsm8k_q4__c8ba324fb403af76,pb_gsm8k_q4,pb_source_v2:68c5c8993f3fbb971b1bba1d,0,177,3,2,74,149,0.43625,7.467605550082998,0.4180790960451977,0.423728813559322,0.7568815090444216,0.25261995452413455,0.1585565965463969
pb_gsm8k_q4__914de93f46e2f97a,pb_gsm8k_q4,pb_source_v2:c07cc5511c4fb65f4a999902,2,108,4,2,29,61,0.14375,6.754887502163468,0.26851851851851855,0.2962962962962963,0.7609937966286253,0.2208359943934526,0.1684501414985871
pb_gsm8k_q4__475cc5a7429b179e,pb_gsm8k_q4,pb_source_v2:d1b9151313b9d8cd78a70405,1,237,5,3,114,166,0.54625,7.888743248898259,0.4810126582278481,0.21940928270042195,2.4589942576510815,0.23931493873026694,-0.03809842934401223
pb_gsm8k_q4__baa370be1ff440b0,pb_gsm8k_q4,pb_source_v2:bc1dbe1334e368381a6a909b,0,194,5,4,92,126,0.42125,7.599912842187128,0.4742268041237113,0.17525773195876287,3.0897196000082277,0.2845042597617904,0.11475533645268915
pb_gsm8k_q4__09640f59adfa014d,pb_gsm8k_q4,pb_source_v2:dec85e96ded3c2dbab168360,1,161,6,3,62,85,0.82125,7.330916878114617,0.38509316770186336,0.14285714285714285,1.9864771600516509,0.2962277704721234,-0.4749464293041447
pb_gsm8k_q4__0f107780e8c8f38b,pb_gsm8k_q4,pb_source_v2:d135182d5083bbab6e15c890,0,503,9,6,286,372,0.92625,8.974414589805527,0.5685884691848907,0.1709741550695825,2.763847465870832,0.24301487666121727,0.13015802751986283
pb_gsm8k_q4__1e883330aa4b902a,pb_gsm8k_q4,pb_source_v2:a1f065b6912ef1a6933452cc,0,252,7,6,150,237,0.52375,7.977279923499917,0.5952380952380952,0.34523809523809523,2.4975967664963856,0.27635295095672846,-0.06489341980289284
pb_gsm8k_q4__a25e1c99cd79f9ce,pb_gsm8k_q4,pb_source_v2:ac925787851878177e16593e,2,289,4,2,29,166,0.25125,8.174925682500678,0.10034602076124567,0.4740484429065744,0.2659690299045939,0.22819503227729782,-0.06786835544956457
pb_gsm8k_q4__eeefdd2f7471cc8d,pb_gsm8k_q4,pb_source_v2:c54bbb7f74eb8fc4a61171c6,1,520,9,6,295,377,0.33125,9.022367813028454,0.5673076923076923,0.1576923076923077,2.446495031011166,0.24800859304783157,-0.042458303643822824
pb_gsm8k_q4__91319956a17a5c70,pb_gsm8k_q4,pb_source_v2:6d51975d44cd4ecacf05e9dc,1,244,3,1,0,100,0.94125,7.930737337562887,0.0,0.4098360655737705,,0.2146390290723368,-0.05088516984238292
pb_gsm8k_q4__f775e9ff2c570e4f,pb_gsm8k_q4,pb_source_v2:1ed49328b7b1b7aa2fb84ac3,1,473,6,5,193,329,0.92875,8.885696373339394,0.4080338266384778,0.28752642706131076,2.8485951447732765,0.220758145654018,-0.003371628465168113
pb_gsm8k_q4__bac77343550a5fc1,pb_gsm8k_q4,pb_source_v2:569fe2a067082d1d21647bd6,0,336,8,5,207,235,0.84125,8.39231742277876,0.6160714285714286,0.08333333333333333,3.915891105204346,0.3556697466166497,0.5225162815961941
pb_gsm8k_q4__c7b85da0175796e4,pb_gsm8k_q4,pb_source_v2:f16f3c13c4f786d48b2550a7,0,304,3,1,0,139,0.77625,8.247927513443585,0.0,0.45723684210526316,,0.21927658051215423,0.03823838799419747
pb_gsm8k_q4__7f1872641014fbd8,pb_gsm8k_q4,pb_source_v2:e4de796776d21d1f3ae15feb,0,237,4,3,114,181,0.70375,7.888743248898259,0.4810126582278481,0.28270042194092826,3.60953944349272,0.26143130288052113,0.018882017097938894
pb_gsm8k_q4__7b9da77aa0edc101,pb_gsm8k_q4,pb_source_v2:c40d9b813cf704a8b7fb077d,2,242,4,1,0,77,0.29625,7.918863237274595,0.0,0.3181818181818182,,0.20333831639185582,0.028453735091112837
pb_gsm8k_q4__5655c297f7cbc425,pb_gsm8k_q4,pb_source_v2:5debd41dd6e23036fb1184f1,0,296,7,5,219,241,0.60125,8.20945336562895,0.7398648648648649,0.07432432432432433,5.545580076396376,0.5224586779775012,0.6438817080214136
pb_gsm8k_q4__80785a945590cd91,pb_gsm8k_q4,pb_source_v2:0db78aa60991967366234e2b,0,346,5,3,100,245,0.79875,8.434628227636725,0.28901734104046245,0.4190751445086705,0.8382886915718257,0.2696099085404778,-0.08520599268995686
pb_gsm8k_q4__3f93ed9d45e79215,pb_gsm8k_q4,pb_source_v2:b4f65a52e6d6c9de9b532e4f,1,241,4,3,145,214,0.95375,7.912889336229962,0.6016597510373444,0.2863070539419087,1.020898707458755,0.2704336803846019,-0.05852306359242631
pb_gsm8k_q4__39ee6d42e9ecaca5,pb_gsm8k_q4,pb_source_v2:c94840c2aee244e1a4531083,2,209,3,2,69,111,0.30125,7.7073591320808825,0.33014354066985646,0.20095693779904306,0.26730621720339076,0.29645718426786594,0.0117597636220588
pb_gsm8k_q4__8ec5f8104aa09424,pb_gsm8k_q4,pb_source_v2:b0141f9015c2b8517948b34e,1,400,6,3,76,151,0.92375,8.643856189774725,0.19,0.1875,2.2613786349807383,0.21382128954434299,0.1402799843782654
pb_gsm8k_q4__c483983d4b312478,pb_gsm8k_q4,pb_source_v2:7d0805096549d33a103907c3,2,191,5,1,0,81,0.15125,7.577428828035749,0.0,0.42408376963350786,,0.2315537088387635,-0.029765356000704107
pb_gsm8k_q4__4d210e8695b8b9c1,pb_gsm8k_q4,pb_source_v2:f2e3baa08b2afa6c6662bcb4,0,240,6,3,69,124,0.74625,7.906890595608519,0.2875,0.22916666666666666,2.248085266284939,0.3346403843786348,-0.17223174488144288
pb_gsm8k_q4__3770d124a1efb4a5,pb_gsm8k_q4,pb_source_v2:e8c1a0f1c5af91d644f38807,1,391,6,2,79,126,0.80375,8.611024797307353,0.2020460358056266,0.12020460358056266,1.0675691553306164,0.21692620469089052,-0.009853718536182044
pb_gsm8k_q4__6608d825f15bc543,pb_gsm8k_q4,pb_source_v2:97d5219c26d5f213d15d38a2,1,235,5,1,0,34,0.40875,7.876516946564999,0.0,0.14468085106382977,,0.18892287945360395,0.11812368628343417
pb_gsm8k_q4__3f5f8d1c8e1696cd,pb_gsm8k_q4,pb_source_v2:5d6ed708fe4546615db9a393,0,162,5,1,0,26,0.53625,7.339850002884624,0.0,0.16049382716049382,,0.14923497082351334,0.1362708594208586
pb_gsm8k_q4__47fb09e1730367aa,pb_gsm8k_q4,pb_source_v2:1d32c9185c543a7a6602d475,0,233,4,3,149,213,0.57125,7.864186144654281,0.6394849785407726,0.27467811158798283,4.412121930291069,0.3231236596867744,0.08473263247813567
pb_gsm8k_q4__eb23fb0881dbf6a8,pb_gsm8k_q4,pb_source_v2:67ab79f900374ccf522331a8,0,173,4,1,0,83,0.75875,7.434628227636725,0.0,0.4797687861271676,,0.19121293854213933,0.13511465065028241
pb_gsm8k_q4__3fb92b27f0109d40,pb_gsm8k_q4,pb_source_v2:abc4bc90358d1be1f98e123d,1,393,8,2,28,84,0.87875,8.618385502258606,0.07124681933842239,0.14249363867684478,0.5780667337655734,0.2093884057041699,0.0447867398934072
pb_gsm8k_q4__1ff59dde4e116609,pb_gsm8k_q4,pb_source_v2:b7f59158b17ad0c29c87d8a9,0,389,7,3,46,187,0.95625,8.603626344986193,0.11825192802056556,0.36246786632390743,0.3752967792631447,0.2919563316703973,0.1520133528518256
pb_gsm8k_q4__13381efca739a890,pb_gsm8k_q4,pb_source_v2:5f3fce9a3c8d45b6a44b025d,1,245,5,4,184,222,0.82375,7.936637939002571,0.7510204081632653,0.15510204081632653,3.2586254562210066,0.30054861340968786,-0.04494914246925596
pb_gsm8k_q4__4e784b024945f07e,pb_gsm8k_q4,pb_source_v2:1084abb10503718ac570166b,0,255,5,1,0,96,0.64375,7.994353436858858,0.0,0.3764705882352941,,0.2327859765724046,0.021270287659573287
pb_gsm8k_q4__ade35893aec834e9,pb_gsm8k_q4,pb_source_v2:149e6bcf771ff89fc0cf3387,0,288,4,3,162,233,0.54375,8.169925001442312,0.5625,0.2465277777777778,4.659277897652397,0.30793950706657136,0.11301573488548323
pb_gsm8k_q4__5b589fc29739604d,pb_gsm8k_q4,pb_source_v2:64b79b600ea4cac5f084d45f,0,241,5,1,0,69,0.78375,7.912889336229962,0.0,0.2863070539419087,,0.24793687795859062,0.12851007539897458
pb_gsm8k_q4__26f70f3679e9f3b0,pb_gsm8k_q4,pb_source_v2:40a7d437633b29c66593596f,1,358,7,6,283,344,0.83875,8.483815777264256,0.7905027932960894,0.17039106145251395,3.0313491230357035,0.23189943117856054,-0.023271827299488873
pb_gsm8k_q4__c2e4dd5001a1fdc6,pb_gsm8k_q4,pb_source_v2:c131504c06e44841b423734d,0,210,4,1,0,79,0.38875,7.714245517666122,0.0,0.3761904761904762,,0.2512023027816261,0.07646939226439092
pb_gsm8k_q4__bc5f762394352984,pb_gsm8k_q4,pb_source_v2:a6e52b3379ebd479057fddbf,0,235,4,2,76,136,0.53375,7.876516946564999,0.32340425531914896,0.2553191489361702,1.4561566540777702,0.23501347010462403,-0.033786350899172736
pb_gsm8k_q4__afcb2ba186a36e30,pb_gsm8k_q4,pb_source_v2:42d5bc731e5e41de28e79b33,2,249,5,2,53,128,0.27375,7.960001932068081,0.21285140562248997,0.30120481927710846,0.37590253165709236,0.2543949829349811,0.03710739650439883
pb_gsm8k_q4__76b76dfdf6daf7db,pb_gsm8k_q4,pb_source_v2:782b189d0bc2fa7e5e759ace,1,187,4,4,137,187,0.49375,7.546894459887636,0.732620320855615,0.26737967914438504,1.6582729952309718,0.22772232771808643,0.1886509204490568
pb_gsm8k_q4__c37c9fc109777502,pb_gsm8k_q4,pb_source_v2:26bdd222972a611c858a90d5,1,267,5,2,78,142,0.88875,8.060695931687555,0.29213483146067415,0.2397003745318352,1.965926724780167,0.21389639182578793,0.03319374899540443
pb_gsm8k_q4__495f62ec84323df5,pb_gsm8k_q4,pb_source_v2:e24cfaf9c3a48d347d36f396,0,369,8,4,76,153,0.74375,8.527477006060396,0.20596205962059622,0.2086720867208672,1.4905693203219674,0.20911682609033921,0.1530604937433672
pb_gsm8k_q4__94ad025d93308f16,pb_gsm8k_q4,pb_source_v2:32c3bf9fb98cf5f8712f53db,1,300,5,3,124,192,0.55875,8.228818690495881,0.41333333333333333,0.22666666666666666,3.3439674080707817,0.23092524433398476,0.004725121092034691
pb_gsm8k_q4__ea62f0d8a25bba02,pb_gsm8k_q4,pb_source_v2:4a1519f13af5261ed7f634ca,0,189,5,2,39,93,0.47375,7.562242424221073,0.20634920634920634,0.2857142857142857,1.9455701195018718,0.2569052926718711,0.17486575862377485
pb_gsm8k_q4__5b998c7113f81d0c,pb_gsm8k_q4,pb_source_v2:d4a294cfe7c8fe40cb605865,1,274,3,3,214,274,0.81375,8.098032082960527,0.781021897810219,0.21897810218978103,1.1952953379962517,0.21517716362777548,0.13874461149299122
pb_gsm8k_q4__e659306528680d33,pb_gsm8k_q4,pb_source_v2:cfc052f73c1334a97db5dce2,1,308,5,4,213,283,0.61875,8.266786540694902,0.6915584415584416,0.22727272727272727,1.737367938082826,0.23415992783415238,-0.08223300104171256
pb_gsm8k_q4__2b5612d214cea6bd,pb_gsm8k_q4,pb_source_v2:a5110dec78df5a43790370a1,1,163,5,3,72,105,0.77875,7.348728154231077,0.44171779141104295,0.20245398773006135,0.4997073233800936,0.23449201840871373,0.0805372444005839
pb_gsm8k_q4__cdb08dc73c4bd99e,pb_gsm8k_q4,pb_source_v2:8b8c1e53b9382bd215a89d5b,0,241,6,3,97,133,0.67375,7.912889336229962,0.4024896265560166,0.14937759336099585,3.155653503696802,0.246182214216358,0.2995100796788682
pb_gsm8k_q4__2cad57b37770d376,pb_gsm8k_q4,pb_source_v2:36085227984ab44394a153f8,0,319,5,1,0,83,0.87125,8.31741261376487,0.0,0.2601880877742947,,0.20556155999746145,0.045277654605510656
pb_gsm8k_q4__4871fa99bbce6a99,pb_gsm8k_q4,pb_source_v2:bd0547cc504bdba2840d36b4,1,432,6,4,246,329,0.90375,8.754887502163468,0.5694444444444444,0.19212962962962962,2.0520104608470957,0.28704445048672905,-0.08290400269813251
pb_gsm8k_q4__17e48fec36f1d569,pb_gsm8k_q4,pb_source_v2:91182e3ecf3762b0e8e9dd80,0,342,4,1,0,144,0.78125,8.417852514885897,0.0,0.42105263157894735,,0.2684130386209507,0.02189298210209874
pb_gsm8k_q4__bae9658a3797e6b7,pb_gsm8k_q4,pb_source_v2:be37798cb2b865a18b516750,1,567,10,4,179,259,0.99375,9.147204924942228,0.31569664902998235,0.14109347442680775,2.854512843974779,0.2507723665805228,0.00925223209568876
pb_gsm8k_q4__5c18c2811f70f744,pb_gsm8k_q4,pb_source_v2:06591e3000388735364d0f5a,1,524,6,2,25,110,0.98125,9.03342300153745,0.04770992366412214,0.16221374045801526,1.0351334283354836,0.26157508597197915,0.022421599567273815
pb_gsm8k_q4__84b5e92295f89721,pb_gsm8k_q4,pb_source_v2:db22fa8e24434d81ecb20598,1,243,8,3,39,102,0.91625,7.924812503605781,0.16049382716049382,0.25925925925925924,0.4807055690056044,0.2541257614164064,-0.13035850346782288
pb_gsm8k_q4__fe45815836ac4e6d,pb_gsm8k_q4,pb_source_v2:7aca3c05914d1ecaf56593b3,1,581,8,4,156,246,0.97375,9.18239435340453,0.2685025817555938,0.1549053356282272,2.841727484999769,0.2249601582555736,-0.07544929052076557
pb_gsm8k_q4__c39a45a7e53e1394,pb_gsm8k_q4,pb_source_v2:d28d879c9589742f3cb5852e,1,185,4,3,88,131,0.35625,7.531381460516312,0.4756756756756757,0.23243243243243245,0.5988215535325305,0.2356430553794933,0.08822588618184224
pb_gsm8k_q4__ec8e3fdd621d4f1d,pb_gsm8k_q4,pb_source_v2:2ad9bd99054a2be0cd2e6f9d,1,218,5,2,70,113,0.86875,7.768184324776926,0.3211009174311927,0.19724770642201836,1.881150916570862,0.243463459961763,0.2291218415081026
