bootstrap_draws,bootstrap_seed,ci_high,ci_low,delta,evidence_status,left_variant_id,losses,metric_id,n_groups,right_variant_id,status,ties,wins,worst_unit_delta
20000,2026082901,0.009502877546169077,-0.02022305591272321,-0.005639186754005907,RETROSPECTIVE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,3,macro_f1,635,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,COMPLETE,0,1,-0.06735524934618886
20000,2026082901,0.00673316253622028,-0.01105484661890433,-0.002778001647682493,RETROSPECTIVE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,2,exact_error,635,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,COMPLETE,0,2,-0.024999999999999967
20000,2026082901,-0.009152817979158545,-0.07775322652501392,-0.04343093093093093,RETROSPECTIVE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,2,clean_abstention,635,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,COMPLETE,0,2,-0.24691358024691357
20000,2026082901,0.015862326028097624,-0.01427263839036778,0.0003125223869904631,RETROSPECTIVE,P0_S4_IU29_STEP_MAX_LOCAL_DETECTOR_FIVEFOLD,2,within_one,635,P0_S3B_IU29_STEP_MAX_LOCAL_DETECTOR,COMPLETE,0,2,-0.06481481481481483
