direction,evidence_status,gate_id,observed,passed,status,threshold
eq,RETROSPECTIVE,P0_S4_PARENT_RECONSTRUCTION_EXACT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S4_ONE_FACTOR_SPLIT_ONLY,fivefold_source_group_crossfit,true,COMPLETE,fivefold_source_group_crossfit
eq,RETROSPECTIVE,P0_S4_SCORE_AND_LOCATOR_UNCHANGED,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S4_FIVE_FOLDS,5,true,COMPLETE,5
eq,RETROSPECTIVE,P0_S4_GROUP_SAFE_ASSIGNMENT,true,true,COMPLETE,true
eq,RETROSPECTIVE,P0_S4_POPULATION_HASH_UNCHANGED,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05,true,COMPLETE,d12d651cad9bec326686c2c83070644d22ca058ed57e942f683452050e757a05
eq,RETROSPECTIVE,P0_S4_BOOTSTRAP_DRAWS,20000,true,COMPLETE,20000
eq,RETROSPECTIVE,P0_S4_SOURCE_HASHES_STABLE,1c778569ce7670848d61478077630f82ffca97e23aa780cdfb9dbc2273fd20a4,true,COMPLETE,1c778569ce7670848d61478077630f82ffca97e23aa780cdfb9dbc2273fd20a4
