version,model,subset,n,n_positive,iu_auroc,cardinality_auroc,leverage_auroc,dufs_liu_auroc,uniform_auroc,reverse_cardinality_auroc
cardinality-balanced-llama-processbench-confirmation-v1-2026-08-12,llama31_8b,gsm8k,400,207,0.7734975344797377,0.787239368226077,0.7804810893344346,0.7749493129083127,0.7835097995043929,0.7541238016570297
cardinality-balanced-llama-processbench-confirmation-v1-2026-08-12,llama31_8b,math,1000,594,0.7864440795475278,0.7912001791312137,0.7900806090461263,0.7865726227795193,0.7883805211391419,0.7732041266524025
cardinality-balanced-llama-processbench-confirmation-v1-2026-08-12,llama31_8b,olympiadbench,1000,661,0.7513198470182391,0.7653640010889018,0.7629005841689762,0.7535735164830262,0.7562600689935246,0.7304165048933635
cardinality-balanced-llama-processbench-confirmation-v1-2026-08-12,llama31_8b,omnimath,1000,759,0.7990093976022172,0.816990033840115,0.8154210333535608,0.8011196212531229,0.8039842771937306,0.7721450478080463
