arm_id,population_id,metric_id,value,ci_low,ci_high,n_rows,n_groups
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,official_macro_f1,0.35426115203948916,0.3355249144140112,0.37172070416794445,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_exact,0.2675758744010076,0.2476573613177328,0.2879438990389653,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_within_one,0.46134559765915417,0.4393418918373561,0.48326737850986085,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.36725,0.35081249999999997,0.3839375,6800,3400
P2C_F6_PLUS_STRUCTURAL_CONTROL,current_common_eight_qwen,official_macro_f1,0.3496974185612802,0.3310533899480609,0.36685894130914126,6800,3400
P2C_F6_PLUS_STRUCTURAL_CONTROL,current_common_eight_qwen,first_error_exact,0.2671946282089017,0.24717082318528932,0.2874190623535542,6800,3400
P2C_F6_PLUS_STRUCTURAL_CONTROL,current_common_eight_qwen,first_error_within_one,0.4599823272741447,0.4378605581785816,0.4817892849340598,6800,3400
P2C_F6_PLUS_STRUCTURAL_CONTROL,current_common_eight_qwen,clean_abstention_accuracy,0.5538756557111691,0.5269475324677009,0.5810466650155804,6800,3400
P2C_F6_PLUS_STRUCTURAL_CONTROL,current_common_eight_qwen,overall_decision_accuracy,0.3608125,0.34437500000000004,0.37749999999999995,6800,3400
