contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign
pb::P2C_F6_PLUS_STRUCTURAL_CONTROL::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_PLUS_STRUCTURAL_CONTROL,P2C_F6_TOP10_REFERENCE,macro_f1,-0.004563733478208931,-0.01025893631900129,0.0007837079511702173,0,0,8,-0.00863295592003549,processbench_olympiadbench_qwen3_4b,13,-0.004563733478208931,candidate-minus-parent
pb::P2C_F6_PLUS_STRUCTURAL_CONTROL::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_PLUS_STRUCTURAL_CONTROL,P2C_F6_TOP10_REFERENCE,first_error_exact,-0.0003812461921058885,-0.003961089432305989,0.003157834949679482,1,3,4,-0.0033670033670033517,processbench_math_qwen3_4b,1,,
pb::P2C_F6_PLUS_STRUCTURAL_CONTROL::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_PLUS_STRUCTURAL_CONTROL,P2C_F6_TOP10_REFERENCE,first_error_within_one,-0.0013632703850094963,-0.0056799350857505175,0.0028739877318389975,2,2,4,-0.008417508417508435,processbench_math_qwen3_8b,1,,
pb::P2C_F6_PLUS_STRUCTURAL_CONTROL::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_PLUS_STRUCTURAL_CONTROL,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,-0.016863297149707468,-0.02562170299044999,-0.008490817095906964,0,1,7,-0.04129793510324481,processbench_olympiadbench_qwen3_4b,1,,
pb::P2C_F6_PLUS_STRUCTURAL_CONTROL::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_PLUS_STRUCTURAL_CONTROL,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,-0.00643750000000004,-0.010312500000000002,-0.0026875000000000093,0,0,8,-0.014000000000000012,processbench_olympiadbench_qwen3_4b,1,,
