gate_id,metric_id,observed,threshold,direction,passed,status,evidence_status
P2C_F6_PLUS_STRUCTURAL_CONTROL_SIMULTANEOUS_CONTRIBUTION,macro_f1,-0.01025893631900129,0.003,gt,false,FAIL,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_POINT_BENEFIT,macro_f1,-0.004563733478208931,0.003,ge,false,FAIL,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_CELL_SUPPORT,nonnegative_cells,0,6,ge,false,FAIL,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_WORST_CELL,macro_f1,-0.00863295592003549,-0.02,ge,true,PASS,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_EXACT,first_error_exact,-0.0003812461921058885,-0.01,ge,true,PASS,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_CLEAN,clean_abstention_accuracy,-0.016863297149707468,-0.01,ge,false,FAIL,DEVELOPMENT
P2C_F6_PLUS_STRUCTURAL_CONTROL_OVERALL,all_registered_gates,false,true,eq,false,FAIL,DEVELOPMENT
