level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.2877953455320661,0.21897810218978103,0.44525547445255476,0.41968911917098445,137,,,
cell,short,processbench_math_qwen3_4b,0.2604179780939192,0.17796610169491525,0.4449152542372881,0.4852216748768473,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.2925556207998956,0.20320855614973263,0.39037433155080214,0.5221238938053098,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.27189979123173275,0.1746031746031746,0.3333333333333333,0.6141078838174274,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.30358714788732394,0.22627737226277372,0.40875912408759124,0.46113989637305697,137,,,
cell,short,processbench_math_qwen3_8b,0.223514250606887,0.13983050847457626,0.3855932203389831,0.5566502463054187,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.26529597081744316,0.1711229946524064,0.39037433155080214,0.5899705014749262,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.24384869629085565,0.14814814814814814,0.2857142857142857,0.6887966804979253,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.26861435015751545,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1825168697719385,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3855399194082051,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5422124870402371,8
cell,medium,processbench_gsm8k_qwen3_4b,0.27090301003344486,0.2,0.4888888888888889,0.41968911917098445,45,,,
cell,medium,processbench_math_qwen3_4b,0.2650190260214475,0.18229166666666666,0.3802083333333333,0.4852216748768473,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.3145860035888234,0.22510822510822512,0.4805194805194805,0.5221238938053098,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.2698695841756848,0.17293233082706766,0.37218045112781956,0.6141078838174274,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.2999157540016849,0.2222222222222222,0.4444444444444444,0.46113989637305697,45,,,
cell,medium,processbench_math_qwen3_8b,0.2805130326851469,0.1875,0.3802083333333333,0.5566502463054187,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.31204725286972024,0.21212121212121213,0.45021645021645024,0.5899705014749262,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.24177014284380544,0.14661654135338345,0.3609022556390977,0.6887966804979253,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.28182797577746976,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.19359902478734714,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.419696079687856,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5422124870402371,8
cell,long,processbench_gsm8k_qwen3_4b,0.38755980861244016,0.36,0.72,0.41968911917098445,25,,,
cell,long,processbench_math_qwen3_4b,0.3165897478160541,0.23493975903614459,0.4457831325301205,0.4852216748768473,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.2822679153094462,0.1934156378600823,0.48148148148148145,0.5221238938053098,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.20315717227179136,0.12171052631578948,0.3717105263157895,0.6141078838174274,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.40434124179707215,0.36,0.8,0.46113989637305697,25,,,
cell,long,processbench_math_qwen3_8b,0.3183219764741711,0.22289156626506024,0.4457831325301205,0.5566502463054187,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.30056278848660506,0.20164609053497942,0.49382716049382713,0.5899705014749262,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.18754814523169627,0.10855263157894737,0.35526315789473684,0.6887966804979253,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.30004359949990955,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.22539452644887542,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.5142310739057595,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5422124870402371,8
