level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.31142444765182636,0.24087591240875914,0.5036496350364964,0.44041450777202074,137,,,
cell,short,processbench_math_qwen3_4b,0.26112221944513875,0.17796610169491525,0.4449152542372881,0.49014778325123154,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.1979930432171367,0.12299465240641712,0.33689839572192515,0.5073746312684366,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.23932987634623054,0.14814814814814814,0.2751322751322751,0.6224066390041494,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.2860950688582852,0.20437956204379562,0.38686131386861317,0.47668393782383417,137,,,
cell,short,processbench_math_qwen3_8b,0.23969026808236055,0.15254237288135594,0.4110169491525424,0.5591133004926109,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.18079715107519517,0.10695187165775401,0.29411764705882354,0.584070796460177,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.22933049946865036,0.13756613756613756,0.2751322751322751,0.6887966804979253,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.24322282176810298,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.16142809485091036,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3659654681675299,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5461260345712982,8
cell,medium,processbench_gsm8k_qwen3_4b,0.3321934538348803,0.26666666666666666,0.5555555555555556,0.44041450777202074,45,,,
cell,medium,processbench_math_qwen3_4b,0.3531795198071192,0.2760416666666667,0.5,0.49014778325123154,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.2948360831369188,0.2077922077922078,0.45454545454545453,0.5073746312684366,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.2660360626662725,0.16917293233082706,0.38345864661654133,0.6224066390041494,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.3597533463678748,0.28888888888888886,0.5333333333333333,0.47668393782383417,45,,,
cell,medium,processbench_math_qwen3_8b,0.3601493233784414,0.265625,0.4791666666666667,0.5591133004926109,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.31584992343032164,0.21645021645021645,0.4588744588744589,0.584070796460177,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.2568996646891926,0.15789473684210525,0.37969924812030076,0.6887966804979253,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.31736217216387763,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.23106653945469735,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4680791704640389,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5461260345712982,8
cell,long,processbench_gsm8k_qwen3_4b,0.4930598715558318,0.56,0.8,0.44041450777202074,25,,,
cell,long,processbench_math_qwen3_4b,0.3822258338566099,0.3132530120481928,0.5843373493975904,0.49014778325123154,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.37411636759108213,0.2962962962962963,0.5390946502057613,0.5073746312684366,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.363365321904407,0.2565789473684211,0.5,0.6224066390041494,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.49740070700769395,0.52,0.8,0.47668393782383417,25,,,
cell,long,processbench_math_qwen3_8b,0.43905741272041526,0.3614457831325301,0.6325301204819277,0.5591133004926109,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.39314966492926284,0.2962962962962963,0.5473251028806584,0.584070796460177,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.352483189807715,0.23684210526315788,0.45723684210526316,0.6887966804979253,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.41185729617162725,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.35508905505061183,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6075655081339002,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5461260345712982,8
