model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.3460768753019116,0.28502415458937197,0.5507246376811594,0.44041450777202074,0.36,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.32889233675121426,0.2474747474747475,0.5016835016835017,0.49014778325123154,0.346,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.3033378759195654,0.21633888048411498,0.4523449319213313,0.5073746312684366,0.315,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3015155649922458,0.19894598155467721,0.4031620553359684,0.6224066390041494,0.301,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.337202199144777,0.2608695652173913,0.46859903381642515,0.47668393782383417,0.365,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.3430906847624923,0.2474747474747475,0.494949494949495,0.5591133004926109,0.374,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.3141171738838986,0.21482602118003025,0.44478063540090773,0.584070796460177,0.34,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.29098376050183433,0.1844532279314888,0.3847167325428195,0.6887966804979253,0.306,1000,759,241
