level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.2927462668948828,0.22627737226277372,0.43795620437956206,0.41450777202072536,137,,,
cell,short,processbench_math_qwen3_4b,0.2452510507966505,0.1652542372881356,0.4067796610169492,0.4753694581280788,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.29805699481865283,0.20855614973262032,0.40106951871657753,0.5221238938053098,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.265051415692351,0.1693121693121693,0.3439153439153439,0.6099585062240664,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.30649292794297806,0.23357664233576642,0.40875912408759124,0.44559585492227977,137,,,
cell,short,processbench_math_qwen3_8b,0.24393200295639322,0.15677966101694915,0.3983050847457627,0.5492610837438424,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.2773109243697479,0.18181818181818182,0.39037433155080214,0.584070796460177,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.25069418976266566,0.15343915343915343,0.31216931216931215,0.6846473029045643,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.2724419716542903,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.1868766959007187,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3874160725727376,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5356918335261305,8
cell,medium,processbench_gsm8k_qwen3_4b,0.3075310152018172,0.24444444444444444,0.4888888888888889,0.41450777202072536,45,,,
cell,medium,processbench_math_qwen3_4b,0.24104588856210465,0.16145833333333334,0.375,0.4753694581280788,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.28374478999679387,0.19480519480519481,0.45454545454545453,0.5221238938053098,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.28296438883541863,0.18421052631578946,0.37969924812030076,0.6099585062240664,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.296551724137931,0.2222222222222222,0.4666666666666667,0.44559585492227977,45,,,
cell,medium,processbench_math_qwen3_8b,0.2618208987085068,0.171875,0.3697916666666667,0.5492610837438424,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.3017950089993676,0.20346320346320346,0.45454545454545453,0.584070796460177,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.25162262185936657,0.15413533834586465,0.3684210526315789,0.6846473029045643,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.2783845420376633,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.19207678286625657,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.41969480400812637,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5356918335261305,8
cell,long,processbench_gsm8k_qwen3_4b,0.3853358308803853,0.36,0.72,0.41450777202072536,25,,,
cell,long,processbench_math_qwen3_4b,0.30348491287717805,0.22289156626506024,0.4457831325301205,0.4753694581280788,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.25970759314573183,0.1728395061728395,0.48148148148148145,0.5221238938053098,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.18902462085397678,0.1118421052631579,0.3717105263157895,0.6099585062240664,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.42156862745098045,0.4,0.8,0.44559585492227977,25,,,
cell,long,processbench_math_qwen3_8b,0.29837471960961787,0.20481927710843373,0.45180722891566266,0.5492610837438424,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.2859295535882464,0.18930041152263374,0.4897119341563786,0.584070796460177,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.22073578595317728,0.13157894736842105,0.35855263157894735,0.6846473029045643,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.29552020554491176,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.22415897671256826,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.5148808668722975,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5356918335261305,8
