cell,family,fraction,repetition,auc_head_pcr,auc_head_ridge,auc_head_pcr_tail,auc_full_ridge,tail_effect_pp,head_effect_pp,tail_norm
ars_gsm8k_r1distill8b,gsm8k,0.5,39,0.7826195426195427,0.7827858627858628,0.7056133056133056,0.7050311850311852,-7.70062370062371,0.016632016632012192,0.6494872344429595
ars_gsm8k_r1distill8b,gsm8k,0.5,40,0.7866436100131753,0.7864789196310935,0.7559288537549407,0.7547760210803689,-3.071475625823461,-0.0164690382081778,0.3510598100856441
ars_gsm8k_r1distill8b,gsm8k,0.5,41,0.7210667971617324,0.7208221189136286,0.6501101052116467,0.6496207487154393,-7.095669195008569,-0.024467824810381344,0.5037643959913785
ars_gsm8k_r1distill8b,gsm8k,0.5,42,0.7050395256916995,0.7046277997364954,0.6950757575757576,0.6949110671936759,-0.9963768115941907,-0.04117259552041119,0.4578292328789769
ars_gsm8k_r1distill8b,gsm8k,0.5,43,0.7173809523809523,0.7174603174603174,0.6291269841269841,0.6284126984126984,-8.825396825396826,0.007936507936501247,0.4440492983589337
ars_gsm8k_r1distill8b,gsm8k,0.5,44,0.7518037518037518,0.7518037518037518,0.6686189627366098,0.6678550207961973,-8.3184789067142,0.0,0.39018356259114456
ars_gsm8k_r1distill8b,gsm8k,0.5,45,0.782369785620308,0.7823697856203081,0.7191393854964786,0.7182106648092254,-6.3230400123829416,1.1102230246251565e-14,0.532994349853152
ars_gsm8k_r1distill8b,gsm8k,0.5,46,0.7819047619047619,0.7820634920634921,0.6473015873015873,0.6460317460317461,-13.460317460317462,0.0158730158730247,0.6661080697355953
ars_gsm8k_r1distill8b,gsm8k,0.5,47,0.7553058676654183,0.7556179775280898,0.644350811485643,0.6421660424469413,-11.09550561797753,0.031210986267149465,0.5717101248078273
ars_gsm8k_r1distill8b,gsm8k,0.5,48,0.7931790683605565,0.7931034482758621,0.6735480943738658,0.6721869328493648,-11.963097398669076,-0.007562008469441661,0.5765400345545707
ars_gsm8k_r1distill8b,gsm8k,0.5,49,0.7436550377726848,0.7435701553348613,0.6487564722858841,0.6477378830320006,-9.489856548680075,-0.008488243782356353,0.5343697258158864
ars_gsm8k_r1distill8b,gsm8k,0.75,0,0.7134831460674158,0.7137952559300873,0.683832709113608,0.683832709113608,-2.9650436953807757,0.031210986267149465,0.3994202186918655
ars_gsm8k_r1distill8b,gsm8k,0.75,1,0.750808015513898,0.7504848093083387,0.6263736263736264,0.6244343891402715,-12.44343891402716,-0.03232062055592566,0.48241604685308054
ars_gsm8k_r1distill8b,gsm8k,0.75,2,0.7465667915106118,0.7468789013732834,0.6388888888888888,0.6385767790262172,-10.767790262172294,0.031210986267160568,0.4922048371601629
ars_gsm8k_r1distill8b,gsm8k,0.75,3,0.7817647058823529,0.7808823529411765,0.6941176470588235,0.6926470588235294,-8.764705882352942,-0.08823529411764452,0.44377366890628983
ars_gsm8k_r1distill8b,gsm8k,0.75,4,0.7233354880413704,0.7233354880413704,0.6318681318681318,0.6305753070458953,-9.146735617323854,0.0,0.40018592481779436
ars_gsm8k_r1distill8b,gsm8k,0.75,5,0.750453720508167,0.7501512401693889,0.6690865093768906,0.6678765880217786,-8.136721113127642,-0.030248033877811054,0.4644884975435373
ars_gsm8k_r1distill8b,gsm8k,0.75,6,0.7487714987714988,0.7484643734643734,0.6523341523341524,0.6501842751842752,-9.643734643734646,-0.030712530712539987,0.5471800068905196
ars_gsm8k_r1distill8b,gsm8k,0.75,7,0.702857142857143,0.7031746031746032,0.5952380952380952,0.5949206349206348,-10.761904761904773,0.03174603174602719,0.45246026889029684
ars_gsm8k_r1distill8b,gsm8k,0.75,8,0.7301587301587302,0.7301587301587302,0.6681783824640968,0.6666666666666666,-6.198034769463345,0.0,0.38638838997941055
ars_gsm8k_r1distill8b,gsm8k,0.75,9,0.848314606741573,0.8486267166042446,0.7075530586766541,0.7059925093632959,-14.076154806491893,0.031210986267160568,0.5752221823661411
ars_gsm8k_r1distill8b,gsm8k,0.75,10,0.7677400119260585,0.7677400119260585,0.6404293381037567,0.6389385807990459,-12.731067382230176,0.0,0.5620323648721406
ars_gsm8k_r1distill8b,gsm8k,0.75,11,0.7244623655913979,0.7237903225806451,0.6565860215053763,0.6549059139784945,-6.787634408602161,-0.06720430107527431,0.4501106108541089
ars_gsm8k_r1distill8b,gsm8k,0.75,12,0.7733860342555994,0.773056653491436,0.6940052700922266,0.6933465085638998,-7.938076416337281,-0.032938076416333395,0.508742067326142
ars_gsm8k_r1distill8b,gsm8k,0.75,13,0.6985887096774193,0.699260752688172,0.5910618279569892,0.5910618279569892,-10.752688172043001,0.06720430107527431,0.5000892637835591
ars_gsm8k_r1distill8b,gsm8k,0.75,14,0.7704174228675137,0.7704174228675137,0.7326073805202662,0.7316999395039323,-3.7810042347247497,0.0,0.49976233709585777
ars_gsm8k_r1distill8b,gsm8k,0.75,15,0.7776252573781743,0.7772820864790666,0.7048730267673302,0.7038435140700069,-7.275223061084413,-0.034317089910773646,0.4948185687173429
ars_gsm8k_r1distill8b,gsm8k,0.75,16,0.7406349206349206,0.7403174603174603,0.687936507936508,0.686984126984127,-5.269841269841269,-0.031746031746038295,0.4578378515790616
ars_gsm8k_r1distill8b,gsm8k,0.75,17,0.7388493859082094,0.7388493859082094,0.6619263089851325,0.6609566903684551,-7.692307692307687,0.0,0.47379473606389205
ars_gsm8k_r1distill8b,gsm8k,0.75,18,0.7105882352941175,0.71,0.6197058823529412,0.6194117647058824,-9.08823529411763,-0.058823529411755615,0.45409625703195927
ars_gsm8k_r1distill8b,gsm8k,0.75,19,0.7452631578947367,0.7452631578947367,0.6778947368421053,0.6768421052631579,-6.7368421052631415,0.0,0.4425508191748807
ars_gsm8k_r1distill8b,gsm8k,0.75,20,0.7499999999999999,0.7502903600464575,0.6951219512195123,0.6948315911730545,-5.487804878048763,0.029036004645766056,0.4505166904422012
ars_gsm8k_r1distill8b,gsm8k,0.75,21,0.8002585649644474,0.8005817711700064,0.7792501616031028,0.7782805429864253,-2.1008403361344574,0.032320620555903457,0.414688580723182
ars_gsm8k_r1distill8b,gsm8k,0.75,22,0.6774001192605844,0.6774001192605845,0.6034585569469291,0.6031604054859869,-7.394156231365534,1.1102230246251565e-14,0.5189852032143005
ars_gsm8k_r1distill8b,gsm8k,0.75,23,0.7388613861386139,0.738036303630363,0.6918316831683168,0.6910066006600659,-4.702970297029707,-0.08250825082508628,0.42985653852674294
ars_gsm8k_r1distill8b,gsm8k,0.75,24,0.7504761904761905,0.7498412698412698,0.6571428571428571,0.6577777777777778,-9.333333333333337,-0.06349206349207659,0.4913821529755245
ars_gsm8k_r1distill8b,gsm8k,0.75,25,0.6945564516129032,0.695228494623656,0.6085349462365591,0.6075268817204301,-8.602150537634412,0.06720430107527431,0.42887336335486065
ars_gsm8k_r1distill8b,gsm8k,0.75,26,0.7673684210526317,0.7666666666666667,0.7126315789473684,0.7126315789473684,-5.473684210526331,-0.07017543859649811,0.5134608697293157
ars_gsm8k_r1distill8b,gsm8k,0.75,27,0.7114285714285714,0.7114285714285714,0.6415873015873016,0.6415873015873016,-6.9841269841269815,0.0,0.4730134005215049
ars_gsm8k_r1distill8b,gsm8k,0.75,28,0.727486559139785,0.7268145161290323,0.6619623655913979,0.6616263440860214,-6.552419354838712,-0.06720430107527431,0.49913327729781515
ars_gsm8k_r1distill8b,gsm8k,0.75,29,0.7607380520266183,0.7601330913490624,0.7075015124016939,0.7065940713853599,-5.323653962492436,-0.0604960677555888,0.4406809184407134
ars_gsm8k_r1distill8b,gsm8k,0.75,30,0.7572721396250808,0.7572721396250808,0.6738849385908209,0.6738849385908209,-8.33872010342599,0.0,0.5273390625600374
ars_gsm8k_r1distill8b,gsm8k,0.75,31,0.7038866930171278,0.703227931488801,0.6225296442687748,0.621870882740448,-8.135704874835303,-0.06587615283267789,0.4204192802264991
ars_gsm8k_r1distill8b,gsm8k,0.75,32,0.7595398428731761,0.7592592592592592,0.6473063973063973,0.6467452300785634,-11.223344556677883,-0.028058361391691822,0.5780778457611752
ars_gsm8k_r1distill8b,gsm8k,0.75,33,0.7206349206349206,0.7196825396825397,0.6685714285714286,0.6682539682539683,-5.206349206349204,-0.09523809523809268,0.4073537086690902
ars_gsm8k_r1distill8b,gsm8k,0.75,34,0.7429854096520763,0.7429854096520763,0.675645342312009,0.6748035914702581,-6.734006734006726,0.0,0.5093231478228583
ars_gsm8k_r1distill8b,gsm8k,0.75,35,0.7851335656213705,0.7848432055749129,0.75,0.7491289198606272,-3.513356562137049,-0.029036004645754954,0.5102517088021782
ars_gsm8k_r1distill8b,gsm8k,0.75,36,0.7514367816091955,0.7514367816091955,0.7291666666666667,0.728807471264368,-2.227011494252873,0.0,0.49307444530025063
ars_gsm8k_r1distill8b,gsm8k,0.75,37,0.662020905923345,0.6628919860627178,0.5894308943089431,0.5905923344947734,-7.259001161440182,0.08710801393728707,0.4779177888570962
ars_gsm8k_r1distill8b,gsm8k,0.75,38,0.7662776412776413,0.7662776412776413,0.7297297297297297,0.729115479115479,-3.6547911547911593,0.0,0.4701404513892224
ars_gsm8k_r1distill8b,gsm8k,0.75,39,0.7658102766798419,0.7658102766798419,0.7526350461133071,0.7519762845849802,-1.3175230566534801,0.0,0.40396655793084474
ars_gsm8k_r1distill8b,gsm8k,0.75,40,0.7661396574440053,0.7664690382081687,0.6416337285902503,0.6389986824769434,-12.4505928853755,0.0329380764163445,0.5357533241194431
ars_gsm8k_r1distill8b,gsm8k,0.75,41,0.716140350877193,0.716140350877193,0.6512280701754386,0.6487719298245613,-6.491228070175437,0.0,0.48721424227286775
ars_gsm8k_r1distill8b,gsm8k,0.75,42,0.7602108036890646,0.7602108036890646,0.7114624505928854,0.7104743083003953,-4.87483530961792,0.0,0.38591459419945773
ars_gsm8k_r1distill8b,gsm8k,0.75,43,0.7750484809308339,0.775371687136393,0.687136393018746,0.6864899806076278,-8.791208791208794,0.03232062055591456,0.4611421874869499
ars_gsm8k_r1distill8b,gsm8k,0.75,44,0.7051597051597052,0.7057739557739557,0.6658476658476657,0.6652334152334152,-3.9312039312039415,0.06142506142505777,0.46885346275414475
ars_gsm8k_r1distill8b,gsm8k,0.75,45,0.7566918325326012,0.7560054907343857,0.6908030199039121,0.6908030199039122,-6.588881262868906,-0.06863417982154729,0.47089298832102944
ars_gsm8k_r1distill8b,gsm8k,0.75,46,0.6836612999403697,0.6836612999403697,0.6255217650566487,0.6243291592128801,-5.813953488372103,0.0,0.43898149558147304
ars_gsm8k_r1distill8b,gsm8k,0.75,47,0.8095238095238095,0.8092063492063492,0.7171428571428571,0.713968253968254,-9.238095238095244,-0.031746031746038295,0.39199935379344714
ars_gsm8k_r1distill8b,gsm8k,0.75,48,0.7666666666666666,0.7663157894736842,0.7417543859649123,0.7414035087719298,-2.491228070175433,-0.0350877192982435,0.449185352001058
ars_gsm8k_r1distill8b,gsm8k,0.75,49,0.814516129032258,0.8141801075268817,0.770497311827957,0.768481182795699,-4.401881720430101,-0.03360215053762605,0.46093032609167867
epr_triviaqa_mistral24b,triviaqa,0.25,0,0.740220488046575,0.7401213922953054,0.6703579834014617,0.6701597918989224,-6.986250464511334,-0.009909575126965109,0.30767528079230055
epr_triviaqa_mistral24b,triviaqa,0.25,1,0.7317705180054731,0.7317463008258058,0.7164652604557673,0.7163926089167656,-1.5305257549705797,-0.0024217179667274102,0.22519043158022103
