cell,family,fraction,repetition,auc_head_pcr,auc_head_ridge,auc_head_pcr_tail,auc_full_ridge,tail_effect_pp,head_effect_pp,tail_norm
ars_gsm8k_r1distill8b,gsm8k,0.25,0,0.7519814827803886,0.7517710598302587,0.6228870028757802,0.6215192536999368,-12.909447990460832,-0.021042295012985157,0.6028699862319282
ars_gsm8k_r1distill8b,gsm8k,0.25,1,0.7505230855070444,0.7503138513042265,0.6638303808062491,0.6631678058306598,-8.669270470079526,-0.02092342028179317,0.6972061816218648
ars_gsm8k_r1distill8b,gsm8k,0.25,2,0.7513550625135506,0.7508491725084917,0.6426248464262484,0.6419382814193828,-10.873021608730216,-0.05058900050588511,0.6886258283155678
ars_gsm8k_r1distill8b,gsm8k,0.25,3,0.7605996472663139,0.7605996472663139,0.7291005291005291,0.7287477954144621,-3.1499118165784767,0.0,0.37632692975104687
ars_gsm8k_r1distill8b,gsm8k,0.25,4,0.7820779581079206,0.78197392148703,0.7362324871688167,0.7352961575808018,-4.584547093910385,-0.010403662089053523,0.35217496467714715
ars_gsm8k_r1distill8b,gsm8k,0.25,5,0.7539929175399291,0.7539929175399291,0.7029341620293417,0.7024644070246441,-5.105875551058747,0.0,0.554241875549793
ars_gsm8k_r1distill8b,gsm8k,0.25,6,0.7505709865173507,0.7504604729978634,0.6875414425698078,0.6863994695351064,-6.302954394754289,-0.011051351948720978,0.4201962385252955
ars_gsm8k_r1distill8b,gsm8k,0.25,7,0.4783338092518561,0.479797258709309,0.5047115933752142,0.505104226156482,2.6377784123358117,0.14634494574529144,1.4247176234020658
ars_gsm8k_r1distill8b,gsm8k,0.25,8,0.7440368252196958,0.7438973357511507,0.7148486539266286,0.7137327381782677,-2.9188171293067278,-0.013948946854513977,0.32793963092664047
ars_gsm8k_r1distill8b,gsm8k,0.25,9,0.7587086116497881,0.7585649644473175,0.6297134238310709,0.6282410400057459,-12.899518781871722,-0.014364720247062035,0.6189129904526027
ars_gsm8k_r1distill8b,gsm8k,0.25,10,0.7182360123536594,0.718056453350571,0.6418157006392301,0.6409538174244057,-7.642031171442931,-0.01795590030884142,0.5138916541422139
ars_gsm8k_r1distill8b,gsm8k,0.25,11,0.7666886253842776,0.766432440345484,0.6944810423071293,0.6935660957400087,-7.220758307714837,-0.025618503879365484,0.49246060055912233
ars_gsm8k_r1distill8b,gsm8k,0.25,12,0.7591709335764887,0.7591358630848004,0.6697411797713404,0.6685137125622502,-8.942975380514827,-0.0035070491688271588,0.6171125619455259
ars_gsm8k_r1distill8b,gsm8k,0.25,13,0.7559647662643918,0.7561034817589125,0.6837980302399778,0.6824802330420308,-7.2166736024414035,0.013871549452071363,0.6039615539232703
ars_gsm8k_r1distill8b,gsm8k,0.25,14,0.5051636363636364,0.5046909090909091,0.3850545454545454,0.3846909090909091,-12.010909090909095,-0.04727272727272913,1.5095731839639983
ars_gsm8k_r1distill8b,gsm8k,0.25,15,0.7707894736842106,0.7709022556390978,0.665187969924812,0.6643609022556392,-10.560150375939859,0.011278195488717557,0.5132030880230943
ars_gsm8k_r1distill8b,gsm8k,0.25,16,0.7500365978626848,0.75,0.676511491728883,0.6756697408871322,-7.352510613380181,-0.0036597862684839555,0.5115122727043337
ars_gsm8k_r1distill8b,gsm8k,0.25,17,0.7622602839994145,0.7621870882740448,0.7022031913336262,0.701434636217245,-6.00570926657883,-0.007319572536967911,0.47834616631055576
ars_gsm8k_r1distill8b,gsm8k,0.25,18,0.7457495590828924,0.745679012345679,0.6644091710758377,0.6635978835978836,-8.134038800705468,-0.00705467372134061,0.4667232469321296
ars_gsm8k_r1distill8b,gsm8k,0.25,19,0.7823233040022709,0.7823942662503548,0.7329690604598352,0.731975588986659,-4.935424354243567,0.007096224808389451,0.3705771733986931
ars_gsm8k_r1distill8b,gsm8k,0.25,20,0.7644022876272842,0.7641930534244664,0.672130004184684,0.671014088436323,-9.22722834426002,-0.020923420281782068,0.5454159622192303
ars_gsm8k_r1distill8b,gsm8k,0.25,21,0.7409337521416334,0.7410051399200458,0.6830739577384352,0.6824671616219304,-5.785979440319822,0.007138777841242394,0.5746037256561446
ars_gsm8k_r1distill8b,gsm8k,0.25,22,0.7358000292782901,0.7355804421021811,0.6917728004684526,0.6910042453520714,-4.402722880983756,-0.021958717610903733,0.29651512314691625
ars_gsm8k_r1distill8b,gsm8k,0.25,23,0.7453400132616224,0.7451189862226479,0.6844470640241657,0.6838208207470714,-6.089294923745669,-0.022102703897441955,0.4889492385414631
ars_gsm8k_r1distill8b,gsm8k,0.25,24,0.7418393414703377,0.7416264547260858,0.6180102185637241,0.6166974169741697,-12.382912290661363,-0.021288674425190557,0.747248223903358
ars_gsm8k_r1distill8b,gsm8k,0.25,25,0.759753086419753,0.7597178130511464,0.688536155202822,0.6875485008818343,-7.121693121693107,-0.0035273368606647537,0.5767483875097682
ars_gsm8k_r1distill8b,gsm8k,0.25,26,0.7378831451216947,0.7379182156133829,0.6520656519604405,0.6508732552430386,-8.58174931612542,0.0035070491688160566,0.45377619345273096
ars_gsm8k_r1distill8b,gsm8k,0.25,27,0.7375428326670475,0.7374357509994289,0.6349942889777271,0.6343161050828099,-10.254854368932032,-0.010708166761852489,0.7206442916759804
ars_gsm8k_r1distill8b,gsm8k,0.25,28,0.7757671957671958,0.7756261022927691,0.7083245149911817,0.7075837742504409,-6.7442680776014114,-0.014109347442670117,0.5033942637195534
ars_gsm8k_r1distill8b,gsm8k,0.25,29,0.7734885041158102,0.7730627306273062,0.6934785694010785,0.6924141356798184,-8.000993471473162,-0.042577348850392216,0.5288884550578971
ars_gsm8k_r1distill8b,gsm8k,0.25,30,0.7692418876924189,0.7690250776902507,0.684902796849028,0.6837464768374649,-8.433909084339087,-0.021681000216811075,0.4484211488395706
ars_gsm8k_r1distill8b,gsm8k,0.25,31,0.7436401394348439,0.7436030556997701,0.6936141808202922,0.6926870874434473,-5.002595861455161,-0.0037083735073717428,0.38086540463781404
ars_gsm8k_r1distill8b,gsm8k,0.25,32,0.7411075463802482,0.740933184544567,0.6510670944343703,0.6496024550146464,-9.004045194587796,-0.017436183568120267,0.5587742927223641
ars_gsm8k_r1distill8b,gsm8k,0.25,33,0.766494629655461,0.7662156507183707,0.6840563537452923,0.6825917143255684,-8.243827591016872,-0.027897893709027954,0.48037910110924026
ars_gsm8k_r1distill8b,gsm8k,0.25,34,0.7637745850188311,0.7639140744873762,0.7025387083275214,0.7013181754777514,-6.12358766913097,0.013948946854513977,0.40907841072374357
ars_gsm8k_r1distill8b,gsm8k,0.25,35,0.5310893774985723,0.5320174186179326,0.5545759565962307,0.554647344374643,2.348657909765839,0.092804111936029,1.2922251648815788
ars_gsm8k_r1distill8b,gsm8k,0.25,36,0.7818181818181819,0.7819272727272727,0.6680727272727273,0.6668,-11.374545454545459,0.010909090909083652,0.5721536705755708
ars_gsm8k_r1distill8b,gsm8k,0.25,37,0.7345522873455228,0.7343354773433548,0.6858061718580617,0.6851196068511961,-4.874611548746111,-0.021681000216799973,0.44612474850441564
ars_gsm8k_r1distill8b,gsm8k,0.25,38,0.7630301672640383,0.7629181600955794,0.6955645161290321,0.6947057945041815,-6.746565113500614,-0.011200716845882752,0.4003098524253528
ars_gsm8k_r1distill8b,gsm8k,0.25,39,0.7517710598302588,0.7513852844216875,0.6733885109069229,0.6726169600897804,-7.838254892333596,-0.03857754085713205,0.5764175005906093
ars_gsm8k_r1distill8b,gsm8k,0.25,40,0.7712000000000001,0.7712363636363636,0.688690909090909,0.6875636363636364,-8.250909090909108,0.003636363636350115,0.47246744747641567
ars_gsm8k_r1distill8b,gsm8k,0.25,41,0.7428355957767723,0.74287150757739,0.6704014939309056,0.6692523163111399,-7.243410184586663,0.0035911800617682843,0.5940337677603034
ars_gsm8k_r1distill8b,gsm8k,0.25,42,0.7811287477954144,0.7810582010582011,0.7362610229276896,0.7358377425044093,-4.486772486772484,-0.007054673721329507,0.48718729065631333
ars_gsm8k_r1distill8b,gsm8k,0.25,43,0.7508870281010503,0.7507451036048822,0.6868435992052229,0.6857436843599204,-6.4043428895827486,-0.014192449616812208,0.44851722666146676
ars_gsm8k_r1distill8b,gsm8k,0.25,44,0.760999148453023,0.7609281862049391,0.6702029520295204,0.669173999432302,-9.079619642350256,-0.007096224808389451,0.4647478519586486
ars_gsm8k_r1distill8b,gsm8k,0.25,45,0.7537218045112782,0.7536090225563911,0.5870676691729324,0.5855263157894738,-16.665413533834585,-0.011278195488717557,0.763984569255691
ars_gsm8k_r1distill8b,gsm8k,0.25,46,0.7593047625930476,0.7591602225916023,0.6934306569343066,0.6924911469249115,-6.587410565874096,-0.014454000144525914,0.42787994642199517
ars_gsm8k_r1distill8b,gsm8k,0.25,47,0.7742512450024549,0.7743213859858314,0.6904678403591218,0.6891351616749667,-8.378340464333311,0.0070140983376543176,0.5202879902403353
ars_gsm8k_r1distill8b,gsm8k,0.25,48,0.768338512683385,0.7683385126833852,0.7144973621449735,0.7136301221363013,-5.384115053841154,1.1102230246251565e-14,0.611262359236105
ars_gsm8k_r1distill8b,gsm8k,0.25,49,0.521365947100862,0.5209238930229132,0.47104545789434904,0.47045605245708394,-5.0320489206513,-0.04420540779488391,1.6275466995340764
ars_gsm8k_r1distill8b,gsm8k,0.5,0,0.7476551667890058,0.7478998450371094,0.6966805317673925,0.6964358535192888,-5.097463502161325,0.02446782481035914,0.3608744009203694
ars_gsm8k_r1distill8b,gsm8k,0.5,1,0.7418364938232749,0.7414430718388543,0.708159571956881,0.7076087811786922,-3.3676921866393927,-0.03934219844206055,0.25592635538772235
ars_gsm8k_r1distill8b,gsm8k,0.5,2,0.7790077569489334,0.7790885585003232,0.7304460245636716,0.7300420168067228,-4.856173238526185,0.00808015513897864,0.46742179568913655
ars_gsm8k_r1distill8b,gsm8k,0.5,3,0.801021541194759,0.8009475164705011,0.7232215559997038,0.722333259308609,-7.779998519505515,-0.007402472425788176,0.4773948545800405
ars_gsm8k_r1distill8b,gsm8k,0.5,4,0.7428995006242198,0.7426654182272161,0.6759519350811486,0.674625468164794,-6.694756554307125,-0.0234082397003732,0.42275491262004766
ars_gsm8k_r1distill8b,gsm8k,0.5,5,0.7452049813653304,0.7450231797109353,0.6911189891828016,0.6904826833924188,-5.408599218252885,-0.018180165439507512,0.4853135177226145
ars_gsm8k_r1distill8b,gsm8k,0.5,6,0.7166042446941324,0.7166042446941324,0.6265605493133584,0.6257802746566791,-9.004369538077405,0.0,0.4822095183934965
ars_gsm8k_r1distill8b,gsm8k,0.5,7,0.7631762247504064,0.7630214379691974,0.6857054407553596,0.6847767200681063,-7.747078399504681,-0.015478678120894873,0.4474009008467751
ars_gsm8k_r1distill8b,gsm8k,0.5,8,0.7736748545572075,0.7736748545572075,0.7055591467356174,0.7043471234647706,-6.8115707821590155,0.0,0.5284264033907482
ars_gsm8k_r1distill8b,gsm8k,0.5,9,0.7615058910162004,0.7616899852724596,0.6821612665684831,0.6806885125184094,-7.934462444771729,0.018409425625920406,0.42883163280797254
ars_gsm8k_r1distill8b,gsm8k,0.5,10,0.7763899731112845,0.7763899731112847,0.6952901379130887,0.6942492844132188,-8.109983519819586,1.1102230246251565e-14,0.5531730325640103
ars_gsm8k_r1distill8b,gsm8k,0.5,11,0.7278225806451614,0.7277385752688172,0.6801075268817204,0.6796034946236559,-4.771505376344098,-0.008400537634412064,0.42177194484115993
ars_gsm8k_r1distill8b,gsm8k,0.5,12,0.7475429975429976,0.7474662162162162,0.6830466830466831,0.6818181818181818,-6.449631449631443,-0.007678132678134997,0.4351774285830244
ars_gsm8k_r1distill8b,gsm8k,0.5,13,0.7468995765275257,0.7465214761040533,0.6790683605565638,0.6781609195402298,-6.783121597096187,-0.03781004234724161,0.44693510635320627
ars_gsm8k_r1distill8b,gsm8k,0.5,14,0.8010665804783451,0.8006625727213963,0.7313348416289592,0.7306884292178409,-6.973173884938588,-0.040400775694882096,0.5111481703024131
ars_gsm8k_r1distill8b,gsm8k,0.5,15,0.7348422870648122,0.7347513862376148,0.684483228797382,0.6833015180438141,-5.035905826743026,-0.009090082719742654,0.40748618941217446
ars_gsm8k_r1distill8b,gsm8k,0.5,16,0.7680995475113123,0.7683419521654816,0.6881868131868132,0.6864899806076277,-7.991273432449908,0.02424046541693592,0.5037373150369301
ars_gsm8k_r1distill8b,gsm8k,0.5,17,0.7302631578947368,0.7302631578947367,0.6178070175438596,0.6166666666666667,-11.245614035087726,-1.1102230246251565e-14,0.49619997971560886
ars_gsm8k_r1distill8b,gsm8k,0.5,18,0.7584920634920634,0.7585714285714286,0.6773015873015873,0.6765873015873016,-8.119047619047615,0.00793650793651235,0.5685677526187384
ars_gsm8k_r1distill8b,gsm8k,0.5,19,0.7431342068250796,0.7431342068250796,0.6821378340365684,0.6815456362425051,-6.099637278851122,0.0,0.4488697201249724
ars_gsm8k_r1distill8b,gsm8k,0.5,20,0.7227698771816419,0.7228506787330317,0.6245151906916613,0.623545572074984,-9.82546864899806,0.00808015513897864,0.64505473521847
ars_gsm8k_r1distill8b,gsm8k,0.5,21,0.7687747035573121,0.7686923583662714,0.6509387351778656,0.6502799736495388,-11.783596837944653,-0.008234519104077798,0.5382823757367486
ars_gsm8k_r1distill8b,gsm8k,0.5,22,0.7530375552282769,0.7526693667157585,0.6620029455081001,0.6614506627393225,-9.103460972017674,-0.03681885125184081,0.5200329173113437
ars_gsm8k_r1distill8b,gsm8k,0.5,23,0.7338441297113227,0.7337667363207183,0.70505378840647,0.703970280938008,-2.8790341304852696,-0.0077393390604418855,0.370183567430653
ars_gsm8k_r1distill8b,gsm8k,0.5,24,0.7538890178778733,0.7537342310966643,0.6608621623713336,0.6600108350746846,-9.302685550653978,-0.015478678120905975,0.5773531514802742
ars_gsm8k_r1distill8b,gsm8k,0.5,25,0.7933284397683713,0.7930837615202675,0.7120952613979284,0.7109534295734443,-8.123317837044286,-0.024467824810381344,0.5531284000406202
ars_gsm8k_r1distill8b,gsm8k,0.5,26,0.7653329329629909,0.7655581412806847,0.6939418962540349,0.6925906463478718,-7.139103670895597,0.022520831769379246,0.5872472004475422
ars_gsm8k_r1distill8b,gsm8k,0.5,27,0.7285654885654885,0.7285654885654886,0.6434927234927236,0.6416632016632017,-8.507276507276496,1.1102230246251565e-14,0.46696718272457616
ars_gsm8k_r1distill8b,gsm8k,0.5,28,0.7906431803490627,0.7905623787976729,0.7376373626373626,0.7369909502262444,-5.30058177117001,-0.00808015513897864,0.4691826968878793
ars_gsm8k_r1distill8b,gsm8k,0.5,29,0.726775956284153,0.7263681592039801,0.6133268085800506,0.6119402985074628,-11.344914770410242,-0.04077970801729114,0.5801036112625022
ars_gsm8k_r1distill8b,gsm8k,0.5,30,0.7316635455680399,0.731585518102372,0.6584737827715356,0.6585518102372034,-7.318976279650435,-0.007802746566787366,0.5695062607635408
ars_gsm8k_r1distill8b,gsm8k,0.5,31,0.7826780913978496,0.7825940860215054,0.71690188172043,0.7154737903225805,-6.577620967741959,-0.008400537634423166,0.4344801056571409
ars_gsm8k_r1distill8b,gsm8k,0.5,32,0.7284823284823285,0.7282328482328482,0.6926403326403326,0.6917255717255718,-3.5841995841995877,-0.02494802494803494,0.43464056477850366
ars_gsm8k_r1distill8b,gsm8k,0.5,33,0.7172869619954363,0.7171295932016682,0.6400188842552523,0.6393107246832953,-7.726807774018396,-0.015736879376804236,0.4190875243413359
ars_gsm8k_r1distill8b,gsm8k,0.5,34,0.8003590325018896,0.8006424792139077,0.6548563869992441,0.6523998488284202,-14.550264550264547,0.028344671201818716,0.5462341097024018
ars_gsm8k_r1distill8b,gsm8k,0.5,35,0.7479799612152553,0.7475759534583064,0.6931965093729799,0.6924692954104719,-5.47834518422754,-0.0404007756948932,0.40968209214488815
ars_gsm8k_r1distill8b,gsm8k,0.5,36,0.7885646759385511,0.7882919734569586,0.729115534951368,0.7279338241978002,-5.944914098718302,-0.027270248159250166,0.5047059125345121
ars_gsm8k_r1distill8b,gsm8k,0.5,37,0.7440396569360296,0.7436462349516091,0.6871508379888268,0.686521362813754,-5.688881894720277,-0.03934219844204945,0.5041431713162
ars_gsm8k_r1distill8b,gsm8k,0.5,38,0.7482340294840295,0.7483108108108107,0.6450399262899262,0.6439649877149877,-10.319410319410327,0.0076781326781238946,0.6034651973527587
