macro_f1,n_cells,system
0.31709128740759934,4,gl_liu_v1_frozen
0.31624862803618664,4,unified_core_five_dufs
0.3150114644092704,4,candidate_detector__baseline_max_entropy
0.2874560657776755,4,candidate_detector__baseline_entropy_cusum
0.262673645077102,4,candidate_detector__baseline_change_point
0.25450283386704114,4,mindgap_control
0.2537264223180788,4,candidate_detector__baseline_min_token_prob
0.20091157119244965,4,candidate_detector__baseline_random
0.07073605760939164,4,candidate_detector__baseline_last_step
