metric_id,source_metric_id,delta,ci_low,ci_high,cell_wins,cell_ties,cell_losses,worst_cell_delta,worst_cell_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,bootstrap_draws,interval
macro_f1,official_macro_f1,-0.049878127211192225,-0.063891277326654,-0.035862667968481685,0,0,8,-0.08682706890611058,processbench_gsm8k_qwen3_8b,0,0,4,-0.07217595815927216,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_exact,first_error_exact,-0.05419328178405336,-0.07044855897949436,-0.038169638241617065,0,0,8,-0.11594202898550726,processbench_gsm8k_qwen3_8b,0,0,4,-0.09661835748792272,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_within_one,first_error_within_one,-0.01687542120762542,-0.03334840352950604,-0.00043504154587673113,1,0,7,-0.03630862329803325,processbench_olympiadbench_qwen3_4b,1,0,3,-0.03101361573373676,olympiadbench,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
clean_abstention_accuracy,clean_abstention_accuracy,-0.00610838377851286,-0.015591295279493328,0.00312137003672684,2,2,4,-0.02904564315352698,processbench_omnimath_qwen3_4b,0,0,4,-0.008298755186722018,omnimath,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
overall_decision_accuracy,overall_decision_accuracy,-0.03443750000000001,-0.044625000000000026,-0.02424999999999994,0,0,8,-0.06000000000000005,processbench_gsm8k_qwen3_8b,0,0,4,-0.05375000000000005,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
