model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.33415549597855226,0.2753623188405797,0.5410628019323671,0.42487046632124353,0.3475,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.3054266669807099,0.2239057239057239,0.5050505050505051,0.4802955665024631,0.328,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.27956500862975125,0.1951588502269289,0.41603630862329805,0.49262536873156343,0.296,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.2885309305437806,0.19104084321475626,0.3952569169960474,0.5892116182572614,0.287,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.31284074605451934,0.23671497584541062,0.4927536231884058,0.46113989637305697,0.345,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.3064295485636115,0.21212121212121213,0.4696969696969697,0.5517241379310345,0.35,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.2801273953347686,0.18608169440242056,0.4296520423600605,0.5663716814159292,0.315,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.25571310926964846,0.15678524374176547,0.3794466403162055,0.6929460580912863,0.286,1000,759,241
