cell,dataset,model,method,display_method,feature_contract,auroc,auprc,prevalence,n_samples,n_groups,status,labels_seen_during_fit
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,final_nll,Final-layer NLL,resid-core-L,0.7088693852126956,0.7067070269637973,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,iu_resid,IU-PCR · residual core,resid-core-L,0.5302710272057549,0.5287293098101559,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.5275710585844016,0.5256800004465731,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,iu_lens96,IU-PCR · lens-96,lens-96,0.6230370783201652,0.6384695963301875,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.6435128160696137,0.6594868963482698,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.5301469176333944,0.5267257687626439,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.5274352405618183,0.5244633321718737,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.5274352405618183,0.5244633321718737,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.6264676542354148,0.640344894433822,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.6265823970475972,0.6406714700865079,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_mistral7b_t1.0,GSM8K,mistralai/Mistral-7B-Instruct-v0.3,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.6265823970475972,0.6406714700865079,0.49655700076511095,1307,1307,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,final_nll,Final-layer NLL,resid-core-L,0.6434837516631713,0.4343909066936211,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,iu_resid,IU-PCR · residual core,resid-core-L,0.4545390478767787,0.26675203634845684,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.45405137225717707,0.2664371178089676,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,iu_lens96,IU-PCR · lens-96,lens-96,0.5760548451841327,0.3583792701813579,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.5844496312834043,0.3670678925972024,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.4581021807275105,0.27043596211169846,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.45491960399612114,0.2643177595778797,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.45491960399612114,0.2643177595778797,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.5741943486006811,0.3568625926507193,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.5724099632410978,0.3552241984345982,0.28821292775665397,1315,1315,eligible_retrospective,False
gsm8k_phi3mini_t1.0,GSM8K,microsoft/Phi-3-mini-4k-instruct,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.5724099632410978,0.3552241984345982,0.28821292775665397,1315,1315,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,final_nll,Final-layer NLL,resid-core-L,0.7683442981350636,0.7711233619217208,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,iu_resid,IU-PCR · residual core,resid-core-L,0.6147778609426608,0.5964928433402468,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,dufs_resid,DUFS-LIU · residual core,resid-core-L,0.6146840804009711,0.5962727637837977,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,iu_lens96,IU-PCR · lens-96,lens-96,0.6862197495739467,0.6935998548772028,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,dufs_lens96,DUFS-LIU · lens-96,lens-96,0.6858889571171669,0.6926104620952127,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_depth_lodo,Depth-NRM-CS-IU · leave-dataset-out,resid-core-L,0.6011140680254603,0.5902245274599667,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_depth_lomo,Depth-NRM-CS-IU · leave-model-out,resid-core-L,0.6011964860783107,0.5903053033716439,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_depth_loco,Depth-NRM-CS-IU · LOCO sensitivity,resid-core-L,0.6011964860783107,0.5903053033716439,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_lens_lodo,Lens-NRM-CS-IU · leave-dataset-out,lens-96,0.6850242877199821,0.6939425045178693,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_lens_lomo,Lens-NRM-CS-IU · leave-model-out,lens-96,0.6853093101512956,0.6942996885881798,0.5074,5000,500,eligible_retrospective,False
triviaqa_qwen3_t0.6,TriviaQA,Qwen/Qwen3-8B,nrm_lens_loco,Lens-NRM-CS-IU · LOCO sensitivity,lens-96,0.6853093101512956,0.6942996885881798,0.5074,5000,500,eligible_retrospective,False
