above_chance_auc_recovery,auprc,auroc,budget,cell_id,family,final_auroc_same_cohort,final_decision_agreement,flip_rate_vs_previous_budget,kendall_vs_final,length_band,method,n_at_risk,n_error,normalized_mae_vs_final,spearman_vs_final
0.48148148148148107,0.8043147071121418,0.6326530612244897,64,processbench_gsm8k__qwen25_15b,gsm8k,0.7755102040816327,0.7619047619047619,0.42857142857142855,0.09523809523809525,,dyn_change6_iu,21,14,1.2701305958765925,0.20519480519480518
0.9259259259259255,0.8549982580444765,0.7551020408163265,128,processbench_gsm8k__qwen25_15b,gsm8k,0.7755102040816327,0.7142857142857143,0.047619047619047616,0.29523809523809524,,dyn_change6_iu,21,14,0.8697124694152871,0.41298701298701296
-0.3333333333333334,0.9467813051146385,0.5555555555555556,256,processbench_gsm8k__qwen25_15b,gsm8k,0.3333333333333333,0.6,0.3,0.4666666666666666,,dyn_change6_iu,10,9,0.7514109240234759,0.6606060606060605
-0.22222222222222218,0.7128940737134014,0.41836734693877553,16,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8095238095238095,nan,0.028571428571428574,,dyn_level4_iu,21,14,2.522406887648464,0.014285714285714285
0.5833333333333335,0.8608140084643843,0.7142857142857143,32,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8095238095238095,0.0,0.2571428571428572,,dyn_level4_iu,21,14,1.6208398672103186,0.35194805194805195
0.5555555555555556,0.8645791450551512,0.7040816326530612,64,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8095238095238095,0.0,0.3047619047619048,,dyn_level4_iu,21,14,1.3382361147160162,0.45194805194805193
0.7777777777777778,0.8993825618825617,0.7857142857142857,128,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8095238095238095,0.0,0.4952380952380953,,dyn_level4_iu,21,14,0.8940615092145586,0.6532467532467533
4.999999999999998,0.9765432098765432,0.7777777777777778,256,processbench_gsm8k__qwen25_15b,gsm8k,0.5555555555555556,0.9,0.3,0.6888888888888888,,dyn_level4_iu,10,9,0.5449942262163237,0.8424242424242423
-0.22857142857142848,0.7128940737134014,0.41836734693877553,16,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.7619047619047619,nan,0.009523809523809525,,dyn_persist6_iu,21,14,1.9449497702604157,0.005194805194805195
0.5714285714285713,0.8549698526202284,0.7040816326530612,32,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.7619047619047619,0.0,0.34285714285714286,,dyn_persist6_iu,21,14,1.706630225866766,0.4402597402597402
0.4285714285714283,0.8254918434678495,0.6530612244897959,64,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.7619047619047619,0.0,0.380952380952381,,dyn_persist6_iu,21,14,1.4925560973511822,0.5363636363636364
0.7428571428571427,0.8928940942098835,0.7653061224489796,128,processbench_gsm8k__qwen25_15b,gsm8k,0.8571428571428572,0.7619047619047619,0.0,0.5428571428571428,,dyn_persist6_iu,21,14,0.9802534241237387,0.7077922077922078
-1.0,0.9282627865961199,0.4444444444444444,256,processbench_gsm8k__qwen25_15b,gsm8k,0.5555555555555556,0.7,0.2,0.8222222222222221,,dyn_persist6_iu,10,9,0.7042142034453628,0.9393939393939393
-0.36111111111111127,0.6862381481852954,0.36734693877551017,16,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.6666666666666666,nan,-0.028571428571428574,,iu28_no_length,21,14,2.4813558451100013,-0.062337662337662345
0.2777777777777778,0.7946399413034752,0.6020408163265306,32,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.7142857142857143,0.047619047619047616,0.05714285714285715,,iu28_no_length,21,14,1.0971860833705287,0.08051948051948052
0.5,0.8443035348110535,0.6836734693877551,64,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8095238095238095,0.09523809523809523,0.29523809523809524,,iu28_no_length,21,14,0.6484746972371515,0.3844155844155844
0.9722222222222225,0.9370172311348781,0.8571428571428572,128,processbench_gsm8k__qwen25_15b,gsm8k,0.8673469387755102,0.8571428571428571,0.047619047619047616,0.6571428571428571,,iu28_no_length,21,14,0.2708401975112287,0.7805194805194805
1.0,0.9765432098765432,0.7777777777777778,256,processbench_gsm8k__qwen25_15b,gsm8k,0.7777777777777778,1.0,0.2,0.8666666666666666,,iu28_no_length,10,9,0.08911492238860655,0.9515151515151514
0.5535714285714288,0.8082615483931274,0.6937500000000001,16,processbench_gsm8k__qwen2_7b,gsm8k,0.85,0.3076923076923077,nan,0.14461538461538462,,cusum_swvar_equal,26,16,1.5417602773120318,0.22940170940170937
0.8392857142857142,0.8617722812962751,0.79375,32,processbench_gsm8k__qwen2_7b,gsm8k,0.85,0.38461538461538464,0.07692307692307693,0.3230769230769231,,cusum_swvar_equal,26,16,1.2294062787347386,0.4488888888888889
0.625,0.78121030102938,0.71875,64,processbench_gsm8k__qwen2_7b,gsm8k,0.85,0.5769230769230769,0.19230769230769232,0.36000000000000004,,cusum_swvar_equal,26,16,0.9370804642252801,0.5172649572649572
0.7321428571428574,0.8493372018983432,0.7562500000000001,128,processbench_gsm8k__qwen2_7b,gsm8k,0.85,0.8076923076923077,0.23076923076923078,0.5384615384615385,,cusum_swvar_equal,26,16,0.5561287632856445,0.643076923076923
0.16666666666666677,0.7707502374169042,0.5555555555555556,256,processbench_gsm8k__qwen2_7b,gsm8k,0.8333333333333333,0.8461538461538461,0.07692307692307693,0.3846153846153845,,cusum_swvar_equal,13,9,0.5111949309792982,0.4175824175824176
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,1.0,0.0,nan,,cusum_swvar_equal,1,1,0.11981118223460382,nan
0.555555555555556,0.813111205672347,0.6875000000000001,16,processbench_gsm8k__qwen2_7b,gsm8k,0.8374999999999999,0.6538461538461539,nan,0.18153846153846157,,deepconf_entropy_w64,26,16,0.8920208619818217,0.24376068376068374
0.9814814814814818,0.8987094114591718,0.83125,32,processbench_gsm8k__qwen2_7b,gsm8k,0.8374999999999999,0.6923076923076923,0.19230769230769232,0.37846153846153846,,deepconf_entropy_w64,26,16,0.8004389961370391,0.5206837606837607
0.7777777777777779,0.850624520066277,0.7625,64,processbench_gsm8k__qwen2_7b,gsm8k,0.8374999999999999,0.7307692307692307,0.11538461538461539,0.4153846153846154,,deepconf_entropy_w64,26,16,0.713067531359772,0.5384615384615384
0.7592592592592594,0.8343482579511992,0.75625,128,processbench_gsm8k__qwen2_7b,gsm8k,0.8374999999999999,0.8461538461538461,0.11538461538461539,0.5938461538461539,,deepconf_entropy_w64,26,16,0.4763237491954949,0.6902564102564103
0.5454545454545453,0.8328362995029663,0.6666666666666666,256,processbench_gsm8k__qwen2_7b,gsm8k,0.8055555555555556,0.8461538461538461,0.15384615384615385,0.6410256410256409,,deepconf_entropy_w64,13,9,0.3576689966620131,0.6868131868131868
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,1.0,0.0,nan,,deepconf_entropy_w64,1,1,0.0,nan
0.6458333333333335,0.8082615483931274,0.6937500000000001,16,processbench_gsm8k__qwen2_7b,gsm8k,0.8,0.38461538461538464,nan,0.12000000000000001,,dyn_change6_iu,26,16,0.8332206882739065,0.187008547008547
0.5833333333333334,0.7863463944667043,0.675,32,processbench_gsm8k__qwen2_7b,gsm8k,0.8,0.5384615384615384,0.38461538461538464,0.033846153846153845,,dyn_change6_iu,26,16,0.6866608549038663,0.08376068376068375
0.4583333333333331,0.7245226024498975,0.6375,64,processbench_gsm8k__qwen2_7b,gsm8k,0.8,0.7307692307692307,0.4230769230769231,0.29846153846153844,,dyn_change6_iu,26,16,0.5041717012689844,0.4502564102564102
0.6458333333333335,0.834204042212144,0.6937500000000001,128,processbench_gsm8k__qwen2_7b,gsm8k,0.8,0.6538461538461539,0.38461538461538464,0.26153846153846155,,dyn_change6_iu,26,16,0.4676816281059354,0.3688888888888889
0.4444444444444442,0.7893890060556727,0.611111111111111,256,processbench_gsm8k__qwen2_7b,gsm8k,0.75,0.6153846153846154,0.15384615384615385,0.25641025641025633,,dyn_change6_iu,13,9,0.564689275903709,0.23076923076923078
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,0.0,0.0,nan,,dyn_change6_iu,1,1,1.4086651925748621,nan
0.5740740740740743,0.8082615483931274,0.6937500000000001,16,processbench_gsm8k__qwen2_7b,gsm8k,0.8375,0.34615384615384615,nan,0.11384615384615385,,dyn_level4_iu,26,16,1.3198212160623393,0.18837606837606835
0.8703703703703701,0.8617722812962751,0.79375,32,processbench_gsm8k__qwen2_7b,gsm8k,0.8375,0.38461538461538464,0.038461538461538464,0.316923076923077,,dyn_level4_iu,26,16,1.0832679424492777,0.42905982905982903
0.7037037037037038,0.7911212051837051,0.7375,64,processbench_gsm8k__qwen2_7b,gsm8k,0.8375,0.5,0.11538461538461539,0.38461538461538464,,dyn_level4_iu,26,16,0.8571318095423184,0.530940170940171
0.7592592592592595,0.8493372018983432,0.7562500000000001,128,processbench_gsm8k__qwen2_7b,gsm8k,0.8375,0.8076923076923077,0.3076923076923077,0.5076923076923078,,dyn_level4_iu,26,16,0.5334376289510916,0.6164102564102564
0.18181818181818188,0.7707502374169042,0.5555555555555556,256,processbench_gsm8k__qwen2_7b,gsm8k,0.8055555555555556,0.8461538461538461,0.15384615384615385,0.3589743589743589,,dyn_level4_iu,13,9,0.49369212726102385,0.40659340659340654
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,1.0,0.0,nan,,dyn_level4_iu,1,1,0.07657542365680886,nan
0.6078431372549022,0.8082615483931274,0.6937500000000001,16,processbench_gsm8k__qwen2_7b,gsm8k,0.81875,0.46153846153846156,nan,0.1753846153846154,,dyn_persist6_iu,26,16,1.6141373283658056,0.2417094017094017
0.9019607843137255,0.8513556146296084,0.7875,32,processbench_gsm8k__qwen2_7b,gsm8k,0.81875,0.46153846153846156,0.0,0.42153846153846153,,dyn_persist6_iu,26,16,1.3909710944525306,0.5603418803418803
0.7450980392156865,0.7911212051837051,0.7375,64,processbench_gsm8k__qwen2_7b,gsm8k,0.81875,0.6153846153846154,0.15384615384615385,0.5076923076923078,,dyn_persist6_iu,26,16,1.1246924204270814,0.6745299145299145
0.7450980392156861,0.803043708254306,0.7374999999999999,128,processbench_gsm8k__qwen2_7b,gsm8k,0.81875,0.8076923076923077,0.2692307692307692,0.5815384615384616,,dyn_persist6_iu,26,16,0.729840307183216,0.7107692307692307
0.4444444444444442,0.7893890060556727,0.611111111111111,256,processbench_gsm8k__qwen2_7b,gsm8k,0.75,0.8461538461538461,0.15384615384615385,0.5128205128205127,,dyn_persist6_iu,13,9,0.64594721240647,0.5659340659340659
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,1.0,0.0,nan,,dyn_persist6_iu,1,1,0.2751723874982573,nan
0.653846153846154,0.8370929417804418,0.7125,16,processbench_gsm8k__qwen2_7b,gsm8k,0.825,0.34615384615384615,nan,0.24923076923076926,,iu28_no_length,26,16,2.4321637385924846,0.3415384615384615
1.0384615384615388,0.9085528564129108,0.8375,32,processbench_gsm8k__qwen2_7b,gsm8k,0.825,0.4230769230769231,0.07692307692307693,0.31076923076923074,,iu28_no_length,26,16,1.6482544957590357,0.44820512820512814
0.7884615384615385,0.7721748447416017,0.75625,64,processbench_gsm8k__qwen2_7b,gsm8k,0.825,0.6923076923076923,0.2692307692307692,0.5323076923076924,,iu28_no_length,26,16,1.0292580199364967,0.7169230769230769
0.7884615384615385,0.7824434428875218,0.75625,128,processbench_gsm8k__qwen2_7b,gsm8k,0.825,0.8461538461538461,0.15384615384615385,0.6676923076923077,,iu28_no_length,26,16,0.4656437986631671,0.7996581196581196
0.0,0.7065527065527066,0.5,256,processbench_gsm8k__qwen2_7b,gsm8k,0.6666666666666666,0.8461538461538461,0.07692307692307693,0.6153846153846153,,iu28_no_length,13,9,0.3938235634019876,0.7032967032967032
nan,nan,nan,512,processbench_gsm8k__qwen2_7b,gsm8k,nan,1.0,0.0,nan,,iu28_no_length,1,1,0.030822209343887453,nan
0.34196891191709866,0.7260575745656223,0.6120543293718167,16,processbench_math__llama31_8b,math,0.8276740237691002,0.4927536231884058,nan,0.10230179028132992,,cusum_swvar_equal,69,38,1.9601062527173345,0.15838509316770188
0.39896373056994827,0.7307475612726435,0.6307300509337861,32,processbench_math__llama31_8b,math,0.8276740237691002,0.5217391304347826,0.028985507246376812,0.24808184143222506,,cusum_swvar_equal,69,38,1.529305754602958,0.38001461454146884
0.6502590673575128,0.7736322696094841,0.7130730050933786,64,processbench_math__llama31_8b,math,0.8276740237691002,0.5507246376811594,0.028985507246376812,0.41346973572037504,,cusum_swvar_equal,69,38,1.1959737271656203,0.5849470222871759
0.6269430051813474,0.71085078087674,0.7054329371816639,128,processbench_math__llama31_8b,math,0.8276740237691002,0.6521739130434783,0.10144927536231885,0.49445865302642794,,cusum_swvar_equal,69,38,0.8973968601043142,0.6419071976616735
0.6939501779359429,0.72501952485432,0.7166666666666667,256,processbench_math__llama31_8b,math,0.8122222222222223,0.6885245901639344,0.14754098360655737,0.560655737704918,,cusum_swvar_equal,61,36,0.7378683376311612,0.7200423056583818
0.763157894736842,0.832801808625054,0.7196969696969697,512,processbench_math__llama31_8b,math,0.787878787878788,0.8571428571428571,0.4,0.6168067226890757,,cusum_swvar_equal,35,24,0.6010609610887628,0.7826330532212885
0.39823008849557545,0.7397601628174743,0.6146010186757216,16,processbench_math__llama31_8b,math,0.7877758913412563,0.5072463768115942,nan,0.06138107416879795,,deepconf_entropy_w64,69,38,1.5741629252466336,0.09203507489952505
0.4129793510324486,0.6948765949876042,0.6188455008488964,32,processbench_math__llama31_8b,math,0.7877758913412563,0.6086956521739131,0.15942028985507245,0.21994884910485932,,deepconf_entropy_w64,69,38,1.2042391553436453,0.3225063938618926
0.32153392330383507,0.6736951256815747,0.5925297113752123,64,processbench_math__llama31_8b,math,0.7877758913412563,0.5652173913043478,0.13043478260869565,0.37595907928388744,,deepconf_entropy_w64,69,38,1.1052196934646386,0.5249177932042383
0.46017699115044236,0.6968835854938772,0.632427843803056,128,processbench_math__llama31_8b,math,0.7877758913412563,0.6811594202898551,0.11594202898550725,0.526001705029838,,deepconf_entropy_w64,69,38,0.6883589403934729,0.6706978443551334
0.6595744680851062,0.7763087605717144,0.6722222222222222,256,processbench_math__llama31_8b,math,0.7611111111111111,0.7868852459016393,0.13114754098360656,0.6229508196721312,,deepconf_entropy_w64,61,36,0.5295226451175309,0.7684294024325753
0.6619718309859154,0.8584230371865359,0.678030303030303,512,processbench_math__llama31_8b,math,0.7689393939393939,0.8571428571428571,0.2,0.7915966386554621,,deepconf_entropy_w64,35,24,0.31201831296235233,0.9070028011204482
0.40372670807453387,0.721041096637245,0.6103565365025466,16,processbench_math__llama31_8b,math,0.7733446519524618,0.6086956521739131,nan,0.1321398124467178,,dyn_change6_iu,69,38,1.6471994708746165,0.17055169894044575
-0.05279503105590071,0.5921946340948933,0.4855687606112054,32,processbench_math__llama31_8b,math,0.7733446519524618,0.6521739130434783,0.4782608695652174,0.2310315430520034,,dyn_change6_iu,69,38,1.1889287623765596,0.32517354767994155
0.5745341614906827,0.7251192931802184,0.6570458404074702,64,processbench_math__llama31_8b,math,0.7733446519524618,0.5362318840579711,0.5797101449275363,0.06308610400682012,,dyn_change6_iu,69,38,1.0979731166097841,0.09145049324077457
0.4472049689440995,0.6784471121169083,0.6222410865874364,128,processbench_math__llama31_8b,math,0.7733446519524618,0.6666666666666666,0.36231884057971014,0.2216538789428815,,dyn_change6_iu,69,38,0.8928362960241698,0.3256485202776763
0.8073394495412842,0.7110185286742181,0.6955555555555556,256,processbench_math__llama31_8b,math,0.7422222222222223,0.7049180327868853,0.2786885245901639,0.43606557377049177,,dyn_change6_iu,61,36,0.7284316937108068,0.5928080380750925
1.1458333333333333,0.8371603173577736,0.7083333333333334,512,processbench_math__llama31_8b,math,0.6818181818181819,0.6,0.4,0.3310924369747899,,dyn_change6_iu,35,24,1.009710950270546,0.5039215686274511
0.34473684210526323,0.72033806265682,0.6112054329371817,16,processbench_math__llama31_8b,math,0.8225806451612903,0.391304347826087,nan,0.09633418584825233,,dyn_level4_iu,69,38,1.871584947857404,0.14683960540738036
0.39473684210526316,0.724880482501316,0.6273344651952462,32,processbench_math__llama31_8b,math,0.8225806451612903,0.4057971014492754,0.014492753623188406,0.2625745950554135,,dyn_level4_iu,69,38,1.536260899061765,0.3975520643039825
0.6631578947368423,0.7622135446195936,0.7139219015280136,64,processbench_math__llama31_8b,math,0.8225806451612903,0.4492753623188406,0.043478260869565216,0.4151747655583972,,dyn_level4_iu,69,38,1.2536633565205302,0.5863354037267081
0.6105263157894737,0.7093036574726589,0.6969439728353141,128,processbench_math__llama31_8b,math,0.8225806451612903,0.5942028985507246,0.14492753623188406,0.4586530264279624,,dyn_level4_iu,69,38,0.9963603351190308,0.5986116185604677
0.6569343065693434,0.7296855478360313,0.7000000000000001,256,processbench_math__llama31_8b,math,0.8044444444444444,0.7213114754098361,0.16393442622950818,0.5366120218579234,,dyn_level4_iu,61,36,0.8381305660212097,0.688048651507139
0.7466666666666668,0.8293837507888927,0.7121212121212122,512,processbench_math__llama31_8b,math,0.7840909090909091,0.9428571428571428,0.3142857142857143,0.5966386554621849,,dyn_level4_iu,35,24,0.6989789846249943,0.7658263305322129
0.36675461741424786,0.7330084513543896,0.6179966044142614,16,processbench_math__llama31_8b,math,0.8217317487266553,0.43478260869565216,nan,0.13554987212276215,,dyn_persist6_iu,69,38,1.6660688208523493,0.1949579831932773
0.42216358839050155,0.7477754219047158,0.635823429541596,32,processbench_math__llama31_8b,math,0.8217317487266553,0.4492753623188406,0.014492753623188406,0.3145780051150895,,dyn_persist6_iu,69,38,1.5036356985316366,0.45012787723785175
0.6411609498680736,0.7591225066104295,0.7062818336162987,64,processbench_math__llama31_8b,math,0.8217317487266553,0.4782608695652174,0.028985507246376812,0.48252344416027276,,dyn_persist6_iu,69,38,1.2759962372307725,0.6608695652173914
0.704485488126649,0.7706616657546321,0.7266553480475382,128,processbench_math__llama31_8b,math,0.8217317487266553,0.5652173913043478,0.08695652173913043,0.5294117647058824,,dyn_persist6_iu,69,38,1.0349247432297837,0.6794300328827183
0.6567164179104478,0.7613692994793889,0.6955555555555556,256,processbench_math__llama31_8b,math,0.7977777777777778,0.639344262295082,0.11475409836065574,0.560655737704918,,dyn_persist6_iu,61,36,0.8201353623376318,0.7232681121099945
0.6266666666666666,0.7926101040195087,0.678030303030303,512,processbench_math__llama31_8b,math,0.7840909090909091,0.8,0.3142857142857143,0.6235294117647059,,dyn_persist6_iu,35,24,0.6496393235875858,0.7652661064425772
0.3942558746736298,0.7408943911987041,0.6281833616298813,16,processbench_math__llama31_8b,math,0.8251273344651952,0.6666666666666666,nan,0.13384484228473997,,iu28_no_length,69,38,2.6080912350914156,0.19316770186335405
0.4908616187989556,0.7544388745029623,0.6595925297113752,32,processbench_math__llama31_8b,math,0.8251273344651952,0.6666666666666666,0.0,0.2446717817561807,,iu28_no_length,69,38,1.6805518350212425,0.35169894044574357
0.6736292428198437,0.767259739324806,0.7190152801358235,64,processbench_math__llama31_8b,math,0.8251273344651952,0.7246376811594203,0.057971014492753624,0.39215686274509803,,iu28_no_length,69,38,1.1671975428157166,0.5504201680672269
0.6449086161879899,0.7040269600676056,0.7096774193548387,128,processbench_math__llama31_8b,math,0.8251273344651952,0.7971014492753623,0.07246376811594203,0.6265984654731458,,iu28_no_length,69,38,0.672113035240104,0.7822798684691269
0.6713780918727914,0.740129357668388,0.7111111111111111,256,processbench_math__llama31_8b,math,0.8144444444444445,0.819672131147541,0.04918032786885246,0.6622950819672131,,iu28_no_length,61,36,0.43418026782440455,0.8198836594394499
0.6034482758620688,0.761823141803249,0.6325757575757576,512,processbench_math__llama31_8b,math,0.7196969696969697,0.8857142857142857,0.14285714285714285,0.7512605042016806,,iu28_no_length,35,24,0.23202319945975586,0.8431372549019608
-0.030434782608695796,0.4539350596216801,0.4877622377622377,16,processbench_math__qwen25math_7b,math,0.9020979020979021,0.4791666666666667,nan,0.04964539007092199,,cusum_swvar_equal,48,22,2.1611226482903763,0.07609639600521059
0.0652173913043479,0.5509265249710551,0.5262237762237763,32,processbench_math__qwen25math_7b,math,0.9020979020979021,0.5,0.020833333333333332,0.056737588652482275,,cusum_swvar_equal,48,22,1.776175775859697,0.09541901867129832
0.38695652173913053,0.6718449169768778,0.6555944055944056,64,processbench_math__qwen25math_7b,math,0.9020979020979021,0.5208333333333334,0.020833333333333332,0.37234042553191493,,cusum_swvar_equal,48,22,0.9525116364494784,0.47318714719930527
0.5652173913043477,0.742430408052714,0.7272727272727272,128,processbench_math__qwen25math_7b,math,0.9020979020979021,0.5416666666666666,0.020833333333333332,0.5336879432624113,,cusum_swvar_equal,48,22,0.7077235072657238,0.6444854537559704
0.7580645161290321,0.8170755203151279,0.7913223140495868,256,processbench_math__qwen25math_7b,math,0.8842975206611571,0.6590909090909091,0.1590909090909091,0.6257928118393233,,cusum_swvar_equal,44,22,0.4833949838767519,0.7602536997885835
0.7419354838709677,0.9087861828573902,0.8484848484848485,512,processbench_math__qwen25math_7b,math,0.9696969696969697,0.7692307692307693,0.2692307692307692,0.7353846153846154,,cusum_swvar_equal,26,15,0.32713274985812146,0.8434188034188034
-0.160621761658031,0.45196044479124264,0.44580419580419584,16,processbench_math__qwen25math_7b,math,0.8374125874125874,0.5833333333333334,nan,0.11347517730496455,,deepconf_entropy_w64,48,22,1.9668688953983273,0.14839339991315675
0.03626943005181364,0.5026137206733845,0.5122377622377623,32,processbench_math__qwen25math_7b,math,0.8374125874125874,0.625,0.041666666666666664,0.12943262411347517,,deepconf_entropy_w64,48,22,1.7612929529343633,0.19973947025618757
0.2849740932642487,0.5516244529691441,0.5961538461538461,64,processbench_math__qwen25math_7b,math,0.8374125874125874,0.6458333333333334,0.020833333333333332,0.31028368794326244,,deepconf_entropy_w64,48,22,1.2533823852657793,0.430959617889709
0.455958549222798,0.6482099564526117,0.6538461538461539,128,processbench_math__qwen25math_7b,math,0.8374125874125874,0.8125,0.16666666666666666,0.6205673758865249,,deepconf_entropy_w64,48,22,0.5225968781307866,0.7331741207121147
0.6233766233766229,0.7558639688676105,0.6983471074380164,256,processbench_math__qwen25math_7b,math,0.8181818181818182,0.9318181818181818,0.13636363636363635,0.7420718816067653,,deepconf_entropy_w64,44,22,0.3562523820262258,0.8007047216349542
0.5555555555555552,0.8265418961071135,0.6969696969696969,512,processbench_math__qwen25math_7b,math,0.8545454545454546,0.9230769230769231,0.038461538461538464,0.6676923076923077,,deepconf_entropy_w64,26,15,0.4146795388633925,0.7319658119658119
-0.037234042553191654,0.4539350596216801,0.4877622377622377,16,processbench_math__qwen25math_7b,math,0.8286713286713288,0.4375,nan,-0.028368794326241138,,dyn_change6_iu,48,22,1.5509753400728494,-0.0716456795484151
0.10638297872340434,0.5676588015856017,0.534965034965035,32,processbench_math__qwen25math_7b,math,0.8286713286713288,0.5625,0.4166666666666667,0.044326241134751775,,dyn_change6_iu,48,22,1.3821857469027004,0.050694745983499774
0.23404255319148914,0.5923540515607213,0.5769230769230769,64,processbench_math__qwen25math_7b,math,0.8286713286713288,0.6041666666666666,0.625,0.2198581560283688,,dyn_change6_iu,48,22,1.2654807965149955,0.3445505861919235
0.3776595744680848,0.6811978023940413,0.6241258741258741,128,processbench_math__qwen25math_7b,math,0.8286713286713288,0.5416666666666666,0.6041666666666666,0.23581560283687944,,dyn_change6_iu,48,22,0.6785693177244334,0.33564915327833267
0.9013157894736841,0.7982844828541398,0.7830578512396694,256,processbench_math__qwen25math_7b,math,0.8140495867768596,0.7272727272727273,0.45454545454545453,0.42917547568710357,,dyn_change6_iu,44,22,0.4953371679022197,0.590415785764623
0.8556701030927837,0.840312854786539,0.7515151515151516,512,processbench_math__qwen25math_7b,math,0.793939393939394,0.7307692307692307,0.23076923076923078,0.13846153846153847,,dyn_change6_iu,26,15,0.6960777037927783,0.16102564102564101
-0.021834061135371206,0.45751495530683906,0.49125874125874125,16,processbench_math__qwen25math_7b,math,0.9003496503496503,0.375,nan,0.033687943262411355,,dyn_level4_iu,48,22,1.7935468649311583,0.06187581415544941
0.07423580786026193,0.5565310955212779,0.5297202797202797,32,processbench_math__qwen25math_7b,math,0.9003496503496503,0.375,0.0,0.040780141843971635,,dyn_level4_iu,48,22,1.5369840984320335,0.07273122014763353
0.3755458515283842,0.6617793839546884,0.6503496503496503,64,processbench_math__qwen25math_7b,math,0.9003496503496503,0.4166666666666667,0.041666666666666664,0.34574468085106386,,dyn_level4_iu,48,22,0.9651513206437119,0.4589665653495441
0.519650655021834,0.7333947032949264,0.708041958041958,128,processbench_math__qwen25math_7b,math,0.9003496503496503,0.4583333333333333,0.041666666666666664,0.4787234042553192,,dyn_level4_iu,48,22,0.767010283390294,0.5839122883195831
0.7351351351351351,0.8177692894616624,0.7809917355371901,256,processbench_math__qwen25math_7b,math,0.8822314049586778,0.6136363636363636,0.20454545454545456,0.6046511627906976,,dyn_level4_iu,44,22,0.574403985977561,0.7409443269908387
0.7446808510638298,0.8929949874686717,0.8181818181818182,512,processbench_math__qwen25math_7b,math,0.9272727272727274,0.9230769230769231,0.5,0.6923076923076924,,dyn_level4_iu,26,15,0.360035951588358,0.8338461538461538
-0.0275229357798166,0.454484652276536,0.4895104895104895,16,processbench_math__qwen25math_7b,math,0.8811188811188811,0.2916666666666667,nan,0.0549645390070922,,dyn_persist6_iu,48,22,1.917347190947483,0.08727746417716022
0.0779816513761467,0.5565310955212779,0.5297202797202797,32,processbench_math__qwen25math_7b,math,0.8811188811188811,0.3125,0.020833333333333332,0.05851063829787235,,dyn_persist6_iu,48,22,1.7661948345397331,0.08814589665653495
0.4266055045871557,0.6641169458181122,0.6625874125874125,64,processbench_math__qwen25math_7b,math,0.8811188811188811,0.3125,0.0,0.39361702127659576,,dyn_persist6_iu,48,22,1.2969206908074853,0.5280069474598349
0.49999999999999956,0.7062298351759905,0.6905594405594404,128,processbench_math__qwen25math_7b,math,0.8811188811188811,0.375,0.0625,0.5656028368794327,,dyn_persist6_iu,48,22,0.9984337376553777,0.676943117672601
0.5977011494252872,0.7581937765472857,0.7148760330578512,256,processbench_math__qwen25math_7b,math,0.859504132231405,0.6136363636363636,0.29545454545454547,0.6109936575052853,,dyn_persist6_iu,44,22,0.6921395573236423,0.7494009866102889
0.7557251908396942,0.859293110034798,0.7999999999999999,512,processbench_math__qwen25math_7b,math,0.8969696969696971,0.9230769230769231,0.4230769230769231,0.7353846153846154,,dyn_persist6_iu,26,15,0.42846682227192634,0.881025641025641
0.08045977011494256,0.4849901663219709,0.5244755244755245,16,processbench_math__qwen25math_7b,math,0.8041958041958042,0.6666666666666666,nan,0.05141843971631206,,iu28_no_length,48,22,3.57437515923127,0.09368215371254884
0.11494252873563232,0.5628653178086716,0.534965034965035,32,processbench_math__qwen25math_7b,math,0.8041958041958042,0.6666666666666666,0.0,-0.0053191489361702135,,iu28_no_length,48,22,2.4177459568148296,-0.025944420321320015
0.40229885057471276,0.5555760314304212,0.6223776223776224,64,processbench_math__qwen25math_7b,math,0.8041958041958042,0.6875,0.020833333333333332,0.3191489361702128,,iu28_no_length,48,22,0.9463993055828496,0.407837603126357
0.7068965517241379,0.6255835210339495,0.715034965034965,128,processbench_math__qwen25math_7b,math,0.8041958041958042,0.7083333333333334,0.020833333333333332,0.5336879432624113,,iu28_no_length,48,22,0.5994010535056026,0.7146113764654798
0.9000000000000001,0.7184672693528226,0.7417355371900827,256,processbench_math__qwen25math_7b,math,0.768595041322314,0.8636363636363636,0.18181818181818182,0.6997885835095137,,iu28_no_length,44,22,0.2795094923231692,0.7716701902748413
