ci_high,ci_low,delta,endpoint,family_deltas_json,family_losses,family_ties,family_wins,method,n_bootstrap,n_families,reference
0.053468247698636236,-0.051824778926965735,-0.003174065654908942,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.034878553029398865, ""math"": 0.008816947059731461, ""math500"": 0.041610131162369945, ""olympiadbench"": -0.017336227630345258, ""omnimath"": -0.014082625836901994}",3,0,2,cusum_swvar_equal,2000,5,iu28_no_length
0.07296371502134105,-0.04182417502947296,0.015940987727444685,equal_family_mean_auroc_64_128,"{""gsm8k"": 0.0029441473226717724, ""math"": 0.08160387999097676, ""math500"": 0.005879692446856599, ""olympiadbench"": 0.0077008003478591935, ""omnimath"": -0.0184235814711409}",1,0,4,cusum_swvar_equal,2000,5,deepconf_entropy_w64
0.051862583277372996,-0.05527780240939077,-0.005061899439797351,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.03589600862274733, ""math"": 0.000788048962921617, ""math500"": 0.041610131162369945, ""olympiadbench"": -0.014298234886470168, ""omnimath"": -0.01751343381506082}",3,0,2,dyn_level4_iu,2000,5,iu28_no_length
0.06986922211536792,-0.04111974516853213,0.014053153942556277,equal_family_mean_auroc_64_128,"{""gsm8k"": 0.0019266917293233043, ""math"": 0.07357498189416692, ""math500"": 0.005879692446856599, ""olympiadbench"": 0.010738793091734283, ""omnimath"": -0.021854389449299724}",1,0,4,dyn_level4_iu,2000,5,deepconf_entropy_w64
0.0639037287651195,-0.06628747990820345,-0.007911862040471573,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.05967442166925248, ""math"": 0.0049946869768601465, ""math500"": 0.06558118498416998, ""olympiadbench"": -0.019955362602421395, ""omnimath"": -0.030505397891714123}",3,0,2,dyn_persist6_iu,2000,5,iu28_no_length
0.07310889083930794,-0.049204265340597894,0.011203191341882055,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.02185172131718184, ""math"": 0.07778161990810545, ""math500"": 0.029850746268656636, ""olympiadbench"": 0.0050816653757830565, ""omnimath"": -0.03484635352595303}",2,0,3,dyn_persist6_iu,2000,5,deepconf_entropy_w64
0.05608513173674827,-0.0978590760508533,-0.026982772552398237,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.07157691475713092, ""math"": -0.07144235221484796, ""math500"": 0.08028041610131159, ""olympiadbench"": -0.025569687334393187, ""omnimath"": -0.04660532455693074}",4,0,1,dyn_change6_iu,2000,5,iu28_no_length
0.05290061510730769,-0.07184407273297122,-0.007867719170044616,equal_family_mean_auroc_64_128,"{""gsm8k"": -0.03375421440506028, ""math"": 0.0013445807163973422, ""math500"": 0.044549977385798245, ""olympiadbench"": -0.0005326593561887361, ""omnimath"": -0.050946280191169646}",3,0,2,dyn_change6_iu,2000,5,deepconf_entropy_w64
