method,missing_stream,cell_macro_endpoint,equal_family_endpoint,cell_macro_delta_vs_full,equal_family_delta_vs_full,worst_cell_delta_vs_full,n_cells
dyn_level4_iu,cusum_max,0.6609624598192242,0.6501587025543529,0.0048425721332709445,0.0018462454413108065,-0.018918918918918948,11
dyn_level4_iu,sw_var_peak,0.6146328691311548,0.6224330190192244,-0.04148701855479864,-0.025879438093817757,-0.1373591989987485,11
dyn_persist6_iu,cusum_max,0.653889681164479,0.6473340225754358,0.006863203107757737,0.0018715280630678844,-0.015704584040746816,11
dyn_persist6_iu,sw_var_peak,0.6053843001193361,0.6121345687249082,-0.041642177937385144,-0.03332792578745972,-0.13798498122653324,11
dyn_change6_iu,cusum_max,0.6537641045172762,0.6441462322812803,0.027575201225297177,0.017754648280839135,-0.025101763907733998,11
dyn_change6_iu,sw_var_peak,0.5714389061928632,0.5799474781953474,-0.054749997099115724,-0.04644410580509385,-0.15787037037037033,11
