model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.3794642857142857,0.3333333333333333,0.5652173913043478,0.44041450777202074,0.385,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.3298142937535172,0.24915824915824916,0.49158249158249157,0.4876847290640394,0.346,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.3161466229764758,0.2314674735249622,0.4599092284417549,0.49852507374631266,0.322,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.2984795571551626,0.1963109354413702,0.3952569169960474,0.6224066390041494,0.299,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.37460859664104756,0.30434782608695654,0.4927536231884058,0.48704663212435234,0.3925,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.3537567084078712,0.25925925925925924,0.49326599326599324,0.5566502463054187,0.38,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.32619820372062985,0.2254160363086233,0.44478063540090773,0.5899705014749262,0.349,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.2886026269979427,0.1831357048748353,0.3847167325428195,0.6804979253112033,0.303,1000,759,241
