level,stratum,cell_id,macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,n_error,metric_id,value,n_cells
cell,short,processbench_gsm8k_qwen3_4b,0.3348238049611413,0.27007299270072993,0.49635036496350365,0.44041450777202074,137,,,
cell,short,processbench_math_qwen3_4b,0.2323943661971831,0.15254237288135594,0.4279661016949153,0.4876847290640394,236,,,
cell,short,processbench_olympiadbench_qwen3_4b,0.21083886421478115,0.13368983957219252,0.32620320855614976,0.49852507374631266,187,,,
cell,short,processbench_omnimath_qwen3_4b,0.19612504457387375,0.1164021164021164,0.2698412698412698,0.6224066390041494,189,,,
cell,short,processbench_gsm8k_qwen3_8b,0.3223359484595002,0.24087591240875914,0.39416058394160586,0.48704663212435234,137,,,
cell,short,processbench_math_qwen3_8b,0.23421076007461583,0.1483050847457627,0.4067796610169492,0.5566502463054187,236,,,
cell,short,processbench_olympiadbench_qwen3_8b,0.18868348345650174,0.11229946524064172,0.29411764705882354,0.5899705014749262,187,,,
cell,short,processbench_omnimath_qwen3_8b,0.19879883189156428,0.1164021164021164,0.26455026455026454,0.6804979253112033,189,,,
aggregate,short,aggregate,,,,,1498,macro_f1,0.23977638797864517,8
aggregate,short,aggregate,,,,,1498,first_error_exact,0.16132373754420934,8
aggregate,short,aggregate,,,,,1498,first_error_within_one,0.3599961377029352,8
aggregate,short,aggregate,,,,,1498,clean_abstention_accuracy,0.5453995318503029,8
cell,medium,processbench_gsm8k_qwen3_4b,0.3794642857142857,0.3333333333333333,0.6,0.44041450777202074,45,,,
cell,medium,processbench_math_qwen3_4b,0.36091870215092964,0.2864583333333333,0.4895833333333333,0.4876847290640394,192,,,
cell,medium,processbench_olympiadbench_qwen3_4b,0.31016288139481535,0.22510822510822512,0.47619047619047616,0.49852507374631266,231,,,
cell,medium,processbench_omnimath_qwen3_4b,0.28873917228103946,0.18796992481203006,0.37218045112781956,0.6224066390041494,266,,,
cell,medium,processbench_gsm8k_qwen3_8b,0.39578947368421047,0.3333333333333333,0.5777777777777777,0.48704663212435234,45,,,
cell,medium,processbench_math_qwen3_8b,0.3690648590355878,0.2760416666666667,0.4947916666666667,0.5566502463054187,192,,,
cell,medium,processbench_olympiadbench_qwen3_8b,0.3303878940888618,0.22943722943722944,0.47619047619047616,0.5899705014749262,231,,,
cell,medium,processbench_omnimath_qwen3_8b,0.261248078241058,0.16165413533834586,0.37969924812030076,0.6804979253112033,266,,,
aggregate,medium,aggregate,,,,,1468,macro_f1,0.33697191832384854,8
aggregate,medium,aggregate,,,,,1468,first_error_exact,0.25416702267031216,8
aggregate,medium,aggregate,,,,,1468,first_error_within_one,0.4833016786758563,8
aggregate,medium,aggregate,,,,,1468,clean_abstention_accuracy,0.5453995318503029,8
cell,long,processbench_gsm8k_qwen3_4b,0.5345911949685536,0.68,0.88,0.44041450777202074,25,,,
cell,long,processbench_math_qwen3_4b,0.4029994643813605,0.3433734939759036,0.5843373493975904,0.4876847290640394,166,,,
cell,long,processbench_olympiadbench_qwen3_4b,0.3843725217339259,0.31275720164609055,0.5473251028806584,0.49852507374631266,243,,,
cell,long,processbench_omnimath_qwen3_4b,0.3600542419377465,0.2532894736842105,0.4934210526315789,0.6224066390041494,304,,,
cell,long,processbench_gsm8k_qwen3_8b,0.5376549094375596,0.6,0.88,0.48704663212435234,25,,,
cell,long,processbench_math_qwen3_8b,0.46386366463490486,0.39759036144578314,0.6144578313253012,0.5566502463054187,166,,,
cell,long,processbench_olympiadbench_qwen3_8b,0.40526849037487334,0.30864197530864196,0.5308641975308642,0.5899705014749262,243,,,
cell,long,processbench_omnimath_qwen3_8b,0.35857586054070023,0.24342105263157895,0.46381578947368424,0.6804979253112033,304,,,
aggregate,long,aggregate,,,,,1476,macro_f1,0.430922543501203,8
aggregate,long,aggregate,,,,,1476,first_error_exact,0.3923841948365261,8
aggregate,long,aggregate,,,,,1476,first_error_within_one,0.6242776654049597,8
aggregate,long,aggregate,,,,,1476,clean_abstention_accuracy,0.5453995318503029,8
