metric_id,source_metric_id,delta,ci_low,ci_high,cell_wins,cell_ties,cell_losses,worst_cell_delta,worst_cell_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,bootstrap_draws,interval
macro_f1,official_macro_f1,-0.01184287795974337,-0.019514708486164767,-0.004310841077572644,1,0,7,-0.025059218319582355,processbench_gsm8k_qwen3_8b,0,0,4,-0.018637637998141332,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_exact,first_error_exact,-0.01603603732295439,-0.024847856774751365,-0.0074578810504534795,1,0,7,-0.048309178743961345,processbench_gsm8k_qwen3_8b,0,0,4,-0.03381642512077296,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
first_error_within_one,first_error_within_one,-0.004559520637761771,-0.013327265911688879,0.004172042864985972,3,0,5,-0.01932367149758457,processbench_gsm8k_qwen3_8b,1,0,3,-0.012077294685990364,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
clean_abstention_accuracy,clean_abstention_accuracy,0.006893048868810148,0.001701863811718038,0.012402992925695206,5,2,1,-0.0024630541871921152,processbench_math_qwen3_4b,4,0,0,0.0020746887966804906,omnimath,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
overall_decision_accuracy,overall_decision_accuracy,-0.006687500000000068,-0.012437499999999935,-0.0010000000000000009,1,1,6,-0.013000000000000012,processbench_math_qwen3_4b,1,0,3,-0.01125000000000001,gsm8k,20000,unadjusted paired percentile; integration recomputes simultaneous primary interval across all opened reducers
