method,pb_all8,pb_q4,pb_q8,prm_within,prm_pooled,prmscore_q08,prm_fold_auc,valid_answers
unsupervised_update,0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,,0.622215135338216,0.7062049842083509,13769
supervised_update,0.37204194983687155,0.38192118987133516,0.3621627098024079,0.7473006683669444,,0.5991887481876801,0.6894846942829355,13769
rbm12__logit_old,0.3627123083012945,0.36981846288211506,0.3556061537204739,0.7452044991713739,0.7058494397346221,0.622215135338216,0.7062049842083509,13769
