contrast_id,left_variant_id,right_variant_id,metric_id,candidate_minus_parent_delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,multiplicity_family_size,conditional_contribution,contribution_sign,status,evidence_status
pb::P2C_F6_MINUS_ENTROPY_LEVEL::P2C_F6_TOP10_REFERENCE::official_macro_f1,P2C_F6_MINUS_ENTROPY_LEVEL,P2C_F6_TOP10_REFERENCE,macro_f1,-0.024645749097507053,-0.04203096383838138,-0.00750596102920069,1,0,7,-0.05827359679235694,processbench_omnimath_qwen3_4b,13,0.024645749097507053,parent-minus-ablated,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_LEVEL::P2C_F6_TOP10_REFERENCE::first_error_exact,P2C_F6_MINUS_ENTROPY_LEVEL,P2C_F6_TOP10_REFERENCE,first_error_exact,-0.03608654458815613,-0.0477344705176869,-0.02469126519040856,0,0,8,-0.05401844532279315,processbench_omnimath_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_LEVEL::P2C_F6_TOP10_REFERENCE::first_error_within_one,P2C_F6_MINUS_ENTROPY_LEVEL,P2C_F6_TOP10_REFERENCE,first_error_within_one,-0.04935382348557377,-0.061899948354042875,-0.036786369306614636,0,0,8,-0.06656580937972773,processbench_olympiadbench_qwen3_4b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_LEVEL::P2C_F6_TOP10_REFERENCE::clean_abstention_accuracy,P2C_F6_MINUS_ENTROPY_LEVEL,P2C_F6_TOP10_REFERENCE,clean_abstention_accuracy,0.055449343612197666,0.04508208478853579,0.06625323342509998,7,0,1,-0.0024630541871920597,processbench_math_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
pb::P2C_F6_MINUS_ENTROPY_LEVEL::P2C_F6_TOP10_REFERENCE::overall_decision_accuracy,P2C_F6_MINUS_ENTROPY_LEVEL,P2C_F6_TOP10_REFERENCE,overall_decision_accuracy,-0.002312499999999995,-0.010625000000000053,0.006062500000000026,3,0,5,-0.02699999999999997,processbench_olympiadbench_qwen3_8b,1,,,COMPLETE,DEVELOPMENT
