method,pb_all8,pb_q4,pb_q8,clean_accuracy,error_exact_accuracy
start_original_static_entropy_q03,0.36167404291580163,0.3692001974954665,0.35414788833613664,0.5008481764206955,0.2705988293561459
q15_locator_entropy_q03,0.3662005249837687,0.3742053299325472,0.35819572003499034,0.5008481764206955,0.2766771724448447
original_static_tail15_top10_selected_q,0.3687590247907766,0.36718305509452853,0.3703349944870246,0.6034775233248516,0.25393966681674923
q15_tail15_top10_selected_q,0.37474898261944,0.37370270975944936,0.3757952554794307,0.6034775233248516,0.260018009905448
q15_tail15_top10_math_q40,0.3667356741482468,0.362206533434977,0.37126481486151663,0.681509754028838,0.23818099954975236
q15_tail15_mean_pb_q03_diagnostic,0.3688182789229951,0.3601804675774421,0.37745609026854815,0.5793044953350297,0.2796037820801441
