domain,cell,size,lsml,flat,avg,upcr
repgrid,seiclr_triviaqa_opt30b,7,0.5444,0.5294,0.5679,0.5274
repgrid,seiclr_triviaqa_opt30b,7,0.5281,0.5215,0.5404,0.5047
repgrid,seiclr_triviaqa_opt30b,7,0.567,0.5375,0.578,0.5085
repgrid,seiclr_triviaqa_opt30b,7,0.6147,0.5968,0.6065,0.5917
repgrid,seiclr_triviaqa_opt30b,7,0.5488,0.5611,0.6029,0.6108
repgrid,seiclr_triviaqa_opt30b,7,0.5435,0.5457,0.5879,0.4898
repgrid,seiclr_triviaqa_opt30b,7,0.5699,0.5857,0.5916,0.5903
repgrid,seiclr_triviaqa_opt30b,7,0.5034,0.5041,0.5265,0.5082
repgrid,seiclr_triviaqa_opt30b,7,0.4785,0.4847,0.534,0.5012
repgrid,seiclr_triviaqa_opt30b,7,0.5257,0.5191,0.5546,0.4913
repgrid,seiclr_triviaqa_opt30b,7,0.5161,0.5089,0.5429,0.5057
repgrid,seiclr_triviaqa_opt30b,7,0.5159,0.5084,0.5162,0.5028
repgrid,seiclr_triviaqa_opt30b,7,0.5114,0.504,0.522,0.4943
repgrid,seiclr_triviaqa_opt30b,7,0.5113,0.5131,0.5174,0.5013
repgrid,seiclr_triviaqa_opt30b,7,0.5591,0.5395,0.5589,0.5039
repgrid,seiclr_triviaqa_opt30b,7,0.5177,0.5126,0.5232,0.4951
repgrid,seiclr_triviaqa_opt30b,7,0.5433,0.5328,0.6035,0.4936
repgrid,seiclr_triviaqa_opt30b,7,0.5329,0.5352,0.5542,0.5062
repgrid,seiclr_triviaqa_opt30b,8,0.5246,0.5197,0.6004,0.5714
repgrid,seiclr_triviaqa_opt30b,8,0.5403,0.5346,0.6016,0.5777
repgrid,seiclr_triviaqa_opt30b,8,0.5325,0.5376,0.5864,0.5754
repgrid,seiclr_triviaqa_opt30b,8,0.5056,0.5177,0.5548,0.509
repgrid,seiclr_triviaqa_opt30b,8,0.535,0.5433,0.5978,0.5527
repgrid,seiclr_triviaqa_opt30b,8,0.5597,0.5772,0.6235,0.6147
repgrid,seiclr_triviaqa_opt30b,8,0.5394,0.5423,0.5941,0.5028
repgrid,seiclr_triviaqa_opt30b,8,0.5245,0.5254,0.5587,0.5067
repgrid,seiclr_triviaqa_opt30b,8,0.4949,0.4958,0.5577,0.5053
repgrid,seiclr_triviaqa_opt30b,8,0.5246,0.5245,0.5812,0.5388
repgrid,seiclr_triviaqa_opt30b,8,0.5537,0.5505,0.5841,0.5866
repgrid,seiclr_triviaqa_opt30b,8,0.4942,0.4905,0.5633,0.5237
repgrid,seiclr_triviaqa_opt30b,8,0.5108,0.5053,0.5947,0.5577
repgrid,seiclr_triviaqa_opt30b,8,0.5231,0.4964,0.5318,0.5377
repgrid,seiclr_triviaqa_opt30b,8,0.5392,0.55,0.5967,0.5855
repgrid,seiclr_triviaqa_opt30b,8,0.5235,0.5224,0.5447,0.5606
repgrid,seiclr_triviaqa_opt30b,8,0.5381,0.5265,0.5408,0.501
repgrid,seiclr_triviaqa_opt30b,8,0.5547,0.5484,0.5893,0.5384
repgrid,seiclr_triviaqa_opt30b,8,0.534,0.5404,0.5796,0.5047
repgrid,seiclr_triviaqa_opt30b,8,0.5271,0.5375,0.5784,0.4919
repgrid,seiclr_triviaqa_opt30b,8,0.5412,0.5519,0.5988,0.5035
repgrid,seiclr_triviaqa_opt30b,8,0.5278,0.5274,0.5613,0.4965
repgrid,seiclr_triviaqa_opt30b,8,0.5561,0.5704,0.616,0.5669
repgrid,seiclr_triviaqa_opt30b,8,0.5491,0.5353,0.596,0.6176
repgrid,seiclr_triviaqa_opt30b,8,0.5375,0.5382,0.5873,0.6201
repgrid,seiclr_triviaqa_opt30b,8,0.5182,0.5119,0.5549,0.4987
repgrid,seiclr_triviaqa_opt30b,8,0.5335,0.5249,0.5713,0.4805
repgrid,seiclr_triviaqa_opt30b,8,0.5122,0.5075,0.535,0.5085
repgrid,seiclr_triviaqa_opt30b,8,0.5045,0.5032,0.5359,0.5082
repgrid,seiclr_triviaqa_opt30b,8,0.4969,0.5002,0.5496,0.5084
repgrid,seiclr_triviaqa_opt30b,8,0.5106,0.5045,0.5778,0.5017
repgrid,seiclr_triviaqa_opt30b,8,0.5011,0.4915,0.5188,0.4978
repgrid,seiclr_triviaqa_opt30b,8,0.5363,0.5394,0.5703,0.5371
repgrid,seiclr_triviaqa_opt30b,8,0.5088,0.5081,0.5194,0.5016
repgrid,seiclr_triviaqa_opt30b,8,0.5442,0.5586,0.5931,0.5353
repgrid,seiclr_triviaqa_opt30b,8,0.5448,0.5399,0.5496,0.5047
repgrid,seiclr_triviaqa_opt30b,9,0.5036,0.5085,0.5476,0.5001
repgrid,seiclr_triviaqa_opt30b,9,0.5071,0.5139,0.5259,0.5042
repgrid,seiclr_triviaqa_opt30b,9,0.5272,0.5298,0.6181,0.5974
repgrid,seiclr_triviaqa_opt30b,9,0.557,0.566,0.6092,0.6129
repgrid,seiclr_triviaqa_opt30b,9,0.5563,0.547,0.5906,0.6014
repgrid,seiclr_triviaqa_opt30b,9,0.5025,0.4983,0.5753,0.5319
repgrid,seiclr_triviaqa_opt30b,9,0.5537,0.5539,0.6219,0.5872
repgrid,seiclr_triviaqa_opt30b,9,0.5253,0.5306,0.6067,0.5013
repgrid,seiclr_triviaqa_opt30b,9,0.52,0.5148,0.5361,0.5302
repgrid,seiclr_triviaqa_opt30b,9,0.5168,0.5126,0.6031,0.4997
repgrid,seiclr_triviaqa_opt30b,9,0.5366,0.5367,0.5857,0.5733
repgrid,seiclr_triviaqa_opt30b,9,0.5123,0.5193,0.5737,0.5017
repgrid,seiclr_triviaqa_opt30b,9,0.5154,0.5202,0.5921,0.4971
repgrid,seiclr_triviaqa_opt30b,9,0.5408,0.524,0.556,0.5501
repgrid,seiclr_triviaqa_opt30b,9,0.5302,0.5253,0.5629,0.5082
repgrid,seiclr_triviaqa_opt30b,9,0.5509,0.537,0.618,0.5868
repgrid,seiclr_triviaqa_opt30b,9,0.5321,0.5186,0.5355,0.4986
repgrid,seiclr_triviaqa_opt30b,9,0.5179,0.5158,0.5402,0.4934
repgrid,seiclr_triviaqa_opt30b,9,0.5452,0.5454,0.5998,0.5088
repgrid,seiclr_triviaqa_opt30b,9,0.5449,0.5234,0.5865,0.4964
repgrid,seiclr_triviaqa_opt30b,9,0.4834,0.4957,0.5764,0.5213
repgrid,seiclr_triviaqa_opt30b,9,0.5408,0.5356,0.5855,0.6197
repgrid,seiclr_triviaqa_opt30b,9,0.5403,0.5324,0.5804,0.4923
repgrid,seiclr_triviaqa_opt30b,9,0.5373,0.5075,0.5532,0.5078
repgrid,seiclr_triviaqa_opt30b,9,0.5371,0.5338,0.6211,0.5319
repgrid,seiclr_triviaqa_opt30b,9,0.5233,0.5045,0.5668,0.5534
repgrid,seiclr_triviaqa_opt30b,9,0.5046,0.5052,0.5502,0.4986
repgrid,seiclr_triviaqa_opt30b,9,0.5126,0.509,0.576,0.5061
repgrid,seiclr_triviaqa_opt30b,9,0.5368,0.5307,0.5883,0.5152
repgrid,seiclr_triviaqa_opt30b,9,0.5259,0.5021,0.536,0.497
repgrid,seiclr_triviaqa_opt30b,9,0.4927,0.4926,0.5584,0.5144
repgrid,seiclr_triviaqa_opt30b,10,0.4966,0.5029,0.5524,0.4992
repgrid,seiclr_triviaqa_opt30b,10,0.5027,0.5081,0.5323,0.5074
repgrid,seiclr_triviaqa_opt30b,10,0.5392,0.5527,0.604,0.6033
repgrid,seiclr_triviaqa_opt30b,10,0.5437,0.5648,0.5908,0.5856
repgrid,seiclr_triviaqa_opt30b,10,0.5253,0.5238,0.6046,0.5041
repgrid,seiclr_triviaqa_opt30b,10,0.5576,0.5564,0.6133,0.5415
repgrid,seiclr_triviaqa_opt30b,10,0.559,0.5765,0.6165,0.5865
repgrid,seiclr_triviaqa_opt30b,10,0.5229,0.5127,0.5505,0.4999
repgrid,seiclr_triviaqa_opt30b,10,0.5098,0.5106,0.5609,0.5463
repgrid,seiclr_triviaqa_opt30b,10,0.5448,0.5314,0.5953,0.5578
repgrid,seiclr_triviaqa_opt30b,10,0.5367,0.5322,0.5801,0.5522
repgrid,seiclr_triviaqa_opt30b,10,0.4861,0.4923,0.5535,0.5154
repgrid,seiclr_triviaqa_opt30b,10,0.5505,0.5509,0.5933,0.5682
repgrid,seiclr_triviaqa_opt30b,10,0.5099,0.5008,0.5654,0.5011
repgrid,seiclr_triviaqa_opt30b,10,0.5123,0.5256,0.5692,0.4986
repgrid,seiclr_triviaqa_opt30b,10,0.5039,0.5006,0.5312,0.5002
repgrid,seiclr_triviaqa_opt30b,10,0.5373,0.5194,0.5892,0.5108
repgrid,seiclr_triviaqa_opt30b,10,0.5345,0.5313,0.593,0.5352
repgrid,seiclr_triviaqa_opt30b,10,0.5124,0.5075,0.5266,0.503
repgrid,seiclr_triviaqa_opt30b,10,0.5447,0.5343,0.5722,0.4963
repgrid,seiclr_triviaqa_opt30b,11,0.4955,0.5032,0.5565,0.5046
repgrid,seiclr_triviaqa_opt30b,11,0.5136,0.5097,0.5883,0.5298
repgrid,seiclr_triviaqa_opt30b,11,0.5538,0.5345,0.6055,0.5934
repgrid,seiclr_triviaqa_opt30b,11,0.5418,0.5361,0.5909,0.5348
repgrid,seiclr_triviaqa_opt30b,11,0.5196,0.5157,0.5603,0.546
repgrid,seiclr_triviaqa_opt30b,11,0.56,0.5478,0.5995,0.56
repgrid,seiclr_triviaqa_opt30b,11,0.5551,0.5518,0.6225,0.5939
repgrid,seiclr_triviaqa_opt30b,11,0.5192,0.5222,0.5876,0.5371
repgrid,seiclr_triviaqa_opt30b,11,0.5172,0.5108,0.5715,0.4932
repgrid,seiclr_triviaqa_opt30b,11,0.5357,0.5318,0.5913,0.5175
repgrid,seiclr_triviaqa_opt30b,11,0.5141,0.5162,0.557,0.499
repgrid,seiclr_triviaqa_opt30b,11,0.5523,0.5404,0.5831,0.5043
repgrid,seiclr_triviaqa_opt30b,12,0.5365,0.5303,0.5893,0.5608
repgrid,seiclr_triviaqa_opt30b,12,0.5343,0.5437,0.6072,0.5682
repgrid,seiclr_triviaqa_opt30b,12,0.5256,0.5253,0.5844,0.5285
repgrid,seiclr_triviaqa_opt30b,13,0.5319,0.5338,0.5903,0.4986
repgrid,semenergy_triviaqa_qwen3_8b,3,0.8069,0.8085,0.6608,0.7885
repgrid,semenergy_triviaqa_qwen3_8b,3,0.7532,0.7275,0.474,0.7234
repgrid,semenergy_triviaqa_qwen3_8b,3,0.6015,0.608,0.4629,0.605
repgrid,semenergy_triviaqa_qwen3_8b,3,0.7032,0.7328,0.5981,0.593
repgrid,semenergy_triviaqa_qwen3_8b,3,0.7515,0.7903,0.7404,0.7257
repgrid,semenergy_triviaqa_qwen3_8b,4,0.8064,0.8066,0.5896,0.7888
repgrid,semenergy_triviaqa_qwen3_8b,4,0.4672,0.4538,0.6786,0.5986
repgrid,semenergy_triviaqa_qwen3_8b,4,0.7656,0.7999,0.7656,0.7659
repgrid,semenergy_triviaqa_qwen3_8b,4,0.7358,0.6984,0.4794,0.6079
repgrid,semenergy_triviaqa_qwen3_8b,4,0.7358,0.7111,0.4917,0.6425
repgrid,semenergy_triviaqa_qwen3_8b,4,0.8075,0.8093,0.721,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6287,0.635,0.487,0.405
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6358,0.636,0.5177,0.6124
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6614,0.6653,0.3859,0.664
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6469,0.6365,0.3961,0.6548
repgrid,semenergy_triviaqa_qwen3_8b,4,0.7061,0.6784,0.5966,0.6466
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6052,0.6463,0.4736,0.6766
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6327,0.6577,0.3673,0.6544
repgrid,semenergy_triviaqa_qwen3_8b,4,0.741,0.7922,0.6756,0.7696
repgrid,semenergy_triviaqa_qwen3_8b,4,0.6826,0.7396,0.5926,0.6072
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8006,0.8031,0.78,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.3871,0.6449,0.6248,0.7161
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7235,0.7017,0.6221,0.6763
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8094,0.8095,0.7527,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7056,0.6932,0.5895,0.6602
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7835,0.792,0.6836,0.7617
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8079,0.8085,0.7629,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7963,0.7982,0.7273,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8066,0.8068,0.6438,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8063,0.8068,0.6777,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.8067,0.8084,0.6757,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.806,0.809,0.7187,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6455,0.643,0.4338,0.5921
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7094,0.6889,0.455,0.6517
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6986,0.6797,0.5842,0.5893
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6538,0.6515,0.38,0.6471
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6543,0.6547,0.3762,0.6533
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6979,0.7,0.4242,0.6582
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6394,0.6409,0.4263,0.6346
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6662,0.6676,0.337,0.6667
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7683,0.7727,0.5598,0.7056
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7318,0.7249,0.5167,0.6483
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6715,0.6736,0.7024,0.7003
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6452,0.6496,0.4617,0.6075
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6159,0.3942,0.4957,0.5068
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6855,0.7109,0.5692,0.4275
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7249,0.7126,0.5179,0.6364
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7006,0.6801,0.5655,0.5074
repgrid,semenergy_triviaqa_qwen3_8b,5,0.6557,0.6594,0.361,0.6585
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7257,0.7819,0.62,0.7426
repgrid,semenergy_triviaqa_qwen3_8b,5,0.7551,0.772,0.6098,0.7425
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6476,0.6401,0.7709,0.6832
repgrid,semenergy_triviaqa_qwen3_8b,6,0.3827,0.6453,0.4989,0.6393
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6353,0.6869,0.4585,0.6667
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7428,0.7729,0.6049,0.468
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6854,0.6599,0.4708,0.3847
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7774,0.7787,0.5237,0.5272
repgrid,semenergy_triviaqa_qwen3_8b,6,0.415,0.6546,0.5572,0.6243
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7625,0.7696,0.6512,0.7131
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8067,0.8062,0.6968,0.7952
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8068,0.8061,0.7331,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7817,0.796,0.7432,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.738,0.7602,0.599,0.7905
repgrid,semenergy_triviaqa_qwen3_8b,6,0.778,0.7582,0.6495,0.7351
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8086,0.8098,0.7212,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8081,0.8087,0.7412,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8079,0.81,0.7481,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.806,0.8058,0.6549,0.7953
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8063,0.8071,0.6481,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8026,0.808,0.6831,0.7951
repgrid,semenergy_triviaqa_qwen3_8b,6,0.8058,0.805,0.6998,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6757,0.6606,0.6333,0.7076
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6261,0.3859,0.4102,0.6218
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7125,0.6777,0.5576,0.6257
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6596,0.66,0.4139,0.6559
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6508,0.6492,0.3699,0.6477
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6482,0.6498,0.3605,0.6517
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6636,0.6661,0.3726,0.6465
repgrid,semenergy_triviaqa_qwen3_8b,6,0.698,0.6999,0.4458,0.6582
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7535,0.7655,0.5475,0.7648
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6972,0.6822,0.6659,0.6735
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6477,0.6481,0.3664,0.6498
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6945,0.6854,0.4863,0.6398
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6584,0.6607,0.3625,0.6544
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7242,0.7425,0.6986,0.7096
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7171,0.699,0.524,0.6522
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7183,0.7086,0.5987,0.6678
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6869,0.6777,0.4514,0.6585
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6907,0.6921,0.5211,0.6438
repgrid,semenergy_triviaqa_qwen3_8b,6,0.6512,0.6605,0.3544,0.6585
repgrid,semenergy_triviaqa_qwen3_8b,6,0.763,0.7531,0.5561,0.75
repgrid,semenergy_triviaqa_qwen3_8b,6,0.7452,0.7585,0.5186,0.7014
repgrid,semenergy_triviaqa_qwen3_8b,7,0.714,0.7036,0.7222,0.8012
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7023,0.6898,0.6942,0.7694
repgrid,semenergy_triviaqa_qwen3_8b,7,0.3928,0.3764,0.5857,0.637
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7386,0.718,0.6358,0.7925
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7532,0.7873,0.7042,0.7371
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7315,0.7805,0.7252,0.7954
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6597,0.666,0.4955,0.6472
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7056,0.7059,0.5507,0.4662
repgrid,semenergy_triviaqa_qwen3_8b,7,0.731,0.7653,0.6227,0.6977
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6754,0.6684,0.42,0.6477
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7347,0.737,0.5171,0.6905
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7287,0.7479,0.674,0.6813
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7184,0.7647,0.7339,0.7673
repgrid,semenergy_triviaqa_qwen3_8b,7,0.806,0.8056,0.6962,0.7948
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7875,0.7971,0.6981,0.7953
repgrid,semenergy_triviaqa_qwen3_8b,7,0.8069,0.8087,0.7172,0.7951
repgrid,semenergy_triviaqa_qwen3_8b,7,0.8062,0.8088,0.7347,0.7397
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7182,0.7335,0.5364,0.7317
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7944,0.8005,0.6686,0.7947
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6415,0.6425,0.4104,0.6398
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6852,0.6719,0.5595,0.7057
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6622,0.6528,0.5691,0.5924
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6921,0.6865,0.4129,0.6547
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7313,0.7314,0.6631,0.7211
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6886,0.6596,0.4209,0.6556
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6673,0.6698,0.3726,0.6523
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6467,0.645,0.4261,0.6311
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7104,0.7094,0.5266,0.6633
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6959,0.6967,0.5003,0.6279
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6807,0.6865,0.4601,0.6539
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6756,0.6694,0.4918,0.6083
repgrid,semenergy_triviaqa_qwen3_8b,7,0.6613,0.6373,0.5764,0.6063
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7374,0.7493,0.5917,0.6081
repgrid,semenergy_triviaqa_qwen3_8b,7,0.7532,0.7658,0.5779,0.7335
repgrid,semenergy_triviaqa_qwen3_8b,8,0.3701,0.6434,0.4959,0.6331
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7357,0.7164,0.6269,0.6159
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7257,0.7113,0.654,0.7888
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7028,0.6914,0.6543,0.7717
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7013,0.6868,0.6338,0.5024
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7201,0.6929,0.5589,0.7435
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6819,0.6702,0.6484,0.7798
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7361,0.7781,0.663,0.7948
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7137,0.7099,0.5363,0.4383
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7327,0.7606,0.5098,0.7013
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7384,0.7657,0.6992,0.7947
repgrid,semenergy_triviaqa_qwen3_8b,8,0.65,0.67,0.5456,0.7785
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7101,0.7045,0.6896,0.6867
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6947,0.695,0.6462,0.7208
repgrid,semenergy_triviaqa_qwen3_8b,8,0.714,0.7067,0.6968,0.7235
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7312,0.7262,0.6115,0.7837
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7271,0.7436,0.6538,0.7152
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7368,0.7421,0.6601,0.7461
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6844,0.6787,0.5696,0.5072
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7493,0.7628,0.5974,0.7994
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7798,0.8014,0.7067,0.7947
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7212,0.718,0.5443,0.6926
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7694,0.7797,0.5983,0.5888
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6557,0.6414,0.5501,0.6249
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6694,0.6629,0.4885,0.6425
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6744,0.6688,0.5372,0.6394
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7078,0.7078,0.7089,0.7989
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6855,0.6716,0.4219,0.6533
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7014,0.6827,0.4635,0.6532
repgrid,semenergy_triviaqa_qwen3_8b,8,0.729,0.7274,0.6086,0.666
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6813,0.6875,0.4791,0.6279
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7186,0.7175,0.5867,0.6752
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6961,0.6925,0.4503,0.6644
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7544,0.7525,0.6517,0.6921
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7372,0.7411,0.6292,0.7601
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7263,0.731,0.4842,0.6465
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6483,0.6451,0.4731,0.6256
repgrid,semenergy_triviaqa_qwen3_8b,8,0.685,0.6726,0.557,0.6919
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6818,0.6768,0.4142,0.657
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6825,0.6861,0.4639,0.6482
repgrid,semenergy_triviaqa_qwen3_8b,8,0.7202,0.7293,0.6183,0.7082
repgrid,semenergy_triviaqa_qwen3_8b,8,0.6827,0.6763,0.4509,0.6478
repgrid,semenergy_triviaqa_qwen3_8b,9,0.64,0.6628,0.4377,0.6626
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7169,0.7072,0.5787,0.4799
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6916,0.6943,0.6032,0.5122
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7382,0.7607,0.713,0.7949
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7079,0.6919,0.4771,0.6619
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6837,0.6749,0.6274,0.7761
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7599,0.7591,0.6557,0.7947
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7179,0.7131,0.5871,0.402
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7295,0.7411,0.5703,0.7501
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7351,0.7636,0.5535,0.4083
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7717,0.8001,0.6179,0.7944
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7174,0.706,0.5844,0.7917
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7156,0.7139,0.5428,0.6517
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7509,0.7969,0.6892,0.7942
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7245,0.7505,0.6826,0.7947
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7534,0.7397,0.6757,0.7835
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7332,0.7795,0.6387,0.7944
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7507,0.7807,0.6738,0.7946
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6844,0.6757,0.4099,0.6618
repgrid,semenergy_triviaqa_qwen3_8b,9,0.7337,0.7329,0.5685,0.6391
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6877,0.6737,0.4748,0.6527
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6939,0.6906,0.4301,0.6476
repgrid,semenergy_triviaqa_qwen3_8b,9,0.733,0.7301,0.4707,0.6586
repgrid,semenergy_triviaqa_qwen3_8b,9,0.6897,0.6799,0.5538,0.6386
