world,replicate,seed,direction,k,direction_accepted,decision_agreement,stability_cka,audit_row_permutation_statistic,audit_row_permutation_p,raw_pass,decision,nuisance_veto,structural_pass,transfer_statistic,transfer_p,residual_transfer_statistic,residual_transfer_p,nuisance_cka,nuisance_p,zero_degree_count,n_components,largest_component_fraction,degree_min,degree_mean,degree_max
P1-B,0,3110000,a_to_g,7,False,True,0.9278665647811615,0.25948535283501645,0.385,False,False,False,True,1.1149453956279372,0.115,0.9668820425134824,0.095,-0.003560124867286282,0.695,0,1,1.0,1.2471236538681525,4.200531535123081,6.9675755973194775
P1-B,0,3110000,a_to_g,11,False,True,0.9278665647811615,0.25948535283501645,0.385,False,False,False,True,0.22867265091492353,0.41,1.0850613392706243,0.08,-0.0011730236767666087,0.565,0,1,1.0,2.159148588157609,6.630346697036301,10.524228522015608
P1-B,1,3110001,g_to_a,5,False,True,0.9305344396457933,-1.4858100028737693,0.96,False,False,True,True,1.1310130686805915,0.115,0.3964820714377548,0.36,0.12491393779761695,0.005,0,1,1.0,0.8679388591435451,2.9236644047756704,4.68384238215573
P1-B,1,3110001,g_to_a,7,False,True,0.9305344396457933,-1.4858100028737693,0.96,False,False,True,True,1.0425421614160382,0.125,0.18796932323912208,0.405,0.1662365117195369,0.005,0,1,1.0,1.4104771354990124,4.2516102351357965,6.486539023642722
P1-B,1,3110001,g_to_a,11,False,True,0.9305344396457933,-1.4858100028737693,0.96,False,False,True,True,1.6156321981575559,0.08,0.7569691563695453,0.23,0.22523274001962604,0.005,0,1,1.0,2.768319349571107,6.848841692702729,10.081843243365057
P1-B,1,3110001,a_to_g,5,False,True,0.9286978470101785,-0.6729877837258365,0.78,False,False,False,True,-0.3423248815072706,0.655,-0.07766661096223501,0.54,0.006509553070449083,0.21,0,1,1.0,0.7582586684507953,2.904363090671844,4.680604061963852
P1-B,1,3110001,a_to_g,7,False,True,0.9286978470101785,-0.6729877837258365,0.78,False,False,False,True,0.5781820885769393,0.22,0.29242416373413427,0.345,0.00349798395117789,0.345,0,1,1.0,1.1536293454539783,4.214787008240339,6.530388075401835
P1-B,1,3110001,a_to_g,11,False,True,0.9286978470101785,-0.6729877837258365,0.78,False,False,False,True,0.9597750480509802,0.16,0.20828690903312888,0.405,0.010704220821962275,0.115,0,1,1.0,1.9678036085219932,6.689645388763719,10.416829572125351
P1-C,0,3120000,g_to_a,5,False,True,0.9298585505603698,0.41119339296666785,0.345,True,False,True,True,18.928254677181748,0.005,0.22159024257901264,0.305,0.14696044064949287,0.005,0,1,1.0,0.3686302655272485,2.957834079695419,4.679874093948818
P1-C,0,3120000,g_to_a,7,False,True,0.9298585505603698,0.41119339296666785,0.345,True,False,True,True,21.325412574661897,0.005,0.23918081809680874,0.35,0.17158164155841998,0.005,0,1,1.0,1.0583975584959182,4.197443543457739,7.159809129637615
P1-C,0,3120000,g_to_a,11,False,True,0.9298585505603698,0.41119339296666785,0.345,True,False,True,True,27.756912345006906,0.005,-0.2299910429989302,0.63,0.23018926600004888,0.005,0,1,1.0,2.531090455168173,6.701802928224634,9.176077287775648
P1-C,0,3120000,a_to_g,5,False,True,0.9288739870613392,-0.5059539261352813,0.735,True,False,True,True,18.380340913187368,0.005,-0.8360705426453902,0.91,0.13269436415502986,0.005,0,1,1.0,1.1238600526762084,2.974164564123616,4.571765000131502
P1-C,0,3120000,a_to_g,7,False,True,0.9288739870613392,-0.5059539261352813,0.735,True,False,True,True,22.040042449167412,0.005,-0.8617440733663339,0.915,0.15961799969594892,0.005,0,1,1.0,1.603477158381158,4.200675590160832,6.849122247024812
P1-C,0,3120000,a_to_g,11,False,True,0.9288739870613392,-0.5059539261352813,0.735,True,False,True,True,25.310180866232564,0.005,-0.9449113370554201,0.915,0.22959999274744872,0.005,0,1,1.0,3.214164981936884,6.8073315306762625,9.95430232323128
P1-C,1,3120001,g_to_a,5,False,True,0.927939371177914,0.26916660813310805,0.36,True,False,True,True,20.429229548567015,0.005,-0.5574810188701063,0.795,0.15319426911230435,0.005,0,1,1.0,1.162128483875795,2.9723715981451146,4.9957582967500285
P1-C,1,3120001,g_to_a,7,False,True,0.927939371177914,0.26916660813310805,0.36,True,False,True,True,21.55379975388816,0.005,-0.4516666012023951,0.78,0.1943101957301014,0.005,0,1,1.0,1.8668681910340545,4.233720666317992,7.068553762595532
P1-C,1,3120001,g_to_a,11,False,True,0.927939371177914,0.26916660813310805,0.36,True,False,True,True,26.686835294971978,0.005,-0.44099362225386923,0.755,0.24577404581972573,0.005,0,1,1.0,2.807334803923093,6.822117956461232,9.979672577732112
P1-C,1,3120001,a_to_g,5,False,True,0.927325947348373,-0.9266256099354833,0.87,True,False,True,True,18.224076981456502,0.005,1.4657208838631108,0.03,0.13084919912382953,0.005,0,1,1.0,0.5080691939175765,2.935954287556679,4.63661867763575
P1-C,1,3120001,a_to_g,7,False,True,0.927325947348373,-0.9266256099354833,0.87,True,False,True,True,22.155407295945665,0.005,1.8096022685526416,0.01,0.16831237236325475,0.005,0,1,1.0,1.0543100480193626,4.180578399925656,6.192175389112955
P1-C,1,3120001,a_to_g,11,False,True,0.927325947348373,-0.9266256099354833,0.87,True,False,True,True,26.72326446281689,0.005,1.0973756089083941,0.065,0.21888414208101328,0.005,0,1,1.0,2.6873620485262504,6.76211285594771,9.492322715282935
P1-D,0,3130000,g_to_a,5,True,True,0.929953230597725,0.5795273964598266,0.255,True,True,False,True,18.426134040341786,0.005,17.98152297448168,0.005,-0.015173868618465326,0.995,0,1,1.0,1.03872256676815,2.9857036223156723,4.9172750629970645
P1-D,0,3130000,g_to_a,7,True,True,0.929953230597725,0.5795273964598266,0.255,True,True,False,True,22.201771706427657,0.005,21.270227536024937,0.005,-0.011553854742939651,0.96,0,1,1.0,1.456538524134408,4.179413662697735,6.257820441599344
P1-D,0,3130000,g_to_a,11,True,True,0.929953230597725,0.5795273964598266,0.255,True,True,False,True,28.190007777772514,0.005,29.529500789732218,0.005,-0.011018840044382552,0.95,0,1,1.0,2.764375001582973,6.744070142494408,9.865268565457356
P1-D,0,3130000,a_to_g,5,True,True,0.9255574768285002,1.0524840156136752,0.18,True,True,False,True,17.855373531771512,0.005,18.077862597992617,0.005,0.0018506246796221606,0.36,0,1,1.0,1.053186013948198,2.890043928781822,4.326359660925877
P1-D,0,3130000,a_to_g,7,True,True,0.9255574768285002,1.0524840156136752,0.18,True,True,False,True,20.75668545108321,0.005,21.524159192227604,0.005,6.616779491754104e-05,0.43,0,1,1.0,1.6314032178868834,4.174875701608575,6.426602046017799
P1-D,0,3130000,a_to_g,11,True,True,0.9255574768285002,1.0524840156136752,0.18,True,True,False,True,25.15731462971014,0.005,26.0719576620303,0.005,0.007018079131080932,0.12,0,1,1.0,2.910632852412036,6.776355812160409,9.791855131901022
P1-D,1,3130001,g_to_a,5,True,True,0.9288331538922776,-0.4211488018188056,0.66,True,True,False,True,19.837628673095985,0.005,19.841881874973275,0.005,-0.0021589158547014524,0.565,0,1,1.0,1.2181018928007383,2.985192086663019,4.870560667279568
P1-D,1,3130001,g_to_a,7,True,True,0.9288331538922776,-0.4211488018188056,0.66,True,True,False,True,19.46307807238414,0.005,21.81479018487828,0.005,-0.001941624911525545,0.545,0,1,1.0,1.990143979714688,4.246136691726426,6.6409891021827665
P1-D,1,3130001,g_to_a,11,True,True,0.9288331538922776,-0.4211488018188056,0.66,True,True,False,True,27.633447243215127,0.005,28.1446579117973,0.005,0.00315330044552938,0.34,0,1,1.0,2.89456173815246,6.820198835412593,10.134864323230378
P1-D,1,3130001,a_to_g,5,True,True,0.9275534764658129,1.7499760051328157,0.065,True,True,False,True,17.749951381560997,0.005,18.185537123179493,0.005,0.008910748851139901,0.12,0,1,1.0,1.0398839302915293,2.952125693254541,4.59044222576909
P1-D,1,3130001,a_to_g,7,True,True,0.9275534764658129,1.7499760051328157,0.065,True,True,False,True,24.367967228291107,0.005,23.824584214203618,0.005,0.013713162590454806,0.05,0,1,1.0,1.7521030325783218,4.2234210656537865,5.90929778631986
P1-D,1,3130001,a_to_g,11,True,True,0.9275534764658129,1.7499760051328157,0.065,True,True,False,True,30.16229984631593,0.005,28.812501507277464,0.005,0.013959106680796425,0.055,0,1,1.0,3.042472512583144,6.762023664965553,10.528985170781176
P1-E,0,3140000,g_to_a,5,False,True,0.9274613023890195,1.0980295771979278,0.065,False,False,False,True,-0.41188225058742356,0.75,-0.6171499031419745,0.8,-0.006041489602053562,0.735,0,1,1.0,0.9610428356674914,2.952126483121741,4.539144347277114
P1-E,0,3140000,g_to_a,7,False,True,0.9274613023890195,1.0980295771979278,0.065,False,False,False,True,-0.5846740768592583,0.785,-0.6694990840535416,0.815,-0.008524170523331293,0.87,0,1,1.0,1.681169100885241,4.20440060321404,6.208292437763377
P1-E,0,3140000,g_to_a,11,False,True,0.9274613023890195,1.0980295771979278,0.065,False,False,False,True,-0.625196775525604,0.82,-0.9431197201537183,0.905,-0.00914416048320563,0.88,0,1,1.0,2.377602743473181,6.643000536384524,9.674279376898625
P1-E,0,3140000,a_to_g,5,False,True,0.927355934589644,-1.2484295402846104,0.955,False,False,False,True,-1.5028159537240542,0.98,-1.6085299947617382,0.995,-0.009919051363872281,0.92,0,1,1.0,0.6914639476585566,2.92256732139209,4.6022799751243975
P1-E,0,3140000,a_to_g,7,False,True,0.927355934589644,-1.2484295402846104,0.955,False,False,False,True,-1.3149117157194095,0.985,-1.4138801965516854,0.995,-0.00812213267653342,0.855,0,1,1.0,1.1478036928011768,4.212772012520031,6.049682097040974
P1-E,0,3140000,a_to_g,11,False,True,0.927355934589644,-1.2484295402846104,0.955,False,False,False,True,-0.9515433613672727,0.94,-1.0736655206002597,0.94,-0.011982161726981726,0.94,0,1,1.0,2.238742350598567,6.763322362011398,10.027606435677674
P1-E,1,3140001,g_to_a,5,False,True,0.9282434730022842,-0.4667572167809721,0.805,False,False,False,True,0.5468828841453784,0.235,0.5576813991236631,0.23,-0.013512231694589042,0.96,0,1,1.0,0.6111790697587953,2.946209632119431,4.440698945535069
P1-E,1,3140001,g_to_a,7,False,True,0.9282434730022842,-0.4667572167809721,0.805,False,False,False,True,0.3985341186226136,0.29,0.5924075436477864,0.205,-0.008648119128220338,0.88,0,1,1.0,1.0463161100583698,4.163334475956187,6.141271697751277
P1-E,1,3140001,g_to_a,11,False,True,0.9282434730022842,-0.4667572167809721,0.805,False,False,False,True,0.5501733587816218,0.24,0.7344420200047912,0.145,-0.011131532602632659,0.95,0,1,1.0,1.8605618819384264,6.637227875306429,10.094623901257478
P1-E,1,3140001,a_to_g,5,False,True,0.925391750083687,0.4983879921973377,0.225,False,False,False,True,0.751251049124543,0.11,0.7019572054664288,0.12,-0.007987236459226298,0.87,0,1,1.0,0.8345910950509745,2.8874834540249443,4.282669148577818
P1-E,1,3140001,a_to_g,7,False,True,0.925391750083687,0.4983879921973377,0.225,False,False,False,True,1.0217230794784031,0.08,0.8521377504756819,0.115,-0.006391648283689853,0.805,0,1,1.0,1.4205852078048777,4.090793197316683,6.486668938046169
P1-E,1,3140001,a_to_g,11,False,True,0.925391750083687,0.4983879921973377,0.225,False,False,False,True,0.7232281686092803,0.145,0.6171603360358585,0.205,-0.008646013462309535,0.89,0,1,1.0,2.618546104257038,6.572424753598069,9.219287345060946
P1-F,0,3150000,g_to_a,5,True,True,0.9282423278994905,0.2863556742054175,0.38,True,True,False,True,18.503174370915037,0.005,19.046847045761293,0.005,-0.002313031225234621,0.62,0,1,1.0,0.7073138441743849,2.94414202233962,5.057186683683139
P1-F,0,3150000,g_to_a,7,True,True,0.9282423278994905,0.2863556742054175,0.38,True,True,False,True,22.16516676777026,0.005,22.315945671947812,0.005,-0.0031550407076212667,0.69,0,1,1.0,1.3123743607265217,4.211841719911304,6.406258683264321
P1-F,0,3150000,g_to_a,11,True,True,0.9282423278994905,0.2863556742054175,0.38,True,True,False,True,32.26683181447735,0.005,32.516900047639446,0.005,-0.0007962334543693011,0.56,0,1,1.0,2.507310684058041,6.729722525033475,10.718905949784817
P1-F,0,3150000,a_to_g,5,True,True,0.9265370809666658,-1.39655008293287,0.96,True,True,False,True,21.67667424091812,0.005,20.304260040283147,0.005,-0.00533686683881558,0.785,0,1,1.0,0.9623928491874822,2.915670080289167,4.49948005771274
P1-F,0,3150000,a_to_g,7,True,True,0.9265370809666658,-1.39655008293287,0.96,True,True,False,True,24.103053022333743,0.005,24.701044465007175,0.005,-0.009476409689539313,0.91,0,1,1.0,1.619691118300727,4.2341194043431996,6.115983792646926
P1-F,0,3150000,a_to_g,11,True,True,0.9265370809666658,-1.39655008293287,0.96,True,True,False,True,31.842951091593406,0.005,31.326702074166686,0.005,-0.00586547787529569,0.78,0,1,1.0,2.9511348287941424,6.788208412181118,10.718730932066986
P1-F,1,3150001,g_to_a,5,True,True,0.9312719585611533,0.8661810127797088,0.205,True,True,False,True,22.4031434853542,0.005,23.402087793797858,0.005,-0.015496024750530142,0.99,0,1,1.0,0.8047266581291774,2.959811418202124,5.14021152936216
P1-F,1,3150001,g_to_a,7,True,True,0.9312719585611533,0.8661810127797088,0.205,True,True,False,True,25.761226930182712,0.005,25.534728207028554,0.005,-0.013632102968893734,0.985,0,1,1.0,1.2158893316648178,4.215512119572894,6.293821616522362
P1-F,1,3150001,g_to_a,11,True,True,0.9312719585611533,0.8661810127797088,0.205,True,True,False,True,34.27953543956594,0.005,32.27347094327336,0.005,-0.010629884630112186,0.935,0,1,1.0,2.545698323449843,6.837386865115024,10.410201666340885
P1-F,1,3150001,a_to_g,5,True,True,0.928024770973742,1.314353379572982,0.09,True,True,False,True,22.21109910754662,0.005,22.945667464430706,0.005,0.006065947852938197,0.24,0,1,1.0,0.8710768807471486,2.9466183990280026,4.59773120571593
P1-F,1,3150001,a_to_g,7,True,True,0.928024770973742,1.314353379572982,0.09,True,True,False,True,28.35977087464468,0.005,25.93465081870116,0.005,0.0031123496228220747,0.345,0,1,1.0,1.7840242330375558,4.2246738720265755,6.447670512239897
P1-F,1,3150001,a_to_g,11,True,True,0.928024770973742,1.314353379572982,0.09,True,True,False,True,31.579779345539958,0.005,32.49303460590545,0.005,0.0023835753229828863,0.35,0,1,1.0,2.756417634121362,6.735480527961712,10.193524393265978
