world,target,arm,lambda,n,auroc_mean,auroc_se,auroc_delta_mean,auroc_delta_se,auroc_delta_one_sided_95_lower
P1-A,g,oracle,0.1,8,0.8620601851851852,0.0055825840103571455,0.004629629629629595,0.001890677286766712,0.0010475928929917604
P1-A,g,oracle,0.3,8,0.8647106481481481,0.005991823222503037,0.007280092592592574,0.003000044893712438,0.0015962717226554683
P1-A,g,oracle,1.0,8,0.8659953703703704,0.006339361998389758,0.008564814814814803,0.0037007906680591595,0.0015533759931931701
P1-A,g,permuted_consensus,0.0,8,0.8574305555555556,0.005375957323901444,0.0,0.0,0.0
P1-A,g,permuted_consensus,0.01,8,0.857445987654321,0.005366218538179706,1.5432098765436053e-05,1.166557015462188e-05,-6.669240865687072e-06
P1-A,g,permuted_consensus,0.03,8,0.857457561728395,0.005366815051618908,2.7006172839488807e-05,2.2917353269731282e-05,-1.641255435063357e-05
P1-A,g,permuted_consensus,0.1,8,0.8574691358024691,0.0053918285445964794,3.858024691352768e-05,4.072520547158857e-05,-3.857685606083846e-05
P1-A,g,permuted_consensus,0.3,8,0.8574691358024692,0.005369448546439421,3.858024691352768e-05,0.0001177803821178622,-0.00018456394514629955
P1-A,g,permuted_consensus,1.0,8,0.857457561728395,0.005346478361454842,2.700617283947493e-05,0.00019818062191663888,-0.00034846259338722056
P1-A,g,projected_ridge,0.0,8,0.8574305555555556,0.005375957323901444,0.0,0.0,0.0
P1-A,g,projected_ridge,0.01,8,0.8580015432098766,0.0053778049086366355,0.0005709876543209536,0.00020044762871185016,0.0001912238655224571
P1-A,g,projected_ridge,0.03,8,0.8587770061728395,0.005425167239323021,0.0013464506172839452,0.0005369311526452801,0.00032919234307588136
P1-A,g,projected_ridge,0.1,8,0.8607793209876543,0.005509456093737467,0.0033487654320987215,0.0012824436194022472,0.0009190751885450339
P1-A,g,projected_ridge,0.3,8,0.8635802469135803,0.005789514460890514,0.006149691358024678,0.0024048746880503346,0.001593467226122013
P1-A,g,projected_ridge,1.0,8,0.8653317901234568,0.006143362019194636,0.00790123456790122,0.0032679372389909332,0.0017098705921320921
P1-B,g,a_to_g,0.0,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,a_to_g,0.01,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,a_to_g,0.03,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,a_to_g,0.1,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,a_to_g,0.3,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,a_to_g,1.0,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,consensus,0.0,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,consensus,0.01,8,0.7099652777777777,0.007463928700180753,-0.0014969135802469224,0.00044229282733110667,-0.0023348721080932054
P1-B,g,consensus,0.03,8,0.7069444444444444,0.007387956255353927,-0.004517746913580242,0.001326480198422129,-0.007030867917586354
P1-B,g,consensus,0.1,8,0.6975964506172839,0.008035889701824141,-0.013865740740740734,0.004069811942375704,-0.021576319373505543
P1-B,g,consensus,0.3,8,0.6766666666666667,0.011629303851917096,-0.03479552469135799,0.010218589897452541,-0.05415544648526045
P1-B,g,consensus,1.0,8,0.6436111111111111,0.020027356595248975,-0.06785108024691357,0.02000898977763768,-0.10575968418909054
P1-B,g,direct_a,0.0,8,0.7114621913580247,0.0074728401760983726,0.0,0.0,0.0
P1-B,g,direct_a,0.01,8,0.7133256172839506,0.007556493504355589,0.0018634259259259767,0.0001075413569812473,0.0016596803718269587
P1-B,g,direct_a,0.03,8,0.7172800925925926,0.007668172536257002,0.005817901234567949,0.0002622808302463037,0.005320989585058058
P1-B,g,direct_a,0.1,8,0.7299575617283951,0.007772601266301903,0.01849537037037044,0.0004003751309688171,0.01773682821322681
