world,target,arm,lambda,n,auroc_mean,auroc_se,auroc_delta_mean,auroc_delta_se,auroc_delta_one_sided_95_lower
P1-D,g,g_to_a,0.03,2,0.8656172839506173,0.004382716049382673,0.00018518518518523264,0.00018518518518523264,-0.000984028058273407
P1-D,g,g_to_a,0.1,2,0.8653703703703703,0.004629629629629594,-6.17283950616887e-05,6.172839506168869e-05,-0.0004514661428808847
P1-D,g,g_to_a,0.3,2,0.8651851851851853,0.004814814814814772,-0.0002469135802468658,0.00024691358024686577,-0.0018058645715243508
P1-D,g,g_to_a,1.0,2,0.8653703703703703,0.004629629629629594,-6.17283950616887e-05,6.172839506168869e-05,-0.0004514661428808847
P1-D,g,iu,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,iu,0.01,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,iu,0.03,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,iu,0.1,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,iu,0.3,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,iu,1.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,mmdufs_shared,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,mmdufs_shared,0.01,2,0.865432098765432,0.004444444444444528,0.0,0.00012345679012337738,-0.000779475495638392
P1-D,g,mmdufs_shared,0.03,2,0.8656172839506173,0.004382716049382673,0.00018518518518523264,0.00018518518518523264,-0.000984028058273407
P1-D,g,mmdufs_shared,0.1,2,0.8649382716049383,0.0044444444444444176,-0.0004938271604938427,0.00012345679012348842,-0.0012733026561329358
P1-D,g,mmdufs_shared,0.3,2,0.8650617283950617,0.004814814814814661,-0.00037037037037035425,0.00024691358024675475,-0.0019293213616471384
P1-D,g,mmdufs_shared,1.0,2,0.8653086419753087,0.004320987654320985,-0.0001234567901234329,0.00024691358024692134,-0.0016824077814012687
P1-D,g,nuisance_only,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,nuisance_only,0.01,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,nuisance_only,0.03,2,0.8655555555555555,0.004444444444444473,0.0001234567901234329,0.00012345679012343289,-0.0006560187055153096
P1-D,g,nuisance_only,0.1,2,0.8655555555555555,0.004444444444444473,0.0001234567901234329,0.00012345679012343289,-0.0006560187055153096
P1-D,g,nuisance_only,0.3,2,0.8653703703703703,0.004012345679012264,-6.17283950616887e-05,0.0005555555555556424,-0.003569368125437257
P1-D,g,nuisance_only,1.0,2,0.865432098765432,0.004444444444444362,-5.551115123125783e-17,0.00012345679012354394,-0.0007794754956394991
P1-D,g,oracle,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,oracle,0.01,2,0.8655555555555555,0.004444444444444473,0.0001234567901234329,0.00012345679012343289,-0.0006560187055153096
P1-D,g,oracle,0.03,2,0.8657407407407407,0.00425925925925924,0.00030864197530866555,0.0003086419753086655,-0.0016400467637887166
P1-D,g,oracle,0.1,2,0.8647530864197531,0.004753086419753028,-0.0006790123456789643,0.0001851851851851216,-0.0018482255891369029
P1-D,g,oracle,0.3,2,0.8649382716049383,0.004320987654320985,-0.0004938271604937872,0.00024691358024692134,-0.002052778151771623
P1-D,g,oracle,1.0,2,0.8655555555555554,0.004197530864197552,0.0001234567901233774,0.0003703703703703542,-0.0022149696967932006
P1-D,g,permuted_consensus,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,permuted_consensus,0.01,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,permuted_consensus,0.03,2,0.8654938271604938,0.004506172839506162,6.172839506174421e-05,6.172839506174421e-05,-0.0003280093527578024
P1-D,g,permuted_consensus,0.1,2,0.865246913580247,0.004382716049382729,-0.00018518518518517713,0.0001851851851851771,-0.0013543984286434661
P1-D,g,permuted_consensus,0.3,2,0.8653086419753087,0.004320987654320985,-0.0001234567901234329,0.00024691358024692134,-0.0016824077814012687
P1-D,g,permuted_consensus,1.0,2,0.8656172839506173,0.004753086419753028,0.00018518518518523264,0.0001851851851851216,-0.000984028058272706
P1-D,g,projected_ridge,0.0,2,0.865432098765432,0.004567901234567905,0.0,0.0,0.0
P1-D,g,projected_ridge,0.01,2,0.8656172839506173,0.004382716049382673,0.00018518518518523264,0.00018518518518523264,-0.000984028058273407
P1-D,g,projected_ridge,0.03,2,0.865679012345679,0.004320987654320985,0.00024691358024692134,0.00024691358024692134,-0.0013120374110309144
P1-D,g,projected_ridge,0.1,2,0.865432098765432,0.004197530864197552,0.0,0.0003703703703703542,-0.002338426486916578
P1-D,g,projected_ridge,0.3,2,0.8651851851851852,0.004938271604938204,-0.00024691358024692134,0.0003703703703702987,-0.002585340067163149
P1-D,g,projected_ridge,1.0,2,0.8654320987654321,0.0048148148148148264,5.551115123125783e-17,0.00024691358024692134,-0.0015589509912777803
P1-D,r,a_to_g,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,a_to_g,0.01,2,0.4741358024691358,0.03277777777777777,0.00018518518518517713,0.0001851851851851771,-0.0009840280582731119
P1-D,r,a_to_g,0.03,2,0.4737654320987654,0.032777777777777795,-0.00018518518518520488,0.00018518518518514934,-0.0013543984286433187
P1-D,r,a_to_g,0.1,2,0.473395061728395,0.03290123456790123,-0.0005555555555556146,6.172839506171644e-05,-0.0009452933033749859
P1-D,r,a_to_g,0.3,2,0.4730864197530864,0.03296296296296297,-0.0008641975308642247,2.7755575615628914e-17,-0.0008641975308643999
P1-D,r,a_to_g,1.0,2,0.47185185185185186,0.033456790123456835,-0.0020987654320988036,0.0004938271604938982,-0.005216667414654826
P1-D,r,consensus,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,consensus,0.01,2,0.47419753086419747,0.03271604938271607,0.0002469135802468658,0.00024691358024686577,-0.001312037411030619
P1-D,r,consensus,0.03,2,0.4738888888888889,0.032901234567901276,-6.172839506171646e-05,6.172839506166095e-05,-0.00045146614288073733
P1-D,r,consensus,0.1,2,0.4733950617283951,0.032901234567901276,-0.0005555555555555591,6.172839506166095e-05,-0.0009452933033745801
P1-D,r,consensus,0.3,2,0.47308641975308646,0.03296296296296302,-0.0008641975308641692,8.326672684688673e-17,-0.0008641975308646949
P1-D,r,consensus,1.0,2,0.47240740740740733,0.033765432098765424,-0.0015432098765433,0.0008024691358024805,-0.006609800598196179
P1-D,r,direct_a,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,direct_a,0.01,2,0.4741358024691358,0.03277777777777777,0.00018518518518517713,0.0001851851851851771,-0.0009840280582731119
P1-D,r,direct_a,0.03,2,0.4737654320987654,0.032777777777777795,-0.00018518518518520488,0.00018518518518514934,-0.0013543984286433187
P1-D,r,direct_a,0.1,2,0.473395061728395,0.03290123456790123,-0.0005555555555556146,6.172839506171644e-05,-0.0009452933033749859
P1-D,r,direct_a,0.3,2,0.4730864197530864,0.03296296296296297,-0.0008641975308642247,2.7755575615628914e-17,-0.0008641975308643999
P1-D,r,direct_a,1.0,2,0.47185185185185186,0.033456790123456835,-0.0020987654320988036,0.0004938271604938982,-0.005216667414654826
P1-D,r,direct_g,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,direct_g,0.01,2,0.47419753086419747,0.03271604938271607,0.0002469135802468658,0.00024691358024686577,-0.001312037411030619
P1-D,r,direct_g,0.03,2,0.47401234567901235,0.03290123456790123,6.172839506171646e-05,6.172839506171644e-05,-0.0003280093527576548
P1-D,r,direct_g,0.1,2,0.4737654320987654,0.03314814814814815,-0.00018518518518520488,0.00018518518518520485,-0.001354398428643669
P1-D,r,direct_g,0.3,2,0.47370370370370374,0.03308641975308646,-0.0002469135802468936,0.00012345679012351618,-0.0010263890758861619
P1-D,r,direct_g,1.0,2,0.4730246913580247,0.03376543209876548,-0.0009259259259259134,0.000802469135802536,-0.005992516647579143
P1-D,r,g_to_a,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,g_to_a,0.01,2,0.47419753086419747,0.03271604938271607,0.0002469135802468658,0.00024691358024686577,-0.001312037411030619
P1-D,r,g_to_a,0.03,2,0.47401234567901235,0.03290123456790123,6.172839506171646e-05,6.172839506171644e-05,-0.0003280093527576548
P1-D,r,g_to_a,0.1,2,0.4737654320987654,0.03314814814814815,-0.00018518518518520488,0.00018518518518520485,-0.001354398428643669
P1-D,r,g_to_a,0.3,2,0.47370370370370374,0.03308641975308646,-0.0002469135802468936,0.00012345679012351618,-0.0010263890758861619
P1-D,r,g_to_a,1.0,2,0.4730246913580247,0.03376543209876548,-0.0009259259259259134,0.000802469135802536,-0.005992516647579143
P1-D,r,iu,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,iu,0.01,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,iu,0.03,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,iu,0.1,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,iu,0.3,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,iu,1.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,mmdufs_shared,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,mmdufs_shared,0.01,2,0.47419753086419747,0.03271604938271607,0.0002469135802468658,0.00024691358024686577,-0.001312037411030619
P1-D,r,mmdufs_shared,0.03,2,0.4738888888888889,0.032777777777777795,-6.172839506171646e-05,0.00018518518518514934,-0.0012309416385198303
P1-D,r,mmdufs_shared,0.1,2,0.47345679012345676,0.03296296296296297,-0.0004938271604938704,2.7755575615628914e-17,-0.0004938271604940456
P1-D,r,mmdufs_shared,0.3,2,0.4731481481481481,0.03302469135802466,-0.000802469135802536,6.172839506171644e-05,-0.0011922068836219073
P1-D,r,mmdufs_shared,1.0,2,0.4721604938271604,0.03327160493827161,-0.0017901234567901936,0.0003086419753086655,-0.0037388121958875755
P1-D,r,nuisance_only,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,nuisance_only,0.01,2,0.4740740740740741,0.03283950617283951,0.0001234567901234329,0.00012345679012343289,-0.0006560187055153096
P1-D,r,nuisance_only,0.03,2,0.4741358024691358,0.032777777777777795,0.00018518518518514937,0.00018518518518514934,-0.0009840280582729644
P1-D,r,nuisance_only,0.1,2,0.4740740740740741,0.03259259259259264,0.0001234567901234329,0.0003703703703702987,-0.0022149696967927947
P1-D,r,nuisance_only,0.3,2,0.47358024691358025,0.03259259259259262,-0.000370370370370382,0.00037037037037032644,-0.002708796857286785
P1-D,r,nuisance_only,1.0,2,0.4733333333333333,0.03296296296296297,-0.0006172839506173589,2.7755575615628914e-17,-0.0006172839506175341
P1-D,r,oracle,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,oracle,0.01,2,0.4740740740740741,0.03308641975308643,0.00012345679012348842,0.00012345679012348842,-0.0006560187055156048
P1-D,r,oracle,0.03,2,0.4741358024691358,0.033024691358024744,0.00018518518518517713,6.172839506179972e-05,-0.00020455256263471994
P1-D,r,oracle,0.1,2,0.47425925925925916,0.03314814814814812,0.00030864197530855453,0.0001851851851851771,-0.0008605712681497345
P1-D,r,oracle,0.3,2,0.47432098765432096,0.03320987654320992,0.00037037037037035425,0.00024691358024697685,-0.0011885806209078322
P1-D,r,oracle,1.0,2,0.47432098765432096,0.03320987654320992,0.00037037037037035425,0.00024691358024697685,-0.0011885806209078322
P1-D,r,permuted_consensus,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,permuted_consensus,0.01,2,0.4740740740740741,0.03308641975308643,0.00012345679012348842,0.00012345679012348842,-0.0006560187055156048
P1-D,r,permuted_consensus,0.03,2,0.4741358024691358,0.033024691358024744,0.00018518518518517713,6.172839506179972e-05,-0.00020455256263471994
P1-D,r,permuted_consensus,0.1,2,0.47425925925925927,0.03314814814814817,0.00030864197530861004,0.00018518518518523264,-0.0008605712681500296
P1-D,r,permuted_consensus,0.3,2,0.47425925925925927,0.03314814814814817,0.00030864197530861004,0.00018518518518523264,-0.0008605712681500296
P1-D,r,permuted_consensus,1.0,2,0.4748765432098766,0.03314814814814815,0.0009259259259259689,0.00018518518518520485,-0.00024328731753249532
P1-D,r,projected_ridge,0.0,2,0.4739506172839506,0.032962962962962944,0.0,0.0,0.0
P1-D,r,projected_ridge,0.01,2,0.47432098765432096,0.03283950617283956,0.00037037037037035425,0.00012345679012337738,-0.0004091051252680378
P1-D,r,projected_ridge,0.03,2,0.4741358024691358,0.032901234567901255,0.00018518518518517713,6.172839506168869e-05,-0.0002045525626340189
P1-D,r,projected_ridge,0.1,2,0.4739506172839506,0.033333333333333326,-2.7755575615628914e-17,0.00037037037037038195,-0.002338426486916781
P1-D,r,projected_ridge,0.3,2,0.474320987654321,0.03320987654320989,0.000370370370370382,0.0002469135802469491,-0.001188580620907629
P1-D,r,projected_ridge,1.0,2,0.4739506172839506,0.0337037037037037,-5.551115123125783e-17,0.0007407407407407639,-0.004676852973833562
P1-E,g,a_to_g,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,a_to_g,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,a_to_g,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,a_to_g,0.1,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,a_to_g,0.3,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,a_to_g,1.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,0.1,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,0.3,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,consensus,1.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,direct_a,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,direct_a,0.01,2,0.48432098765432097,0.004444444444444417,-6.172839506174421e-05,6.172839506174421e-05,-0.0004514661428812908
P1-E,g,direct_a,0.03,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,direct_a,0.1,2,0.4842592592592592,0.004382716049382673,-0.00012345679012348842,0.00012345679012348842,-0.0009029322857625816
P1-E,g,direct_a,0.3,2,0.4840123456790123,0.00413580246913578,-0.000370370370370382,0.00037037037037038195,-0.0027087968572871352
P1-E,g,direct_a,1.0,2,0.4835185185185185,0.0036419753086419644,-0.0008641975308641969,0.0008641975308641969,-0.006320526000336447
P1-E,g,direct_g,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,direct_g,0.01,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,direct_g,0.03,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,direct_g,0.1,2,0.48407407407407405,0.004074074074074063,-0.00030864197530866555,0.00043209876543209846,-0.0030368062100447906
P1-E,g,direct_g,0.3,2,0.48370370370370375,0.003703703703703681,-0.000679012345678992,0.0008024691358024805,-0.005745603067331871
P1-E,g,direct_g,1.0,2,0.4832716049382716,0.002777777777777768,-0.0011111111111111183,0.0017283950617283939,-0.012023768050055618
P1-E,g,g_to_a,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,g_to_a,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,g_to_a,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,g_to_a,0.1,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,g_to_a,0.3,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,g_to_a,1.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,0.1,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,0.3,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,iu,1.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,mmdufs_shared,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,mmdufs_shared,0.01,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,mmdufs_shared,0.03,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,mmdufs_shared,0.1,2,0.4841975308641975,0.003950617283950603,-0.00018518518518520488,0.0005555555555555591,-0.0036928249155602478
P1-E,g,mmdufs_shared,0.3,2,0.48370370370370364,0.003580246913580248,-0.0006790123456790476,0.0009259259259259133,-0.0065250785629706685
P1-E,g,mmdufs_shared,1.0,2,0.4832716049382716,0.0025308641975308184,-0.001111111111111146,0.0019753086419753425,-0.013582719041333655
P1-E,g,nuisance_only,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,nuisance_only,0.01,2,0.48432098765432097,0.004444444444444417,-6.172839506174421e-05,6.172839506174421e-05,-0.0004514661428812908
P1-E,g,nuisance_only,0.03,2,0.4842592592592593,0.0043827160493827,-0.00012345679012346067,0.00012345679012346067,-0.0009029322857623786
P1-E,g,nuisance_only,0.1,2,0.4841975308641975,0.004320987654320957,-0.00018518518518520488,0.00018518518518520485,-0.001354398428643669
P1-E,g,nuisance_only,0.3,2,0.48388888888888887,0.0036419753086419644,-0.0004938271604938427,0.0008641975308641969,-0.005950155629966093
P1-E,g,nuisance_only,1.0,2,0.4830246913580247,0.002901234567901201,-0.001358024691357984,0.001604938271604961,-0.011491206134663742
P1-E,g,oracle,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,oracle,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,oracle,0.03,2,0.48432098765432097,0.004444444444444417,-6.172839506174421e-05,6.172839506174421e-05,-0.0004514661428812908
P1-E,g,oracle,0.1,2,0.4845679012345679,0.004320987654320985,0.00018518518518517713,0.0001851851851851771,-0.0009840280582731119
P1-E,g,oracle,0.3,2,0.48456790123456783,0.004444444444444445,0.00018518518518514937,6.172839506171644e-05,-0.00020455256263422186
P1-E,g,oracle,1.0,2,0.485,0.004259259259259268,0.0006172839506173033,0.0002469135802468936,-0.0009416670406603572
P1-E,g,permuted_consensus,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,permuted_consensus,0.01,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,permuted_consensus,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,permuted_consensus,0.1,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,permuted_consensus,0.3,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,permuted_consensus,1.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,projected_ridge,0.0,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,projected_ridge,0.01,2,0.48432098765432097,0.004444444444444417,-6.172839506174421e-05,6.172839506174421e-05,-0.0004514661428812908
P1-E,g,projected_ridge,0.03,2,0.4843827160493827,0.004506172839506162,0.0,0.0,0.0
P1-E,g,projected_ridge,0.1,2,0.48450617283950614,0.004506172839506162,0.0001234567901234329,0.0,0.0001234567901234329
P1-E,g,projected_ridge,0.3,2,0.4849382716049382,0.004691358024691367,0.0005555555555555036,0.00018518518518520485,-0.0006136576879029606
P1-E,g,projected_ridge,1.0,2,0.48518518518518516,0.005061728395061776,0.0008024691358024805,0.0005555555555556146,-0.002705170594572913
P1-F,g,a_to_g,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,a_to_g,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,a_to_g,0.03,2,0.6746913580246914,0.013456790123456797,-0.007160493827160497,0.0011111111111111183,-0.014175773287910583
P1-F,g,a_to_g,0.1,2,0.6612345679012346,0.013827160493827205,-0.02061728395061735,0.0014814814814815278,-0.02997098989828436
P1-F,g,a_to_g,0.3,2,0.632037037037037,0.014012345679012383,-0.04981481481481487,0.0016666666666667052,-0.06033773400594017
P1-F,g,a_to_g,1.0,2,0.5837654320987655,0.015987654320987643,-0.0980864197530864,0.0036419753086419644,-0.12108094687443369
P1-F,g,consensus,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,consensus,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,consensus,0.03,2,0.6744444444444444,0.013209876543209875,-0.007407407407407418,0.0008641975308641969,-0.012863735876879667
P1-F,g,consensus,0.1,2,0.6610493827160494,0.013641975308641972,-0.02080246913580247,0.0012962962962962954,-0.028986961840010844
P1-F,g,consensus,0.3,2,0.6314814814814815,0.014320987654320992,-0.05037037037037034,0.001975308641975315,-0.06284197830059268
P1-F,g,consensus,1.0,2,0.5829012345679012,0.015000000000000012,-0.09895061728395066,0.002654320987654335,-0.11570934044018696
P1-F,g,direct_a,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,direct_a,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,direct_a,0.03,2,0.6746913580246914,0.013456790123456797,-0.007160493827160497,0.0011111111111111183,-0.014175773287910583
P1-F,g,direct_a,0.1,2,0.6612345679012346,0.013827160493827205,-0.02061728395061735,0.0014814814814815278,-0.02997098989828436
P1-F,g,direct_a,0.3,2,0.632037037037037,0.014012345679012383,-0.04981481481481487,0.0016666666666667052,-0.06033773400594017
P1-F,g,direct_a,1.0,2,0.5837654320987655,0.015987654320987643,-0.0980864197530864,0.0036419753086419644,-0.12108094687443369
P1-F,g,direct_g,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,direct_g,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,direct_g,0.03,2,0.674567901234568,0.013333333333333364,-0.00728395061728393,0.0009876543209876854,-0.013519754582395273
P1-F,g,direct_g,0.1,2,0.6612962962962963,0.013641975308641972,-0.020555555555555605,0.0012962962962962954,-0.02874004825976398
P1-F,g,direct_g,0.3,2,0.6323456790123456,0.01358024691358023,-0.0495061728395062,0.001234567901234551,-0.05730092779589503
P1-F,g,direct_g,1.0,2,0.5862345679012346,0.013518518518518484,-0.09561728395061725,0.001172839506172807,-0.10302230115918654
P1-F,g,g_to_a,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,g_to_a,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,g_to_a,0.03,2,0.674567901234568,0.013333333333333364,-0.00728395061728393,0.0009876543209876854,-0.013519754582395273
P1-F,g,g_to_a,0.1,2,0.6612962962962963,0.013641975308641972,-0.020555555555555605,0.0012962962962962954,-0.02874004825976398
P1-F,g,g_to_a,0.3,2,0.6323456790123456,0.01358024691358023,-0.0495061728395062,0.001234567901234551,-0.05730092779589503
P1-F,g,g_to_a,1.0,2,0.5862345679012346,0.013518518518518484,-0.09561728395061725,0.001172839506172807,-0.10302230115918654
P1-F,g,iu,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,iu,0.01,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,iu,0.03,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,iu,0.1,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,iu,0.3,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,iu,1.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,mmdufs_shared,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,mmdufs_shared,0.01,2,0.6792592592592592,0.012345679012345677,-0.002592592592592591,0.0,-0.002592592592592591
P1-F,g,mmdufs_shared,0.03,2,0.6743827160493827,0.013148148148148131,-0.007469135802469162,0.0008024691358024527,-0.012535726524121866
P1-F,g,mmdufs_shared,0.1,2,0.6609876543209876,0.013456790123456797,-0.02086419753086427,0.0011111111111111183,-0.027879476991614357
P1-F,g,mmdufs_shared,0.3,2,0.6315432098765432,0.013148148148148185,-0.0503086419753086,0.0008024691358025082,-0.05537523269696165
P1-F,g,mmdufs_shared,1.0,2,0.5834567901234569,0.011604938271604859,-0.09839506172839507,0.0007407407407408194,-0.10307191470222893
P1-F,g,nuisance_only,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,nuisance_only,0.01,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,nuisance_only,0.03,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,nuisance_only,0.1,2,0.6817283950617283,0.01271604938271603,-0.00012345679012348842,0.0003703703703703542,-0.0024618832770400664
P1-F,g,nuisance_only,0.3,2,0.6818518518518519,0.01345679012345685,0.0,0.0011111111111111738,-0.007015279460750436
P1-F,g,nuisance_only,1.0,2,0.6816666666666666,0.014382716049382625,-0.00018518518518528815,0.0020370370370369484,-0.01304653086322647
P1-F,g,oracle,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,oracle,0.01,2,0.6838271604938271,0.011975308641975322,0.0019753086419752597,0.0003703703703703542,-0.00036311784494131834
P1-F,g,oracle,0.03,2,0.6877777777777778,0.01148148148148148,0.00592592592592589,0.0008641975308641969,0.00046959745645364006
P1-F,g,oracle,0.1,2,0.7009876543209876,0.01086419753086415,0.01913580246913582,0.0014814814814815278,0.009782096521468808
P1-F,g,oracle,0.3,2,0.7324691358024691,0.009382716049382733,0.050617283950617264,0.0029629629629629446,0.031909872055283936
P1-F,g,oracle,1.0,2,0.7874691358024692,0.005617283950617279,0.10561728395061731,0.006728395061728398,0.0631358694382976
P1-F,g,permuted_consensus,0.0,2,0.6818518518518519,0.012345679012345677,0.0,0.0,0.0
P1-F,g,permuted_consensus,0.01,2,0.6816666666666666,0.0121604938271605,-0.00018518518518517713,0.0001851851851851771,-0.0013543984286434661
P1-F,g,permuted_consensus,0.03,2,0.6817901234567901,0.012037037037037068,-6.172839506174421e-05,0.00030864197530861004,-0.002010417134158776
