world,replicate,seed,direction,k,direction_accepted,decision_agreement,stability_cka,audit_row_permutation_statistic,audit_row_permutation_p,raw_pass,decision,nuisance_veto,structural_pass,transfer_statistic,transfer_p,residual_transfer_statistic,residual_transfer_p,nuisance_cka,nuisance_p,zero_degree_count,n_components,largest_component_fraction,degree_min,degree_mean,degree_max
P1-A,7,3200007,g_to_a,11,True,True,0.9278442174283539,0.0216339894056317,0.495,True,True,False,True,40.109551841575325,0.005,39.12787581274859,0.005,-0.005723614265682048,0.92,0,1,1.0,1.5361142548345759,6.673014096113858,9.993535114515751
P1-A,7,3200007,a_to_g,5,True,True,0.9273210847968878,-0.42207321248981017,0.675,True,True,False,True,31.92375954671913,0.005,30.971111308349634,0.005,-0.002771790483198952,0.76,0,1,1.0,0.9296455095023635,2.9249300694093145,4.778984196921107
P1-A,7,3200007,a_to_g,7,True,True,0.9273210847968878,-0.42207321248981017,0.675,True,True,False,True,32.12108771761913,0.005,33.63638422362393,0.005,-0.004251300181868526,0.85,0,1,1.0,1.176833611439471,4.180931890314408,6.539235390427035
P1-A,7,3200007,a_to_g,11,True,True,0.9273210847968878,-0.42207321248981017,0.675,True,True,False,True,40.70371514748465,0.005,40.49364904034399,0.005,-0.00517847348958419,0.92,0,1,1.0,2.025686470309293,6.705398561656738,10.029706678937147
P1-B,0,3210000,g_to_a,5,True,True,0.9289094079668233,-0.2453821844561635,0.565,True,True,False,True,2.651913988187419,0.005,2.0317952044531262,0.01,0.09571857264182326,0.005,0,1,1.0,0.8261929479845975,2.946704535147041,4.623860553196697
P1-B,0,3210000,g_to_a,7,True,True,0.9289094079668233,-0.2453821844561635,0.565,True,True,False,True,2.87454953901547,0.005,2.1996831384732913,0.005,0.11339631710479409,0.005,0,1,1.0,1.547072868832601,4.235832126815888,6.501034667098308
P1-B,0,3210000,g_to_a,11,True,True,0.9289094079668233,-0.2453821844561635,0.565,True,True,False,True,3.14297577908437,0.005,2.4064095200302535,0.005,0.1483966190933302,0.005,0,1,1.0,2.6080122971270385,6.760622333123849,9.652961820694998
P1-B,0,3210000,a_to_g,5,False,True,0.9264107436288027,0.9040378062685771,0.14,False,False,False,True,-0.9055241208210734,0.88,2.1607846547428595,0.005,-0.001770187211902703,0.7,0,1,1.0,0.9629544430531952,2.940897515590259,5.45817498128782
P1-B,0,3210000,a_to_g,7,False,True,0.9264107436288027,0.9040378062685771,0.14,False,False,False,True,-0.4104895640838715,0.685,2.1957855550726753,0.005,-0.0029157172338358734,0.805,0,1,1.0,1.3451083432456357,4.185012134058261,6.602318160388132
P1-B,0,3210000,a_to_g,11,False,True,0.9264107436288027,0.9040378062685771,0.14,False,False,False,True,0.2860990742537223,0.35,3.16348027598044,0.005,-0.005257226198326165,0.91,0,1,1.0,2.7978177516727425,6.701049867123803,10.197649267759807
P1-B,1,3210001,g_to_a,5,True,True,0.9280387878680285,0.8651289531768823,0.16,True,True,False,True,2.7400842011097195,0.01,2.781502515307772,0.01,0.07750389794212101,0.005,0,1,1.0,0.7810094507197531,2.94087850913521,4.797498717054158
P1-B,1,3210001,g_to_a,7,True,True,0.9280387878680285,0.8651289531768823,0.16,True,True,False,True,3.247806728485065,0.005,3.129196802768468,0.005,0.09353742595514321,0.005,0,1,1.0,1.2243171932583723,4.185307823533011,6.532253306835684
P1-B,1,3210001,g_to_a,11,True,True,0.9280387878680285,0.8651289531768823,0.16,True,True,False,True,4.692638714119999,0.005,4.366164708051732,0.005,0.13813948130871148,0.005,0,1,1.0,2.0623245423479943,6.734852260211425,9.935330517734492
P1-B,1,3210001,a_to_g,5,False,True,0.9272397142753456,1.1316777550714952,0.115,False,False,False,True,0.30688945067601253,0.365,-0.6080277516032819,0.8,-0.0020851931949140926,0.69,0,1,1.0,0.7442314058665754,2.959620386133968,4.674680370657164
P1-B,1,3210001,a_to_g,7,False,True,0.9272397142753456,1.1316777550714952,0.115,False,False,False,True,0.4625455234736475,0.29,-0.3854137606476583,0.715,-0.0014458469149806784,0.605,0,1,1.0,1.0235247876694866,4.195853233707928,6.240873757793021
P1-B,1,3210001,a_to_g,11,False,True,0.9272397142753456,1.1316777550714952,0.115,False,False,False,True,0.35080357719417926,0.345,-0.17107096533485075,0.575,0.0029407963137254634,0.18,0,1,1.0,1.6782451809492631,6.703529769608599,9.679824588449135
P1-B,2,3210002,g_to_a,5,True,True,0.9288485156102458,1.3587692127129005,0.07,True,True,False,True,3.4784147496207534,0.005,3.193861849286565,0.005,0.07584068215452679,0.005,0,1,1.0,1.1082768493896569,2.952965843851971,4.872313113492377
P1-B,2,3210002,g_to_a,7,True,True,0.9288485156102458,1.3587692127129005,0.07,True,True,False,True,3.676522179611307,0.005,3.5162357544653253,0.005,0.09210437408771974,0.005,0,1,1.0,1.7552790622593561,4.231784168320677,6.26575565352096
