version,stage,world,world_label,replicate,seed,target,arm,lambda,auroc,auprc,auroc_delta,auprc_delta,accepted,fallback,accepted_direction_count,roughness_min_eigenvalue,condition_number,method_hash
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_g,0.3,0.8683950617283951,0.8776761003522866,0.008765432098765458,0.010479799718743577,True,False,2,0.11010492927267682,3.1387132892464664,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_g,1.0,0.8718518518518519,0.8818825457013012,0.012222222222222245,0.014686245067758175,True,False,2,0.11010492927267682,1.9551885649843292,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.10382031353378324,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,0.01,0.8597530864197532,0.8672461821390045,0.00012345679012359945,4.988150546147985e-05,True,False,2,0.10382031353378324,5.4784437281253995,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,0.03,0.8614814814814815,0.8691021834347872,0.0018518518518518823,0.001905882801244152,True,False,2,0.10382031353378324,5.214791405263783,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,0.1,0.8660493827160494,0.874477073490011,0.006419753086419733,0.0072807728564679985,True,False,2,0.10382031353378324,4.496875265591535,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,0.3,0.8695061728395062,0.8787892288637732,0.00987654320987652,0.01159292823023017,True,False,2,0.10382031353378324,3.3613818787521845,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,direct_a,1.0,0.8741975308641975,0.8843114576039082,0.01456790123456786,0.017115156970365142,True,False,2,0.10382031353378324,2.1355338436269253,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.1101049292726768,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,0.01,0.8597530864197532,0.8672461821390045,0.00012345679012359945,4.988150546147985e-05,True,False,2,0.1101049292726768,5.4541438958346475,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,0.03,0.8617283950617284,0.8693933259904189,0.002098765432098748,0.002197025356875826,True,False,2,0.1101049292726768,5.149832807927204,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,0.1,0.8653086419753087,0.8733365723246587,0.005679012345679024,0.00614027169111564,True,False,2,0.1101049292726768,4.344306697271888,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,0.3,0.8683950617283951,0.8776761003522866,0.008765432098765458,0.010479799718743577,True,False,2,0.1101049292726768,3.1387132892464664,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,g_to_a,1.0,0.8718518518518519,0.8818825457013012,0.012222222222222245,0.014686245067758175,True,False,2,0.1101049292726768,1.9551885649843292,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.10382031353378321,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,0.01,0.8597530864197532,0.8672461821390045,0.00012345679012359945,4.988150546147985e-05,True,False,2,0.10382031353378321,5.4784437281253995,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,0.03,0.8614814814814815,0.8691021834347872,0.0018518518518518823,0.001905882801244152,True,False,2,0.10382031353378321,5.214791405263783,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,0.1,0.8660493827160494,0.874477073490011,0.006419753086419733,0.0072807728564679985,True,False,2,0.10382031353378321,4.496875265591535,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,0.3,0.8695061728395062,0.8787892288637732,0.00987654320987652,0.01159292823023017,True,False,2,0.10382031353378321,3.3613818787521845,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,a_to_g,1.0,0.8741975308641975,0.8843114576039082,0.01456790123456786,0.017115156970365142,True,False,2,0.10382031353378321,2.1355338436269253,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.10761437825183148,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,0.01,0.8597530864197532,0.8672461821390045,0.00012345679012359945,4.988150546147985e-05,True,False,2,0.10761437825183148,5.464980540389013,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,0.03,0.8618518518518519,0.8694474454581682,0.0022222222222222365,0.002251144824625184,True,False,2,0.10761437825183148,5.178657646307863,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,0.1,0.8660493827160494,0.8742155921530536,0.006419753086419733,0.007019291519510529,True,False,2,0.10761437825183148,4.411030838552034,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,0.3,0.868641975308642,0.878057117049875,0.009012345679012324,0.010860816416331964,True,False,2,0.10761437825183148,3.2331617495300895,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,consensus,1.0,0.872962962962963,0.8831756119500828,0.01333333333333342,0.015979311316539735,True,False,2,0.10761437825183148,2.0225919131158037,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.10684443002924267,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,0.01,0.8598765432098766,0.8673066477974245,0.00024691358024697685,0.00011034716388147459,True,False,2,0.10684443002924267,5.455216378040836,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,0.03,0.8618518518518519,0.8693869441362856,0.0022222222222222365,0.002190643502742562,True,False,2,0.10684443002924267,5.152423111066667,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,0.1,0.8665432098765433,0.8752913734433406,0.0069135802469136864,0.008095072809797599,True,False,2,0.10684443002924267,4.348115532298973,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,0.3,0.8696296296296295,0.8789478914945266,0.009999999999999898,0.01175159086098354,True,False,2,0.10684443002924267,3.134154004716706,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,mmdufs_shared,1.0,0.8741975308641975,0.8843391035087722,0.01456790123456786,0.01714280287522918,True,False,2,0.10684443002924267,1.9077127789471109,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.0,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,0.01,0.8601234567901236,0.8675306194249359,0.0004938271604939537,0.0003343187913928958,True,False,2,0.0,5.475018322522545,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,0.03,0.8620987654320988,0.8700066337721455,0.0024691358024692134,0.002810333138602461,True,False,2,0.0,5.205413105568742,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,0.1,0.8674074074074074,0.8764776206545843,0.007777777777777772,0.009281320021041317,True,False,2,0.0,4.473069362908572,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,0.3,0.8728395061728396,0.8829926050813173,0.01320987654320993,0.015796304447774245,True,False,2,0.0,3.3191648229209445,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,projected_ridge,1.0,0.8760493827160494,0.8861722339374496,0.01641975308641974,0.018975933303906567,True,False,2,0.0,2.0722715887716716,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.11414981769651208,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,0.01,0.8598765432098765,0.8673298880115425,0.0002469135802468658,0.00013358737799951115,True,False,2,0.11414981769651208,5.627650914767668,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,0.03,0.8597530864197531,0.8671775218260915,0.00012345679012348842,-1.877880745149163e-05,True,False,2,0.11414981769651208,5.6362863055874275,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,0.1,0.8593827160493827,0.8668966037392495,-0.00024691358024697685,-0.00029969689429354407,True,False,2,0.11414981769651208,5.6642056889198065,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,0.3,0.8591358024691358,0.8663074783528983,-0.0004938271604938427,-0.0008888222806446855,True,False,2,0.11414981769651208,5.7283717483858805,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,permuted_consensus,1.0,0.8580246913580246,0.8649533115713998,-0.0016049382716050165,-0.0022429890621432635,True,False,2,0.11414981769651208,5.855786885416263,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.11491034345003984,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,0.01,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.11491034345003984,5.627596277216091,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,0.03,0.8595061728395061,0.8670680620663374,-0.00012345679012348842,-0.00012823856720567406,True,False,2,0.11491034345003984,5.636127822007853,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,0.1,0.8595061728395063,0.867089859914222,-0.0001234567901233774,-0.0001064407193209771,True,False,2,0.11491034345003984,5.663733752091753,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,0.3,0.8595061728395061,0.8671213803024223,-0.00012345679012348842,-7.492033112077578e-05,True,False,2,0.11491034345003984,5.727307162485548,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,nuisance_only,1.0,0.8597530864197532,0.8672461821390045,0.00012345679012359945,4.988150546147985e-05,True,False,2,0.11491034345003984,5.854061958753895,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,0.0,0.8596296296296296,0.867196300633543,0.0,0.0,True,False,2,0.11182172593091363,5.623213327495125,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,0.01,0.8598765432098766,0.8673066477974245,0.00024691358024697685,0.00011034716388147459,True,False,2,0.11182172593091363,5.420165840790971,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,0.03,0.8618518518518519,0.8693869441362856,0.0022222222222222365,0.002190643502742562,True,False,2,0.11182172593091363,5.06006675007556,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,0.1,0.8665432098765433,0.8752913734433406,0.0069135802469136864,0.008095072809797599,True,False,2,0.11182172593091363,4.139035241528052,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,0.3,0.8695061728395062,0.8786768813446384,0.00987654320987652,0.011480580711095367,True,False,2,0.11182172593091363,2.8437260550173376,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,0,3100000,g,oracle,1.0,0.8732098765432099,0.8834016659503146,0.013580246913580285,0.016205365316771525,True,False,2,0.11182172593091363,1.6913330847294807,7b91df2bfa487e702f38c39dfe65c5cd314fc98a272abcf10bc883f4ab6e1ea0
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,0.0,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,0.01,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,0.03,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,0.1,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,0.3,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,iu,1.0,0.8208641975308643,0.8299026716305221,0.0,0.0,False,False,2,0.0,nan,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,0.0,0.8208641975308643,0.8299026716305221,0.0,0.0,True,False,2,0.09805787054197719,6.002556185014711,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,0.01,0.8219753086419753,0.8301339095709853,0.0011111111111110628,0.00023123794046320256,True,False,2,0.09805787054197719,5.79706912572534,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,0.03,0.825679012345679,0.8340891817345042,0.004814814814814716,0.004186510103982077,True,False,2,0.09805787054197719,5.4306648708374,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,0.1,0.832962962962963,0.8400284075189532,0.012098765432098757,0.010125735888431131,True,False,2,0.09805787054197719,4.481233173553058,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,0.3,0.8428395061728394,0.844074915549594,0.021975308641975166,0.014172243919071903,True,False,2,0.09805787054197719,3.10859647979053,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_g,1.0,0.8485185185185186,0.8502665473153064,0.0276543209876543,0.02036387568478426,True,False,2,0.09805787054197719,1.773993101286781,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,0.0,0.8208641975308643,0.8299026716305221,0.0,0.0,True,False,2,0.08994043255712258,6.002556185014711,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,0.01,0.8219753086419753,0.8301339095709853,0.0011111111111110628,0.00023123794046320256,True,False,2,0.08994043255712258,5.804121692235247,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,0.03,0.825679012345679,0.8340891817345042,0.004814814814814716,0.004186510103982077,True,False,2,0.08994043255712258,5.449256994231354,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,0.1,0.8330864197530865,0.8402742588292416,0.012222222222222245,0.010371587198719445,True,False,2,0.08994043255712258,4.523492459730561,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,0.3,0.842962962962963,0.8443279130883793,0.022098765432098766,0.014425241457857174,True,False,2,0.08994043255712258,3.1688359783463125,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,direct_a,1.0,0.848641975308642,0.8503004694634182,0.02777777777777779,0.02039779783289608,True,False,2,0.08994043255712258,1.8318949187850748,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,g_to_a,0.0,0.8208641975308643,0.8299026716305221,0.0,0.0,True,False,2,0.09805787054197714,6.002556185014711,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,g_to_a,0.01,0.8219753086419753,0.8301339095709853,0.0011111111111110628,0.00023123794046320256,True,False,2,0.09805787054197714,5.79706912572534,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
graybox-cross-view-phase1-v1-2026-08-06,smoke,P1-A,Aligned target,1,3100001,g,g_to_a,0.03,0.825679012345679,0.8340891817345042,0.004814814814814716,0.004186510103982077,True,False,2,0.09805787054197714,5.4306648708374,602e21881c26a4beb6bf9f8e7f48a3ef3ed97c537c6eeace3ef0ff802f6aae51
