version,stage,world,world_label,replicate,seed,target,arm,lambda,auroc,auprc,auroc_delta,auprc_delta,accepted,fallback,accepted_direction_count,roughness_min_eigenvalue,condition_number,method_hash
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,0.0,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,0.01,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,0.03,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,0.1,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,0.3,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,iu,1.0,0.8574999999999999,0.8476119238668033,0.0,0.0,False,False,2,0.0,nan,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,0.0,0.8574999999999999,0.8476119238668033,0.0,0.0,True,False,2,0.1272492804638002,6.191590073370051,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,0.01,0.8575925925925926,0.8475874623987941,9.259259259264407e-05,-2.44614680091626e-05,True,False,2,0.1272492804638002,5.968905555776163,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,0.03,0.8574382716049382,0.8472013508076274,-6.17283950616887e-05,-0.0004105730591759116,True,False,2,0.1272492804638002,5.573662116990939,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,0.1,0.8579320987654321,0.8475339441937904,0.000432098765432154,-7.797967301292896e-05,True,False,2,0.1272492804638002,4.560243614458424,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,0.3,0.8581481481481481,0.8471312098194257,0.0006481481481481755,-0.00048071404737759504,True,False,2,0.1272492804638002,3.1218120379628163,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_g,1.0,0.8587037037037036,0.8466413504380346,0.0012037037037037068,-0.0009705734287687173,True,False,2,0.1272492804638002,1.7516182801389832,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
graybox-cross-view-phase1-v1-2026-08-06,development,P1-A,Aligned target,0,3200000,g,direct_a,0.0,0.8574999999999999,0.8476119238668033,0.0,0.0,True,False,2,0.1289327939083497,6.191590073370051,3e39dbae2cff7cbb225f0a8b6dd51ddeb15f307815e18798cbe18e823fe4f7e1
