macro_final_auroc,method,n_cells
0.7875849965882101,global_gl_liu_no_length,11
0.792062025075769,global_gl_liu_elapsed_length,11
0.7284185280551534,local_temporal_gl_liu_max,11
0.73824711620089,local_dufs_gl_liu_top5,11
0.7820680190391273,fused_gl_liu,11
0.7664773612686973,cusum_max,11
0.784188493651079,sw_var_peak,11
0.798151257180299,cusum_swvar_equal,11
0.7640786034286605,iu28_no_length,11
0.7841099396723599,deepconf_entropy_w32,11
0.7771431113604961,deepconf_entropy_w64,11
