method,environment,held_out_feature,partner_feature,actual,prediction,squared_error
pca,ars_gsm8k_r1distill8b,high_band_power,renyi_entropy_2,-0.317748883546757,-0.40685931641842465,0.007940669246575986
pca,ars_gsm8k_r1distill8b,high_band_power,topk_tail_mass,-0.2707988666953331,-0.2286895718755214,0.001773192710221819
pca,ars_gsm8k_r1distill8b,hl_ratio,epr,-0.5752622491224181,-0.46500553304944353,0.012156543439196523
pca,ars_gsm8k_r1distill8b,hl_ratio,trace_length,0.1613441856326809,0.18611596822450913,0.0006136412127768035
pca,ars_gsm8k_r1distill8b,hl_ratio,spectral_entropy,0.05378640641658354,0.11776577388395779,0.004093359461525306
pca,ars_gsm8k_r1distill8b,hl_ratio,low_band_power,0.714148040980573,0.4086739960767067,0.09331439210992937
pca,ars_gsm8k_r1distill8b,hl_ratio,high_band_power,0.8280365766637715,0.4083660483597163,0.1761233523270048
pca,ars_gsm8k_r1distill8b,hl_ratio,dominant_freq,0.19013463522465354,0.28622925436708396,0.009234175828128756
pca,ars_gsm8k_r1distill8b,hl_ratio,spectral_centroid,0.8472270916541541,0.4926509517242278,0.12572423900760668
pca,ars_gsm8k_r1distill8b,hl_ratio,stft_max_high_power,-0.27909666405307226,-0.1826939554613609,0.009293482223818417
pca,ars_gsm8k_r1distill8b,hl_ratio,stft_spectral_entropy,-0.2469862033222236,0.0746050161000729,0.10342091240951966
pca,ars_gsm8k_r1distill8b,hl_ratio,rpdi,-0.18315706096269724,-0.02078778420936782,0.02636378203339928
pca,ars_gsm8k_r1distill8b,hl_ratio,sw_var_peak,-0.02197621401001467,-0.10787469904703913,0.007378549731655915
pca,ars_gsm8k_r1distill8b,hl_ratio,pe_mean,0.0213259229640719,0.05927480920609425,0.001440117967009953
pca,ars_gsm8k_r1distill8b,hl_ratio,hurst_exponent,0.2723447756441351,0.20761738426232748,0.004189635195093706
pca,ars_gsm8k_r1distill8b,hl_ratio,cusum_max,0.1927402341305843,0.14578464009695596,0.0022048278110509134
pca,ars_gsm8k_r1distill8b,hl_ratio,cusum_shift_idx,-0.04401605467828223,-0.031297078604299144,0.00016177235237055412
pca,ars_gsm8k_r1distill8b,hl_ratio,epr_spilled,-0.5623996322777561,-0.3419443645902751,0.048600525051158916
pca,ars_gsm8k_r1distill8b,hl_ratio,sw_var_peak_spilled,-0.04664661574607848,0.01736967591992524,0.004098085598666858
pca,ars_gsm8k_r1distill8b,hl_ratio,cusum_max_spilled,0.18773057965539214,0.13471442268876524,0.002810712899510022
pca,ars_gsm8k_r1distill8b,hl_ratio,min_spilled,0.11013045145203981,0.1401602205830377,0.0009017870340610339
pca,ars_gsm8k_r1distill8b,hl_ratio,epr_energy,-0.4811619474404309,-0.3552291705358921,0.01585906429888834
pca,ars_gsm8k_r1distill8b,hl_ratio,min_energy,-0.11764651872589427,-0.061185867416231915,0.003187805146311277
pca,ars_gsm8k_r1distill8b,hl_ratio,sw_var_peak_energy,-0.09241762345717489,0.09380188152761085,0.03467770403677864
pca,ars_gsm8k_r1distill8b,hl_ratio,cusum_max_energy,0.26142952583639717,0.19627226982136498,0.004245468011408449
pca,ars_gsm8k_r1distill8b,hl_ratio,mean_top1_logprob,-0.5623996322777561,-0.42284910278474275,0.0194743502817804
pca,ars_gsm8k_r1distill8b,hl_ratio,logprob_margin,-0.5408982636726286,-0.40348851561333676,0.01888143886171806
pca,ars_gsm8k_r1distill8b,hl_ratio,mean_logprob_entropy,-0.5801428889094955,-0.4647943676630213,0.013305281353748312
pca,ars_gsm8k_r1distill8b,hl_ratio,varentropy,-0.559227963855338,-0.44891933619699104,0.012167993335867832
pca,ars_gsm8k_r1distill8b,hl_ratio,renyi_entropy_2,-0.5716026961181498,-0.44109406781141247,0.01703250206250613
pca,ars_gsm8k_r1distill8b,hl_ratio,topk_tail_mass,-0.4062834692615459,-0.25329130828440394,0.02340660132045572
pca,ars_gsm8k_r1distill8b,dominant_freq,epr,-0.3123900965376981,-0.36398912487441104,0.0026624597252929037
pca,ars_gsm8k_r1distill8b,dominant_freq,trace_length,0.1198699778881432,0.11934909884964505,2.7131497274675827e-07
pca,ars_gsm8k_r1distill8b,dominant_freq,spectral_entropy,0.08005713429137867,0.06094691796539672,0.0003652003680258273
pca,ars_gsm8k_r1distill8b,dominant_freq,low_band_power,0.2221812968902468,0.3584196527695374,0.01856088961269224
pca,ars_gsm8k_r1distill8b,dominant_freq,high_band_power,0.04559089613558509,0.34344243025641485,0.08871553637813182
pca,ars_gsm8k_r1distill8b,dominant_freq,hl_ratio,0.19013463522465354,0.3603222542080709,0.02896382565524484
pca,ars_gsm8k_r1distill8b,dominant_freq,spectral_centroid,0.20731400466414174,0.4283798680889185,0.04887011597174205
pca,ars_gsm8k_r1distill8b,dominant_freq,stft_max_high_power,-0.026647985777110503,-0.1582260278975346,0.0173127811682441
pca,ars_gsm8k_r1distill8b,dominant_freq,stft_spectral_entropy,0.008293519008956187,0.0692398520309429,0.0037144555088269083
pca,ars_gsm8k_r1distill8b,dominant_freq,rpdi,-0.12974196539844715,-0.045220173980598806,0.007143933224482263
pca,ars_gsm8k_r1distill8b,dominant_freq,sw_var_peak,-0.013858186748818198,-0.13218277142788826,0.014000707339474422
pca,ars_gsm8k_r1distill8b,dominant_freq,pe_mean,0.12802492381522818,0.03748119226286765,0.00819816732342593
pca,ars_gsm8k_r1distill8b,dominant_freq,hurst_exponent,0.38304887873398735,0.21640742703842342,0.027769373423204968
pca,ars_gsm8k_r1distill8b,dominant_freq,cusum_max,0.271573923334316,0.14153912485843545,0.01690904881466287
pca,ars_gsm8k_r1distill8b,dominant_freq,cusum_shift_idx,-0.08935050664224774,-0.04288793971421376,0.002158770125542037
pca,ars_gsm8k_r1distill8b,dominant_freq,epr_spilled,-0.30868667660019544,-0.2589637885992444,0.0024723655911551208
pca,ars_gsm8k_r1distill8b,dominant_freq,sw_var_peak_spilled,-0.04033821200037022,0.0047828964401789575,0.0020359144269037985
pca,ars_gsm8k_r1distill8b,dominant_freq,cusum_max_spilled,0.26744392802646216,0.13628755412011018,0.017201994416262807
pca,ars_gsm8k_r1distill8b,dominant_freq,min_spilled,0.13649323011988118,0.08028372513291017,0.0031595084508803193
pca,ars_gsm8k_r1distill8b,dominant_freq,epr_energy,-0.3066545791695216,-0.2741474855933536,0.0010567111327697421
pca,ars_gsm8k_r1distill8b,dominant_freq,min_energy,-0.007843984410370824,-0.12625362684382782,0.014020843421219141
pca,ars_gsm8k_r1distill8b,dominant_freq,sw_var_peak_energy,-0.043317592972308326,-0.005724577308186374,0.0014132348267229184
pca,ars_gsm8k_r1distill8b,dominant_freq,cusum_max_energy,0.227581402164948,0.14156237555795653,0.007399272938414304
pca,ars_gsm8k_r1distill8b,dominant_freq,mean_top1_logprob,-0.30868667660019544,-0.3308197751853207,0.0004898740529788731
pca,ars_gsm8k_r1distill8b,dominant_freq,logprob_margin,-0.29586631892509896,-0.30731606896401553,0.00013109677595367006
pca,ars_gsm8k_r1distill8b,dominant_freq,mean_logprob_entropy,-0.31372824538303046,-0.36365676705056627,0.0024928572759055924
pca,ars_gsm8k_r1distill8b,dominant_freq,varentropy,-0.2825245102193103,-0.3575575009348947,0.005629949695724974
pca,ars_gsm8k_r1distill8b,dominant_freq,renyi_entropy_2,-0.3133499304379392,-0.34478982655280177,0.0009884670677133517
pca,ars_gsm8k_r1distill8b,dominant_freq,topk_tail_mass,-0.2030241532581347,-0.20598216679119113,8.749844061745052e-06
pca,ars_gsm8k_r1distill8b,spectral_centroid,epr,-0.6953821559277543,-0.5537801798577349,0.02005111962693436
pca,ars_gsm8k_r1distill8b,spectral_centroid,trace_length,0.28717376033832887,0.16460594532942768,0.015022869276056222
pca,ars_gsm8k_r1distill8b,spectral_centroid,spectral_entropy,0.13032390732116803,0.06082192755709241,0.004830525191125976
pca,ars_gsm8k_r1distill8b,spectral_centroid,low_band_power,0.8342366485736687,0.5377621273917054,0.08789714171007446
pca,ars_gsm8k_r1distill8b,spectral_centroid,high_band_power,0.5817518918378792,0.5187622973837169,0.003967689009499834
pca,ars_gsm8k_r1distill8b,spectral_centroid,hl_ratio,0.8472270916541541,0.5344047908664883,0.09785779187008886
pca,ars_gsm8k_r1distill8b,spectral_centroid,dominant_freq,0.20731400466414174,0.37797065523722473,0.029123692384823346
pca,ars_gsm8k_r1distill8b,spectral_centroid,stft_max_high_power,-0.19710264115193107,-0.277657624402335,0.006489105326472856
pca,ars_gsm8k_r1distill8b,spectral_centroid,stft_spectral_entropy,-0.3511977310166752,0.09332572240014268,0.19760110063761385
pca,ars_gsm8k_r1distill8b,spectral_centroid,rpdi,-0.2007758609628285,-0.054028212239529055,0.021534872405816894
pca,ars_gsm8k_r1distill8b,spectral_centroid,sw_var_peak,0.04625016046812437,-0.18992010439283946,0.055776394004497805
pca,ars_gsm8k_r1distill8b,spectral_centroid,pe_mean,0.0378467520926685,0.03571840136303073,4.529876828349649e-06
pca,ars_gsm8k_r1distill8b,spectral_centroid,hurst_exponent,0.3905264237580661,0.32279718524694606,0.004587249749296188
pca,ars_gsm8k_r1distill8b,spectral_centroid,cusum_max,0.33966409904517697,0.2217459477411806,0.013904690406952185
pca,ars_gsm8k_r1distill8b,spectral_centroid,cusum_shift_idx,-0.052122034833986745,-0.0737622749317341,0.00046829999148815225
pca,ars_gsm8k_r1distill8b,spectral_centroid,epr_spilled,-0.6778610959289,-0.38616277551501643,0.08508791013228068
pca,ars_gsm8k_r1distill8b,spectral_centroid,sw_var_peak_spilled,0.00876921039722119,0.016344686046039676,5.738783130584187e-05
pca,ars_gsm8k_r1distill8b,spectral_centroid,cusum_max_spilled,0.3338878461065305,0.21795199824155198,0.013441120820171444
pca,ars_gsm8k_r1distill8b,spectral_centroid,min_spilled,0.1497963996908947,0.1550119899045273,2.720238127654019e-05
pca,ars_gsm8k_r1distill8b,spectral_centroid,epr_energy,-0.5861865724673709,-0.4403750954128354,0.021260986840825336
pca,ars_gsm8k_r1distill8b,spectral_centroid,min_energy,-0.1277110261244949,-0.16763350139435151,0.0015938040316723135
pca,ars_gsm8k_r1distill8b,spectral_centroid,sw_var_peak_energy,-0.08982231181538194,0.02800798990907897,0.013883980004477495
pca,ars_gsm8k_r1distill8b,spectral_centroid,cusum_max_energy,0.3835354272285143,0.22703225964483242,0.024493241463726015
pca,ars_gsm8k_r1distill8b,spectral_centroid,mean_top1_logprob,-0.6778610959289,-0.49784574815634863,0.03240552543367261
