cell,domain,family,method,contract_id,pe_mean,stft_spectral_entropy,cusum_shift_idx,rpdi,auroc,auprc
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c213,mode,raw,raw,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c213,mode,raw,raw,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c214,mode,raw,raw,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c214,mode,raw,raw,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c215,mode,raw,raw,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c215,mode,raw,raw,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c216,mode,raw,squared,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c216,mode,raw,squared,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c217,mode,raw,squared,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c217,mode,raw,squared,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c218,mode,raw,squared,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c218,mode,raw,squared,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c219,mode,raw,squared,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c219,mode,raw,squared,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c220,mode,raw,mode,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c220,mode,raw,mode,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c221,mode,raw,mode,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c221,mode,raw,mode,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c222,mode,raw,mode,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c222,mode,raw,mode,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c223,mode,raw,mode,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c223,mode,raw,mode,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c224,mode,squared,drop,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c224,mode,squared,drop,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c225,mode,squared,drop,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c225,mode,squared,drop,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c226,mode,squared,drop,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c226,mode,squared,drop,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c227,mode,squared,drop,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c227,mode,squared,drop,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c228,mode,squared,raw,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c228,mode,squared,raw,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c229,mode,squared,raw,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c229,mode,squared,raw,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c230,mode,squared,raw,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c230,mode,squared,raw,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c231,mode,squared,raw,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c231,mode,squared,raw,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c232,mode,squared,squared,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c232,mode,squared,squared,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c233,mode,squared,squared,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c233,mode,squared,squared,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c234,mode,squared,squared,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c234,mode,squared,squared,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c235,mode,squared,squared,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c235,mode,squared,squared,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c236,mode,squared,mode,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c236,mode,squared,mode,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c237,mode,squared,mode,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c237,mode,squared,mode,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c238,mode,squared,mode,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c238,mode,squared,mode,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c239,mode,squared,mode,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c239,mode,squared,mode,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c240,mode,mode,drop,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c240,mode,mode,drop,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c241,mode,mode,drop,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c241,mode,mode,drop,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c242,mode,mode,drop,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c242,mode,mode,drop,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c243,mode,mode,drop,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c243,mode,mode,drop,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c244,mode,mode,raw,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c244,mode,mode,raw,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c245,mode,mode,raw,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c245,mode,mode,raw,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c246,mode,mode,raw,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c246,mode,mode,raw,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c247,mode,mode,raw,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c247,mode,mode,raw,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c248,mode,mode,squared,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c248,mode,mode,squared,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c249,mode,mode,squared,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c249,mode,mode,squared,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c250,mode,mode,squared,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c250,mode,mode,squared,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c251,mode,mode,squared,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c251,mode,mode,squared,mode,0.8239221299033418,0.8055591488192547
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c252,mode,mode,mode,drop,0.8217253221727396,0.8032459379906859
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c252,mode,mode,mode,drop,0.8206605248669244,0.8021621458685908
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c253,mode,mode,mode,raw,0.8266982889919704,0.8088777496010454
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c253,mode,mode,mode,raw,0.8256896098165885,0.8080845223500136
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c254,mode,mode,mode,squared,0.8271030148782188,0.8091430852324762
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c254,mode,mode,mode,squared,0.8262840760865371,0.8086884870517506
seiclr_triviaqa_opt30b,QA,triviaqa,iu_pcr,c255,mode,mode,mode,mode,0.8249013832395565,0.8066681334984328
seiclr_triviaqa_opt30b,QA,triviaqa,dufs_liu,c255,mode,mode,mode,mode,0.8239221299033418,0.8055591488192547
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c000,drop,drop,drop,drop,0.805718481167545,0.7711870634968545
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c000,drop,drop,drop,drop,0.8059055131200836,0.7712052832136318
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c001,drop,drop,drop,raw,0.8055351898540568,0.768068813115141
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c001,drop,drop,drop,raw,0.8059942493908994,0.7688128871816144
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c002,drop,drop,drop,squared,0.8065104575799062,0.7724824715395182
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c002,drop,drop,drop,squared,0.8069979875361907,0.7729980325210362
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c003,drop,drop,drop,mode,0.8079782427807745,0.7756110894341391
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c003,drop,drop,drop,mode,0.8084163131762765,0.7763347608512267
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c004,drop,drop,raw,drop,0.8049921737518526,0.7703715468776369
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c004,drop,drop,raw,drop,0.8057082983167956,0.7716739362727432
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c005,drop,drop,raw,raw,0.8061118717077181,0.7693973976979098
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c005,drop,drop,raw,raw,0.8068741308209539,0.77045386807995
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c006,drop,drop,raw,squared,0.8069549701871068,0.7738363482316665
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c006,drop,drop,raw,squared,0.8078446188413495,0.7745970222587585
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c007,drop,drop,raw,mode,0.8079387582574606,0.7759938559536622
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c007,drop,drop,raw,mode,0.8085455730368086,0.7769815461939832
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c008,drop,drop,squared,drop,0.8037885192306253,0.7690628724490964
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c008,drop,drop,squared,drop,0.8044242200559767,0.7699626937100272
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c009,drop,drop,squared,raw,0.8044905124924876,0.7675360110375914
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c009,drop,drop,squared,raw,0.8054886396792027,0.7689274865260962
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c010,drop,drop,squared,squared,0.8053701861092616,0.771432798792012
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c010,drop,drop,squared,squared,0.8062999427266598,0.7725918701161856
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c011,drop,drop,squared,mode,0.8062594191369432,0.7742021526157343
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c011,drop,drop,squared,mode,0.8067980711602548,0.7752321745954261
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c012,drop,drop,mode,drop,0.804020646665054,0.7704645886836619
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c012,drop,drop,mode,drop,0.8046131223280407,0.7716608152087903
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c013,drop,drop,mode,raw,0.8047546431721284,0.7685361455040824
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c013,drop,drop,mode,raw,0.8058003596001007,0.7700437200899221
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c014,drop,drop,mode,squared,0.8056361871084279,0.7725081975285436
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c014,drop,drop,mode,squared,0.8068741308209539,0.7738589522671133
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c015,drop,drop,mode,mode,0.8066895926277823,0.7751331051289571
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c015,drop,drop,mode,mode,0.8077218011925157,0.7766041841115815
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c016,drop,raw,drop,drop,0.805718481167545,0.7711870634968545
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c016,drop,raw,drop,drop,0.8059055131200836,0.7712052832136318
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c017,drop,raw,drop,raw,0.8055351898540568,0.768068813115141
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c017,drop,raw,drop,raw,0.8059942493908994,0.7688128871816144
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c018,drop,raw,drop,squared,0.8065104575799062,0.7724824715395182
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c018,drop,raw,drop,squared,0.8069979875361907,0.7729980325210362
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c019,drop,raw,drop,mode,0.8079782427807745,0.7756110894341391
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c019,drop,raw,drop,mode,0.8084163131762765,0.7763347608512267
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c020,drop,raw,raw,drop,0.8049921737518526,0.7703715468776369
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c020,drop,raw,raw,drop,0.8057082983167956,0.7716739362727432
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c021,drop,raw,raw,raw,0.8061118717077181,0.7693973976979098
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c021,drop,raw,raw,raw,0.8068741308209539,0.77045386807995
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c022,drop,raw,raw,squared,0.8069549701871068,0.7738363482316665
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c022,drop,raw,raw,squared,0.8078446188413495,0.7745970222587585
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c023,drop,raw,raw,mode,0.8079387582574606,0.7759938559536622
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c023,drop,raw,raw,mode,0.8085455730368086,0.7769815461939832
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c024,drop,raw,squared,drop,0.8037885192306253,0.7690628724490964
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c024,drop,raw,squared,drop,0.8044242200559767,0.7699626937100272
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c025,drop,raw,squared,raw,0.8044905124924876,0.7675360110375914
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c025,drop,raw,squared,raw,0.8054886396792027,0.7689274865260962
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c026,drop,raw,squared,squared,0.8053701861092616,0.771432798792012
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c026,drop,raw,squared,squared,0.8062999427266598,0.7725918701161856
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c027,drop,raw,squared,mode,0.8062594191369432,0.7742021526157343
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c027,drop,raw,squared,mode,0.8067980711602548,0.7752321745954261
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c028,drop,raw,mode,drop,0.804020646665054,0.7704645886836619
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c028,drop,raw,mode,drop,0.8046131223280407,0.7716608152087903
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c029,drop,raw,mode,raw,0.8047546431721284,0.7685361455040824
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c029,drop,raw,mode,raw,0.8058003596001007,0.7700437200899221
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c030,drop,raw,mode,squared,0.8056361871084279,0.7725081975285436
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c030,drop,raw,mode,squared,0.8068741308209539,0.7738589522671133
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c031,drop,raw,mode,mode,0.8066895926277823,0.7751331051289571
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c031,drop,raw,mode,mode,0.8077218011925157,0.7766041841115815
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c032,drop,squared,drop,drop,0.805718481167545,0.7711870634968545
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c032,drop,squared,drop,drop,0.8059055131200836,0.7712052832136318
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c033,drop,squared,drop,raw,0.8055351898540568,0.768068813115141
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c033,drop,squared,drop,raw,0.8059942493908994,0.7688128871816144
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c034,drop,squared,drop,squared,0.8065104575799062,0.7724824715395182
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c034,drop,squared,drop,squared,0.8069979875361907,0.7729980325210362
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c035,drop,squared,drop,mode,0.8079782427807745,0.7756110894341391
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c035,drop,squared,drop,mode,0.8084163131762765,0.7763347608512267
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c036,drop,squared,raw,drop,0.8049921737518526,0.7703715468776369
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c036,drop,squared,raw,drop,0.8057082983167956,0.7716739362727432
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c037,drop,squared,raw,raw,0.8061118717077181,0.7693973976979098
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c037,drop,squared,raw,raw,0.8068741308209539,0.77045386807995
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c038,drop,squared,raw,squared,0.8069549701871068,0.7738363482316665
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c038,drop,squared,raw,squared,0.8078446188413495,0.7745970222587585
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c039,drop,squared,raw,mode,0.8079387582574606,0.7759938559536622
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c039,drop,squared,raw,mode,0.8085455730368086,0.7769815461939832
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c040,drop,squared,squared,drop,0.8037885192306253,0.7690628724490964
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c040,drop,squared,squared,drop,0.8044242200559767,0.7699626937100272
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c041,drop,squared,squared,raw,0.8044905124924876,0.7675360110375914
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c041,drop,squared,squared,raw,0.8054886396792027,0.7689274865260962
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c042,drop,squared,squared,squared,0.8053701861092616,0.771432798792012
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c042,drop,squared,squared,squared,0.8062999427266598,0.7725918701161856
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c043,drop,squared,squared,mode,0.8062594191369432,0.7742021526157343
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c043,drop,squared,squared,mode,0.8067980711602548,0.7752321745954261
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c044,drop,squared,mode,drop,0.804020646665054,0.7704645886836619
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c044,drop,squared,mode,drop,0.8046131223280407,0.7716608152087903
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c045,drop,squared,mode,raw,0.8047546431721284,0.7685361455040824
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c045,drop,squared,mode,raw,0.8058003596001007,0.7700437200899221
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c046,drop,squared,mode,squared,0.8056361871084279,0.7725081975285436
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c046,drop,squared,mode,squared,0.8068741308209539,0.7738589522671133
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c047,drop,squared,mode,mode,0.8066895926277823,0.7751331051289571
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c047,drop,squared,mode,mode,0.8077218011925157,0.7766041841115815
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c048,drop,mode,drop,drop,0.805718481167545,0.7711870634968545
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c048,drop,mode,drop,drop,0.8059055131200836,0.7712052832136318
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c049,drop,mode,drop,raw,0.8055351898540568,0.768068813115141
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c049,drop,mode,drop,raw,0.8059942493908994,0.7688128871816144
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c050,drop,mode,drop,squared,0.8065104575799062,0.7724824715395182
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c050,drop,mode,drop,squared,0.8069979875361907,0.7729980325210362
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c051,drop,mode,drop,mode,0.8079782427807745,0.7756110894341391
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c051,drop,mode,drop,mode,0.8084163131762765,0.7763347608512267
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c052,drop,mode,raw,drop,0.8049921737518526,0.7703715468776369
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c052,drop,mode,raw,drop,0.8057082983167956,0.7716739362727432
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c053,drop,mode,raw,raw,0.8061118717077181,0.7693973976979098
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c053,drop,mode,raw,raw,0.8068741308209539,0.77045386807995
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c054,drop,mode,raw,squared,0.8069549701871068,0.7738363482316665
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c054,drop,mode,raw,squared,0.8078446188413495,0.7745970222587585
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c055,drop,mode,raw,mode,0.8079387582574606,0.7759938559536622
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c055,drop,mode,raw,mode,0.8085455730368086,0.7769815461939832
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c056,drop,mode,squared,drop,0.8037885192306253,0.7690628724490964
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c056,drop,mode,squared,drop,0.8044242200559767,0.7699626937100272
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c057,drop,mode,squared,raw,0.8044905124924876,0.7675360110375914
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c057,drop,mode,squared,raw,0.8054886396792027,0.7689274865260962
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c058,drop,mode,squared,squared,0.8053701861092616,0.771432798792012
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c058,drop,mode,squared,squared,0.8062999427266598,0.7725918701161856
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c059,drop,mode,squared,mode,0.8062594191369432,0.7742021526157343
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c059,drop,mode,squared,mode,0.8067980711602548,0.7752321745954261
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c060,drop,mode,mode,drop,0.804020646665054,0.7704645886836619
semenergy_triviaqa_qwen3_8b,QA,triviaqa,dufs_liu,c060,drop,mode,mode,drop,0.8046131223280407,0.7716608152087903
semenergy_triviaqa_qwen3_8b,QA,triviaqa,iu_pcr,c061,drop,mode,mode,raw,0.8047546431721284,0.7685361455040824
