checkpoint_date,git_rev,stale_rows_at_gate,new_bench_rows,variant,pool_mode,n_cells,macro_all,macro_qa,macro_math,delta_vs_good5_all,wilcoxon_p,wins,ties,losses,G_macro,role,current_best_ref,delta_vs_current_best_ref,n_cells_shared_with_best_ref,delta_vs_current_best_ref_MATCHED
2026-07-23,d75d7a8-dirty,0,0,a5.mrmr_a0.0_adapt,h16,25,0.7217,0.6763,0.752,-0.0302,6e-05,5,0,20,FAIL,fs_selector_candidate,ref.LOCO_5,-0.048799999999999955,24,-0.02605319866809508
2026-07-23,d75d7a8-dirty,0,0,ref.STABLE_H9,h16,25,0.7025,0.6572,0.7328,-0.0493,0.0,2,0,23,FAIL,"reference_macro (hand-curated, not FS output)",ref.LOCO_5,-0.06799999999999995,24,-0.05850086142076005
2026-07-23,d75d7a8-dirty,0,0,random_s6,h16,25,0.7009,0.6669,0.7235,-0.051,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.0696,24,-0.028920012141257168
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k8,h16,25,0.6977,0.6556,0.7258,-0.0542,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.07279999999999998,24,-0.037677196192718476
2026-07-23,d75d7a8-dirty,0,0,kurtosis_s6,h16,25,0.6972,0.6626,0.7202,-0.0547,3e-05,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.07329999999999992,24,-0.033874016296521314
2026-07-23,d75d7a8-dirty,0,0,kurtosis_s5,h16,25,0.697,0.6627,0.7199,-0.0549,6e-05,5,0,20,FAIL,fs_selector_candidate,ref.LOCO_5,-0.07350000000000001,24,-0.06674094054453084
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k3,h16,25,0.6932,0.657,0.7173,-0.0587,1e-05,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.07729999999999992,24,-0.02473793249621392
2026-07-23,d75d7a8-dirty,0,0,ref.ALL_H16,h16,25,0.6919,0.6631,0.711,-0.06,0.0,2,0,23,FAIL,"reference_macro (hand-curated, not FS output)",ref.LOCO_5,-0.0786,24,-0.06902688165114468
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k5,h16,25,0.6902,0.6631,0.7082,-0.0617,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08029999999999993,24,-0.04579491526391388
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k7,h16,25,0.6885,0.6612,0.7067,-0.0634,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08199999999999996,24,-0.0438177399113755
2026-07-23,d75d7a8-dirty,0,0,lapscore_s6,h16,25,0.6858,0.6482,0.7109,-0.0661,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.0847,24,-0.038531436925806184
2026-07-23,d75d7a8-dirty,0,0,spec_s6,h16,25,0.6858,0.6482,0.7109,-0.0661,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.0847,24,-0.038531436925806184
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k4,h16,25,0.6843,0.6607,0.7,-0.0676,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08619999999999994,24,-0.041847947115602135
2026-07-23,d75d7a8-dirty,0,0,a3.cae,h16,25,0.6836,0.663,0.6973,-0.0683,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08689999999999998,24,-0.05620360178564654
2026-07-23,d75d7a8-dirty,0,0,a2.dufs,h16,25,0.6828,0.6638,0.6955,-0.0691,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.0877,24,-0.010825439514888235
2026-07-23,d75d7a8-dirty,0,0,a2.select+groups,h16,25,0.6823,0.6625,0.6954,-0.0696,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08819999999999995,24,-0.014088884115856182
2026-07-23,d75d7a8-dirty,0,0,a3.cae_k6,h16,25,0.6817,0.655,0.6995,-0.0702,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08879999999999999,24,-0.0649837660165401
2026-07-23,d75d7a8-dirty,0,0,a1.minres+K_ah,h16,25,0.6805,0.6251,0.7174,-0.0714,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.08999999999999997,24,-0.06986338713898943
2026-07-23,d75d7a8-dirty,0,0,a1.relres_greedy,h16,25,0.6804,0.6277,0.7155,-0.0715,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09009999999999996,24,-0.07014321748185404
2026-07-23,d75d7a8-dirty,0,0,a1.router@minres,h16,25,0.6801,0.6276,0.7151,-0.0718,0.0,2,0,23,FAIL,"router (fixed subset, learned fusion choice only)",ref.LOCO_5,-0.09039999999999992,24,-0.08064650081680025
2026-07-23,d75d7a8-dirty,0,0,kurtosis_s4,h16,25,0.6796,0.634,0.71,-0.0723,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09089999999999998,24,-0.08428484647502488
2026-07-23,d75d7a8-dirty,0,0,mcfs_s6,h16,25,0.6788,0.6311,0.7106,-0.0731,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.0917,24,-0.032820740117144864
2026-07-23,d75d7a8-dirty,0,0,a2.select,h16,25,0.6786,0.656,0.6937,-0.0733,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09189999999999998,24,-0.0121890602243383
2026-07-23,d75d7a8-dirty,0,0,random_s5,h16,25,0.6751,0.6378,0.6999,-0.0768,0.0,0,0,25,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09539999999999993,24,-0.04001340245319518
2026-07-23,d75d7a8-dirty,0,0,a4.recon_s5,h16,25,0.6749,0.6507,0.6911,-0.077,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09559999999999991,24,-0.04527947514407449
2026-07-23,d75d7a8-dirty,0,0,lapscore_s4,h16,25,0.6743,0.6457,0.6934,-0.0776,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09619999999999995,24,-0.03997994746218725
2026-07-23,d75d7a8-dirty,0,0,spec_s4,h16,25,0.6743,0.6457,0.6934,-0.0776,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09619999999999995,24,-0.03997994746218725
2026-07-23,d75d7a8-dirty,0,0,decorr_s6,h16,25,0.6736,0.6356,0.699,-0.0783,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09689999999999999,24,-0.10533062550036265
2026-07-23,d75d7a8-dirty,0,0,a1.relres_exh_adapt,h16,19,0.6728,0.6456,0.703,-0.064,2e-05,2,0,17,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09770000000000001,18,-0.07477457140362898
2026-07-23,d75d7a8-dirty,0,0,a1.minres_exh_adapt,h16,19,0.6718,0.6456,0.7009,-0.065,1e-05,1,0,18,FAIL,fs_selector_candidate,ref.LOCO_5,-0.09870000000000001,18,-0.0758250800882111
2026-07-23,d75d7a8-dirty,0,0,a4.recon_s6,h16,25,0.6698,0.6249,0.6998,-0.0821,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10070000000000001,24,-0.0423994239636345
2026-07-23,d75d7a8-dirty,0,0,lapscore_s5,h16,25,0.6669,0.6221,0.6968,-0.085,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10359999999999991,24,-0.041257094124751426
2026-07-23,d75d7a8-dirty,0,0,spec_s5,h16,25,0.6669,0.6221,0.6968,-0.085,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10359999999999991,24,-0.041257094124751426
2026-07-23,d75d7a8-dirty,0,0,a1.relres_exh_s5,h16,19,0.6662,0.655,0.6786,-0.0706,2e-05,2,0,17,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10429999999999995,18,-0.0750443403701978
2026-07-23,d75d7a8-dirty,0,0,lapscore_adapt,h16,25,0.6646,0.619,0.6951,-0.0873,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.1059,24,-0.03769967408319419
2026-07-23,d75d7a8-dirty,0,0,spec_adapt,h16,25,0.6646,0.619,0.6951,-0.0873,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.1059,24,-0.03769967408319419
2026-07-23,d75d7a8-dirty,0,0,a1.relres_exh_s6,h16,19,0.6644,0.6321,0.7004,-0.0724,0.0,0,0,19,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10609999999999997,18,-0.07607485997488073
2026-07-23,d75d7a8-dirty,0,0,random_s4,h16,25,0.6637,0.6391,0.6801,-0.0882,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.1068,24,-0.06676926307035025
2026-07-23,d75d7a8-dirty,0,0,mcfs_adapt,h16,25,0.6633,0.6284,0.6866,-0.0886,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10719999999999996,24,-0.04447953769369928
2026-07-23,d75d7a8-dirty,0,0,a4.recon_adapt,h16,25,0.6629,0.5998,0.705,-0.089,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10759999999999992,24,-0.04881016770223312
2026-07-23,d75d7a8-dirty,0,0,a1.relres_exh_s4,h16,19,0.6616,0.6368,0.689,-0.0752,1e-05,1,0,18,FAIL,fs_selector_candidate,ref.LOCO_5,-0.1089,18,-0.08202700794878903
2026-07-23,d75d7a8-dirty,0,0,mcfs_s5,h16,25,0.6608,0.629,0.6819,-0.0911,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.10969999999999991,24,-0.03269927245717341
2026-07-23,d75d7a8-dirty,0,0,a1.minres_exh_s6,h16,19,0.6604,0.6443,0.6783,-0.0764,1e-05,1,0,18,FAIL,fs_selector_candidate,ref.LOCO_5,-0.11009999999999998,18,-0.08104948018468061
2026-07-23,d75d7a8-dirty,0,0,a1.minres_exh_s5,h16,19,0.6578,0.6518,0.6645,-0.079,0.0,0,0,19,FAIL,fs_selector_candidate,ref.LOCO_5,-0.11269999999999991,18,-0.0839188229488993
2026-07-23,d75d7a8-dirty,0,0,a1.minres_exh_s4,h16,19,0.6576,0.6338,0.6841,-0.0791,1e-05,1,0,18,FAIL,fs_selector_candidate,ref.LOCO_5,-0.1129,18,-0.08617536870449749
2026-07-23,d75d7a8-dirty,0,0,a4.recon_s4,h16,25,0.6574,0.6069,0.691,-0.0945,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.11309999999999998,24,-0.04736987621622335
2026-07-23,d75d7a8-dirty,0,0,a1.upcrres_greedy,h16,25,0.6559,0.6455,0.6628,-0.096,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.11459999999999992,24,-0.043099124091508845
2026-07-23,d75d7a8-dirty,0,0,mcfs_s4,h16,25,0.654,0.6292,0.6706,-0.0979,0.0,1,0,24,FAIL,fs_selector_candidate,ref.LOCO_5,-0.11649999999999994,24,-0.04428244264042569
2026-07-23,d75d7a8-dirty,0,0,mad_s6,h16,25,0.649,0.6555,0.6448,-0.1029,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.12149999999999994,24,-0.08395988424723766
2026-07-23,d75d7a8-dirty,0,0,mad_s5,h16,25,0.6474,0.6367,0.6545,-0.1045,0.0,2,0,23,FAIL,fs_selector_candidate,ref.LOCO_5,-0.12309999999999999,24,-0.09214760716538739
2026-07-23,d75d7a8-dirty,0,0,decorr_s5,h16,25,0.6315,0.5805,0.6655,-0.1204,0.0,0,0,25,FAIL,fs_selector_candidate,ref.LOCO_5,-0.139,24,-0.12252303408503284
2026-07-23,d75d7a8-dirty,0,0,mad_s4,h16,25,0.6231,0.6225,0.6234,-0.1288,0.0,3,0,22,FAIL,fs_selector_candidate,ref.LOCO_5,-0.14739999999999998,24,-0.11474211000172696
2026-07-23,d75d7a8-dirty,0,0,decorr_s4,h16,25,0.618,0.6045,0.6271,-0.1339,0.0,0,0,25,FAIL,fs_selector_candidate,ref.LOCO_5,-0.15249999999999997,24,-0.13638613208790218
