panel,candidate,q,macro_f1,auroc,auprc,pb_localization
math,entropy_native__token_top10,0.45,0.6332714471793994,0.791376582411677,0.7750989469815459,
math,q15_raw4_mean__token_top10,0.45,0.632754788260062,0.7872276135156343,0.7595072058629677,
processbench,entropy_native__token_top10,0.45,0.6935668328228505,0.792620149001767,0.857896314345644,0.3553389219932978
