method,math_q,math_answer_f1,pb_answer_f1,pb_auroc,pb_auprc,pb_localization,clean_accuracy,error_exact_accuracy
tail15_mass__token_top10,0.4,0.6324145271394603,0.6979320290321976,0.7995708964235309,0.8634888294069896,0.3667356741482468,0.681509754028838,0.23818099954975236
tail15_mass__token_mean,0.45,0.6259270136134119,0.6915002614633553,0.7921721845324179,0.8594064523440137,0.36606383086902705,0.727735368956743,0.22872579918955427
