acc,cell,cont_16,cont_30,cont_5,cont_9,dataset,delta_16,delta_30,delta_5,delta_9,k,lr_16,lr_30,lr_5,lr_9,lr_ci_16,lr_ci_30,lr_ci_5,lr_ci_9,lr_in_16,lr_in_30,lr_in_5,lr_in_9,model,n,n_avail_16,n_avail_30,n_avail_5,n_avail_9,used_16,used_30,used_5,used_9
0.724,lapeigvals_gsm8k_llama8b,0.7945,,0.8152,0.8048,gsm8k,0.009525784590853181,,-0.006614800318909819,0.00017481336522429114,1,0.8040257845908532,0.8097611799666595,0.8085851996810902,0.8049748133652243,"[np.float64(0.7544147283930084), np.float64(0.8455298725646896)]","[np.float64(0.7592734364120419), np.float64(0.8525995690320842)]","[np.float64(0.7600755418165532), np.float64(0.8503725521748657)]","[np.float64(0.7586078483754752), np.float64(0.8482739492075225)]",0.834414284570422,0.8546921290735847,0.8173993113940268,0.8262871326767556,meta-llama/Llama-3.1-8B-Instruct,500,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.9173616376042456,lapeigvals_gsm8k_mistral24b,0.8079,,0.8006,0.8047,gsm8k,0.060042112983435314,,0.04971662552323708,0.038831537333190336,1,0.8679421129834353,0.8694679975671711,0.8503166255232371,0.8435315373331903,"[np.float64(0.8281880994367448), np.float64(0.9025426685989457)]","[np.float64(0.8330510951133738), np.float64(0.9026988782976147)]","[np.float64(0.8046279910637743), np.float64(0.8886066336403875)]","[np.float64(0.7977243007579379), np.float64(0.88255203858278)]",0.8903707635150504,0.9050496625976193,0.8559178102964591,0.867025551596027,mistralai/Mistral-Small-24B-Instruct-2501,1319,16,30,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.8294162244124337,lapeigvals_gsm8k_nemo,0.7389,,0.782,0.7228,gsm8k,0.0580277458934364,,0.02325016407635483,0.061654963949748454,1,0.7969277458934364,0.8021962492843476,0.8052501640763549,0.7844549639497485,"[np.float64(0.7618961468425904), np.float64(0.8325273076582788)]","[np.float64(0.7700645818708048), np.float64(0.8352202117180012)]","[np.float64(0.7712946434076549), np.float64(0.8395758399641515)]","[np.float64(0.7469812922872139), np.float64(0.8191703686600408)]",0.8228275441803778,0.8377005890717042,0.8144546008531384,0.8030144221003453,mistralai/Mistral-Nemo-Instruct-2407,1319,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.8476118271417741,lapeigvals_gsm8k_phi35,0.7357,,0.8032,0.7264,gsm8k,0.06340734304932727,,0.007898952555428829,0.05680362181840892,1,0.7991073430493273,0.8089986899618754,0.8110989525554289,0.783203621818409,"[np.float64(0.7611282719683925), np.float64(0.8361260217937738)]","[np.float64(0.7718323215688474), np.float64(0.8441738079035207)]","[np.float64(0.774731567911225), np.float64(0.843922311192163)]","[np.float64(0.7467741436837365), np.float64(0.8161933171992627)]",0.8286519103943609,0.847195151256241,0.8169394530033198,0.7993841169821732,microsoft/Phi-3.5-mini-instruct,1319,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.338,losnet_hotpotqa_mistral7b,0.5434,,0.5754,0.5229,hotpotqa,0.04208168249660793,,-0.0027711655625615172,0.04358575305291723,1,0.5854816824966079,0.6311237928007023,0.5726288344374385,0.5664857530529173,"[np.float64(0.5481021564327079), np.float64(0.6423510184887102)]","[np.float64(0.5824016045813842), np.float64(0.6821079329610993)]","[np.float64(0.5416890736860237), np.float64(0.6256991861391699)]","[np.float64(0.5358363379606945), np.float64(0.6239018879177175)]",0.6480094388530363,0.702086201040419,0.6026564650780315,0.6031570103148072,mistralai/Mistral-7B-Instruct-v0.2,500,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.19,math500_dsmath7b,0.7098,,0.7512,0.7155,math500,0.02525656050298908,,0.01970226242011952,0.04145217480931762,1,0.7350565605029891,0.7243474283652855,0.7709022624201195,0.7569521748093176,"[np.float64(0.6648211462062051), np.float64(0.8015746916863672)]","[np.float64(0.6620620959330096), np.float64(0.7999736820653586)]","[np.float64(0.6995071919769593), np.float64(0.8276193545105871)]","[np.float64(0.6875905102658619), np.float64(0.8201643842496622)]",0.8282434481264891,0.8568334416287633,0.8064399682333406,0.8123601184030034,deepseek-ai/deepseek-math-7b-instruct,300,16,30,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.22666666666666666,math500_qwenmath7b,0.892,,0.9109,0.9049,math500,0.059721543950961076,,0.02799611775828248,0.0439507791930549,1,0.9517215439509611,0.9366129245407692,0.9388961177582825,0.9488507791930549,"[np.float64(0.9262654532168598), np.float64(0.9751870413108304)]","[np.float64(0.8974175607772549), np.float64(0.9672080881723656)]","[np.float64(0.9063014388484186), np.float64(0.9679799125131952)]","[np.float64(0.9196663192456711), np.float64(0.9749373598174019)]",0.9647565922920893,0.9735040567951319,0.9372464503042597,0.9473250507099392,Qwen/Qwen2.5-Math-7B-Instruct,300,14,28,5,9,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.2866666666666667,math500_r1distill8b,0.8064,,0.8358,0.8106,math500,0.05648949688402494,,0.017714790929291735,0.044264684892044714,1,0.8628894968840249,0.8653428296383152,0.8535147909292917,0.8548646848920447,"[np.float64(0.8165176737411324), np.float64(0.9048944925421152)]","[np.float64(0.8155649839709819), np.float64(0.9117502097858505)]","[np.float64(0.8021632825392169), np.float64(0.8987155421050241)]","[np.float64(0.805152854638915), np.float64(0.8997537964249461)]",0.8907846120408607,0.8994240382525539,0.8682351662682026,0.8744294718539448,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,300,14,28,5,9,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.39,math500_r1distill8b_mn4096,0.7583,,0.8362,0.7533,math500,0.09308453671062356,,-0.0002912651782218667,0.09130792314053193,1,0.8513845367106235,0.847838055446751,0.8359087348217782,0.8446079231405319,"[np.float64(0.804709612830662), np.float64(0.8961154810299895)]","[np.float64(0.7990499660806201), np.float64(0.8927370317718851)]","[np.float64(0.7872080219787485), np.float64(0.8823329128452838)]","[np.float64(0.7939290306009025), np.float64(0.8881256978332427)]",0.876278548409696,0.8948204194105833,0.842791088692728,0.8553547242071833,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,300,15,29,5,9,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.4988627748294162,noise_gsm8k_mistral7b,0.7201,,0.7851,0.7051,gsm8k,0.09740250294526931,,0.02329321836755993,0.08057636008512237,1,0.8175025029452693,0.8238251902757545,0.80839321836756,0.7856763600851223,"[np.float64(0.7931439843053529), np.float64(0.837918574467744)]","[np.float64(0.8012958560949888), np.float64(0.8448940487724538)]","[np.float64(0.7842768808871703), np.float64(0.8309957789357525)]","[np.float64(0.7597454538717423), np.float64(0.8071361058056675)]",0.8291296690562793,0.8429638247290419,0.8121617333964841,0.7945017450763097,mistralai/Mistral-7B-Instruct-v0.3,1319,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.709628506444276,noise_gsm8k_phi3mini,0.5988,,0.6643,0.6313,gsm8k,0.11532771234191252,,0.020808699574524137,0.05367848317045154,1,0.7141277123419125,0.7174309329758575,0.6851086995745241,0.6849784831704515,"[np.float64(0.6822155691226673), np.float64(0.7437187726282198)]","[np.float64(0.6856867616680297), np.float64(0.7485412107692849)]","[np.float64(0.6491358404871586), np.float64(0.7202100455097048)]","[np.float64(0.6526938811145566), np.float64(0.717162435618244)]",0.7317399745598179,0.7451434915534132,0.6888431411930107,0.6973929392336703,microsoft/Phi-3-mini-4k-instruct,1319,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.12083333333333333,rag_2wikimultihopqa_llama70b,0.4254,,0.4399,0.4749,lciteeval_2wikimultihopqa,0.266054411221853,,0.2768737172388335,0.23597855297157622,1,0.691454411221853,0.6281321520856404,0.7167737172388335,0.7108785529715762,"[np.float64(0.6156111168829712), np.float64(0.7928237037510293)]","[np.float64(0.576616124221307), np.float64(0.758584655942609)]","[np.float64(0.6569346456309297), np.float64(0.8289868174372231)]","[np.float64(0.6422616889613664), np.float64(0.795609271327955)]",0.8378820068638667,0.8695865337473443,0.7669553848668084,0.7672822356594214,meta-llama/Llama-3.3-70B-Instruct,240,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.04583333333333333,rag_2wikimultihopqa_llama8b,0.2291,,0.2914,0.397,lciteeval_2wikimultihopqa,0.6358436392914654,,0.5398560386473431,0.40895813204508846,1,0.8649436392914653,0.8528824476650565,0.8312560386473431,0.8059581320450885,"[np.float64(0.6786752223347967), np.float64(0.9330474935136128)]","[np.float64(0.6698054512127131), np.float64(0.9354425343474834)]","[np.float64(0.6514194194878168), np.float64(0.9110531224095054)]","[np.float64(0.638642906088327), np.float64(0.9115706248341686)]",0.9587137753076618,0.9753870583564906,0.8769352917824532,0.9027391822151647,meta-llama/Llama-3.1-8B-Instruct,240,16,30,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.058333333333333334,rag_2wikimultihopqa_mistral24b,0.3006,,0.3208,0.3628,lciteeval_2wikimultihopqa,0.408997423510467,,0.4527909822866345,0.3915478260869565,1,0.709597423510467,0.7509822866344605,0.7735909822866345,0.7543478260869565,"[np.float64(0.6105551285684184), np.float64(0.8286001690201936)]","[np.float64(0.6400506333257844), np.float64(0.8592920918248163)]","[np.float64(0.6670891835406173), np.float64(0.8517354171868415)]","[np.float64(0.6386207155782162), np.float64(0.8562159207275728)]",0.9108723135271808,0.9715549936788875,0.8571428571428572,0.8742098609355247,mistralai/Mistral-Small-24B-Instruct-2501,240,16,30,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.10833333333333334,rag_2wikimultihopqa_qwen72b,0.5794,,0.543,0.5918,lciteeval_2wikimultihopqa,0.22310276854928013,,0.181141749723145,0.1488053894425988,1,0.8025027685492802,0.877858988556663,0.724141749723145,0.7406053894425988,"[np.float64(0.7252969655150036), np.float64(0.8692147479089508)]","[np.float64(0.8108451628221444), np.float64(0.9297419416896745)]","[np.float64(0.6250550941265836), np.float64(0.8318154330288476)]","[np.float64(0.6712613554599693), np.float64(0.8458200889530623)]",0.9090582314881381,0.9676491732566498,0.7496405463695184,0.8217109992810928,Qwen/Qwen2.5-72B-Instruct,240,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.07083333333333333,rag_2wikimultihopqa_qwen7b,0.421,,0.3521,0.4553,lciteeval_2wikimultihopqa,0.16176936026936034,,0.2994993265993266,0.1868885521885521,1,0.5827693602693603,0.5691919191919191,0.6515993265993266,0.6421885521885521,"[np.float64(0.5524797254725378), np.float64(0.7227513901424871)]","[np.float64(0.5551712806030904), np.float64(0.7427607433883492)]","[np.float64(0.5981200168164748), np.float64(0.8015463854549192)]","[np.float64(0.5829778020588183), np.float64(0.7601415748814262)]",0.8322342389870747,0.874175679240306,0.7681350567132683,0.6483777367449222,Qwen/Qwen2.5-7B-Instruct,240,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.075,rag_hotpotqa_llama70b,0.4952,,0.6769,0.5388,lciteeval_hotpotqa,0.28046498316498314,,0.12149225589225587,0.26651144781144787,1,0.7756649831649831,0.7672643097643098,0.7983922558922558,0.8053114478114478,"[np.float64(0.6759576677629002), np.float64(0.8730248365437319)]","[np.float64(0.669092885375494), np.float64(0.8811729945024782)]","[np.float64(0.6846448955787464), np.float64(0.9052097701978371)]","[np.float64(0.696602068824895), np.float64(0.8893660579161812)]",0.9096596596596598,0.9311811811811811,0.8438438438438438,0.8868868868868869,meta-llama/Llama-3.3-70B-Instruct,240,16,29,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
0.058333333333333334,rag_hotpotqa_llama8b,0.4339,,0.5389,0.5591,lciteeval_hotpotqa,0.47138180354267306,,0.3858342995169083,0.34518341384863105,1,0.9052818035426731,0.9201932367149759,0.9247342995169083,0.9042834138486311,"[np.float64(0.7571758694717761), np.float64(0.9749296895479908)]","[np.float64(0.7695060552440481), np.float64(0.9851876006441224)]","[np.float64(0.7886083522280438), np.float64(0.9878580957086394)]","[np.float64(0.7706919145198516), np.float64(0.9730231354422457)]",0.9826169405815424,0.9898862199747156,0.9434260429835651,0.9364728192161821,meta-llama/Llama-3.1-8B-Instruct,240,16,30,5,9,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,epr|low_band_power|sw_var_peak|cusum_max|spectral_entropy,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|rpdi|pe_mean|cusum_max
