lane,representation,graph,tie_seed,graph_role,cells,median_raw_target_effect,exact_eligible_cells,exact_eligible_fraction,median_exact_target_effect,fraction_exact_effect_positive,fraction_exact_holm_p_le_0p05,median_exact_purity_excess,crt_eligible_cells,crt_eligible_fraction,median_crt_target_effect,fraction_crt_effect_positive,fraction_crt_holm_p_le_0p05,median_crt_purity_excess,pair_eligible_cells,pair_eligible_fraction,median_pair_target_effect,fraction_pair_effect_positive,fraction_pair_holm_p_le_0p05,median_pair_purity_excess,median_length_effect,healthy_graph_fraction,median_largest_component_fraction,median_isolated_fraction,mean_iu_auroc,mean_liu_auroc,mean_liu_delta_auroc,spearman_exact_effect_vs_liu_delta
global24,original,mutual_knn_k7,211,control,21,0.19911140555739004,19,0.9047619047619048,0.1363744272959125,1.0,0.0,0.048059784504604464,20,0.9523809523809523,0.16188233109186723,1.0,0.0,0.0579271378186581,13,0.6190476190476191,0.1049369219784482,1.0,0.0,0.038815603888248784,0.7361612597530882,0.6190476190476191,0.92,0.04,0.7625821857011141,0.7626947864126098,0.00011260071149582231,0.042105263157894736
global24,original,mutual_knn_k7,307,control,21,0.19911140555739004,19,0.9047619047619048,0.1363744272959125,1.0,0.0,0.048059784504604464,20,0.9523809523809523,0.16188233109186723,1.0,0.0,0.0579271378186581,13,0.6190476190476191,0.1049369219784482,1.0,0.0,0.038815603888248784,0.736201032408835,0.6190476190476191,0.92,0.04,0.7625821857011141,0.7626947864126098,0.00011260071149582231,0.042105263157894736
global24,original,length_only_knn_k7,101,control,21,0.034711229282584376,19,0.9047619047619048,0.0019364389630602153,0.5789473684210527,0.0,0.005619788348617538,20,0.9523809523809523,-0.00703018607034095,0.2,0.0,0.018109774969231773,13,0.6190476190476191,0.001711742830137046,0.5384615384615384,0.0,0.0014913921458283852,0.6897564901377579,0.2857142857142857,0.6183574879227053,0.0,0.7625821857011141,0.7623632328741052,-0.00021895282700887386,-0.30877192982456136
global24,original,length_only_knn_k7,211,control,21,0.03260509647314776,19,0.9047619047619048,-0.0024437270187891444,0.15789473684210525,0.0,-0.004012677800335207,20,0.9523809523809523,-0.013936107720043327,0.15,0.0,-0.006179870375768726,13,0.6190476190476191,-0.0015218069007082008,0.46153846153846156,0.0,-0.004271706676330145,0.7050591330884268,0.2857142857142857,0.6183574879227053,0.0,0.7625821857011141,0.7623100167917727,-0.00027216890934128867,0.38947368421052625
global24,original,length_only_knn_k7,307,control,21,0.03592390666030319,19,0.9047619047619048,0.0009911952337039117,0.631578947368421,0.0,0.004288342872175166,20,0.9523809523809523,-0.008061718512841404,0.2,0.0,0.005140343124575064,13,0.6190476190476191,0.00046864879169588,0.5384615384615384,0.0,0.001364626482948661,0.7003050384745572,0.2857142857142857,0.6183574879227053,0.0,0.7625821857011141,0.7624050623679504,-0.0001771233331636593,0.2263157894736842
global24,original,permuted_self_safe_union_knn_k7,101,control,21,0.0021132808524493233,19,0.9047619047619048,0.005126621789750882,0.6842105263157895,0.0,0.0023053771038336057,20,0.9523809523809523,0.002048122544409508,0.55,0.0,0.002040892625741475,13,0.6190476190476191,0.003337016120897768,0.6923076923076923,0.0,0.003622453400777381,-0.0013584965769022348,0.8571428571428571,1.0,0.0,0.7625821857011141,0.7625855393741728,3.3536730588146213e-06,-0.21412902456284613
global24,original,permuted_self_safe_union_knn_k7,211,control,21,-0.007462980806308709,19,0.9047619047619048,-0.003788256423444698,0.3157894736842105,0.0,-0.0017070028165949713,20,0.9523809523809523,-0.005101292669164944,0.3,0.0,-0.0024161177048274696,13,0.6190476190476191,-0.0005578776616178272,0.46153846153846156,0.0,-0.0009097900366640266,4.167988367762409e-05,0.8571428571428571,1.0,0.0,0.7625821857011141,0.7626061245858479,2.393888473382172e-05,-0.16842105263157894
global24,original,permuted_self_safe_union_knn_k7,307,control,21,0.0010536617415622964,19,0.9047619047619048,-0.000399204839407985,0.42105263157894735,0.0,4.542949573749233e-05,20,0.9523809523809523,0.0005472065815911938,0.55,0.0,0.0011339063890968837,13,0.6190476190476191,0.004942907140737615,0.6923076923076923,0.0,0.004340956501700077,0.00022625205167536315,0.8571428571428571,1.0,0.0,0.7625821857011141,0.7625673952451295,-1.4790455984578113e-05,0.0
global24,drop_length,union_knn_k7_self_safe,101,candidate,21,0.18491363681236153,19,0.9047619047619048,0.13811386853421095,1.0,0.8947368421052632,0.04570426910944736,20,0.9523809523809523,0.16614263204151813,1.0,0.9,0.056872072127751416,13,0.6190476190476191,0.10970287456801797,1.0,0.8461538461538461,0.03810078139379247,0.6546104283176747,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602887165010792,2.4647522996558092e-05,-0.07017543859649124
global24,drop_length,union_knn_k7_self_safe,211,candidate,21,0.18491363681236153,19,0.9047619047619048,0.13811386853421095,1.0,0.8947368421052632,0.04570426910944736,20,0.9523809523809523,0.16614263204151813,1.0,0.9,0.056872072127751416,13,0.6190476190476191,0.10970287456801797,1.0,0.8461538461538461,0.03810078139379247,0.6546104283176747,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602887165010792,2.4647522996558092e-05,-0.07017543859649124
global24,drop_length,union_knn_k7_self_safe,307,candidate,21,0.18491363681236153,19,0.9047619047619048,0.13811386853421095,1.0,0.8947368421052632,0.04570426910944736,20,0.9523809523809523,0.16614263204151813,1.0,0.9,0.056872072127751416,13,0.6190476190476191,0.10970287456801797,1.0,0.8461538461538461,0.03810078139379247,0.6546104283176747,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602887165010792,2.4647522996558092e-05,-0.07017543859649124
global24,drop_length,radius_edge_matched_k7,101,candidate,21,0.09322174394790417,19,0.9047619047619048,0.06853796713313356,0.9473684210526315,0.7894736842105263,0.06250736765828102,20,0.9523809523809523,0.08550718262949278,1.0,0.85,0.0757981546309533,13,0.6190476190476191,0.04755456355687716,1.0,0.6923076923076923,0.03414507882201312,0.24708219384442043,0.0,0.7156937073540561,0.2,0.7602640689780825,0.7602841622498043,2.0093271721741796e-05,-0.24035087719298245
global24,drop_length,radius_edge_matched_k7,211,candidate,21,0.09322174394790417,19,0.9047619047619048,0.06853796713313356,0.9473684210526315,0.7894736842105263,0.06250736765828102,20,0.9523809523809523,0.08550718262949278,1.0,0.85,0.0757981546309533,13,0.6190476190476191,0.04755456355687716,1.0,0.6923076923076923,0.03414507882201312,0.24708219384442043,0.0,0.7156937073540561,0.2,0.7602640689780825,0.7602841622498043,2.009327172173651e-05,-0.24035087719298245
global24,drop_length,radius_edge_matched_k7,307,candidate,21,0.09322174394790417,19,0.9047619047619048,0.06853796713313356,0.9473684210526315,0.7894736842105263,0.06250736765828102,20,0.9523809523809523,0.08550718262949278,1.0,0.85,0.0757981546309533,13,0.6190476190476191,0.04755456355687716,1.0,0.6923076923076923,0.03414507882201312,0.24708219384442043,0.0,0.7156937073540561,0.2,0.7602640689780825,0.7602841622498043,2.0093271721741796e-05,-0.24035087719298245
global24,drop_length,adaptive_knn_mean7_k3_25,101,candidate,21,0.1913203290598679,19,0.9047619047619048,0.14588730388597126,1.0,0.8947368421052632,0.05259408946789579,20,0.9523809523809523,0.1717773742498998,1.0,0.9,0.04482206966524099,13,0.6190476190476191,0.1023743100964443,1.0,0.8461538461538461,0.027690356631933533,0.6126394702847701,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7601773072002609,-8.676177782171579e-05,-0.07543859649122807
global24,drop_length,adaptive_knn_mean7_k3_25,211,candidate,21,0.1913203290598679,19,0.9047619047619048,0.14588730388597126,1.0,0.8947368421052632,0.052583377049999935,20,0.9523809523809523,0.1717773742498998,1.0,0.9,0.04482206966524099,13,0.6190476190476191,0.1023743100964443,1.0,0.8461538461538461,0.027690356631933533,0.6126394702847701,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7601773072002609,-8.676177782171049e-05,-0.07543859649122807
global24,drop_length,adaptive_knn_mean7_k3_25,307,candidate,21,0.1913203290598679,19,0.9047619047619048,0.14588730388597126,1.0,0.8947368421052632,0.052513466397121844,20,0.9523809523809523,0.1717773742498998,1.0,0.9,0.04482206966524099,13,0.6190476190476191,0.1023743100964443,1.0,0.8461538461538461,0.027690356631933533,0.6126394702847701,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7601773072002609,-8.676177782171579e-05,-0.07543859649122807
global24,drop_length,diffusion_edge_matched_base25_t2,101,candidate,21,0.17077578106376948,19,0.9047619047619048,0.12696319119792637,1.0,0.8947368421052632,0.04543332566027225,20,0.9523809523809523,0.15390673216936385,1.0,0.9,0.055251270845282696,13,0.6190476190476191,0.09048239697371371,1.0,0.8461538461538461,0.03709420842455324,0.6268297643242838,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7603566655910957,9.259661301312738e-05,-0.014035087719298246
global24,drop_length,diffusion_edge_matched_base25_t2,211,candidate,21,0.17077578106376948,19,0.9047619047619048,0.12696319119792637,1.0,0.8947368421052632,0.04543332566027225,20,0.9523809523809523,0.15387879292518927,1.0,0.9,0.055251270845282696,13,0.6190476190476191,0.09048239697371371,1.0,0.8461538461538461,0.03709420842455324,0.6268297643242838,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7603578830536061,9.381407552355725e-05,-0.014035087719298246
global24,drop_length,diffusion_edge_matched_base25_t2,307,candidate,21,0.17077578106376948,19,0.9047619047619048,0.12696319119792637,1.0,0.8947368421052632,0.04543332566027225,20,0.9523809523809523,0.15387024438141644,1.0,0.9,0.055251270845282696,13,0.6190476190476191,0.09048239697371371,1.0,0.8461538461538461,0.03709420842455324,0.6268297643242838,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7603578830536061,9.381407552355725e-05,-0.014035087719298246
global24,drop_length,diffusion_edge_matched_base25_t4,101,candidate,21,0.14083956969656367,19,0.9047619047619048,0.12629738808294277,0.8947368421052632,0.8947368421052632,0.0457772726409611,20,0.9523809523809523,0.1453241169642801,1.0,0.9,0.05450015633860589,13,0.6190476190476191,0.09082114873726965,1.0,0.8461538461538461,0.03924957486740133,0.542330868656553,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7603580147913536,9.394581327096119e-05,0.07192982456140351
global24,drop_length,diffusion_edge_matched_base25_t4,211,candidate,21,0.14083956969656367,19,0.9047619047619048,0.12629738808294277,0.8947368421052632,0.8947368421052632,0.0457772726409611,20,0.9523809523809523,0.1453241169642801,1.0,0.9,0.05450015633860589,13,0.6190476190476191,0.09082114873726965,1.0,0.8461538461538461,0.03924957486740133,0.542330868656553,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7603540637809424,8.999480285977666e-05,0.07192982456140351
global24,drop_length,diffusion_edge_matched_base25_t4,307,candidate,21,0.14083956969656367,19,0.9047619047619048,0.12629738808294277,0.8947368421052632,0.8947368421052632,0.0457772726409611,20,0.9523809523809523,0.1453241169642801,1.0,0.9,0.05450015633860589,13,0.6190476190476191,0.09082114873726965,1.0,0.8461538461538461,0.03924957486740133,0.542330868656553,0.8095238095238095,1.0,0.0,0.7602640689780825,0.7603540637809424,8.999480285977666e-05,0.07192982456140351
global24,drop_length,deployed_union_knn_k7,101,control,21,0.18467347655361427,19,0.9047619047619048,0.13807979733045087,1.0,0.0,0.04519974204610144,20,0.9523809523809523,0.16591122508422554,1.0,0.0,0.056794869162640704,13,0.6190476190476191,0.10961373433119496,1.0,0.0,0.037756093074230446,0.6539794241408977,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602870304573114,2.2961479228745225e-05,-0.07017543859649124
global24,drop_length,deployed_union_knn_k7,211,control,21,0.18467347655361427,19,0.9047619047619048,0.13807979733045087,1.0,0.0,0.04519974204610144,20,0.9523809523809523,0.16591122508422554,1.0,0.0,0.056794869162640704,13,0.6190476190476191,0.10961373433119496,1.0,0.0,0.037756093074230446,0.6539794241408977,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602870304573114,2.2961479228745225e-05,-0.07017543859649124
global24,drop_length,deployed_union_knn_k7,307,control,21,0.18467347655361427,19,0.9047619047619048,0.13807979733045087,1.0,0.0,0.04519974204610144,20,0.9523809523809523,0.16591122508422554,1.0,0.0,0.056794869162640704,13,0.6190476190476191,0.10961373433119496,1.0,0.0,0.037756093074230446,0.6539794241408977,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602870304573114,2.2961479228745225e-05,-0.07017543859649124
global24,drop_length,mutual_knn_k7,101,control,21,0.20032298216754585,19,0.9047619047619048,0.12343865724195469,1.0,0.0,0.04805545162510938,20,0.9523809523809523,0.16868903236646934,1.0,0.0,0.05839965776025696,13,0.6190476190476191,0.0790972940746934,1.0,0.0,0.03619132968011152,0.5468724786057259,0.6190476190476191,0.9249431387414708,0.03790750568612585,0.7602640689780825,0.7603903223458024,0.00012625336771966898,-0.057894736842105256
global24,drop_length,mutual_knn_k7,211,control,21,0.20032298216754585,19,0.9047619047619048,0.12343865724195469,1.0,0.0,0.04805545162510938,20,0.9523809523809523,0.16868903236646934,1.0,0.0,0.05839965776025696,13,0.6190476190476191,0.0790972940746934,1.0,0.0,0.03619132968011152,0.5468724786057259,0.6190476190476191,0.9249431387414708,0.03790750568612585,0.7602640689780825,0.7603903223458024,0.00012625336771966898,-0.057894736842105256
global24,drop_length,mutual_knn_k7,307,control,21,0.20032298216754585,19,0.9047619047619048,0.12343865724195469,1.0,0.0,0.04805545162510938,20,0.9523809523809523,0.16868903236646934,1.0,0.0,0.05839965776025696,13,0.6190476190476191,0.0790972940746934,1.0,0.0,0.03619132968011152,0.5468724786057259,0.6190476190476191,0.9249431387414708,0.03790750568612585,0.7602640689780825,0.7603903223458024,0.00012625336771966898,-0.057894736842105256
global24,drop_length,length_only_knn_k7,101,control,21,0.03567270187486887,19,0.9047619047619048,0.0030648889599259304,0.5789473684210527,0.0,0.008561606493631024,20,0.9523809523809523,-0.009501566950947019,0.3,0.0,0.00036059739843402605,13,0.6190476190476191,0.00026422742242851704,0.5384615384615384,0.0,-0.0024871832205808353,0.7045294802554638,0.2857142857142857,0.6183574879227053,0.0,0.7602640689780825,0.7600345516027897,-0.00022951737529287004,-0.07894736842105264
global24,drop_length,length_only_knn_k7,211,control,21,0.026406937967796036,19,0.9047619047619048,0.00045546649676480173,0.5263157894736842,0.0,0.009550816122342543,20,0.9523809523809523,-0.010162038039162602,0.25,0.0,-0.0036581625560579423,13,0.6190476190476191,0.00031242094356167974,0.5384615384615384,0.0,-0.003814443570972159,0.7070025332008657,0.2857142857142857,0.6183574879227053,0.0,0.7602640689780825,0.7599933055669135,-0.00027076341116901874,-0.1824561403508772
global24,drop_length,length_only_knn_k7,307,control,21,0.037754785202909,19,0.9047619047619048,-0.0011993446397027363,0.2631578947368421,0.0,-0.002064270985384309,20,0.9523809523809523,-0.0067090302440060935,0.2,0.0,-0.0013810114026872045,13,0.6190476190476191,0.001321179483489344,0.6923076923076923,0.0,0.0010095526003881528,0.6929718014349148,0.2857142857142857,0.6183574879227053,0.0,0.7602640689780825,0.7600144717315336,-0.0002495972465488589,0.04912280701754386
global24,drop_length,permuted_self_safe_union_knn_k7,101,control,21,0.0036773596250784463,19,0.9047619047619048,0.003299093529106969,0.631578947368421,0.0,0.0002592337227682595,20,0.9523809523809523,0.0031027886735826514,0.65,0.0,5.354779403909937e-05,13,0.6190476190476191,0.0022006709285203848,0.5384615384615384,0.0,0.0007016611918508886,-0.005425610337283527,0.8571428571428571,1.0,0.0,0.7602640689780825,0.760282461146213,1.8392168130429564e-05,0.14736842105263157
global24,drop_length,permuted_self_safe_union_knn_k7,211,control,21,0.0006468839992850823,19,0.9047619047619048,-0.00026937810901271457,0.47368421052631576,0.0,-0.0007386347014235461,20,0.9523809523809523,-0.00038795234786510884,0.45,0.0,-0.0020383381909990783,13,0.6190476190476191,-0.0019236311992465482,0.3076923076923077,0.0,-0.0013405738995037053,-0.0023999890620978524,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602700563722647,5.987394182190482e-06,0.3877192982456141
global24,drop_length,permuted_self_safe_union_knn_k7,307,control,21,0.0023441977027805136,19,0.9047619047619048,-0.0008914243843074669,0.47368421052631576,0.0,-0.00033410573295145074,20,0.9523809523809523,0.0020637276673169556,0.6,0.0,-0.0008531907309138886,13,0.6190476190476191,-0.0003886457664976371,0.46153846153846156,0.0,-0.001477462905299487,-0.0003672624155400237,0.8571428571428571,1.0,0.0,0.7602640689780825,0.7602861134105875,2.2044432504964546e-05,-0.4782799933883244
global24,train_residualized,union_knn_k7_self_safe,101,candidate,21,0.16175340684875192,19,0.9047619047619048,0.1362291751024814,1.0,0.8421052631578947,0.046147088576904194,20,0.9523809523809523,0.1387875747101916,1.0,0.9,0.04471268721785626,13,0.6190476190476191,0.1072877203177386,0.9230769230769231,0.8461538461538461,0.03892441062455476,0.5370435654037834,0.8571428571428571,1.0,0.0,0.7063034689147899,0.706998065846411,0.0006945969316211476,-0.5684210526315789
global24,train_residualized,union_knn_k7_self_safe,211,candidate,21,0.16175340684875192,19,0.9047619047619048,0.1362291751024814,1.0,0.8421052631578947,0.04611583634921679,20,0.9523809523809523,0.1387875747101916,1.0,0.9,0.04471004810428891,13,0.6190476190476191,0.1072877203177386,0.9230769230769231,0.8461538461538461,0.03892441062455476,0.5370435654037834,0.8571428571428571,1.0,0.0,0.7063034689147899,0.706998065846411,0.0006945969316211476,-0.5684210526315789
global24,train_residualized,union_knn_k7_self_safe,307,candidate,21,0.16175340684875192,19,0.9047619047619048,0.1362291751024814,1.0,0.8421052631578947,0.04613455667634159,20,0.9523809523809523,0.1387875747101916,1.0,0.9,0.04469974502319363,13,0.6190476190476191,0.1072877203177386,0.9230769230769231,0.8461538461538461,0.03892441062455476,0.5370435654037834,0.8571428571428571,1.0,0.0,0.7063034689147899,0.706998065846411,0.0006945969316211476,-0.5684210526315789
global24,train_residualized,radius_edge_matched_k7,101,candidate,21,0.07560464484717426,19,0.9047619047619048,0.05313325162514421,1.0,0.6842105263157895,0.047945271615099094,20,0.9523809523809523,0.057336044688247816,1.0,0.65,0.05644377836743503,13,0.6190476190476191,0.044284390097767926,1.0,0.6153846153846154,0.03587707947157959,0.21266894481334356,0.0,0.7088703563305534,0.19029567854435178,0.7063034689147899,0.7066467108979181,0.0003432419831283057,-0.34210526315789475
global24,train_residualized,radius_edge_matched_k7,211,candidate,21,0.07560464484717426,19,0.9047619047619048,0.05313325162514421,1.0,0.6842105263157895,0.047945271615099094,20,0.9523809523809523,0.057336044688247816,1.0,0.65,0.05644377836743503,13,0.6190476190476191,0.044284390097767926,1.0,0.6153846153846154,0.03587707947157959,0.21266894481334356,0.0,0.7088703563305534,0.19029567854435178,0.7063034689147899,0.7066467108979181,0.0003432419831283057,-0.34210526315789475
global24,train_residualized,radius_edge_matched_k7,307,candidate,21,0.07560464484717426,19,0.9047619047619048,0.05313325162514421,1.0,0.6842105263157895,0.047945271615099094,20,0.9523809523809523,0.057336044688247816,1.0,0.65,0.05644377836743503,13,0.6190476190476191,0.044284390097767926,1.0,0.6153846153846154,0.03587707947157959,0.21266894481334356,0.0,0.7088703563305534,0.19029567854435178,0.7063034689147899,0.7066467108979181,0.0003432419831283057,-0.34210526315789475
global24,train_residualized,adaptive_knn_mean7_k3_25,101,candidate,21,0.16559732224874169,19,0.9047619047619048,0.13105418029750254,1.0,0.8421052631578947,0.0453744446237796,20,0.9523809523809523,0.14849792055078495,0.95,0.9,0.052461046901861486,13,0.6190476190476191,0.10857046053105722,1.0,0.8461538461538461,0.026462323698878243,0.4717403318306146,0.8095238095238095,1.0,0.0,0.7063034689147899,0.7070835375654639,0.0007800686506740638,-0.6298245614035087
global24,train_residualized,adaptive_knn_mean7_k3_25,211,candidate,21,0.16559732224874169,19,0.9047619047619048,0.13105418029750254,1.0,0.8421052631578947,0.0453744446237796,20,0.9523809523809523,0.14849792055078495,0.95,0.9,0.052458390225034235,13,0.6190476190476191,0.10857046053105722,1.0,0.8461538461538461,0.026462323698878243,0.4717403318306146,0.8095238095238095,1.0,0.0,0.7063034689147899,0.7070835375654639,0.0007800686506740638,-0.6298245614035087
global24,train_residualized,adaptive_knn_mean7_k3_25,307,candidate,21,0.16559732224874169,19,0.9047619047619048,0.13105418029750254,1.0,0.8421052631578947,0.0453744446237796,20,0.9523809523809523,0.14849792055078495,0.95,0.9,0.052420000660940436,13,0.6190476190476191,0.10857046053105722,1.0,0.8461538461538461,0.026462323698878243,0.4717403318306146,0.8095238095238095,1.0,0.0,0.7063034689147899,0.7070835375654639,0.0007800686506740638,-0.6298245614035087
global24,train_residualized,diffusion_edge_matched_base25_t2,101,candidate,21,0.154770763764113,19,0.9047619047619048,0.12513667225971103,0.9473684210526315,0.7894736842105263,0.04578881300065285,20,0.9523809523809523,0.138002937338507,0.95,0.9,0.042851615350744,13,0.6190476190476191,0.08981138079577675,0.8461538461538461,0.7692307692307693,0.0348818163968968,0.36220772096810905,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070037456974001,0.0007002767826102831,-0.6087719298245614
global24,train_residualized,diffusion_edge_matched_base25_t2,211,candidate,21,0.154770763764113,19,0.9047619047619048,0.12513667225971103,0.9473684210526315,0.7894736842105263,0.04578881300065285,20,0.9523809523809523,0.138002937338507,0.95,0.9,0.042851615350744,13,0.6190476190476191,0.08981138079577675,0.8461538461538461,0.7692307692307693,0.0348818163968968,0.36220772096810905,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070037456974001,0.0007002767826102831,-0.6087719298245614
global24,train_residualized,diffusion_edge_matched_base25_t2,307,candidate,21,0.154770763764113,19,0.9047619047619048,0.12513667225971103,0.9473684210526315,0.7894736842105263,0.04578881300065285,20,0.9523809523809523,0.138002937338507,0.95,0.9,0.042851615350744,13,0.6190476190476191,0.08981138079577675,0.8461538461538461,0.7692307692307693,0.0348818163968968,0.36220772096810905,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070037510247275,0.0007002821099375873,-0.6087719298245614
global24,train_residualized,diffusion_edge_matched_base25_t4,101,candidate,21,0.13763387933000698,19,0.9047619047619048,0.11571225153429957,0.9473684210526315,0.7894736842105263,0.04981262961110422,20,0.9523809523809523,0.11569043683840638,0.95,0.9,0.04439356399200478,13,0.6190476190476191,0.08522572909419847,1.0,0.7692307692307693,0.03453858398101095,0.35286146319707945,0.6666666666666666,1.0,0.0,0.7063034689147899,0.7070119676274459,0.0007084987126560075,-0.5964912280701754
global24,train_residualized,diffusion_edge_matched_base25_t4,211,candidate,21,0.13763387933000698,19,0.9047619047619048,0.11571225153429957,0.9473684210526315,0.7894736842105263,0.04981262961110422,20,0.9523809523809523,0.11569043683840638,0.95,0.9,0.04439356399200478,13,0.6190476190476191,0.08521881633318079,1.0,0.7692307692307693,0.034538329875733687,0.35286146319707945,0.6666666666666666,1.0,0.0,0.7063034689147899,0.7070119676274459,0.0007084987126560075,-0.5964912280701754
global24,train_residualized,diffusion_edge_matched_base25_t4,307,candidate,21,0.13763387933000698,19,0.9047619047619048,0.11571225153429957,0.9473684210526315,0.7894736842105263,0.04981262961110422,20,0.9523809523809523,0.11569043683840638,0.95,0.9,0.04439356399200478,13,0.6190476190476191,0.08536433317536915,1.0,0.7692307692307693,0.034632158088891085,0.35286146319707945,0.6666666666666666,1.0,0.0,0.7063034689147899,0.7070119676274459,0.0007084987126560075,-0.5964912280701754
global24,train_residualized,deployed_union_knn_k7,101,control,21,0.16144967994500667,19,0.9047619047619048,0.1364384054453704,1.0,0.0,0.046213627741427454,20,0.9523809523809523,0.13856774259049498,1.0,0.0,0.045374955946987094,13,0.6190476190476191,0.10719971753119527,0.9230769230769231,0.0,0.03833064718549828,0.5350304235290152,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070062400609448,0.0007027711461549653,-0.5596491228070175
global24,train_residualized,deployed_union_knn_k7,211,control,21,0.16144967994500667,19,0.9047619047619048,0.1364384054453704,1.0,0.0,0.046213627741427454,20,0.9523809523809523,0.13856774259049498,1.0,0.0,0.045374955946987094,13,0.6190476190476191,0.10719971753119527,0.9230769230769231,0.0,0.03833064718549828,0.5350304235290152,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070062400609448,0.0007027711461549653,-0.5596491228070175
global24,train_residualized,deployed_union_knn_k7,307,control,21,0.16144967994500667,19,0.9047619047619048,0.1364384054453704,1.0,0.0,0.046213627741427454,20,0.9523809523809523,0.13856774259049498,1.0,0.0,0.045374955946987094,13,0.6190476190476191,0.10719971753119527,0.9230769230769231,0.0,0.03833064718549828,0.5350304235290152,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7070062400609448,0.0007027711461549653,-0.5596491228070175
global24,train_residualized,mutual_knn_k7,101,control,21,0.16299524890469463,19,0.9047619047619048,0.12592815262329995,0.9473684210526315,0.0,0.055414692847883806,20,0.9523809523809523,0.13720965504330684,0.95,0.0,0.04940935789992568,13,0.6190476190476191,0.09156937837656312,0.9230769230769231,0.0,0.036773633237279224,0.5697531696421485,0.5714285714285714,0.9246666666666666,0.04094010614101592,0.7063034689147899,0.7068352574819674,0.0005317885671774306,-0.743859649122807
global24,train_residualized,mutual_knn_k7,211,control,21,0.16299524890469463,19,0.9047619047619048,0.12592815262329995,0.9473684210526315,0.0,0.055414692847883806,20,0.9523809523809523,0.13720965504330684,0.95,0.0,0.04940935789992568,13,0.6190476190476191,0.09156937837656312,0.9230769230769231,0.0,0.036773633237279224,0.5697531696421485,0.5714285714285714,0.9246666666666666,0.04094010614101592,0.7063034689147899,0.7068352574819674,0.0005317885671774306,-0.743859649122807
global24,train_residualized,mutual_knn_k7,307,control,21,0.16299524890469463,19,0.9047619047619048,0.12592815262329995,0.9473684210526315,0.0,0.055414692847883806,20,0.9523809523809523,0.13720965504330684,0.95,0.0,0.04940935789992568,13,0.6190476190476191,0.09156937837656312,0.9230769230769231,0.0,0.036773633237279224,0.5697531696421485,0.5714285714285714,0.9246666666666666,0.04094010614101592,0.7063034689147899,0.7068352574819674,0.0005317885671774306,-0.743859649122807
global24,train_residualized,length_only_knn_k7,101,control,21,0.027282561614068092,19,0.9047619047619048,0.00013543798139628414,0.5263157894736842,0.0,0.004479342807584441,20,0.9523809523809523,-0.009742423317970369,0.2,0.0,0.016131944916477126,13,0.6190476190476191,7.729191223998975e-05,0.5384615384615384,0.0,-0.0006989862864434926,0.6918118455389393,0.2857142857142857,0.6183574879227053,0.0,0.7063034689147899,0.7063166896277614,1.3220712971627799e-05,-0.2372587143894688
global24,train_residualized,length_only_knn_k7,211,control,21,0.03653464637964713,19,0.9047619047619048,0.0009713810970126371,0.631578947368421,0.0,-0.0003192562221240314,20,0.9523809523809523,-0.009668588425506788,0.3,0.0,0.0010010234097136417,13,0.6190476190476191,-0.0018953133585191172,0.46153846153846156,0.0,0.0005467162214753962,0.7096754618904848,0.2857142857142857,0.6183574879227053,0.0,0.7063034689147899,0.7063623240093808,5.885509459080396e-05,-0.04912280701754386
global24,train_residualized,length_only_knn_k7,307,control,21,0.03458881613336573,19,0.9047619047619048,0.0001452051437465277,0.5263157894736842,0.0,0.009347489443591095,20,0.9523809523809523,-0.0034034050023958777,0.35,0.0,0.007981029944399975,13,0.6190476190476191,0.0008487700878795653,0.6153846153846154,0.0,-0.00111748057162675,0.7041654988621807,0.2857142857142857,0.6183574879227053,0.0,0.7063034689147899,0.7063286994848728,2.5230570082825287e-05,-0.05353225614071153
global24,train_residualized,permuted_self_safe_union_knn_k7,101,control,21,-0.0019831401372674543,19,0.9047619047619048,-0.002598808984919761,0.42105263157894735,0.0,-0.0005734747038417254,20,0.9523809523809523,-0.000851808897212666,0.45,0.0,0.00018520237353447655,13,0.6190476190476191,0.0037870724801098744,0.9230769230769231,0.0,0.001196325428617362,-0.004857470058444358,0.8571428571428571,1.0,0.0,0.7063034689147899,0.7063345414150557,3.107250026583112e-05,-0.4122807017543859
