lane,representation,graph,tie_seed,cells,mean_liu_delta_auroc,median_liu_delta_auroc,ci_low,ci_high,positive_cells_fraction
global24,drop_length,diffusion_edge_matched_base25_t4,307,21,8.999480285977666e-05,0.0,-0.00038562237013952923,0.0005425549333108425,0.47619047619047616
global24,drop_length,deployed_union_knn_k7,101,21,2.2961479228745225e-05,-4.368438720003809e-05,-0.0004468957814630119,0.0004981728230847591,0.47619047619047616
global24,drop_length,deployed_union_knn_k7,211,21,2.2961479228745225e-05,-4.368438720003809e-05,-0.0004642883425559048,0.0004947089299505858,0.47619047619047616
global24,drop_length,deployed_union_knn_k7,307,21,2.2961479228745225e-05,-4.368438720003809e-05,-0.00045369560846397907,0.0005047907838388226,0.47619047619047616
global24,drop_length,mutual_knn_k7,101,21,0.00012625336771966898,3.218849583164207e-05,-0.00016741050719739438,0.0004138048195515306,0.5238095238095238
global24,drop_length,mutual_knn_k7,211,21,0.00012625336771966898,3.218849583164207e-05,-0.00016676023683581386,0.0004110547044309016,0.5238095238095238
global24,drop_length,mutual_knn_k7,307,21,0.00012625336771966898,3.218849583164207e-05,-0.0001659478233618044,0.00040756974894731566,0.5238095238095238
global24,drop_length,length_only_knn_k7,101,21,-0.00022951737529287004,-0.00020470100303482397,-0.00042903715658974443,-2.9849810416208745e-05,0.3333333333333333
global24,drop_length,length_only_knn_k7,211,21,-0.00027076341116901874,-0.00018690091581430313,-0.0004843298266746893,-5.887900084380141e-05,0.2857142857142857
global24,drop_length,length_only_knn_k7,307,21,-0.0002495972465488589,-0.0002447511992808016,-0.0004498345324355795,-4.746363453030518e-05,0.3333333333333333
global24,drop_length,permuted_self_safe_union_knn_k7,101,21,1.8392168130429564e-05,5.578987302135019e-06,-7.554155405606861e-06,5.699024622248884e-05,0.5238095238095238
global24,drop_length,permuted_self_safe_union_knn_k7,211,21,5.987394182190482e-06,2.078132805949373e-06,-6.797272219438538e-05,5.8293873128935606e-05,0.5238095238095238
global24,drop_length,permuted_self_safe_union_knn_k7,307,21,2.2044432504964546e-05,0.0,-2.7465599864879922e-05,9.365851030220859e-05,0.42857142857142855
global24,train_residualized,union_knn_k7_self_safe,101,21,0.0006945969316211476,0.0006493143798698142,-0.00018267312628652725,0.0015035010488170526,0.7142857142857143
global24,train_residualized,union_knn_k7_self_safe,211,21,0.0006945969316211476,0.0006493143798698142,-0.0002013875472724996,0.0014789458797236732,0.7142857142857143
global24,train_residualized,union_knn_k7_self_safe,307,21,0.0006945969316211476,0.0006493143798698142,-0.00018955984590027057,0.0014786538683192931,0.7142857142857143
global24,train_residualized,radius_edge_matched_k7,101,21,0.0003432419831283057,9.819664031607278e-05,4.709773970922289e-05,0.0007052747914325075,0.7619047619047619
