lane,representation,graph,tie_seed,cells,mean_liu_delta_auroc,median_liu_delta_auroc,ci_low,ci_high,positive_cells_fraction
ragtruth,drop_length,union_knn_k7_self_safe,211,1,0.002002349253072744,0.002002349253072744,nan,nan,1.0
ragtruth,drop_length,union_knn_k7_self_safe,307,1,0.002002349253072744,0.002002349253072744,nan,nan,1.0
ragtruth,drop_length,radius_edge_matched_k7,101,1,0.0008353750068552657,0.0008353750068552657,nan,nan,1.0
ragtruth,drop_length,radius_edge_matched_k7,211,1,0.0008353750068552657,0.0008353750068552657,nan,nan,1.0
ragtruth,drop_length,radius_edge_matched_k7,307,1,0.0008353750068552657,0.0008353750068552657,nan,nan,1.0
ragtruth,drop_length,adaptive_knn_mean7_k3_25,101,1,0.0019844939094147973,0.0019844939094147973,nan,nan,1.0
ragtruth,drop_length,adaptive_knn_mean7_k3_25,211,1,0.0019844939094147973,0.0019844939094147973,nan,nan,1.0
ragtruth,drop_length,adaptive_knn_mean7_k3_25,307,1,0.0019844939094147973,0.0019844939094147973,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t2,101,1,0.0015763717686611,0.0015763717686611,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t2,211,1,0.0015763717686611,0.0015763717686611,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t2,307,1,0.0015763717686611,0.0015763717686611,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t4,101,1,0.0021388150938872474,0.0021388150938872474,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t4,211,1,0.0021388150938872474,0.0021388150938872474,nan,nan,1.0
ragtruth,drop_length,diffusion_edge_matched_base25_t4,307,1,0.0021388150938872474,0.0021388150938872474,nan,nan,1.0
ragtruth,drop_length,deployed_union_knn_k7,101,1,0.002008726161522034,0.002008726161522034,nan,nan,1.0
ragtruth,drop_length,deployed_union_knn_k7,211,1,0.002008726161522034,0.002008726161522034,nan,nan,1.0
ragtruth,drop_length,deployed_union_knn_k7,307,1,0.002008726161522034,0.002008726161522034,nan,nan,1.0
ragtruth,drop_length,mutual_knn_k7,101,1,0.0011057559251045346,0.0011057559251045346,nan,nan,1.0
ragtruth,drop_length,mutual_knn_k7,211,1,0.0011057559251045346,0.0011057559251045346,nan,nan,1.0
ragtruth,drop_length,mutual_knn_k7,307,1,0.0011057559251045346,0.0011057559251045346,nan,nan,1.0
ragtruth,drop_length,length_only_knn_k7,101,1,-0.0017523744418611598,-0.0017523744418611598,nan,nan,0.0
ragtruth,drop_length,length_only_knn_k7,211,1,-0.0017230406629944461,-0.0017230406629944461,nan,nan,0.0
ragtruth,drop_length,length_only_knn_k7,307,1,-0.0016579961968117285,-0.0016579961968117285,nan,nan,0.0
ragtruth,drop_length,permuted_self_safe_union_knn_k7,101,1,3.571068731600402e-05,3.571068731600402e-05,nan,nan,1.0
ragtruth,drop_length,permuted_self_safe_union_knn_k7,211,1,-5.4841412663653166e-05,-5.4841412663653166e-05,nan,nan,0.0
ragtruth,drop_length,permuted_self_safe_union_knn_k7,307,1,2.8058397176899952e-05,2.8058397176899952e-05,nan,nan,1.0
ragtruth,train_residualized,union_knn_k7_self_safe,101,1,0.0035213288456903413,0.0035213288456903413,nan,nan,1.0
ragtruth,train_residualized,union_knn_k7_self_safe,211,1,0.0035213288456903413,0.0035213288456903413,nan,nan,1.0
ragtruth,train_residualized,union_knn_k7_self_safe,307,1,0.0035213288456903413,0.0035213288456903413,nan,nan,1.0
ragtruth,train_residualized,radius_edge_matched_k7,101,1,0.0012243664222612027,0.0012243664222612027,nan,nan,1.0
ragtruth,train_residualized,radius_edge_matched_k7,211,1,0.0012243664222612027,0.0012243664222612027,nan,nan,1.0
ragtruth,train_residualized,radius_edge_matched_k7,307,1,0.0012243664222612027,0.0012243664222612027,nan,nan,1.0
ragtruth,train_residualized,adaptive_knn_mean7_k3_25,101,1,0.0034409797992294155,0.0034409797992294155,nan,nan,1.0
ragtruth,train_residualized,adaptive_knn_mean7_k3_25,211,1,0.0034409797992294155,0.0034409797992294155,nan,nan,1.0
ragtruth,train_residualized,adaptive_knn_mean7_k3_25,307,1,0.0034409797992294155,0.0034409797992294155,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t2,101,1,0.0031463666288730208,0.0031463666288730208,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t2,211,1,0.0031463666288730208,0.0031463666288730208,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t2,307,1,0.0031463666288730208,0.0031463666288730208,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t4,101,1,0.0029359286500468817,0.0029359286500468817,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t4,211,1,0.0029359286500468817,0.0029359286500468817,nan,nan,1.0
ragtruth,train_residualized,diffusion_edge_matched_base25_t4,307,1,0.0029359286500468817,0.0029359286500468817,nan,nan,1.0
ragtruth,train_residualized,deployed_union_knn_k7,101,1,0.003511125792171499,0.003511125792171499,nan,nan,1.0
ragtruth,train_residualized,deployed_union_knn_k7,211,1,0.003511125792171499,0.003511125792171499,nan,nan,1.0
ragtruth,train_residualized,deployed_union_knn_k7,307,1,0.003511125792171499,0.003511125792171499,nan,nan,1.0
ragtruth,train_residualized,mutual_knn_k7,101,1,0.0023620068896118562,0.0023620068896118562,nan,nan,1.0
ragtruth,train_residualized,mutual_knn_k7,211,1,0.0023620068896118562,0.0023620068896118562,nan,nan,1.0
ragtruth,train_residualized,mutual_knn_k7,307,1,0.0023620068896118562,0.0023620068896118562,nan,nan,1.0
ragtruth,train_residualized,length_only_knn_k7,101,1,-2.678301548697526e-05,-2.678301548697526e-05,nan,nan,0.0
ragtruth,train_residualized,length_only_knn_k7,211,1,-3.060916055630525e-05,-3.060916055630525e-05,nan,nan,0.0
ragtruth,train_residualized,length_only_knn_k7,307,1,-4.4638359144810735e-05,-4.4638359144810735e-05,nan,nan,0.0
ragtruth,train_residualized,permuted_self_safe_union_knn_k7,101,1,-5.101526759365704e-06,-5.101526759365704e-06,nan,nan,0.0
ragtruth,train_residualized,permuted_self_safe_union_knn_k7,211,1,-1.6579961968021806e-05,-1.6579961968021806e-05,nan,nan,0.0
ragtruth,train_residualized,permuted_self_safe_union_knn_k7,307,1,1.6579961968132828e-05,1.6579961968132828e-05,nan,nan,1.0
