cell,method,display_method,auroc,auprc,prevalence,n_samples,n_groups,label_use,status
gsm8k_phi35_t1.0,upcr,Pure distributed-depth · deployed U-PCR,0.8164973613587652,0.5177482262228067,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,equal_mean,Pure distributed-depth · equal mean,0.8146692242574882,0.5105782717281837,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,iu_pcr,Pure distributed-depth · IU-PCR,0.8164973613587652,0.5177482262228067,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,dufs_liu_pcr,Pure distributed-depth · DUFS-LIU-PCR,0.8165513949676698,0.5186405627691485,0.15133079847908745,1315,1315,none,retrospective_discovery
gsm8k_phi35_t1.0,best_single_layer,Strongest atomic internal layer/view · evaluation oracle,0.7955548351074367,0.4587903148432963,0.15133079847908745,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi35_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7698728009658502,0.4883437999723039,0.15133079847908745,1315,1315,5-fold grouped supervised,published-method approximation
gsm8k_mistral7b_t1.0,upcr,Pure distributed-depth · deployed U-PCR,0.7868687389062434,0.7968084161420792,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,equal_mean,Pure distributed-depth · equal mean,0.7897654094913381,0.8000119536312886,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,iu_pcr,Pure distributed-depth · IU-PCR,0.7868687389062434,0.7968084161420792,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,dufs_liu_pcr,Pure distributed-depth · DUFS-LIU-PCR,0.786901522566867,0.7968472178499103,0.49655700076511095,1307,1307,none,retrospective_discovery
gsm8k_mistral7b_t1.0,best_single_layer,Strongest atomic internal layer/view · evaluation oracle,0.7574009113857653,0.7602416313706731,0.49655700076511095,1307,1307,evaluation-selected,diagnostic_ceiling
gsm8k_mistral7b_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.79799627734831,0.8126953723925,0.49655700076511095,1307,1307,5-fold grouped supervised,published-method approximation
gsm8k_phi3mini_t1.0,upcr,Pure distributed-depth · deployed U-PCR,0.669623728660668,0.4650173336492482,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,equal_mean,Pure distributed-depth · equal mean,0.6587849265949529,0.44247992357562693,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,iu_pcr,Pure distributed-depth · IU-PCR,0.6674954333265679,0.4672915321037717,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,dufs_liu_pcr,Pure distributed-depth · DUFS-LIU-PCR,0.6675461741424802,0.46688265245076155,0.28821292775665397,1315,1315,none,retrospective_discovery
gsm8k_phi3mini_t1.0,best_single_layer,Strongest atomic internal layer/view · evaluation oracle,0.6852772703696186,0.48912094784059046,0.28821292775665397,1315,1315,evaluation-selected,diagnostic_ceiling
gsm8k_phi3mini_t1.0,trilens_supervised_lr,TriLens · grouped L2 probe,0.7060986360542385,0.501793044819484,0.28821292775665397,1315,1315,5-fold grouped supervised,published-method approximation
triviaqa_qwen3_t0.6,upcr,Pure distributed-depth · deployed U-PCR,0.8287565708392766,0.8402720304146226,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,equal_mean,Pure distributed-depth · equal mean,0.8214956204006926,0.8339366098354692,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,iu_pcr,Pure distributed-depth · IU-PCR,0.8272858486922975,0.8378732584581683,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,dufs_liu_pcr,Pure distributed-depth · DUFS-LIU-PCR,0.8273378600848729,0.8379094346557383,0.5074,5000,500,none,retrospective_discovery
triviaqa_qwen3_t0.6,best_single_layer,Strongest atomic internal layer/view · evaluation oracle,0.8130073611323826,0.8355978081294202,0.5074,5000,500,evaluation-selected,diagnostic_ceiling
triviaqa_qwen3_t0.6,trilens_supervised_lr,TriLens · grouped L2 probe,0.7909467975050604,0.8020943381929806,0.5074,5000,500,5-fold grouped supervised,published-method approximation
