aurc_x1000,cell,coverage@0.05,coverage@0.1,coverage@0.5,method,n_cal_incorrect_mean,n_cal_incorrect_min,n_scored,sel_acc@0.05,sel_acc@0.1,sel_acc@0.5,sel_acc_sd@0.05,sel_acc_sd@0.1,sel_acc_sd@0.5,valid_rate
61.84332182563656,evdrop_math_qwen3_4b,0.3149,0.5183000000000001,0.8602466666666666,ref_lsml_GOOD_5,159.125,141,1500,96.63176473199232,95.8185497372036,87.71288162713557,1.1746433646743408,1.0329271221130445,1.3078051241808561,1.0
65.93133917060744,evdrop_math_qwen3_4b,0.31004666666666664,0.46104,0.8576066666666669,ref_lsml_H16,159.125,141,1500,96.43157148247562,95.33709751963018,87.75055123050899,1.2362671067249826,1.1019169146046894,1.3794020482884728,1.0
66.91459030749893,evdrop_math_qwen3_4b,0.3206333333333333,0.44244666666666677,0.8380199999999999,ln_s_drop,159.125,141,1500,96.62205930576692,95.09746138911441,87.45403755934039,1.2746801314450005,1.1128967229897213,1.349650517815185,1.0
67.16814023428348,evdrop_math_qwen3_4b,0.33393999999999996,0.46763333333333335,0.8411133333333334,shannon_drop,159.125,141,1500,96.87398437747973,95.41321878362098,87.3700073424549,1.115782671736127,1.1629568393845573,1.3162579643703753,1.0
67.23740587847055,evdrop_math_qwen3_4b,0.27581333333333335,0.4806333333333333,0.8492799999999999,ref_lsml_GOOD_6,159.125,141,1500,96.20990829075976,95.47628219677908,87.46957183194003,1.3569598527612026,1.0186174070287979,1.3114364108674397,1.0
70.39361498608692,evdrop_math_qwen3_4b,0.26972,0.46013333333333334,0.8442000000000001,ours_UPCR_fullpool,159.125,141,1500,96.01503369588431,95.2640052732296,87.48306263316115,1.422614449240221,1.054193598449128,1.3301860805925154,1.0
82.31207869919868,evdrop_math_qwen3_4b,0.24766666666666665,0.3587133333333334,0.8030066666666668,logtoku_oriented_avg,159.125,141,1500,95.71081669370682,93.93469180840327,86.82496435900391,1.5993235136770645,1.3561640847424437,1.3340264676743858,1.0
112.30055794565662,evdrop_math_qwen3_4b,0.16368000000000002,0.27934666666666663,0.7503933333333334,shannon_avg,159.125,141,1500,93.43161299295662,92.40845949251201,85.9340446893639,1.8157968779384304,1.9641593209171921,1.2784576134698755,1.0
114.34996567235164,evdrop_math_qwen3_4b,0.16374000000000002,0.27631999999999995,0.7452533333333332,ln_s_avg,159.125,141,1500,93.44831136464506,92.23123819264123,85.88300994003606,1.6186410633489412,2.0023660633606233,1.310404165931966,1.0
144.7311718369307,evdrop_math_qwen3_4b,0.10881333333333335,0.18350666666666668,0.6444266666666667,logtoku_drop,159.125,141,1500,89.7310709922331,88.33702719721356,83.54712413308825,3.1675574033045253,1.9997123923657034,1.4508096014443557,1.0
214.47896864355644,evdrop_math_qwen3_4b,0.06957333333333333,0.12322000000000001,0.4581,logtoku_oriented_drop,159.125,141,1500,85.25386164525736,82.58145621364758,76.70887730439988,4.463778783396199,3.8849561779770907,1.8013731991018707,1.0
400.28122866449075,evdrop_math_qwen3_4b,0.013333333333333332,0.029820000000000003,0.19502666666666665,logtoku_avg,159.125,141,1500,20.02143939564521,27.6868423996507,45.286811187464444,11.422091783592766,6.984673672233193,2.8375932589115447,1.0
