model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.2867647058823529,0.2222222222222222,0.45410628019323673,0.40414507772020725,0.31,400,207,193
qwen3_4b,math,processbench_math_qwen3_4b,0.2609369337848476,0.17845117845117844,0.42592592592592593,0.4852216748768473,0.303,1000,594,406
qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.2771249184813882,0.19062027231467474,0.4493192133131619,0.5073746312684366,0.298,1000,661,339
qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.24743630253066384,0.155467720685112,0.3544137022397892,0.6058091286307054,0.264,1000,759,241
qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.2976903336184773,0.2222222222222222,0.463768115942029,0.45077720207253885,0.3325,400,207,193
qwen3_8b,math,processbench_math_qwen3_8b,0.27099423877702356,0.18013468013468015,0.39730639730639733,0.5467980295566502,0.329,1000,594,406
qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.2908590118781202,0.19364599092284418,0.4568835098335855,0.584070796460177,0.326,1000,661,339
qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.23040469533836974,0.1383399209486166,0.33992094861660077,0.6887966804979253,0.271,1000,759,241
