scope,channel,a,b,phi_hits,both,a_only,b_only,phi_misses_shuffled
within_channel,q15_H1,top10,top5,0.8175754205202691,1189,212,134,0.7388428352704541
within_channel,q15_H1,top10,top30,0.7626358164947695,1207,194,269,0.6945213038891541
within_channel,q15_H1,max,top5,0.51940642807936,761,289,562,0.44211033554819473
within_channel,q15_H1,max,top10,0.43769283761112876,715,335,686,0.3446481905866141
within_channel,q15_H1,max,mean,0.284869188289459,445,605,505,0.1558465604071998
within_channel,q15_H1,max,onset80,0.3640916519311601,630,420,703,0.34207406703568605
within_channel,q15_H1,max,top30,0.3600950238777609,669,381,807,0.2740639181679333
within_channel,q15_H1,max,std,0.3833540046084629,517,533,421,0.27450092046798685
within_channel,q15_H1,max,slope,0.053823079611320476,222,828,554,0.021694464994574614
within_channel,q15_H1,max,q90,0.2837847930397079,448,602,514,0.1506015559991923
within_channel,q15_H1,max,page_wmax,0.3063532539161833,497,553,563,0.22484738690650938
within_channel,q15_H1,mean,top5,0.42146825894470724,634,316,689,0.2098311108837109
within_channel,q15_H1,mean,top10,0.45888055789466675,688,262,713,0.20817419130104406
within_channel,q15_H1,mean,onset80,0.3149696146825633,548,402,785,0.16044301397101904
within_channel,q15_H1,mean,top30,0.43399080142086977,688,262,788,0.1779723109968973
within_channel,q15_H1,mean,std,0.6677610520845594,697,253,241,0.5420311628700978
within_channel,q15_H1,mean,slope,0.11428584630155852,245,705,531,0.08998460229209808
within_channel,q15_H1,mean,q90,0.7147881558029102,742,208,220,0.5304760818352486
within_channel,q15_H1,mean,page_wmax,0.3262688633468194,480,470,580,0.28683073651495816
within_channel,q15_H1,log_top5,top5,0.437130303001204,772,479,551,0.31952962112794386
within_channel,q15_H1,log_top5,top10,0.4442386371739472,807,444,594,0.35434993160874434
within_channel,q15_H1,log_top5,max,0.28778432959350936,540,711,510,0.25531785608236285
within_channel,q15_H1,log_top5,mean,0.22636962838960226,453,798,497,0.132393152039488
within_channel,q15_H1,log_top5,onset80,0.3402834885021217,687,564,646,0.28496609979874254
within_channel,q15_H1,log_top5,top30,0.40836100031169986,800,451,676,0.342124177330556
within_channel,q15_H1,log_top5,std,0.2941092151215869,504,747,434,0.1948211981726187
within_channel,q15_H1,log_top5,slope,0.06123415706797252,265,986,511,0.01245235268923448
within_channel,q15_H1,log_top5,q90,0.29657010414128865,515,736,447,0.17058515954040637
within_channel,q15_H1,log_top5,page_wmax,0.27179771939386216,530,721,530,0.3688185751609508
within_channel,q15_H1,cusum_top5,top5,0.1200156359091011,402,605,921,0.21353934396329757
within_channel,q15_H1,cusum_top5,top10,0.0953382981988877,400,607,1001,0.2259123374940292
within_channel,q15_H1,cusum_top5,max,0.09866869938985218,316,691,734,0.13374139902782392
within_channel,q15_H1,cusum_top5,mean,-0.054241465291576044,174,833,776,0.07774211128801936
within_channel,q15_H1,cusum_top5,log_top5,0.1032798433300728,370,637,881,0.12675380159912814
within_channel,q15_H1,cusum_top5,onset80,0.0725151883080884,364,643,969,0.15589814248686215
within_channel,q15_H1,cusum_top5,top30,0.09861467105971959,421,586,1055,0.21489834003550637
within_channel,q15_H1,cusum_top5,std,-0.010070590833202183,205,802,733,0.08612027968503524
within_channel,q15_H1,cusum_top5,iqr,-0.0657522081543756,170,837,803,0.07956113514686185
within_channel,q15_H1,cusum_top5,frac_above_z,-0.0731507502280491,152,855,761,0.06760614825863612
within_channel,q15_H1,cusum_top5,slope,0.028435420665171057,196,811,580,0.029625716662076085
within_channel,q15_H1,cusum_top5,jump,-0.06353375201206642,138,869,672,0.000696341107876522
within_channel,q15_H1,cusum_top5,q90,-0.03535523126250515,191,816,771,0.07832689439689831
within_channel,q15_H1,cusum_top5,first_token,0.02749495973756827,169,838,496,0.08116325507076333
within_channel,q15_H1,cusum_top5,page_wmax,0.1509902207548438,360,647,700,0.1731304885376524
within_channel,q15_H1,onset80,top5,0.5510191266776397,910,423,413,0.5492402438907218
within_channel,q15_H1,onset80,top10,0.5207115183721432,913,420,488,0.5283970694327867
within_channel,q15_H1,onset80,top30,0.4672694738890218,891,442,585,0.40665087020183904
within_channel,q15_H1,onset80,std,0.3857613675733722,602,731,336,0.30164500981084424
within_channel,q15_H1,onset80,slope,0.1204803435917821,326,1007,450,0.008076785405253186
within_channel,q15_H1,onset80,q90,0.34382760848637134,577,756,385,0.21971414861787397
within_channel,q15_H1,onset80,page_wmax,0.3294840892277753,604,729,456,0.23903341555266977
within_channel,q15_H1,top30,top5,0.6462857653462506,1058,418,265,0.527824492327657
within_channel,q15_H1,std,top5,0.5266453557442728,716,222,607,0.38171949537682553
within_channel,q15_H1,std,top10,0.5379176188359939,749,189,652,0.3369019221978855
within_channel,q15_H1,std,top30,0.46292834724950827,707,231,769,0.20972286448192334
within_channel,q15_H1,iqr,top5,0.37397491843537806,604,369,719,0.13448484312980416
within_channel,q15_H1,iqr,top10,0.4218292386652041,667,306,734,0.14735190653333027
within_channel,q15_H1,iqr,max,0.23701423264496144,415,558,635,0.10316236598480409
within_channel,q15_H1,iqr,mean,0.7591827357018388,780,193,170,0.5973086046089158
within_channel,q15_H1,iqr,log_top5,0.21779001440971468,454,519,797,0.09101170775967492
within_channel,q15_H1,iqr,onset80,0.2886176927015745,535,438,798,0.1087645160269739
within_channel,q15_H1,iqr,top30,0.4098630840690267,678,295,798,0.1679257376960595
within_channel,q15_H1,iqr,std,0.6275217272777803,676,297,262,0.3770427346111414
within_channel,q15_H1,iqr,slope,0.1290432623240679,260,713,516,0.07682625922999296
within_channel,q15_H1,iqr,jump,0.3546246080468863,429,544,381,0.07502465190143956
within_channel,q15_H1,iqr,q90,0.630687861657386,688,285,274,0.3601342547659241
within_channel,q15_H1,iqr,page_wmax,0.3062321562905061,472,501,588,0.22176340876757644
within_channel,q15_H1,frac_above_z,top5,0.32779333163002605,541,372,782,0.11781649983874375
within_channel,q15_H1,frac_above_z,top10,0.3681177085468409,595,318,806,0.1206457955494665
within_channel,q15_H1,frac_above_z,max,0.2179147973355481,382,531,668,0.09421393483899333
within_channel,q15_H1,frac_above_z,mean,0.7781710396393597,768,145,182,0.5765195291526519
within_channel,q15_H1,frac_above_z,log_top5,0.1769587791599688,400,513,851,0.081537188829868
within_channel,q15_H1,frac_above_z,onset80,0.27110117395828404,497,416,836,0.0925966923147675
within_channel,q15_H1,frac_above_z,top30,0.37211997066338204,618,295,858,0.13740892916759015
within_channel,q15_H1,frac_above_z,std,0.5285367331669361,580,333,358,0.2919645070099244
within_channel,q15_H1,frac_above_z,iqr,0.7071760877965582,725,188,248,0.624113119696179
within_channel,q15_H1,frac_above_z,slope,0.1401215324060006,255,658,521,0.07360258247071731
within_channel,q15_H1,frac_above_z,jump,0.3599955592925004,416,497,394,0.08553051745683869
within_channel,q15_H1,frac_above_z,q90,0.5819473127172797,628,285,334,0.3000554509038886
within_channel,q15_H1,frac_above_z,page_wmax,0.26810572398676374,423,490,637,0.21431186902828456
within_channel,q15_H1,slope,top5,0.06855376916971134,284,492,1039,-0.0018163998702944192
within_channel,q15_H1,slope,top10,0.07815123859593227,306,470,1095,-0.012840041960710001
within_channel,q15_H1,slope,top30,0.08326131163979636,324,452,1152,-0.04024055712305544
within_channel,q15_H1,slope,std,0.12076811412301318,247,529,691,0.061261284804025665
within_channel,q15_H1,jump,top5,0.21513979245286186,410,400,913,0.10297893367020267
within_channel,q15_H1,jump,top10,0.24156167484092744,448,362,953,0.12478521162070033
within_channel,q15_H1,jump,max,0.12011807436385544,279,531,771,0.08264731191255091
within_channel,q15_H1,jump,mean,0.3537181631222605,422,388,528,0.09722221136006005
within_channel,q15_H1,jump,log_top5,0.12298290706990216,323,487,928,0.11093984940823481
within_channel,q15_H1,jump,onset80,0.329393579016796,502,308,831,0.2932731643465858
within_channel,q15_H1,jump,top30,0.253555125088703,474,336,1002,0.12985052039945147
within_channel,q15_H1,jump,std,0.3027779155006137,383,427,555,0.07950861767098492
within_channel,q15_H1,jump,slope,0.21111867131733691,279,531,497,0.07716041011035149
within_channel,q15_H1,jump,q90,0.32919747861879234,408,402,554,0.0874606744515065
within_channel,q15_H1,jump,page_wmax,0.1404852018129209,296,514,764,0.06772885034705907
within_channel,q15_H1,q90,top5,0.4690620327625224,679,283,644,0.27078933795640237
within_channel,q15_H1,q90,top10,0.5040954536178318,732,230,669,0.31389939596953503
within_channel,q15_H1,q90,top30,0.4529185833990731,710,252,766,0.22912262753777846
within_channel,q15_H1,q90,std,0.7537319138338905,766,196,172,0.5957372569063959
within_channel,q15_H1,q90,slope,0.10787025830111724,243,719,533,0.07069806143414456
within_channel,q15_H1,first_token,top5,0.15168801342520158,308,357,1015,0.05566678626401502
within_channel,q15_H1,first_token,top10,0.11305856319449162,293,372,1108,0.060479819219924257
within_channel,q15_H1,first_token,max,0.21209091112952372,300,365,750,0.030611054922710382
within_channel,q15_H1,first_token,mean,0.09198921282291972,202,463,748,0.08458528273248084
within_channel,q15_H1,first_token,log_top5,0.0893822938647945,251,414,1000,0.06201022256838245
within_channel,q15_H1,first_token,onset80,0.07357600521177757,253,412,1080,0.04473563978944198
within_channel,q15_H1,first_token,top30,0.07104004495342359,274,391,1202,0.062657119846341
within_channel,q15_H1,first_token,std,0.14312062406727571,233,432,705,0.07842391801802097
within_channel,q15_H1,first_token,iqr,0.07526424009611427,195,470,778,0.10100405949766479
within_channel,q15_H1,first_token,frac_above_z,0.06139253930248918,176,489,737,0.09143053435658274
within_channel,q15_H1,first_token,slope,-0.058448755012936456,81,584,695,-0.006215543422496088
within_channel,q15_H1,first_token,jump,-0.051086798951849276,90,575,720,0.06106001494728372
within_channel,q15_H1,first_token,q90,0.10413772329347318,212,453,750,0.1123525297233473
within_channel,q15_H1,first_token,page_wmax,0.0966797804986864,224,441,836,0.09072249847167085
within_channel,q15_H1,boxcar8_max,top5,0.5408267016417975,822,324,501,0.3430699447299007
within_channel,q15_H1,boxcar8_max,top10,0.5642285153421824,871,275,530,0.35852648616686095
within_channel,q15_H1,boxcar8_max,max,0.3525534536863077,562,584,488,0.2207440568807066
within_channel,q15_H1,boxcar8_max,mean,0.4240253399630347,583,563,367,0.28844461105962077
within_channel,q15_H1,boxcar8_max,log_top5,0.3183018025119257,601,545,650,0.28325113949826847
within_channel,q15_H1,boxcar8_max,cusum_top5,0.11084892379351304,350,796,657,0.16595392823527608
within_channel,q15_H1,boxcar8_max,onset80,0.4413333229867537,737,409,596,0.26346343913943227
within_channel,q15_H1,boxcar8_max,top30,0.5245533088891435,861,285,615,0.30803319718094513
within_channel,q15_H1,boxcar8_max,std,0.4891532386173009,630,516,308,0.2832134333097693
within_channel,q15_H1,boxcar8_max,iqr,0.4117444959922669,582,564,391,0.20631330096704387
within_channel,q15_H1,boxcar8_max,frac_above_z,0.35073536812320383,511,635,402,0.2164259171632039
within_channel,q15_H1,boxcar8_max,slope,0.131169612036679,297,849,479,0.05271724275617235
within_channel,q15_H1,boxcar8_max,jump,0.2758692473757708,416,730,394,0.08839646700448325
within_channel,q15_H1,boxcar8_max,q90,0.46195135607381366,618,528,344,0.29081429810517484
within_channel,q15_H1,boxcar8_max,first_token,0.07706147331749288,225,921,440,0.06116114124959222
within_channel,q15_H1,boxcar8_max,page_wmax,0.5366023969905647,718,428,342,0.6644996500549317
within_channel,q15_H1,page_wmax,top5,0.4669228563253908,720,340,603,0.33752950521947744
within_channel,q15_H1,page_wmax,top10,0.4861027405704809,762,298,639,0.3484950821221796
within_channel,q15_H1,page_wmax,top30,0.4650805393189572,767,293,709,0.28868678270961423
within_channel,q15_H1,page_wmax,std,0.3949012373577828,529,531,409,0.3073773211859256
within_channel,q15_H1,page_wmax,slope,-0.02389353898289166,168,892,608,0.04419944949933928
within_channel,q15_H1,page_wmax,q90,0.374967473142763,522,538,440,0.3022055088346663
within_channel,q15_VE1,top10,top5,0.7916439462345225,1203,246,156,0.7489142132129717
within_channel,q15_VE1,top10,top30,0.7570104529828349,1246,203,279,0.6608833898377284
within_channel,q15_VE1,max,top5,0.5398719821466164,831,308,528,0.45289622343842534
within_channel,q15_VE1,max,top10,0.43817959046292293,770,369,679,0.36038588699870916
within_channel,q15_VE1,max,mean,0.2559880731871643,473,666,555,0.17022326889824702
within_channel,q15_VE1,max,onset80,0.4049589642477464,718,421,664,0.3906811624196925
within_channel,q15_VE1,max,top30,0.359370205149905,722,417,803,0.24655657180371612
within_channel,q15_VE1,max,std,0.3846899454012851,592,547,474,0.3052647808189811
within_channel,q15_VE1,max,slope,0.06947540501661723,269,870,574,0.0295611293407223
within_channel,q15_VE1,max,q90,0.2885789602887689,523,616,575,0.12142612954926953
within_channel,q15_VE1,max,page_wmax,0.3097195838561825,538,601,552,0.24300467614907115
within_channel,q15_VE1,mean,top5,0.37009349493728416,634,394,725,0.21775190401711866
within_channel,q15_VE1,mean,top10,0.40722583546030083,693,335,756,0.216768472673544
within_channel,q15_VE1,mean,onset80,0.3034364477632337,583,445,799,0.18571596628611073
within_channel,q15_VE1,mean,top30,0.418288296795002,725,303,800,0.19797774227866033
within_channel,q15_VE1,mean,std,0.5353243334940625,675,353,391,0.4478289713248391
within_channel,q15_VE1,mean,slope,0.1645872732761637,316,712,527,0.06701722199584463
within_channel,q15_VE1,mean,q90,0.6693097745721701,795,233,303,0.47605829104409436
within_channel,q15_VE1,mean,page_wmax,0.307318414881767,500,528,590,0.2581805611272323
within_channel,q15_VE1,log_top5,top5,0.37855948470577283,734,524,625,0.3734153767822074
within_channel,q15_VE1,log_top5,top10,0.3918147901744266,778,480,671,0.3699982700452993
within_channel,q15_VE1,log_top5,max,0.2991497965440367,584,674,555,0.2474670049767838
within_channel,q15_VE1,log_top5,mean,0.15030153520334627,418,840,610,0.1229043251514402
within_channel,q15_VE1,log_top5,onset80,0.3233648018356849,691,567,691,0.3220462928163652
within_channel,q15_VE1,log_top5,top30,0.355801798616974,770,488,755,0.3543392560591119
within_channel,q15_VE1,log_top5,std,0.29612057646388773,555,703,511,0.240835685992917
within_channel,q15_VE1,log_top5,slope,0.056394179224392396,283,975,560,0.015377991590702203
within_channel,q15_VE1,log_top5,q90,0.22822959379494132,508,750,590,0.17441804334972158
within_channel,q15_VE1,log_top5,page_wmax,0.21284451504327231,492,766,598,0.39340372731781736
within_channel,q15_VE1,cusum_top5,top5,0.06618402679379005,356,624,1003,0.1718614593267971
within_channel,q15_VE1,cusum_top5,top10,0.07795723900492943,387,593,1062,0.18162198639545166
within_channel,q15_VE1,cusum_top5,max,0.059322044893186605,299,681,840,0.11462300164393788
within_channel,q15_VE1,cusum_top5,mean,-0.07311599006878561,170,810,858,0.05343749716338259
within_channel,q15_VE1,cusum_top5,log_top5,0.07887515075152095,343,637,915,0.12923025683180556
within_channel,q15_VE1,cusum_top5,onset80,0.02826362234594674,329,651,1053,0.13697982260110095
within_channel,q15_VE1,cusum_top5,top30,0.08867361055390219,414,566,1111,0.2030967996749452
within_channel,q15_VE1,cusum_top5,std,-0.0015030323444762998,234,746,832,0.08532195628934267
within_channel,q15_VE1,cusum_top5,iqr,-0.04051778527335415,213,767,899,0.06842717845269032
within_channel,q15_VE1,cusum_top5,frac_above_z,-0.07228033090962865,160,820,815,0.052283665362131734
within_channel,q15_VE1,cusum_top5,slope,0.037404312780375724,213,767,630,0.04818741202048857
within_channel,q15_VE1,cusum_top5,jump,-0.041493256348093005,172,808,748,0.003199043657121547
within_channel,q15_VE1,cusum_top5,q90,-0.038061117779887764,212,768,886,0.07669533497286866
within_channel,q15_VE1,cusum_top5,first_token,0.07683239518009333,213,767,515,0.0838972291410631
within_channel,q15_VE1,cusum_top5,page_wmax,0.1482718238572447,358,622,732,0.18089770038816383
within_channel,q15_VE1,onset80,top5,0.5542182236974781,948,434,411,0.5891235129941971
within_channel,q15_VE1,onset80,top10,0.5333301004809202,965,417,484,0.5531608135540097
within_channel,q15_VE1,onset80,top30,0.46653849475228165,930,452,595,0.4117835992262526
within_channel,q15_VE1,onset80,std,0.41030080167798966,692,690,374,0.2942688964484966
within_channel,q15_VE1,onset80,slope,0.15963262951425497,391,991,452,0.0001888468541427151
within_channel,q15_VE1,onset80,q90,0.3622934999049949,663,719,435,0.17103032581679414
within_channel,q15_VE1,onset80,page_wmax,0.2981959365580351,603,779,487,0.29701847635377815
within_channel,q15_VE1,top30,top5,0.6208840648290076,1070,455,289,0.502697603697961
within_channel,q15_VE1,std,top5,0.545503086946104,803,263,556,0.3491544795197136
within_channel,q15_VE1,std,top10,0.5265066933538518,816,250,633,0.3322042417232234
within_channel,q15_VE1,std,top30,0.44965566620297037,771,295,754,0.20271592275409944
within_channel,q15_VE1,iqr,top5,0.3448517014918288,646,466,713,0.13599452589879396
within_channel,q15_VE1,iqr,top10,0.3771622998948887,703,409,746,0.17021554118840918
within_channel,q15_VE1,iqr,max,0.2354819912271199,483,629,656,0.11834240941998733
within_channel,q15_VE1,iqr,mean,0.6070391982949586,750,362,278,0.5238169056397418
within_channel,q15_VE1,iqr,log_top5,0.19731687476206414,486,626,772,0.09945626047439511
within_channel,q15_VE1,iqr,onset80,0.2638266976008408,581,531,801,0.10971878907462312
within_channel,q15_VE1,iqr,top30,0.408491763608321,755,357,770,0.18373591454810675
within_channel,q15_VE1,iqr,std,0.5672057430708948,733,379,333,0.34463125855475385
within_channel,q15_VE1,iqr,slope,0.1391057917730053,316,796,527,0.0942803505798422
within_channel,q15_VE1,iqr,jump,0.31121902334564233,473,639,447,0.08331119575995062
within_channel,q15_VE1,iqr,q90,0.5506919436044307,732,380,366,0.3490700899623837
within_channel,q15_VE1,iqr,page_wmax,0.29482435774217036,517,595,573,0.220952538962968
within_channel,q15_VE1,frac_above_z,top5,0.31952115265197,569,406,790,0.1289728656451053
within_channel,q15_VE1,frac_above_z,top10,0.3537866214975127,623,352,826,0.15796110920386308
within_channel,q15_VE1,frac_above_z,max,0.2204665131591633,427,548,712,0.10058058772265062
within_channel,q15_VE1,frac_above_z,mean,0.7613542120599982,816,159,212,0.5361149874481203
within_channel,q15_VE1,frac_above_z,log_top5,0.11694493465365113,373,602,885,0.08364733532126652
within_channel,q15_VE1,frac_above_z,onset80,0.24984122034231243,516,459,866,0.1196464863107749
within_channel,q15_VE1,frac_above_z,top30,0.380615125991314,667,308,858,0.1480733007670962
within_channel,q15_VE1,frac_above_z,std,0.4368535377668807,577,398,489,0.30011698546782173
within_channel,q15_VE1,frac_above_z,iqr,0.574930230066965,702,273,410,0.5854009782788181
within_channel,q15_VE1,frac_above_z,slope,0.15391503538109566,296,679,547,0.06531025851058253
within_channel,q15_VE1,frac_above_z,jump,0.38529144854277253,489,486,431,0.11754197958912237
within_channel,q15_VE1,frac_above_z,q90,0.5598115125232699,685,290,413,0.3352706301443088
within_channel,q15_VE1,frac_above_z,page_wmax,0.28281110594486353,463,512,627,0.19178394866400886
within_channel,q15_VE1,slope,top5,0.108503754906444,345,498,1014,0.0034929966558899794
within_channel,q15_VE1,slope,top10,0.11267298867470751,367,476,1082,-0.015942789356428382
within_channel,q15_VE1,slope,top30,0.11073933752514833,381,462,1144,-0.04997416908983472
within_channel,q15_VE1,slope,std,0.13939673507249625,306,537,760,0.07455730430679547
within_channel,q15_VE1,jump,top5,0.24175617546594988,482,438,877,0.10662021072957557
within_channel,q15_VE1,jump,top10,0.27359690953416516,531,389,918,0.12994551430175394
within_channel,q15_VE1,jump,max,0.18332830328184577,380,540,759,0.11429421148883379
within_channel,q15_VE1,jump,mean,0.40713856791156083,522,398,506,0.15149811921563355
within_channel,q15_VE1,jump,log_top5,0.15098172371561397,383,537,875,0.10532508260081713
within_channel,q15_VE1,jump,onset80,0.33691762005948095,567,353,815,0.2685770944964536
within_channel,q15_VE1,jump,top30,0.29150765013603797,565,355,960,0.11745256177594184
within_channel,q15_VE1,jump,std,0.30596944196869186,456,464,610,0.1189648076759277
within_channel,q15_VE1,jump,slope,0.2144962250462574,326,594,517,0.05777499602250588
within_channel,q15_VE1,jump,q90,0.3664997255720491,512,408,586,0.1021575653031972
within_channel,q15_VE1,jump,page_wmax,0.1681467803030874,356,564,734,0.12202678760786903
within_channel,q15_VE1,q90,top5,0.4496965212755778,733,365,626,0.20554405775100176
within_channel,q15_VE1,q90,top10,0.4762395414975086,786,312,663,0.25617919487402674
within_channel,q15_VE1,q90,top30,0.46167167946059584,797,301,728,0.1986141467227863
within_channel,q15_VE1,q90,std,0.7008057882689687,837,261,229,0.5406638071573776
within_channel,q15_VE1,q90,slope,0.16053396648047716,329,769,514,0.06355190860629775
within_channel,q15_VE1,first_token,top5,0.10858112651465641,305,423,1054,0.05974307891248121
within_channel,q15_VE1,first_token,top10,0.08888775185597105,306,422,1143,0.05540342679362331
within_channel,q15_VE1,first_token,max,0.12580665006126251,277,451,862,0.0506275778702688
within_channel,q15_VE1,first_token,mean,0.05410498349382915,206,522,822,0.09671841049069578
within_channel,q15_VE1,first_token,log_top5,0.07535345438513169,262,466,996,0.044357861379454286
within_channel,q15_VE1,first_token,onset80,0.0532075474055338,267,461,1115,0.05883120703721701
within_channel,q15_VE1,first_token,top30,0.07181253503366648,306,422,1219,0.052108135399397175
within_channel,q15_VE1,first_token,std,0.13854606164246747,272,456,794,0.08323202642523712
within_channel,q15_VE1,first_token,iqr,0.07546221051506483,236,492,876,0.09202348740299257
within_channel,q15_VE1,first_token,frac_above_z,0.05907661276582765,200,528,775,0.07610783593950576
within_channel,q15_VE1,first_token,slope,-0.08399645350814397,84,644,759,-0.00965452675985402
within_channel,q15_VE1,first_token,jump,-0.011674091691819898,143,585,777,0.018131212761046612
within_channel,q15_VE1,first_token,q90,0.09029577564548698,244,484,854,0.08843089446718966
within_channel,q15_VE1,first_token,page_wmax,0.12628989309083036,268,460,822,0.07474831466517363
within_channel,q15_VE1,boxcar8_max,top5,0.5186426845212222,826,345,533,0.3219459372545672
within_channel,q15_VE1,boxcar8_max,top10,0.5318695507622646,870,301,579,0.3401672078099654
within_channel,q15_VE1,boxcar8_max,max,0.3788225262314384,624,547,515,0.2111366371278159
within_channel,q15_VE1,boxcar8_max,mean,0.39253168497205976,595,576,433,0.27298210272058454
within_channel,q15_VE1,boxcar8_max,log_top5,0.27485571516941454,574,597,684,0.2585040295586364
within_channel,q15_VE1,boxcar8_max,cusum_top5,0.08829051705350648,330,841,650,0.2067918099979731
within_channel,q15_VE1,boxcar8_max,onset80,0.42566607055806727,750,421,632,0.26955513244010293
within_channel,q15_VE1,boxcar8_max,top30,0.5057496906414362,872,299,653,0.3207879448321835
within_channel,q15_VE1,boxcar8_max,std,0.47495212237246504,678,493,388,0.27499368989704764
within_channel,q15_VE1,boxcar8_max,iqr,0.35484765299260657,594,577,518,0.23383192633794225
within_channel,q15_VE1,boxcar8_max,frac_above_z,0.35549100777905107,545,626,430,0.19160918121063752
within_channel,q15_VE1,boxcar8_max,slope,0.14042561929891978,330,841,513,0.05448334713561418
within_channel,q15_VE1,boxcar8_max,jump,0.28554934876656507,469,702,451,0.12330358804866562
within_channel,q15_VE1,boxcar8_max,q90,0.43416331638122946,656,515,442,0.27157241532903803
within_channel,q15_VE1,boxcar8_max,first_token,0.08293478173985368,252,919,476,0.05610732416097373
within_channel,q15_VE1,boxcar8_max,page_wmax,0.5149180873909814,721,450,369,0.6369722784486708
within_channel,q15_VE1,page_wmax,top5,0.43428321303324213,716,374,643,0.34453429564331944
within_channel,q15_VE1,page_wmax,top10,0.4602391605225984,768,322,681,0.3378099657173119
