scope,channel,a,b,phi_hits,both,a_only,b_only,phi_misses_shuffled
within_channel,chosen_surprisal,cusum_top5,page_wmax,0.13686216058649162,212,773,362,0.39770827529862834
within_channel,chosen_surprisal,onset80,top5,0.9736025454961558,547,4,22,0.9394306165276413
within_channel,chosen_surprisal,onset80,top10,0.8389121866620705,534,17,165,0.8712692224975106
within_channel,chosen_surprisal,onset80,top30,0.6015660560773831,500,51,532,0.6132903300911586
within_channel,chosen_surprisal,onset80,std,0.9655290861656818,527,24,9,0.9138315474321459
within_channel,chosen_surprisal,onset80,slope,-0.14456037729652524,22,529,826,0.10679686001089249
within_channel,chosen_surprisal,onset80,q90,0.34959399116997547,310,241,555,0.12929944475461116
within_channel,chosen_surprisal,onset80,page_wmax,0.9503926168942816,538,13,36,0.9242863596708148
within_channel,chosen_surprisal,top30,top5,0.6106042114549567,515,517,54,0.6018693421392076
within_channel,chosen_surprisal,std,top5,0.943712034345606,525,11,44,0.9443779843074616
within_channel,chosen_surprisal,std,top10,0.8135582093360568,513,23,186,0.8138848535991567
within_channel,chosen_surprisal,std,top30,0.5948183152514644,488,48,544,0.560030894665101
within_channel,chosen_surprisal,iqr,top5,0.12518889789084928,193,726,376,0.05008091811301778
within_channel,chosen_surprisal,iqr,top10,0.14405148632448483,239,680,460,0.06785994333438398
within_channel,chosen_surprisal,iqr,max,0.11774215648576183,182,737,362,0.04861960087474122
within_channel,chosen_surprisal,iqr,mean,0.4157559120025166,397,522,248,0.261607406245205
within_channel,chosen_surprisal,iqr,log_top5,0.11943744691294605,183,736,361,0.05028132984297599
within_channel,chosen_surprisal,iqr,onset80,0.11971334718445317,185,734,366,0.05969350596732573
within_channel,chosen_surprisal,iqr,top30,0.19935797407913203,365,554,667,0.11355105890239148
within_channel,chosen_surprisal,iqr,std,0.12814447920780325,186,733,350,0.04953559364857625
within_channel,chosen_surprisal,iqr,slope,0.022000869914646556,191,728,657,0.06943724656441315
within_channel,chosen_surprisal,iqr,jump,0.16840208372207044,205,714,315,0.11521941885274742
within_channel,chosen_surprisal,iqr,q90,0.4645997776954764,510,409,355,0.3473433753230342
within_channel,chosen_surprisal,iqr,page_wmax,0.12466592539309591,194,725,380,0.048149286532364895
within_channel,chosen_surprisal,frac_above_z,top5,0.08768560186152238,170,746,399,0.055589885301212186
within_channel,chosen_surprisal,frac_above_z,top10,0.10368947444862134,212,704,487,0.07526617188999617
within_channel,chosen_surprisal,frac_above_z,max,0.08625874007021789,163,753,381,0.06077704576351322
within_channel,chosen_surprisal,frac_above_z,mean,0.3411362480925552,349,567,296,0.2435758711063456
within_channel,chosen_surprisal,frac_above_z,log_top5,0.08795608182935845,164,752,380,0.06077704576351322
within_channel,chosen_surprisal,frac_above_z,onset80,0.08672553296693064,165,751,386,0.06531229130234736
within_channel,chosen_surprisal,frac_above_z,top30,0.1636256539958961,337,579,695,0.08461300669892158
within_channel,chosen_surprisal,frac_above_z,std,0.0930455058168337,165,751,371,0.06342013654429653
within_channel,chosen_surprisal,frac_above_z,iqr,0.6929917043229313,694,222,225,0.6322711050038732
within_channel,chosen_surprisal,frac_above_z,slope,0.03274896082512511,198,718,650,0.07017975216946742
within_channel,chosen_surprisal,frac_above_z,jump,0.12940644377273477,182,734,338,0.09874685011113464
within_channel,chosen_surprisal,frac_above_z,q90,0.37464819947805894,445,471,420,0.2779397711615655
within_channel,chosen_surprisal,frac_above_z,page_wmax,0.0939428809644055,175,741,399,0.06197392036549316
within_channel,chosen_surprisal,slope,top5,-0.14676145511023814,23,825,546,0.10493508943912558
within_channel,chosen_surprisal,slope,top10,-0.1328325938509934,49,799,650,0.0792037975134138
within_channel,chosen_surprisal,slope,top30,-0.07733137683178132,140,708,892,0.03750108458591712
within_channel,chosen_surprisal,slope,std,-0.14652738882542016,19,829,517,0.11991506377214828
within_channel,chosen_surprisal,jump,top5,0.8787425469310818,486,34,83,0.2528399355429355
within_channel,chosen_surprisal,jump,top10,0.7618305045363003,478,42,221,0.24452239830247166
within_channel,chosen_surprisal,jump,max,0.902072114939997,486,34,58,0.25326664018102735
within_channel,chosen_surprisal,jump,mean,0.6350163684149395,395,125,250,0.2855025868260534
within_channel,chosen_surprisal,jump,log_top5,0.9020721149399971,486,34,58,0.25326664018102735
within_channel,chosen_surprisal,jump,onset80,0.8953888878883419,486,34,65,0.2703225544565997
within_channel,chosen_surprisal,jump,top30,0.5723526457042075,466,54,566,0.210756732819832
within_channel,chosen_surprisal,jump,std,0.9163101993284944,489,31,47,0.2580792664293972
within_channel,chosen_surprisal,jump,slope,-0.13589180943580076,23,497,825,0.12637306166140977
within_channel,chosen_surprisal,jump,q90,0.3956378669791223,325,195,540,0.18187420280393934
within_channel,chosen_surprisal,jump,page_wmax,0.870075367298314,484,36,90,0.250975855873095
within_channel,chosen_surprisal,q90,top5,0.352464612687209,318,547,251,0.13070736861551144
within_channel,chosen_surprisal,q90,top10,0.3713851936011736,374,491,325,0.1580158054489056
within_channel,chosen_surprisal,q90,top30,0.344663920125566,457,408,575,0.21490981778932564
within_channel,chosen_surprisal,q90,std,0.3606138689005992,311,554,225,0.12814772189831478
within_channel,chosen_surprisal,q90,slope,-0.013210799800670376,156,709,692,0.09584711703595583
within_channel,chosen_surprisal,first_token,top5,0.9664249355541269,540,4,29,0.027562339944168558
within_channel,chosen_surprisal,first_token,top10,0.8324102266710901,527,17,172,0.025718091652236028
within_channel,chosen_surprisal,first_token,max,1.0,544,0,0,0.0313959146438047
within_channel,chosen_surprisal,first_token,mean,0.5691852089721753,371,173,274,0.03995257972989716
within_channel,chosen_surprisal,first_token,log_top5,0.9979052228895663,543,1,1,0.029831261625272856
within_channel,chosen_surprisal,first_token,onset80,0.9927350336925923,544,0,7,0.02533866397315069
within_channel,chosen_surprisal,first_token,top30,0.5977682197620766,494,50,538,0.033302100797341354
within_channel,chosen_surprisal,first_token,std,0.9726290898919955,527,17,9,0.02973734552443678
within_channel,chosen_surprisal,first_token,iqr,0.11774215648576183,182,362,737,0.07469509382576534
within_channel,chosen_surprisal,first_token,frac_above_z,0.08625874007021789,163,381,753,0.06862613789402709
within_channel,chosen_surprisal,first_token,slope,-0.14826373596494274,19,525,829,-0.004746493504998655
within_channel,chosen_surprisal,first_token,jump,0.902072114939997,486,58,34,0.05862925097511056
within_channel,chosen_surprisal,first_token,q90,0.34521302819167815,305,239,560,0.0781169875028765
within_channel,chosen_surprisal,first_token,page_wmax,0.9554331079544119,537,7,37,0.035592300517062365
within_channel,chosen_surprisal,boxcar8_max,top5,0.9316105568862258,525,23,44,0.9603357677894448
within_channel,chosen_surprisal,boxcar8_max,top10,0.8173296330059994,521,27,178,0.8349972354284768
within_channel,chosen_surprisal,boxcar8_max,max,0.9457157907258795,520,28,24,0.9917020177181324
within_channel,chosen_surprisal,boxcar8_max,mean,0.5584943943517722,367,181,278,0.5860046391620005
within_channel,chosen_surprisal,boxcar8_max,log_top5,0.9436276010986515,519,29,25,0.9889357047706907
within_channel,chosen_surprisal,boxcar8_max,cusum_top5,0.13756843708605085,205,343,780,0.3924161888969229
within_channel,chosen_surprisal,boxcar8_max,onset80,0.9449710191281203,523,25,28,0.9310828754146951
within_channel,chosen_surprisal,boxcar8_max,top30,0.5895191369936106,491,57,541,0.5790821619955718
within_channel,chosen_surprisal,boxcar8_max,std,0.9265248959465469,507,41,29,0.9715258564937567
within_channel,chosen_surprisal,boxcar8_max,iqr,0.1142833969321733,181,367,738,0.04980965831475473
within_channel,chosen_surprisal,boxcar8_max,frac_above_z,0.0812078166757985,161,387,755,0.06030110730408606
within_channel,chosen_surprisal,boxcar8_max,slope,-0.14041847578359798,24,524,824,0.11505082557792569
within_channel,chosen_surprisal,boxcar8_max,jump,0.8662989449079039,471,77,49,0.2542747984327683
within_channel,chosen_surprisal,boxcar8_max,q90,0.34796702484765946,308,240,557,0.11892809816719657
within_channel,chosen_surprisal,boxcar8_max,first_token,0.9457157907258795,520,28,24,0.024648674693575914
within_channel,chosen_surprisal,boxcar8_max,page_wmax,0.9330068997812972,528,20,46,0.9847977051261311
within_channel,chosen_surprisal,page_wmax,top5,0.9427798865107472,543,31,26,0.9562228499178818
within_channel,chosen_surprisal,page_wmax,top10,0.8287606192876421,540,34,159,0.8257170609303078
within_channel,chosen_surprisal,page_wmax,top30,0.5874160748417339,503,71,529,0.5727347265916748
within_channel,chosen_surprisal,page_wmax,std,0.9348362405295126,523,51,13,0.9673328607696018
within_channel,chosen_surprisal,page_wmax,slope,-0.14272236016582188,26,548,822,0.10614834557205267
within_channel,chosen_surprisal,page_wmax,q90,0.3427236391551961,314,260,551,0.11575957350077366
within_channel,logprob_margin,top10,top5,0.7111115908815506,1112,339,216,0.6803412259637883
within_channel,logprob_margin,top10,top30,0.6723954040036313,1152,299,347,0.6483337273166073
within_channel,logprob_margin,max,top5,0.23578312263818374,458,432,870,0.2661057500267905
within_channel,logprob_margin,max,top10,0.18501516919765437,445,445,1006,0.18564753418255506
within_channel,logprob_margin,max,mean,0.04234331629824113,221,669,728,0.05429975157541195
within_channel,logprob_margin,max,onset80,0.4821622526250494,573,317,472,0.5129800510802732
within_channel,logprob_margin,max,top30,0.15184698716725303,428,462,1071,0.14168939727292038
within_channel,logprob_margin,max,std,0.2536857714089577,254,636,281,0.07985644596631598
within_channel,logprob_margin,max,slope,0.11654080619231472,253,637,602,0.01682056829695337
within_channel,logprob_margin,max,q90,0.1193867275426376,268,622,642,0.1376983492431711
within_channel,logprob_margin,max,page_wmax,0.05148978993293713,258,632,833,0.06746865076753607
within_channel,logprob_margin,mean,top5,0.18150025512820842,435,514,893,0.10264662501936933
within_channel,logprob_margin,mean,top10,0.23188881547476967,508,441,943,0.09405855957786616
within_channel,logprob_margin,mean,onset80,0.07995250431127399,285,664,760,0.08759339739224188
within_channel,logprob_margin,mean,top30,0.2564192930543056,541,408,958,0.07267947392269418
within_channel,logprob_margin,mean,std,-0.1473179037963955,27,922,508,-0.04297896660604986
within_channel,logprob_margin,mean,slope,0.11749209709002331,267,682,588,0.047482991259559994
within_channel,logprob_margin,mean,q90,0.42810822010944516,509,440,401,0.24387705595969492
within_channel,logprob_margin,mean,page_wmax,0.24360654824513142,424,525,667,0.21564891077890033
within_channel,logprob_margin,log_top5,top5,0.07277457542378872,298,508,1030,0.17674995518982003
within_channel,logprob_margin,log_top5,top10,0.07437901014821108,323,483,1128,0.22266966319115192
within_channel,logprob_margin,log_top5,max,0.1656534612686985,275,531,615,0.08134702857201638
within_channel,logprob_margin,log_top5,mean,-0.11999341750596504,88,718,861,-0.023908571730096334
within_channel,logprob_margin,log_top5,onset80,0.13136300879728455,285,521,760,0.12388843897536882
within_channel,logprob_margin,log_top5,top30,0.07907313359555561,336,470,1163,0.23460975679518242
within_channel,logprob_margin,log_top5,std,0.3193271962543317,275,531,260,0.16950900713738784
within_channel,logprob_margin,log_top5,slope,0.08128483042930619,210,596,645,0.033449706262111474
within_channel,logprob_margin,log_top5,q90,-0.049381964597553875,131,675,779,0.08112558953089348
within_channel,logprob_margin,log_top5,page_wmax,-0.00944749383544972,191,615,900,0.10327435209618656
within_channel,logprob_margin,cusum_top5,top5,0.06372625782324261,333,604,995,0.14935880128582768
within_channel,logprob_margin,cusum_top5,top10,0.06109361963554373,358,579,1093,0.1731223764040047
within_channel,logprob_margin,cusum_top5,max,0.012769127482778302,197,740,693,0.02899060988931916
within_channel,logprob_margin,cusum_top5,mean,-0.12814210519293856,105,832,844,0.002046949002699652
within_channel,logprob_margin,cusum_top5,log_top5,0.18754063459175216,301,636,505,0.1192492614005237
within_channel,logprob_margin,cusum_top5,onset80,0.05537683942986477,263,674,782,0.07902254182863683
within_channel,logprob_margin,cusum_top5,top30,0.07678755342465779,382,555,1117,0.2044314427497353
within_channel,logprob_margin,cusum_top5,std,0.14096471382843476,196,741,339,0.09514551361016599
within_channel,logprob_margin,cusum_top5,iqr,0.1713635833824242,211,726,314,0.06913533854569665
within_channel,logprob_margin,cusum_top5,frac_above_z,-0.05968937414987649,100,837,556,0.011978486937100997
within_channel,logprob_margin,cusum_top5,slope,0.08768098024003333,243,694,612,0.029160783877784396
within_channel,logprob_margin,cusum_top5,jump,-0.026930125011790443,221,716,928,0.04671193250423313
within_channel,logprob_margin,cusum_top5,q90,-0.09291024278692026,124,813,786,0.03145313584527283
within_channel,logprob_margin,cusum_top5,first_token,0.02997589407034753,163,774,517,0.02544874756184722
within_channel,logprob_margin,cusum_top5,page_wmax,0.04853825876027949,268,669,823,0.1371250022094288
within_channel,logprob_margin,onset80,top5,0.3925349927777582,651,394,677,0.4389165197351267
within_channel,logprob_margin,onset80,top10,0.31647481048581155,621,424,830,0.3552745773539912
within_channel,logprob_margin,onset80,top30,0.24060664128401416,567,478,932,0.29380142834859924
within_channel,logprob_margin,onset80,std,0.16655789413018166,228,817,307,0.08499319491208962
within_channel,logprob_margin,onset80,slope,0.11423892438853414,286,759,569,-0.014581519025568418
within_channel,logprob_margin,onset80,q90,0.16953401725594813,343,702,567,0.19621690545337925
within_channel,logprob_margin,onset80,page_wmax,0.10275744781626313,340,705,751,0.1342581325809692
within_channel,logprob_margin,top30,top5,0.49591604969857117,925,574,403,0.48099241171440016
within_channel,logprob_margin,std,top5,0.009146736421157695,166,369,1162,0.08004232764333934
within_channel,logprob_margin,std,top10,-0.012919752815682407,166,369,1285,0.10393575391395929
within_channel,logprob_margin,std,top30,-0.04175030273152464,152,383,1347,0.08078192385065515
within_channel,logprob_margin,iqr,top5,0.006159421334135526,161,364,1167,0.06494153118813084
within_channel,logprob_margin,iqr,top10,-0.020063705423062198,158,367,1293,0.08484479486863815
within_channel,logprob_margin,iqr,max,0.17214541985612003,204,321,686,0.041126281771311904
within_channel,logprob_margin,iqr,mean,-0.16530560075911946,15,510,934,-0.04616876198397661
within_channel,logprob_margin,iqr,log_top5,0.2691330892622366,244,281,562,0.12470478574430281
within_channel,logprob_margin,iqr,onset80,0.1175358290684075,195,330,850,0.07997944562635244
within_channel,logprob_margin,iqr,top30,-0.026791991990246806,159,366,1340,0.0709717174219876
within_channel,logprob_margin,iqr,std,0.6336876090294641,359,166,176,0.41274135817339563
within_channel,logprob_margin,iqr,slope,0.06004567875334924,135,390,720,0.06754500408557415
within_channel,logprob_margin,iqr,jump,-0.15574226676754602,38,487,1111,-0.06180398704675086
within_channel,logprob_margin,iqr,q90,-0.06315575918886353,71,454,839,0.14016642020851736
within_channel,logprob_margin,iqr,page_wmax,-0.024211796600751415,114,411,977,0.06268340079731174
within_channel,logprob_margin,frac_above_z,top5,0.13566536639567167,294,362,1034,0.1469866002478439
within_channel,logprob_margin,frac_above_z,top10,0.1322067478579881,312,344,1139,0.12879179304716779
within_channel,logprob_margin,frac_above_z,max,0.36075125733385494,359,297,531,0.4125911135717236
within_channel,logprob_margin,frac_above_z,mean,0.18089833593337698,257,399,692,0.1454788962979685
within_channel,logprob_margin,frac_above_z,log_top5,0.12837441041245395,197,459,609,0.0747410177856706
within_channel,logprob_margin,frac_above_z,onset80,0.28674220711427506,346,310,699,0.3256991954820778
within_channel,logprob_margin,frac_above_z,top30,0.10148704748615511,297,359,1202,0.08137492912166863
within_channel,logprob_margin,frac_above_z,std,0.23392937380297127,199,457,336,0.1473933305658252
within_channel,logprob_margin,frac_above_z,iqr,0.1620921446761928,160,496,365,0.13786761872967213
within_channel,logprob_margin,frac_above_z,slope,0.15568982610235366,223,433,632,0.05207235523178882
within_channel,logprob_margin,frac_above_z,jump,0.00914963552969545,176,480,973,-0.006212327279710401
within_channel,logprob_margin,frac_above_z,q90,0.221065900961922,275,381,635,0.190001257650508
within_channel,logprob_margin,frac_above_z,page_wmax,0.07205531440841505,210,446,881,0.10699880161008804
within_channel,logprob_margin,slope,top5,0.0753188187958824,316,539,1012,-0.0013082615383775327
within_channel,logprob_margin,slope,top10,0.06904775735421455,336,519,1115,-0.0035509455514183856
within_channel,logprob_margin,slope,top30,0.08148022007313209,356,499,1143,-0.04117359593043511
within_channel,logprob_margin,slope,std,0.12109421374396923,172,683,363,0.09144913024341586
within_channel,logprob_margin,jump,top5,0.15439564011814638,481,668,847,0.058031614818790954
within_channel,logprob_margin,jump,top10,0.16954988702076854,530,619,921,0.07551695621030512
within_channel,logprob_margin,jump,max,-0.000274685821979789,230,919,660,-0.010019210890495655
within_channel,logprob_margin,jump,mean,0.4020238923568675,566,583,383,0.47334774295666404
within_channel,logprob_margin,jump,log_top5,-0.0846876205197456,145,1004,661,-0.016838871905524036
within_channel,logprob_margin,jump,onset80,0.052957283357403184,314,835,731,0.04969708974825948
within_channel,logprob_margin,jump,top30,0.181849880842835,555,594,944,0.08750153962037947
within_channel,logprob_margin,jump,std,-0.15856287114658082,38,1111,497,-0.030833198220401023
within_channel,logprob_margin,jump,slope,0.0662941315915905,272,877,583,0.04187781085083501
within_channel,logprob_margin,jump,q90,0.29502183737346416,467,682,443,0.19398494656584037
within_channel,logprob_margin,jump,page_wmax,0.12515827002374152,387,762,704,0.16200942785790032
within_channel,logprob_margin,q90,top5,0.31062126559909914,527,383,801,0.23236993233548356
within_channel,logprob_margin,q90,top10,0.3469827758528551,589,321,862,0.26412520887390706
within_channel,logprob_margin,q90,top30,0.2688540393299279,535,375,964,0.17275404814136264
within_channel,logprob_margin,q90,std,-0.05758481523460504,76,834,459,0.15815451316612358
within_channel,logprob_margin,q90,slope,0.1200360728278363,260,650,595,0.05735298115086153
within_channel,logprob_margin,first_token,top5,0.07880679935163601,261,419,1067,0.0536558418404829
within_channel,logprob_margin,first_token,top10,0.06915593949991816,274,406,1177,0.08305806808048491
within_channel,logprob_margin,first_token,max,-0.04255680270425138,109,571,781,0.07823713371066443
within_channel,logprob_margin,first_token,mean,0.05144104281100052,179,501,770,0.09342155324460706
within_channel,logprob_margin,first_token,log_top5,0.0172194773191378,134,546,672,0.06502847018064539
within_channel,logprob_margin,first_token,onset80,-0.033863061183247306,137,543,908,0.08240056290947377
within_channel,logprob_margin,first_token,top30,0.05094265522851101,268,412,1231,0.09685079740210442
within_channel,logprob_margin,first_token,std,-0.053594597016355626,54,626,481,0.06208612418440594
within_channel,logprob_margin,first_token,iqr,-0.023955210091061344,68,612,457,0.076288357293874
within_channel,logprob_margin,first_token,frac_above_z,-0.0729989254156994,59,621,597,0.07409736175578567
within_channel,logprob_margin,first_token,slope,-0.02043701084461936,118,562,737,-0.008260218303829331
within_channel,logprob_margin,first_token,jump,0.05583481591522455,215,465,934,0.08675391499079227
within_channel,logprob_margin,first_token,q90,0.07543164736542336,188,492,722,0.09801419508883048
within_channel,logprob_margin,first_token,page_wmax,0.06824575695989754,214,466,877,0.07526411188045384
within_channel,logprob_margin,boxcar8_max,top5,0.2858251668773065,582,524,746,0.18715840064428202
within_channel,logprob_margin,boxcar8_max,top10,0.34380740932112314,671,435,780,0.2172563536369125
within_channel,logprob_margin,boxcar8_max,max,0.10847532975128008,305,801,585,0.09356422253338138
within_channel,logprob_margin,boxcar8_max,mean,0.252393597995423,435,671,514,0.2037059728212107
within_channel,logprob_margin,boxcar8_max,log_top5,0.020690392521497136,216,890,590,0.10870239396257056
within_channel,logprob_margin,boxcar8_max,cusum_top5,0.041726480033461175,266,840,671,0.1459398741124445
within_channel,logprob_margin,boxcar8_max,onset80,0.16300780373633078,393,713,652,0.14136804294145477
within_channel,logprob_margin,boxcar8_max,top30,0.36748317828767924,707,399,792,0.24829003746221354
within_channel,logprob_margin,boxcar8_max,std,-0.008330317419887365,128,978,407,0.04027470674605257
within_channel,logprob_margin,boxcar8_max,iqr,-0.0011580935987862819,130,976,395,0.04593265359400183
within_channel,logprob_margin,boxcar8_max,frac_above_z,0.10075774089688738,232,874,424,0.12705549657347895
within_channel,logprob_margin,boxcar8_max,slope,0.09787057887015482,287,819,568,0.03147796281174183
within_channel,logprob_margin,boxcar8_max,jump,0.20676005580595064,460,646,689,0.16146140253613253
within_channel,logprob_margin,boxcar8_max,q90,0.25981461411240714,428,678,482,0.17158178642521998
within_channel,logprob_margin,boxcar8_max,first_token,0.040034046511309755,197,909,483,0.07494786519061127
within_channel,logprob_margin,boxcar8_max,page_wmax,0.37173119670091437,579,527,512,0.5909277885922182
within_channel,logprob_margin,page_wmax,top5,0.26941347760432105,562,529,766,0.1789486829171463
within_channel,logprob_margin,page_wmax,top10,0.30847520510957577,633,458,818,0.20539244583333868
within_channel,logprob_margin,page_wmax,top30,0.3415884490687491,677,414,822,0.24756202983583364
within_channel,logprob_margin,page_wmax,std,-0.047244180105564235,102,989,433,0.05864260576282183
within_channel,logprob_margin,page_wmax,slope,-0.00795494123562264,204,887,651,0.005898684976841983
within_channel,logprob_margin,page_wmax,q90,0.1872406784945209,368,723,542,0.14871310084696696
within_channel,true_tail50,top10,top5,0.9244762902047174,1156,78,56,0.888908315073824
within_channel,true_tail50,top10,top30,0.926273116429957,1176,58,74,0.9125791547133799
within_channel,true_tail50,max,top5,0.7680510777209721,936,122,276,0.6902847617272941
within_channel,true_tail50,max,top10,0.7210197413684007,905,153,329,0.6169053768386196
within_channel,true_tail50,max,mean,0.607390053929041,695,363,249,0.5339307577984429
within_channel,true_tail50,max,onset80,0.7450846894601729,925,133,308,0.6527162730767523
within_channel,true_tail50,max,top30,0.6925500915844425,887,171,363,0.5753835262016896
within_channel,true_tail50,max,std,0.7949898007245845,834,224,97,0.7597081142130847
within_channel,true_tail50,max,slope,0.1766603177195046,354,704,564,0.1567654712626863
within_channel,true_tail50,max,q90,0.40522006413441514,571,487,465,0.11039463444605228
within_channel,true_tail50,max,page_wmax,0.7361629264104426,831,227,194,0.8786443884453015
within_channel,true_tail50,mean,top5,0.6713876105273322,801,143,411,0.5802290461648242
within_channel,true_tail50,mean,top10,0.6754238981641251,812,132,422,0.5504731905780771
within_channel,true_tail50,mean,onset80,0.6463600285959126,788,156,445,0.5378171560156888
within_channel,true_tail50,mean,top30,0.6747247690402582,817,127,433,0.5119665039886089
within_channel,true_tail50,mean,std,0.7465294477073593,750,194,181,0.7149140875279792
within_channel,true_tail50,mean,slope,0.18199302898568342,329,615,589,0.17460018107237146
within_channel,true_tail50,mean,q90,0.6790653726884778,742,202,294,0.3126723477179215
within_channel,true_tail50,mean,page_wmax,0.5879968084082301,668,276,357,0.5657180548153691
within_channel,true_tail50,log_top5,top5,0.8264549317240636,1020,109,192,0.7643612587868361
within_channel,true_tail50,log_top5,top10,0.7738461352634834,984,145,250,0.6857792124190707
within_channel,true_tail50,log_top5,max,0.835238308628807,957,172,101,0.8368063941031588
within_channel,true_tail50,log_top5,mean,0.6080395513005914,721,408,223,0.5521546257659949
within_channel,true_tail50,log_top5,onset80,0.7939619551045342,1001,128,232,0.7091415451919888
within_channel,true_tail50,log_top5,top30,0.7373804210720977,959,170,291,0.6373738341627949
within_channel,true_tail50,log_top5,std,0.7677774675898026,841,288,90,0.7429274832247981
within_channel,true_tail50,log_top5,slope,0.18219426328066157,376,753,542,0.13521246963349443
within_channel,true_tail50,log_top5,q90,0.4165546925642072,604,525,432,0.11611482303292016
within_channel,true_tail50,log_top5,page_wmax,0.750446046491052,872,257,153,0.8242547210880914
within_channel,true_tail50,cusum_top5,top5,0.26339637116134074,538,600,674,0.3916756469203653
within_channel,true_tail50,cusum_top5,top10,0.26004755918058614,542,596,692,0.3851528911513112
within_channel,true_tail50,cusum_top5,max,0.28565998953065547,507,631,551,0.397434806466501
within_channel,true_tail50,cusum_top5,mean,0.18172872582926924,386,752,558,0.3091684200673727
within_channel,true_tail50,cusum_top5,log_top5,0.28162380528672737,527,611,602,0.39403407961467835
within_channel,true_tail50,cusum_top5,onset80,0.27537896259508754,555,583,678,0.36391893435198086
within_channel,true_tail50,cusum_top5,top30,0.25088320438691025,539,599,711,0.3835779518881276
within_channel,true_tail50,cusum_top5,std,0.2400904522344483,428,710,503,0.3546043197186357
within_channel,true_tail50,cusum_top5,iqr,0.14103939816641803,379,759,650,0.04097899268890572
within_channel,true_tail50,cusum_top5,frac_above_z,0.10965777138823012,345,793,655,0.0278443808155693
within_channel,true_tail50,cusum_top5,slope,0.166613990507042,366,772,552,0.08656815911373407
within_channel,true_tail50,cusum_top5,jump,0.20332330001739135,424,714,586,0.24540614624814458
within_channel,true_tail50,cusum_top5,q90,0.13242193484922085,374,764,662,0.09042417578726265
within_channel,true_tail50,cusum_top5,first_token,-0.0020121555837821275,146,992,429,0.08024606503302421
within_channel,true_tail50,cusum_top5,page_wmax,0.2844770153305685,495,643,530,0.3985609820108355
within_channel,true_tail50,onset80,top5,0.8719683550594637,1109,124,103,0.802545669453566
within_channel,true_tail50,onset80,top10,0.858019911821215,1107,126,127,0.7873269233025567
within_channel,true_tail50,onset80,top30,0.823966674352337,1084,149,166,0.7460743581182292
within_channel,true_tail50,onset80,std,0.7146307667566048,837,396,94,0.6102028188721271
within_channel,true_tail50,onset80,slope,0.1963968868840612,413,820,505,0.09994692399908059
within_channel,true_tail50,onset80,q90,0.48435352799144316,695,538,341,0.18482492757630456
within_channel,true_tail50,onset80,page_wmax,0.6807228975349144,855,378,170,0.657359601465909
within_channel,true_tail50,top30,top5,0.8687280929920226,1114,136,98,0.8147120871197248
within_channel,true_tail50,std,top5,0.7512323741937084,859,72,353,0.648168886401028
within_channel,true_tail50,std,top10,0.7006103368986124,826,105,408,0.5648196761698556
within_channel,true_tail50,std,top30,0.6801998463741231,815,116,435,0.5126608862040054
within_channel,true_tail50,iqr,top5,0.4219737846756718,633,396,579,0.0975452760416248
within_channel,true_tail50,iqr,top10,0.43976449405711376,655,374,579,0.11178703216129958
within_channel,true_tail50,iqr,max,0.36066508637509603,533,496,525,0.08178899595254788
within_channel,true_tail50,iqr,mean,0.5821746544129035,665,364,279,0.21204272664326482
within_channel,true_tail50,iqr,log_top5,0.37069723195961735,564,465,565,0.0726714603350462
within_channel,true_tail50,iqr,onset80,0.41393472412547505,633,396,600,0.090396024826965
within_channel,true_tail50,iqr,top30,0.46686218997473705,683,346,567,0.11853647937789186
within_channel,true_tail50,iqr,std,0.4396296330395315,551,478,380,0.1114888935772299
within_channel,true_tail50,iqr,slope,0.17177163138411286,343,686,575,0.08565484182066005
within_channel,true_tail50,iqr,jump,0.5296563202305107,650,379,360,0.146390449979089
within_channel,true_tail50,iqr,q90,0.6788742578445625,778,251,258,0.35312197993000277
within_channel,true_tail50,iqr,page_wmax,0.3566017914673397,519,510,506,0.07958460619401383
within_channel,true_tail50,frac_above_z,top5,0.36442093683047583,574,426,638,0.07770243243079945
within_channel,true_tail50,frac_above_z,top10,0.3841116205865769,597,403,637,0.08475934902980621
within_channel,true_tail50,frac_above_z,max,0.3148463415810765,487,513,571,0.07487300600446234
within_channel,true_tail50,frac_above_z,mean,0.5210809166718238,608,392,336,0.16675590528243647
within_channel,true_tail50,frac_above_z,log_top5,0.3291000393355466,520,480,609,0.06785070363023155
within_channel,true_tail50,frac_above_z,onset80,0.36040508780811914,577,423,656,0.06612756649725542
within_channel,true_tail50,frac_above_z,top30,0.41544090106621256,628,372,622,0.08429276229644632
within_channel,true_tail50,frac_above_z,std,0.38458648830313896,500,500,431,0.09947025357037034
within_channel,true_tail50,frac_above_z,iqr,0.7542322271842039,822,178,207,0.6105614492370154
within_channel,true_tail50,frac_above_z,slope,0.1522012074003164,321,679,597,0.09331526867146463
within_channel,true_tail50,frac_above_z,jump,0.47019132408479924,593,407,417,0.1221901415013735
within_channel,true_tail50,frac_above_z,q90,0.6025906879012815,706,294,330,0.29173004260177376
within_channel,true_tail50,frac_above_z,page_wmax,0.3086402601596715,472,528,553,0.0791531172177687
within_channel,true_tail50,slope,top5,0.17914724215088537,394,524,818,0.11510261447520123
within_channel,true_tail50,slope,top10,0.1836787148995267,403,515,831,0.10280846156965175
within_channel,true_tail50,slope,top30,0.18134072501986467,405,513,845,0.08468211350177261
